initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,17353.520206960864,0.7353520206960864,0.1235689263230837,0.3170941561815606,0.38969159132762776,-0.5131664206574674,0.5141864504921829,1728,3.1944444444444446,2.6846064814814814,5.879050925925926,0.47974537037037035,0.49594907407407407,-0.016203703703703706,0.9756944444444444,-0.6494001887184149,2.1821562214005517,34.14064094959288
