date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.5180025102694465,0.21870133790566806,0.38548173941297037
2024-02-01,3,0.3333333333333333,0.48629740486376394,0.24156408478649205,0.3688977418513447
2024-03-01,3,0.3333333333333333,0.39884445359403636,0.24178239025051415,0.34668468776310646
2024-04-01,3,0.3333333333333333,0.4117856245901715,0.2002516382417911,0.3601832046685544
2024-05-01,3,0.3333333333333333,0.40438051566012556,0.20696975808527582,0.35740869192520114
2024-06-01,3,0.3333333333333333,0.41776638594433724,0.21879378663679788,0.3544879824501159
2024-07-01,3,0.3333333333333334,0.3451955914298557,0.3204309412766168,0.3336416000999223
2024-08-01,3,0.3333333333333333,0.3479573278730957,0.3049003492647102,0.33454631732448714
2024-09-01,3,0.3333333333333333,0.39348155533407375,0.272695020111209,0.3406283871630135
2024-10-01,3,0.3333333333333333,0.3733469748105117,0.2792383252215561,0.33805897962650877
2024-11-01,3,0.33333333333333326,0.37393881425382497,0.2633760305098317,0.34073769208148275
2024-12-01,3,0.3333333333333333,0.35164835344847256,0.3213160603404056,0.3338528497641532
2025-01-01,3,0.3333333333333333,0.3535815331170632,0.317961049199503,0.3340034046007314
2025-02-01,3,0.3333333333333333,0.37931104220955714,0.26323855227861526,0.34094219454841157
2025-03-01,3,0.3333333333333333,0.37020721853049726,0.3118370291259453,0.3353915778345407
2025-04-01,4,0.24999999999999997,0.34388006056187026,0.20932320152738287,0.26190461688110267
2025-05-01,4,0.25,0.3443043306431548,0.1492854427877453,0.26923928543655684
2025-06-01,4,0.25,0.32270031803883686,0.1753232376210232,0.26103194381262196
2025-07-01,4,0.24999999999999997,0.2878340356158894,0.23397507394203876,0.2519403427302678
2025-08-01,4,0.25,0.27952865723792636,0.21922840043766642,0.2533199704811398
2025-09-01,4,0.25,0.3166888101564235,0.12136729524295453,0.2749654036385384
2025-10-01,5,0.19999999999999996,0.28364488148556544,0.1392511776360068,0.21109872698239093
