date,portfolio_value,return,n_coins
2021-02-02,1.031357959075206,0.031357959075206,1
2021-02-03,1.0593941004517673,0.027183715537232755,1
2021-02-04,1.0175391974488441,-0.039508340649692664,1
2021-02-05,1.1334041987775711,0.11386785061373716,1
2021-02-06,1.1686154663832051,0.031066822977725783,1
2021-02-07,1.1031092213659317,-0.0560545764639,1
2021-02-08,1.1554610682965722,0.047458443748494394,1
2021-02-09,1.282088758968908,0.10959061637534484,1
2021-02-10,1.3825405261759238,0.07835008809203026,1
2021-02-11,1.5605899548232798,0.12878423834694863,1
2021-02-12,1.589954823279299,0.01881651766709247,1
2021-02-13,2.2330587297369133,0.4044793581815145,1
2021-02-14,2.141642306670211,-0.040937760323694006,1
2021-02-15,1.9534945522189755,-0.08785209083012768,1
2021-02-16,1.91549295774648,-0.019453135627805707,1
2021-02-17,2.032952431570557,0.061320754716981174,1
2021-02-18,1.9908317831517421,-0.020718954248366006,1
2021-02-19,2.045841084241298,0.027631315490889596,1
2021-02-20,2.0098325803879895,-0.01760083133077872,1
2021-02-21,2.083576933297902,0.036691788972629924,1
2021-02-22,1.8495880946053693,-0.11230151138320255,1
2021-02-23,1.512490034546905,-0.18225574712643688,1
2021-02-24,1.5817167153866607,0.0457700079065273,1
2021-02-25,1.4642572415625839,-0.07426075268817212,1
2021-02-26,1.4285144831251668,-0.02441016333938295,1
2021-02-27,1.479803348392241,0.03590363687098885,1
2021-02-28,1.3891841615732137,-0.06123731705127056,1
2021-03-01,1.49056603773585,0.07297943567670973,1
2021-03-02,1.4526973159713004,-0.025405598145837094,1
2021-03-03,1.4970768004251935,0.030549711881459718,1
2021-03-04,1.4609354238639392,-0.024141297594745703,1
2021-03-05,1.4576136061652947,-0.0022737608003636778,1
2021-03-06,1.4779431304810002,0.013947128532360908,1
2021-03-07,1.532686686154665,0.0370403668075161,1
2021-03-08,1.5623173000265758,0.01933246640658859,1
2021-03-09,1.6533351049694405,0.05825820717809149,1
2021-03-10,1.5882274780760042,-0.03937957084304433,1
2021-03-11,1.6280892904597406,0.02509830168158622,1
2021-03-12,1.5830454424661184,-0.027666693870888825,1
2021-03-13,1.8269997342545854,0.1541044149739803,1
2021-03-14,1.6971830985915504,-0.07105454545454548,1
2021-03-15,1.6157321286207824,-0.04799185782509974,1
2021-03-16,1.6542652139250609,0.023848684210526327,1
2021-03-17,1.670608557002393,0.009879518072289262,1
2021-03-18,1.616662237576403,-0.03229141811818981,1
2021-03-19,1.6283550358756327,0.007232678556752026,1
2021-03-20,1.6400478341748619,0.007180742554059538,1
2021-03-21,1.593010895562053,-0.02868022360852296,1
2021-03-22,1.5524847196385874,-0.025439986654433366,1
2021-03-23,1.6278235450438492,0.04852790140362884,1
2021-03-24,1.4998671272920554,-0.07860582809566563,1
2021-03-25,1.4727610948711147,-0.01807228915662651,1
2021-03-26,1.5664363539728954,0.06360519667989895,1
2021-03-27,1.565373372309329,-0.0006785986936974631,1
2021-03-28,1.5805208610151489,0.009676597911892015,1
2021-03-29,1.6853574275843757,0.06633039092055482,1
2021-03-30,1.7289396757905942,0.025859350362661626,1
2021-03-31,1.8723093276640994,0.08292345527205658,1
2021-04-01,1.898750996545311,0.014122489532325533,1
2021-04-02,2.0296306138719125,0.06892932120363904,1
2021-04-03,1.8069359553547717,-0.10972176759410801,1
2021-04-04,1.9344937549827284,0.07059342598720497,1
