date,portfolio_value,num_positions,positions,daily_return,log_return
2025-09-18,10000.0,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",,
2025-09-19,9579.121642648903,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.04208783573510977,-0.0429991917858429
2025-09-20,9441.373438471215,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.014380045406709785,-0.014484440270159299
2025-09-21,9056.854906601342,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.04072696990281699,-0.04157954170211301
2025-09-22,8418.245966859642,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.07051111520802122,-0.07312043015789607
2025-09-23,8082.993662811067,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.039824484265293836,-0.04063918234110095
2025-09-24,8182.045924729229,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.012254403015789839,0.012179925652251405
2025-09-25,7376.4429734619,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.09845984227887228,-0.10365069188315505
2025-09-26,7961.847301695144,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.0793613304324785,0.0763695055027502
2025-09-27,7999.641801291853,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.0047469510736111165,0.004735719830114573
2025-09-28,8255.490294765825,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.03198249369523709,0.031481703441882176
2025-09-29,8181.901330447548,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.008913942320898038,-0.008953909190265227
2025-09-30,8040.437594195263,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.01728983649874294,-0.017441051242025135
2025-10-01,8501.854921420343,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.05738709141380527,0.05580085688939583
2025-10-02,9043.741752474843,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",0.06373748270971102,0.06178863370080676
2025-10-03,8877.88603186951,4,"DOGE/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.018339280924286383,-0.01850953024941911
2025-10-04,8735.152569393653,3,"HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC",-0.016077415497729675,-0.016208059311178268
2025-10-05,8647.861079221173,5,"BTC/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC, UBTC/USDC",-0.009993127135332847,-0.010043393590056428
2025-10-06,8682.265933208586,5,"BTC/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC, UBTC/USDC",0.003978423528342656,0.0039705305289942745
2025-10-07,8672.892573436728,5,"BTC/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC, SOL/USDC:USDC, UBTC/USDC",-0.0010795983265159403,-0.0010801815125648208
