Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,2175712266809.2192,109250.59479698,19914878.0,66870372995.2,0.72373192,0.93672923,-0.79342682,20250901
2,Ethereum,ETH,520784851644.67365,4314.470429,120706552.56887472,37530746508.04,0.67384757,-1.72091964,-1.33815462,20250901
3,Tether USDt,USDT,168036272333.66412,1.00004658,168028446122.32657,122614755606.69,-0.0036481,-0.00133043,-0.00766879,20250901
4,XRP,XRP,163795990041.20114,2.75369461,59482264023.0,8041446525.44,0.28503353,-0.82642588,-3.75978953,20250901
5,BNB,BNB,117728662661.8538,845.82630665,139187752.54,2756614903.04,0.12899446,-1.39779036,0.67300432,20250901
6,Solana,SOL,106618926634.39449,197.10834529,540915335.0528414,7253329837.86,0.61859339,-1.86952319,5.24881476,20250901
7,USDC,USDC,71521450575.19746,0.99990504,71528242950.48515,17089848527.63,0.00170022,0.01147387,0.00335787,20250901
8,TRON,TRX,31908708683.921288,0.33708525,94660650704.42361,974039172.68,0.37340197,-1.09339901,-1.45184128,20250901
9,Dogecoin,DOGE,31699116797.926655,0.21025385,150765926383.70523,2726790335.44,1.21464524,-1.66565736,0.20496382,20250901
10,Cardano,ADA,28599408295.335342,0.80018644,35740930890.560295,1560962898.23,0.92780709,-1.37728926,-4.47047827,20250901
11,Chainlink,LINK,15244633744.566757,22.48139568,678099970.4527867,1336339788.36,0.61430097,-3.19771376,-3.90806764,20250901
12,Hyperliquid,HYPE,14370875645.531788,43.03582778,333928180.0,255438534.61,0.71218208,-2.84224072,-0.29726368,20250901
13,Ethena USDe,USDe,12425380775.01972,1.00067687,12416976083.133617,197083457.82,-0.012404,-0.00377587,-0.00040931,20250901
14,Sui,SUI,11413053365.528854,3.19797847,3568833706.3227763,1196988349.43,1.29925945,-1.63278023,-4.44561767,20250901
