initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000.0,10621.28066438565,0.06212806643856493,0.36957950027198194,0.2602373853683008,1.4201629783089573,-0.070767707262534,0.5652173913043478,70,5.0,0.0,5.0,0.5,0.0,0.5,0.5
