date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2021-01-31,9944.51605017256,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.02548002788765541,,
2021-02-01,10075.301523204074,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.03014519044273139,0.013151517114726285,0.013065786751685885
2021-02-02,10164.791899228863,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.024731032713149873,0.008882153632691514,0.008842939339965444
2021-02-03,10102.330130330001,4,3,0.5,0.5,-8.326672684688674e-17,1.0,-0.01672988205390935,-0.006144913690126819,-0.006163871374378525
2021-02-04,10089.629814159349,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.03354963474542614,-0.001257167010660476,-0.0012579579080363727
2021-02-05,10149.129935936093,4,3,0.5,0.5,-8.326672684688674e-17,1.0,0.033870628994428095,0.0058971560773461995,0.005879835912232405
2021-02-06,10115.032466026883,4,3,0.5,0.5,-8.326672684688674e-17,1.0,-0.004283894736050325,-0.00335964463204641,-0.0033653009103498254
2021-02-07,9694.030224355596,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.061174409580512325,-0.04162144245065924,-0.04251242504596328
2021-02-08,9820.722396567673,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.07682200990811335,0.013069091933896715,0.012984428206118887
2021-02-09,9900.157498506564,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.029235348931799562,0.008088519228142799,0.008055982488102785
2021-02-10,9987.306200868125,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.05596050425955646,0.008802759185872366,0.008764240781676463
2021-02-11,10160.991624048937,4,2,0.5,0.5,-4.163336342344337e-17,1.0,0.0664202584975666,0.01739061761876437,0.01724113144417485
2021-02-12,10565.252583165007,4,2,0.5,0.5,-4.163336342344337e-17,1.0,-0.005193002089582316,0.03978558137566712,0.03901452014279728
2021-02-13,10604.364308057213,4,2,0.5,0.5,-4.163336342344337e-17,1.0,-0.012642739704323502,0.0037019204779380477,0.0036950852341511263
2021-02-14,10669.507959979785,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.06266484283239598,0.006143098259371982,0.006124306352344717
2021-02-15,10781.969238735248,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.0783664897362822,0.010540437213908405,0.010485274095918942
2021-02-16,10990.976567611022,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.03324916376947487,0.01938489382114872,0.01919940011786028
2021-02-17,11006.356786190758,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.03266557803122934,0.0013993495923791954,0.0013983714151732647
2021-02-18,11209.336311251744,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.024457033608312473,0.018442026640064668,0.018274034730939026
2021-02-19,11294.192418101125,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.0767370187181905,0.007570127659048298,0.007541618033263835
2021-02-20,11169.459724505408,5,2,0.5,0.5,2.7755575615628914e-17,1.0,0.05636490400913016,-0.01104396746382763,-0.011105404832808202
2021-02-21,11005.999937101005,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0801992786260083,-0.014634529461239554,-0.014742670546952809
2021-02-22,10797.698052989486,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.1622985180782947,-0.018926211639283874,-0.01910760475238302
2021-02-23,10919.934061147846,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.06231268089906171,0.011320561804792906,0.011256963771892843
2021-02-24,10666.14649698277,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0056163878198823,-0.023240759765027263,-0.02351508490744764
2021-02-25,10769.287237213819,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.04138391543493515,0.00966991595889155,0.009623461554933595
2021-02-26,10904.62957972821,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.011895348270496299,0.012567437336679754,0.01248912255752514
2021-02-27,10794.806153245094,5,2,0.49999999999999994,0.49999999999999994,1.3877787807814457e-17,0.9999999999999999,0.0028305076161532616,-0.010071266124186184,-0.010122324428643189
2021-02-28,10871.236109635038,4,2,0.5,0.5,2.7755575615628914e-17,1.0,0.017413975662774066,0.007080252790548469,0.00705530548701934
