date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,2,0.5,0.5770455558582279,0.4229544441417721,0.5118720353550066
2024-02-01,3,0.3333333333333333,0.5053580690947689,0.12129406916139708,0.4094876550816159
2024-03-01,2,0.5,0.6407783146527042,0.3592216853472958,0.5396370677529115
2024-04-01,3,0.3333333333333333,0.47228931539391783,0.19416178947205337,0.3720108633713769
2024-05-01,3,0.3333333333333333,0.477436706278018,0.1890218171836433,0.3749249724443843
2024-06-01,3,0.3333333333333333,0.4151911304419155,0.2535430030385324,0.3464048035083827
2024-07-01,3,0.3333333333333333,0.4116737791416972,0.2035658706892184,0.3589548912045029
2024-08-01,3,0.3333333333333333,0.39301460555884016,0.2559058923753556,0.34320512270577086
2024-09-01,3,0.3333333333333333,0.38642932528733825,0.260393649541347,0.3418664872723488
2024-10-01,3,0.3333333333333333,0.3730050288310904,0.2678139297779129,0.33986807301109234
2024-11-01,3,0.3333333333333333,0.4320740936823478,0.25721656959437866,0.3493886780323387
2024-12-01,3,0.3333333333333333,0.4705089064796728,0.22477992584471637,0.36475354184568787
2025-01-01,3,0.3333333333333333,0.5305702793388143,0.16087302565467698,0.4025921857342974
2025-02-01,3,0.3333333333333333,0.46460081409614257,0.2200819092001778,0.36371494820381856
2025-03-01,4,0.25,0.46553097543030253,0.11580912057749088,0.32206768877221503
2025-04-01,4,0.25,0.39786446108524953,0.1607750506911081,0.2825547982308303
2025-05-01,4,0.25,0.3889099334604879,0.16610509763239692,0.2785910219518118
2025-06-01,4,0.25,0.3951081460483064,0.15858031993260344,0.28090740685216475
2025-07-01,4,0.25,0.3757346254076253,0.18394380700297322,0.27221163702035567
2025-08-01,5,0.2,0.36060339198089153,0.12361350306952108,0.23434110162820712
2025-09-01,5,0.2,0.34245818641814996,0.1406488971025953,0.22613280005372
2025-10-01,5,0.2,0.36073038012949915,0.13891565259595148,0.23332145803405063
