date,n_long,n_short,long_positions,short_positions,long_threshold,short_threshold,strategy
2023-12-09,3,3,"BTC/USD,ETH/USD,GRT/USD...","AAVE/USD,ALGO/USD,XLM/USD...",0.8845400799497866,2.223353525140437,Long Low RVOL / Short High RVOL
2023-12-16,3,3,"BCH/USD,BTC/USD,ETH/USD...","AAVE/USD,ALGO/USD,FIL/USD...",0.4258915109941907,0.7293998716972601,Long Low RVOL / Short High RVOL
2023-12-23,3,3,"BTC/USD,ETC/USD,XLM/USD...","ALGO/USD,GRT/USD,LTC/USD...",0.4872823298001325,0.8605069129390628,Long Low RVOL / Short High RVOL
2023-12-30,3,3,"ALGO/USD,GRT/USD,LINK/USD...","BCH/USD,ETC/USD,XLM/USD...",0.4652413580203616,1.251067756616559,Long Low RVOL / Short High RVOL
2024-01-06,3,3,"BTC/USD,ETC/USD,ETH/USD...","GRT/USD,TIA/USD,XLM/USD...",0.42550830737869133,0.7801617167482109,Long Low RVOL / Short High RVOL
2024-01-13,3,3,"AAVE/USD,GRT/USD,LINK/USD...","BONK/USD,ETC/USD,TIA/USD...",0.32474981979630846,0.884711826512559,Long Low RVOL / Short High RVOL
2024-01-20,3,3,"BTC/USD,ETH/USD,FIL/USD...","ALGO/USD,LINK/USD,LTC/USD...",0.2351903436709149,0.6316680910276037,Long Low RVOL / Short High RVOL
2024-01-27,3,3,"AAVE/USD,BTC/USD,ETC/USD...","ALGO/USD,BCH/USD,ONDO/USD...",0.24311969432612912,0.559347164284257,Long Low RVOL / Short High RVOL
2024-02-03,3,3,"BONK/USD,BTC/USD,ETH/USD...","BCH/USD,FIL/USD,XLM/USD...",0.36778985488863597,0.8532086344177167,Long Low RVOL / Short High RVOL
2024-02-10,3,3,"BTC/USD,ETC/USD,ETH/USD...","BONK/USD,GRT/USD,TIA/USD...",0.5448776851526044,0.8573564933653213,Long Low RVOL / Short High RVOL
2024-02-17,3,3,"AERO/USD,BTC/USD,ONDO/USD...","FIL/USD,GRT/USD,TIA/USD...",0.46175744267853563,0.9846708587059696,Long Low RVOL / Short High RVOL
2024-02-24,3,3,"BTC/USD,ETH/USD,LINK/USD...","AAVE/USD,AERO/USD,FIL/USD...",0.4821775284659409,1.0768305224390384,Long Low RVOL / Short High RVOL
2024-03-02,3,3,"BTC/USD,ETH/USD,ONDO/USD...","BCH/USD,ETC/USD,LTC/USD...",0.5600165293469903,2.54287412772017,Long Low RVOL / Short High RVOL
2024-03-09,3,3,"BTC/USD,ETC/USD,ONDO/USD...","AERO/USD,BONK/USD,GRT/USD...",0.42956529082058853,0.7505177713253957,Long Low RVOL / Short High RVOL
2024-03-16,3,3,"AERO/USD,BCH/USD,ETC/USD...","ALGO/USD,TIA/USD,XLM/USD...",0.447947700823541,0.8311011972564292,Long Low RVOL / Short High RVOL
2024-03-23,3,3,"AERO/USD,BONK/USD,BTC/USD...","BCH/USD,ONDO/USD,TIA/USD...",0.3029194201590443,0.5679152671933271,Long Low RVOL / Short High RVOL
2024-03-30,3,3,"AAVE/USD,BTC/USD,LINK/USD...","BONK/USD,LTC/USD,ONDO/USD...",0.325279866177816,0.7741184256677094,Long Low RVOL / Short High RVOL
2024-04-06,3,3,"BONK/USD,BTC/USD,LINK/USD...","AAVE/USD,BCH/USD,ETC/USD...",0.24550567615779803,0.42853839148818773,Long Low RVOL / Short High RVOL
2024-04-13,3,3,"AERO/USD,BCH/USD,LTC/USD...","AAVE/USD,ALGO/USD,LINK/USD...",1.800770198322916,3.48399275998246,Long Low RVOL / Short High RVOL
2024-04-20,3,3,"BTC/USD,ETC/USD,LTC/USD...","BONK/USD,GRT/USD,TIA/USD...",0.38127260533607116,0.8617952309487905,Long Low RVOL / Short High RVOL
2024-04-27,3,3,"BTC/USD,ONDO/USD,TIA/USD...","AERO/USD,BONK/USD,ETC/USD...",0.4100616836902416,0.9070644760900994,Long Low RVOL / Short High RVOL
2024-05-04,3,3,"ALGO/USD,ETH/USD,TIA/USD...","AAVE/USD,BONK/USD,LINK/USD...",0.4101910865393811,0.6360266353383345,Long Low RVOL / Short High RVOL
2024-05-11,3,3,"BONK/USD,BTC/USD,TIA/USD...","GRT/USD,LINK/USD,LTC/USD...",0.3198962411932701,0.4543088506633813,Long Low RVOL / Short High RVOL
2024-05-18,3,3,"BTC/USD,GRT/USD,XLM/USD...","BONK/USD,LINK/USD,ONDO/USD...",0.4123312036388055,1.0370273784232973,Long Low RVOL / Short High RVOL
2024-05-25,3,3,"BTC/USD,ETH/USD,GRT/USD...","AAVE/USD,ALGO/USD,ONDO/USD...",0.45146322091562874,0.9484103601486608,Long Low RVOL / Short High RVOL
2024-06-01,3,3,"BTC/USD,GRT/USD,LINK/USD...","BONK/USD,ONDO/USD,TIA/USD...",0.2809876938632594,0.4376973064373358,Long Low RVOL / Short High RVOL
2024-06-08,3,3,"BTC/USD,ETC/USD,ETH/USD...","ALGO/USD,FIL/USD,GRT/USD...",0.5177019710320111,0.8324296065308003,Long Low RVOL / Short High RVOL
2024-06-15,3,3,"AAVE/USD,BTC/USD,GRT/USD...","ALGO/USD,ETH/USD,LTC/USD...",0.336495392621017,0.7020251435685161,Long Low RVOL / Short High RVOL
2024-06-22,3,3,"BTC/USD,ETC/USD,FIL/USD...","AERO/USD,ALGO/USD,LINK/USD...",0.2861963162364801,0.5703556099438756,Long Low RVOL / Short High RVOL
2024-06-29,3,3,"ETC/USD,ONDO/USD,TIA/USD...","AAVE/USD,BONK/USD,LTC/USD...",0.2635067078993809,0.595452526855039,Long Low RVOL / Short High RVOL
2024-07-06,3,3,"AAVE/USD,ETH/USD,ONDO/USD...","AERO/USD,FIL/USD,TIA/USD...",0.5856239112586393,1.176473372709946,Long Low RVOL / Short High RVOL
2024-07-13,3,3,"BTC/USD,ETH/USD,ONDO/USD...","ETC/USD,FIL/USD,XLM/USD...",0.46520713233336447,1.012371322269688,Long Low RVOL / Short High RVOL
2024-07-20,3,3,"AAVE/USD,AERO/USD,BCH/USD...","BONK/USD,GRT/USD,TIA/USD...",0.3682512979013532,0.6333231351137112,Long Low RVOL / Short High RVOL
2024-07-27,3,3,"ETC/USD,FIL/USD,ONDO/USD...","AAVE/USD,BCH/USD,BTC/USD...",0.5099894746134674,0.7414726250216785,Long Low RVOL / Short High RVOL
2024-08-03,3,3,"AERO/USD,BTC/USD,GRT/USD...","AAVE/USD,ALGO/USD,LTC/USD...",0.8643842349749569,1.2354418712635074,Long Low RVOL / Short High RVOL
2024-08-10,3,3,"BTC/USD,ETC/USD,ETH/USD...","LTC/USD,ONDO/USD,TIA/USD...",0.25884285426594345,0.4980088091510599,Long Low RVOL / Short High RVOL
2024-08-17,3,3,"AERO/USD,ETC/USD,ETH/USD...","AAVE/USD,BCH/USD,LTC/USD...",0.1980522393727548,0.42321788016523165,Long Low RVOL / Short High RVOL
2024-08-24,3,3,"BTC/USD,ETH/USD,LTC/USD...","ALGO/USD,BONK/USD,GRT/USD...",0.4803214721774404,0.7392013163084868,Long Low RVOL / Short High RVOL
2024-08-31,3,3,"BONK/USD,BTC/USD,ETH/USD...","AERO/USD,ETC/USD,LTC/USD...",0.25865751115285085,0.5843734768225437,Long Low RVOL / Short High RVOL
2024-09-07,3,3,"BTC/USD,ETC/USD,XLM/USD...","ALGO/USD,BCH/USD,ONDO/USD...",0.5060162085999266,0.9279869500048067,Long Low RVOL / Short High RVOL
2024-09-14,3,3,"BTC/USD,ETC/USD,ETH/USD...","AERO/USD,TIA/USD,XLM/USD...",0.4364629031180798,0.6949353345975323,Long Low RVOL / Short High RVOL
2024-09-21,3,3,"AAVE/USD,AERO/USD,BTC/USD...","BONK/USD,GRT/USD,ONDO/USD...",0.5593792915841507,0.8469991047596965,Long Low RVOL / Short High RVOL
2024-09-28,3,3,"AAVE/USD,BTC/USD,ETH/USD...","ALGO/USD,BONK/USD,XLM/USD...",0.4486016194637926,1.4382749247195452,Long Low RVOL / Short High RVOL
2024-10-05,3,3,"AAVE/USD,BTC/USD,ETC/USD...","FIL/USD,LINK/USD,ONDO/USD...",0.2200995196877258,0.6392501646084446,Long Low RVOL / Short High RVOL
2024-10-12,3,3,"ETC/USD,ETH/USD,ONDO/USD...","AAVE/USD,AERO/USD,LTC/USD...",0.3955535544768268,0.5919920175991005,Long Low RVOL / Short High RVOL
2024-10-19,3,3,"BTC/USD,ETH/USD,TIA/USD...","ALGO/USD,ETC/USD,LTC/USD...",0.34555400402012904,0.6368450205964267,Long Low RVOL / Short High RVOL
2024-10-26,3,3,"BONK/USD,BTC/USD,TIA/USD...","AERO/USD,ALGO/USD,XLM/USD...",0.473850487922842,0.9215196497433276,Long Low RVOL / Short High RVOL
2024-11-02,3,3,"BONK/USD,BTC/USD,ETH/USD...","ALGO/USD,BCH/USD,TIA/USD...",0.3159875326578857,0.606901584442416,Long Low RVOL / Short High RVOL
2024-11-09,3,3,"BTC/USD,TIA/USD,XLM/USD...","ALGO/USD,ETC/USD,GRT/USD...",0.95552481919565,1.742783647608563,Long Low RVOL / Short High RVOL
2024-11-16,3,3,"AAVE/USD,BTC/USD,ETH/USD...","ALGO/USD,ETC/USD,XLM/USD...",0.8930940991911223,4.392392692240193,Long Low RVOL / Short High RVOL
2024-11-23,3,3,"BONK/USD,BTC/USD,ETH/USD...","ALGO/USD,TIA/USD,XLM/USD...",1.1151769746229623,3.359685123764254,Long Low RVOL / Short High RVOL
2024-11-30,3,3,"BONK/USD,BTC/USD,ETH/USD...","ALGO/USD,FIL/USD,LINK/USD...",0.5947281110160082,0.8614600762102822,Long Low RVOL / Short High RVOL
2024-12-07,3,3,"BTC/USD,ETH/USD,XLM/USD...","AAVE/USD,ALGO/USD,LINK/USD...",0.43326383118878176,0.723538331098912,Long Low RVOL / Short High RVOL
2024-12-14,3,3,"BTC/USD,TIA/USD,XLM/USD...","AAVE/USD,FIL/USD,LINK/USD...",0.28770656175060266,0.4652874042313653,Long Low RVOL / Short High RVOL
2024-12-21,3,3,"BCH/USD,BTC/USD,ETC/USD...","AAVE/USD,BONK/USD,GRT/USD...",0.4356116357758915,0.6564049330854795,Long Low RVOL / Short High RVOL
2024-12-28,3,3,"BCH/USD,BTC/USD,ETC/USD...","AAVE/USD,LINK/USD,TIA/USD...",0.2148918250215684,0.40885463367311853,Long Low RVOL / Short High RVOL
2025-01-04,3,3,"BTC/USD,ETH/USD,FIL/USD...","PEPE/USD,WIF/USD,XLM/USD...",0.408778369686014,0.7297310572598785,Long Low RVOL / Short High RVOL
2025-01-11,3,3,"BTC/USD,ETC/USD,ETH/USD...","TIA/USD,WIF/USD,XLM/USD...",0.381549937667259,0.7582375623863055,Long Low RVOL / Short High RVOL
2025-01-18,3,3,"BTC/USD,GRT/USD,XLM/USD...","BONK/USD,LTC/USD,WIF/USD...",1.0451969394233727,1.7895119697791293,Long Low RVOL / Short High RVOL
2025-01-25,3,3,"BTC/USD,FIL/USD,XLM/USD...","BCH/USD,LTC/USD,WIF/USD...",0.3963038280626156,0.6465425869654313,Long Low RVOL / Short High RVOL
2025-02-01,3,3,"ALGO/USD,BTC/USD,XLM/USD...","LTC/USD,TIA/USD,WIF/USD...",0.5267761480680189,0.7677817396969752,Long Low RVOL / Short High RVOL
2025-02-08,3,3,"BONK/USD,BTC/USD,ETC/USD...","ETH/USD,TIA/USD,WIF/USD...",0.26172806179297997,0.5811794880836437,Long Low RVOL / Short High RVOL
2025-02-15,4,4,"AAVE/USD,BTC/USD,ETC/USD,ETH/USD...","LTC/USD,PENGU/USD,WIF/USD,XLM/USD...",0.2778859805690172,0.4835387264623454,Long Low RVOL / Short High RVOL
2025-02-22,4,4,"ALGO/USD,BCH/USD,BONK/USD,PEPE/USD...","BTC/USD,GRT/USD,PENGU/USD,TIA/USD...",0.303876143125351,0.5452650203060428,Long Low RVOL / Short High RVOL
2025-03-01,4,4,"FIL/USD,GRT/USD,LTC/USD,WIF/USD...","ALGO/USD,BCH/USD,TIA/USD,XLM/USD...",0.5265027752222204,0.7335238854738223,Long Low RVOL / Short High RVOL
2025-03-08,4,4,"BTC/USD,ETH/USD,GRT/USD,XLM/USD...","AAVE/USD,BCH/USD,ETC/USD,PENGU/USD...",0.4245711720061528,0.8964413242021779,Long Low RVOL / Short High RVOL
2025-03-15,4,4,"AAVE/USD,BTC/USD,ETH/USD,LTC/USD...","ALGO/USD,BCH/USD,GRT/USD,WIF/USD...",0.2666123875309859,0.5844333561495776,Long Low RVOL / Short High RVOL
2025-03-22,4,4,"BTC/USD,ETH/USD,LTC/USD,PENGU/USD...","ALGO/USD,BONK/USD,PEPE/USD,WIF/USD...",0.2317287174872197,0.4449598508185846,Long Low RVOL / Short High RVOL
2025-03-29,4,4,"BCH/USD,BTC/USD,PENGU/USD,WIF/USD...","BONK/USD,ETH/USD,GRT/USD,LINK/USD...",0.4065037426504839,0.6828322909936151,Long Low RVOL / Short High RVOL
2025-04-05,4,4,"AAVE/USD,ETH/USD,PENGU/USD,TIA/USD...","ALGO/USD,FIL/USD,WIF/USD,XLM/USD...",0.3378625522342841,0.5884349096880924,Long Low RVOL / Short High RVOL
2025-04-12,4,4,"BTC/USD,ETH/USD,LINK/USD,XLM/USD...","BCH/USD,BONK/USD,PENGU/USD,WIF/USD...",0.6349786434477743,1.692371836947389,Long Low RVOL / Short High RVOL
2025-04-19,4,4,"BCH/USD,BTC/USD,LINK/USD,PENGU/USD...","BONK/USD,GRT/USD,PEPE/USD,TIA/USD...",0.2424136680630756,0.5908683502161103,Long Low RVOL / Short High RVOL
2025-04-26,4,4,"BTC/USD,ETH/USD,LINK/USD,LTC/USD...","BONK/USD,PENGU/USD,PEPE/USD,XLM/USD...",0.5546746071378296,1.018697003284769,Long Low RVOL / Short High RVOL
2025-05-03,4,4,"BCH/USD,BTC/USD,ETH/USD,WIF/USD...","AAVE/USD,ETC/USD,FIL/USD,TIA/USD...",0.4151992528496939,0.8719393377235669,Long Low RVOL / Short High RVOL
2025-05-10,4,4,"BCH/USD,BONK/USD,BTC/USD,PENGU/USD...","ETC/USD,LTC/USD,PEPE/USD,WIF/USD...",0.8402547534679345,1.7257224381849103,Long Low RVOL / Short High RVOL
2025-05-17,4,4,"BCH/USD,BONK/USD,BTC/USD,PENGU/USD...","FIL/USD,GRT/USD,LINK/USD,XLM/USD...",0.4108601115845564,0.74954686136509,Long Low RVOL / Short High RVOL
2025-05-24,4,4,"ETH/USD,LTC/USD,PENGU/USD,XLM/USD...","AAVE/USD,FIL/USD,GRT/USD,TIA/USD...",0.2742831343282158,0.7080018411305606,Long Low RVOL / Short High RVOL
2025-05-31,4,4,"AAVE/USD,BTC/USD,ETH/USD,LTC/USD...","ALGO/USD,BCH/USD,FIL/USD,PEPE/USD...",0.5082373470531222,0.8640444286899095,Long Low RVOL / Short High RVOL
2025-06-07,4,4,"AAVE/USD,ALGO/USD,ETH/USD,GRT/USD...","ENA/USD,LINK/USD,PENGU/USD,TIA/USD...",0.3046614739806689,0.5696199683392724,Long Low RVOL / Short High RVOL
2025-06-14,4,4,"ALGO/USD,BTC/USD,ENA/USD,ETC/USD...","AAVE/USD,FARTCOIN/USD,LTC/USD,TIA/USD...",0.3866887972801675,0.6015077153569931,Long Low RVOL / Short High RVOL
2025-06-21,4,4,"BTC/USD,PENGU/USD,PEPE/USD,WIF/USD...","ALGO/USD,FIL/USD,GRT/USD,TIA/USD...",0.7219600418716888,1.0518739596613274,Long Low RVOL / Short High RVOL
2025-06-28,4,4,"AAVE/USD,BTC/USD,ETC/USD,ETH/USD...","BONK/USD,LTC/USD,PENGU/USD,TIA/USD...",0.235651668546985,0.6715858726401104,Long Low RVOL / Short High RVOL
2025-07-05,4,4,"ALGO/USD,ETC/USD,ETH/USD,FARTCOIN/USD...","BONK/USD,LTC/USD,PENGU/USD,WIF/USD...",0.23853461274650578,0.49872210034965353,Long Low RVOL / Short High RVOL
2025-07-12,4,4,"AAVE/USD,BTC/USD,ETH/USD,FARTCOIN/USD...","BONK/USD,GRT/USD,PENGU/USD,XLM/USD...",0.6122980661184324,1.398255831787017,Long Low RVOL / Short High RVOL
2025-07-19,4,4,"AAVE/USD,BONK/USD,BTC/USD,XLM/USD...","BCH/USD,ENA/USD,ETC/USD,LTC/USD...",0.5526833210336306,1.0346547428410995,Long Low RVOL / Short High RVOL
2025-07-26,4,4,"AAVE/USD,FIL/USD,PEPE/USD,XLM/USD...","BCH/USD,BTC/USD,ENA/USD,PENGU/USD...",0.36954458977515153,0.6192205346100087,Long Low RVOL / Short High RVOL
2025-08-02,4,4,"ALGO/USD,BTC/USD,ETC/USD,WIF/USD...","ENA/USD,FIL/USD,LTC/USD,PENGU/USD...",0.38189959284560504,0.7687260629789321,Long Low RVOL / Short High RVOL
2025-08-09,4,4,"BTC/USD,TIA/USD,WIF/USD,XLM/USD...","ENA/USD,ETC/USD,ETH/USD,LINK/USD...",0.6767399856674308,1.2121460216838864,Long Low RVOL / Short High RVOL
2025-08-16,4,4,"BCH/USD,BONK/USD,BTC/USD,PENGU/USD...","FARTCOIN/USD,LINK/USD,LTC/USD,TIA/USD...",0.3389891028424018,0.5296349200918457,Long Low RVOL / Short High RVOL
2025-08-23,4,4,"BCH/USD,BTC/USD,ETH/USD,LTC/USD...","AAVE/USD,ENA/USD,ETC/USD,WIF/USD...",0.484879219267203,0.8700931787317528,Long Low RVOL / Short High RVOL
2025-08-30,4,4,"ETC/USD,FARTCOIN/USD,LINK/USD,WIF/USD...","BCH/USD,BONK/USD,ENA/USD,TIA/USD...",0.3038689858643348,0.5104361532525722,Long Low RVOL / Short High RVOL
2025-09-06,4,4,"ALGO/USD,ETC/USD,ETH/USD,FARTCOIN/USD...","BCH/USD,ENA/USD,FIL/USD,TIA/USD...",0.25792679756859693,0.4482998311169819,Long Low RVOL / Short High RVOL
2025-09-13,4,4,"BTC/USD,ENA/USD,ETC/USD,ETH/USD...","BONK/USD,FARTCOIN/USD,GRT/USD,PEPE/USD...",0.6109235717784757,1.2515100620196913,Long Low RVOL / Short High RVOL
2025-09-20,4,4,"ENA/USD,ETC/USD,ETH/USD,GRT/USD...","BTC/USD,FARTCOIN/USD,LTC/USD,PENGU/USD...",0.34388898116526595,0.550183567011118,Long Low RVOL / Short High RVOL
2025-09-27,4,4,"BCH/USD,BONK/USD,ETC/USD,PENGU/USD...","ALGO/USD,FARTCOIN/USD,FIL/USD,LTC/USD...",0.24500159119282217,0.4379380863130313,Long Low RVOL / Short High RVOL
2025-10-04,4,4,"AAVE/USD,BTC/USD,ETC/USD,ETH/USD...","BCH/USD,BONK/USD,ENA/USD,TIA/USD...",0.5047732154009527,1.015620657336207,Long Low RVOL / Short High RVOL
2025-10-11,4,4,"BTC/USD,ENA/USD,ETH/USD,XLM/USD...","ETC/USD,FIL/USD,GRT/USD,WIF/USD...",1.8606202796924036,3.411396703719459,Long Low RVOL / Short High RVOL
2025-10-18,4,4,"ETC/USD,ETH/USD,PENGU/USD,PEPE/USD...","AAVE/USD,ENA/USD,FIL/USD,TIA/USD...",0.3455041093361864,0.4709784491223722,Long Low RVOL / Short High RVOL
