date,n_long,n_short,long_positions,short_positions,long_threshold,short_threshold,strategy
2021-03-13,3,3,"GRT/USD,LINK/USD,SKL/USD...","ETC/USD,FIL/USD,SUSHI/USD...",0.6991804025550724,1.2642603565858028,Long Low RVOL / Short High RVOL
2021-03-20,3,3,"BTC/USD,LTC/USD,SKL/USD...","ADA/USD,FIL/USD,XLM/USD...",0.45468037588088017,0.8183464756171678,Long Low RVOL / Short High RVOL
2021-03-27,4,4,"ETC/USD,ETH/USD,LTC/USD,SUSHI/USD...","ANKR/USD,CRV/USD,FIL/USD,STORJ/USD...",0.5212632157290601,1.2075262241062719,Long Low RVOL / Short High RVOL
2021-04-03,4,4,"ANKR/USD,BTC/USD,CRV/USD,STORJ/USD...","BCH/USD,ETC/USD,LTC/USD,SUSHI/USD...",0.49603910328735024,1.0482457810193302,Long Low RVOL / Short High RVOL
2021-04-10,4,4,"ANKR/USD,CRV/USD,FIL/USD,STORJ/USD...","LTC/USD,NKN/USD,SUSHI/USD,XLM/USD...",0.5395724992629882,1.0056224695811216,Long Low RVOL / Short High RVOL
2021-04-17,4,4,"AAVE/USD,FIL/USD,STORJ/USD,XLM/USD...","ALGO/USD,BCH/USD,ETC/USD,LTC/USD...",0.7081441756865284,1.61871032503079,Long Low RVOL / Short High RVOL
2021-04-24,4,4,"ETC/USD,FIL/USD,MANA/USD,NKN/USD...","ADA/USD,BTC/USD,ETH/USD,STORJ/USD...",0.49942414326581697,0.6763788557360724,Long Low RVOL / Short High RVOL
2021-05-01,4,4,"ALGO/USD,LTC/USD,SUSHI/USD,XLM/USD...","AAVE/USD,ETC/USD,NKN/USD,SKL/USD...",0.44094647179950075,1.0300514717525846,Long Low RVOL / Short High RVOL
2021-05-08,5,5,"AAVE/USD,LTC/USD,MANA/USD,NKN/USD,SKL/USD...","CRV/USD,CTSI/USD,ETC/USD,RLC/USD,STORJ/USD...",0.6804822999576436,1.1775606297746026,Long Low RVOL / Short High RVOL
2021-05-15,5,5,"CTSI/USD,ETC/USD,ICP/USD,RLC/USD,STORJ/USD...","ADA/USD,CRV/USD,FIL/USD,GRT/USD,NKN/USD...",0.6585020840795398,1.549729091692536,Long Low RVOL / Short High RVOL
2021-05-22,5,5,"CTSI/USD,ETC/USD,RLC/USD,STORJ/USD,USDT/USD...","ETH/USD,FIL/USD,GRT/USD,LINK/USD,SUSHI/USD...",0.6010812347770819,1.0934862407597323,Long Low RVOL / Short High RVOL
2021-05-29,5,5,"CTSI/USD,ETC/USD,RLC/USD,STORJ/USD,SUSHI/USD...","CRV/USD,FIL/USD,LINK/USD,NKN/USD,SKL/USD...",0.5011344235834252,0.8669660062557383,Long Low RVOL / Short High RVOL
2021-06-05,5,5,"AAVE/USD,ETC/USD,RLC/USD,SKL/USD,SUSHI/USD...","ALGO/USD,CRV/USD,CTSI/USD,DOGE/USD,NKN/USD...",0.2870862862421972,0.5090216471980078,Long Low RVOL / Short High RVOL
2021-06-12,5,5,"AMP/USD,BCH/USD,ETC/USD,FIL/USD,USDT/USD...","ANKR/USD,CTSI/USD,ICP/USD,NKN/USD,RLC/USD...",0.39748493491185216,0.7208396910620382,Long Low RVOL / Short High RVOL
2021-06-19,6,6,"ADA/USD,CRV/USD,CTSI/USD,DOGE/USD,ETC/USD...","ALGO/USD,AMP/USD,BTC/USD,ICP/USD,RLC/USD...",0.3459918926002439,0.6926197949248524,Long Low RVOL / Short High RVOL
2021-06-26,6,6,"AMP/USD,ANKR/USD,CRV/USD,ETC/USD,FIL/USD...","CTSI/USD,ETH/USD,ICP/USD,LINK/USD,STORJ/USD...",0.571040903611148,0.8453502543833172,Long Low RVOL / Short High RVOL
2021-07-03,6,6,"AMP/USD,ANKR/USD,CRV/USD,DOGE/USD,FIL/USD...","AAVE/USD,ETC/USD,GRT/USD,NKN/USD,QNT/USD...",0.2933406270546249,0.6677399456253366,Long Low RVOL / Short High RVOL
2021-07-10,6,6,"ADA/USD,AMP/USD,ANKR/USD,BTC/USD,FIL/USD...","CTSI/USD,MANA/USD,NKN/USD,RLC/USD,SKL/USD...",0.28950698028937294,0.5397219525897213,Long Low RVOL / Short High RVOL
2021-07-17,6,6,"AAVE/USD,CTSI/USD,ETC/USD,FIL/USD,GRT/USD...","AMP/USD,DOGE/USD,DOT/USD,LINK/USD,NKN/USD...",0.46576031652058564,0.9637272023700942,Long Low RVOL / Short High RVOL
2021-07-24,6,6,"AAVE/USD,CRV/USD,CTSI/USD,RLC/USD,STORJ/USD...","DOT/USD,ETC/USD,FIL/USD,ICP/USD,MANA/USD...",0.8052803372646915,1.3170137560392323,Long Low RVOL / Short High RVOL
2021-07-31,6,6,"AAVE/USD,AMP/USD,ANKR/USD,DOGE/USD,MANA/USD...","CRV/USD,CTSI/USD,GRT/USD,LINK/USD,RLC/USD...",0.6627976230137393,1.3672872651119838,Long Low RVOL / Short High RVOL
2021-08-07,6,6,"AAVE/USD,FET/USD,LINK/USD,MANA/USD,NKN/USD...","ALGO/USD,DOGE/USD,ETC/USD,FIL/USD,GRT/USD...",0.8737254293469726,1.6691358677142556,Long Low RVOL / Short High RVOL
2021-08-14,7,7,"AMP/USD,BTC/USD,CTSI/USD,ETH/USD,FET/USD...","ADA/USD,ALGO/USD,DOGE/USD,ETC/USD,FIL/USD...",0.49123543272746245,1.0967942882582324,Long Low RVOL / Short High RVOL
2021-08-21,7,7,"ANKR/USD,CTSI/USD,ETH/USD,ICP/USD,IOTX/USD...","ALGO/USD,AXS/USD,CRV/USD,FIL/USD,MANA/USD...",0.4820103067977748,0.9320581624120209,Long Low RVOL / Short High RVOL
2021-08-28,7,7,"CTSI/USD,DOGE/USD,FET/USD,FIL/USD,GRT/USD...","ANKR/USD,AXS/USD,ICP/USD,LTC/USD,SKL/USD...",0.38677993844992703,0.6649969146215398,Long Low RVOL / Short High RVOL
2021-09-04,7,7,"AAVE/USD,ADA/USD,AMP/USD,CTSI/USD,DOGE/USD...","AXS/USD,COTI/USD,FIL/USD,LTC/USD,NKN/USD...",0.6955687163361802,2.0521657936580198,Long Low RVOL / Short High RVOL
2021-09-11,7,7,"AMP/USD,COTI/USD,DOGE/USD,MANA/USD,RLC/USD...","ADA/USD,ALGO/USD,CRV/USD,DOT/USD,FET/USD...",0.4259503275052513,0.8367955084419313,Long Low RVOL / Short High RVOL
2021-09-18,7,7,"ANKR/USD,AXS/USD,ETC/USD,MANA/USD,RLC/USD...","COTI/USD,CRV/USD,DOT/USD,REQ/USD,SHIB/USD...",0.36589386523617434,0.6881107036880459,Long Low RVOL / Short High RVOL
2021-09-25,7,7,"ALGO/USD,AXS/USD,CRV/USD,QNT/USD,SKL/USD...","ADA/USD,COTI/USD,CTSI/USD,FIL/USD,IOTX/USD...",0.34440028898821273,0.7988706280525895,Long Low RVOL / Short High RVOL
2021-10-02,8,8,"BTC/USD,CRV/USD,DOT/USD,FET/USD,IOTX/USD...","AVAX/USD,AXS/USD,ETC/USD,FIL/USD,NKN/USD...",0.5657895042056779,1.0962947623260648,Long Low RVOL / Short High RVOL
2021-10-09,8,8,"AAVE/USD,ALGO/USD,AVAX/USD,BTC/USD,COTI/USD...","AMP/USD,DOT/USD,FET/USD,REQ/USD,SHIB/USD...",0.49670440946119515,1.2308606297967788,Long Low RVOL / Short High RVOL
2021-10-16,8,8,"ALGO/USD,AXS/USD,COTI/USD,CRV/USD,FIL/USD...","AMP/USD,FET/USD,GRT/USD,ICP/USD,MANA/USD...",0.6638383769470576,1.3207860094837984,Long Low RVOL / Short High RVOL
2021-10-23,8,8,"ANKR/USD,BTC/USD,COTI/USD,ICP/USD,IOTX/USD...","AVAX/USD,CRV/USD,FET/USD,JASMY/USD,LINK/USD...",0.4515647592283338,0.8335107456683968,Long Low RVOL / Short High RVOL
2021-10-30,3,3,"ALGO/USD,BCH/USD,BTC/USD...","ETC/USD,LTC/USD,XLM/USD...",0.5720501682498208,0.768441267832917,Long Low RVOL / Short High RVOL
2021-11-06,3,3,"BCH/USD,BTC/USD,ETC/USD...","FIL/USD,LINK/USD,XLM/USD...",0.5248557188094207,0.6435517367919259,Long Low RVOL / Short High RVOL
2021-11-13,3,3,"ETC/USD,FIL/USD,GRT/USD...","AAVE/USD,ALGO/USD,LTC/USD...",0.3865148963922017,0.725140398622347,Long Low RVOL / Short High RVOL
2021-11-20,3,3,"ETC/USD,GRT/USD,XLM/USD...","ETH/USD,FIL/USD,LTC/USD...",0.485797935996748,0.5697664760837307,Long Low RVOL / Short High RVOL
2021-11-27,3,3,"ALGO/USD,ETC/USD,LTC/USD...","AAVE/USD,FIL/USD,GRT/USD...",0.4548988732830548,0.9229638055348262,Long Low RVOL / Short High RVOL
2021-12-04,3,3,"ALGO/USD,GRT/USD,XLM/USD...","BCH/USD,ETC/USD,FIL/USD...",1.706379595405997,3.547649790655352,Long Low RVOL / Short High RVOL
2021-12-11,3,3,"ALGO/USD,ETC/USD,GRT/USD...","AAVE/USD,FIL/USD,LINK/USD...",0.4926123786391277,0.8148772764716609,Long Low RVOL / Short High RVOL
2021-12-18,3,3,"ALGO/USD,BCH/USD,ETC/USD...","AAVE/USD,GRT/USD,LINK/USD...",0.3724997619760269,0.8368100687609032,Long Low RVOL / Short High RVOL
2021-12-25,3,3,"BCH/USD,BTC/USD,ETH/USD...","AAVE/USD,ALGO/USD,XLM/USD...",0.3651382215008323,0.6041309353908018,Long Low RVOL / Short High RVOL
2022-01-01,3,3,"AAVE/USD,ETH/USD,LTC/USD...","ALGO/USD,BCH/USD,GRT/USD...",0.618082576099849,0.7493726486816269,Long Low RVOL / Short High RVOL
2022-01-08,3,3,"ALGO/USD,BTC/USD,FIL/USD...","ETH/USD,GRT/USD,LINK/USD...",1.0147419680009622,1.2903030250475946,Long Low RVOL / Short High RVOL
2022-01-15,3,3,"ALGO/USD,ETH/USD,GRT/USD...","AAVE/USD,LTC/USD,XLM/USD...",0.3552865051291691,0.7582705027394309,Long Low RVOL / Short High RVOL
2022-01-22,3,3,"BTC/USD,GRT/USD,LINK/USD...","ALGO/USD,BCH/USD,ETC/USD...",1.848909803394771,3.409043777581319,Long Low RVOL / Short High RVOL
2022-01-29,3,3,"AAVE/USD,BCH/USD,ETC/USD...","ALGO/USD,FIL/USD,GRT/USD...",0.5178581569097169,0.6984683840728478,Long Low RVOL / Short High RVOL
2022-02-05,3,3,"BTC/USD,ETC/USD,XLM/USD...","BCH/USD,FIL/USD,GRT/USD...",0.5712994842073129,0.8592474158367595,Long Low RVOL / Short High RVOL
2022-02-12,3,3,"AAVE/USD,BTC/USD,ETH/USD...","ETC/USD,FIL/USD,XLM/USD...",0.5000708969618871,0.7668959852009715,Long Low RVOL / Short High RVOL
2022-02-19,3,3,"AAVE/USD,ALGO/USD,BTC/USD...","LINK/USD,LTC/USD,XLM/USD...",0.4711175773819719,0.6963483319909557,Long Low RVOL / Short High RVOL
2022-02-26,3,3,"BTC/USD,FIL/USD,LINK/USD...","AAVE/USD,ALGO/USD,ETC/USD...",0.5898561887133066,0.8561299205477715,Long Low RVOL / Short High RVOL
2022-03-05,3,3,"ETH/USD,GRT/USD,LINK/USD...","AAVE/USD,LTC/USD,XLM/USD...",0.3787518984787824,0.5866331934130855,Long Low RVOL / Short High RVOL
2022-03-12,3,3,"ETH/USD,GRT/USD,LINK/USD...","BCH/USD,FIL/USD,XLM/USD...",0.2716055975953462,0.691980115227674,Long Low RVOL / Short High RVOL
2022-03-19,3,3,"BTC/USD,ETH/USD,LINK/USD...","BCH/USD,ETC/USD,FIL/USD...",0.6383944392377745,1.3086684891335365,Long Low RVOL / Short High RVOL
2022-03-26,3,3,"APE/USD,BTC/USD,ETH/USD...","ALGO/USD,FIL/USD,LINK/USD...",0.47767333055848854,0.6478007453834141,Long Low RVOL / Short High RVOL
2022-04-02,3,3,"APE/USD,BCH/USD,ETC/USD...","AAVE/USD,ALGO/USD,GRT/USD...",0.5488808839516917,0.9058462795129782,Long Low RVOL / Short High RVOL
2022-04-09,3,3,"APE/USD,BCH/USD,GRT/USD...","ETC/USD,LTC/USD,XLM/USD...",0.259400531929743,0.4040413686538968,Long Low RVOL / Short High RVOL
2022-04-16,3,3,"AAVE/USD,ALGO/USD,LINK/USD...","FIL/USD,LTC/USD,XLM/USD...",0.2769291333333445,0.5312860187219394,Long Low RVOL / Short High RVOL
2022-04-23,3,3,"AAVE/USD,ETC/USD,ETH/USD...","APE/USD,LINK/USD,XLM/USD...",0.3704447608877422,0.6423794626037359,Long Low RVOL / Short High RVOL
2022-04-30,3,3,"AAVE/USD,BTC/USD,ETH/USD...","ALGO/USD,APE/USD,FIL/USD...",0.9306616021899898,1.583036621026382,Long Low RVOL / Short High RVOL
2022-05-07,3,3,"APE/USD,ETH/USD,GRT/USD...","ALGO/USD,LINK/USD,XLM/USD...",0.5163557855252623,1.039374536559363,Long Low RVOL / Short High RVOL
2022-05-14,3,3,"BTC/USD,ETC/USD,ETH/USD...","BCH/USD,GRT/USD,LTC/USD...",0.5661445037683562,1.0539252155783447,Long Low RVOL / Short High RVOL
2022-05-21,3,3,"APE/USD,ETC/USD,ETH/USD...","AAVE/USD,ALGO/USD,LTC/USD...",0.3084838749728268,0.5550857860623198,Long Low RVOL / Short High RVOL
2022-05-28,3,3,"APE/USD,BTC/USD,ETC/USD...","ALGO/USD,FIL/USD,LINK/USD...",0.28875012401268524,0.5825981843317807,Long Low RVOL / Short High RVOL
2022-06-04,3,3,"APE/USD,BTC/USD,ETC/USD...","GRT/USD,LINK/USD,XLM/USD...",0.3273611049937241,0.98444629121597,Long Low RVOL / Short High RVOL
2022-06-11,3,3,"ALGO/USD,BTC/USD,GRT/USD...","APE/USD,FIL/USD,LTC/USD...",1.0251992544395292,1.7809889273805302,Long Low RVOL / Short High RVOL
2022-06-18,3,3,"ALGO/USD,LINK/USD,XLM/USD...","AAVE/USD,BCH/USD,BTC/USD...",1.078695929143682,2.0507226785431376,Long Low RVOL / Short High RVOL
2022-06-25,3,3,"BTC/USD,ETH/USD,LINK/USD...","AAVE/USD,BCH/USD,FIL/USD...",0.44240795892366436,0.7027613802488395,Long Low RVOL / Short High RVOL
2022-07-02,3,3,"APE/USD,ETC/USD,ETH/USD...","AAVE/USD,ALGO/USD,XLM/USD...",0.3045243463482072,0.5173559760626689,Long Low RVOL / Short High RVOL
2022-07-09,3,3,"APE/USD,ETH/USD,LINK/USD...","AAVE/USD,FIL/USD,GRT/USD...",0.40118132146556484,0.5461695487891349,Long Low RVOL / Short High RVOL
2022-07-16,3,3,"APE/USD,BTC/USD,LINK/USD...","ETC/USD,ETH/USD,GRT/USD...",0.8230447209996904,1.0788822750334475,Long Low RVOL / Short High RVOL
2022-07-23,3,3,"AAVE/USD,BTC/USD,ETH/USD...","APE/USD,ETC/USD,FIL/USD...",0.6208149105861194,1.015618389861716,Long Low RVOL / Short High RVOL
2022-07-30,3,3,"APE/USD,BTC/USD,ETH/USD...","FIL/USD,GRT/USD,XLM/USD...",0.6483118017780819,1.4274466344916263,Long Low RVOL / Short High RVOL
2022-08-06,3,3,"AAVE/USD,APE/USD,LTC/USD...","BCH/USD,FIL/USD,XLM/USD...",0.43457178902433197,0.7069813949584232,Long Low RVOL / Short High RVOL
2022-08-13,3,3,"AAVE/USD,FIL/USD,LINK/USD...","ETH/USD,GRT/USD,LTC/USD...",0.5555880309245188,0.7753177101605169,Long Low RVOL / Short High RVOL
2022-08-20,3,3,"BCH/USD,FIL/USD,XLM/USD...","APE/USD,ETH/USD,GRT/USD...",0.7792950643769655,1.155580098526824,Long Low RVOL / Short High RVOL
2022-08-27,3,3,"FIL/USD,GRT/USD,LINK/USD...","AAVE/USD,BTC/USD,LTC/USD...",0.6375105824303484,0.9540094612184647,Long Low RVOL / Short High RVOL
2022-09-03,3,3,"APE/USD,ETC/USD,ETH/USD...","AAVE/USD,FIL/USD,LTC/USD...",0.30990368772148785,0.7557017248387372,Long Low RVOL / Short High RVOL
2022-09-10,3,3,"BTC/USD,ETH/USD,GRT/USD...","ALGO/USD,LINK/USD,LTC/USD...",0.7846727515640082,1.065935147895979,Long Low RVOL / Short High RVOL
2022-09-17,3,3,"AAVE/USD,ETC/USD,GRT/USD...","APE/USD,LINK/USD,XLM/USD...",0.42550407327686535,0.7264389362817485,Long Low RVOL / Short High RVOL
2022-09-24,3,3,"AAVE/USD,ETC/USD,GRT/USD...","ALGO/USD,LINK/USD,XLM/USD...",0.5114427745598965,0.9122286977240169,Long Low RVOL / Short High RVOL
2022-10-01,3,3,"BTC/USD,ETC/USD,GRT/USD...","ALGO/USD,BCH/USD,XLM/USD...",0.2577523768602658,0.6932157166121892,Long Low RVOL / Short High RVOL
2022-10-08,3,3,"APE/USD,ETC/USD,ETH/USD...","BCH/USD,LTC/USD,XLM/USD...",0.2754346921986557,0.4328236072975787,Long Low RVOL / Short High RVOL
2022-10-15,3,3,"BTC/USD,LINK/USD,XLM/USD...","ETC/USD,FIL/USD,GRT/USD...",0.38766472579083944,0.6417639203198773,Long Low RVOL / Short High RVOL
2022-10-22,3,3,"BTC/USD,ETH/USD,LINK/USD...","APE/USD,BCH/USD,ETC/USD...",0.3751464098453835,0.7193725088593561,Long Low RVOL / Short High RVOL
2022-10-29,3,3,"AAVE/USD,BTC/USD,ETH/USD...","FIL/USD,GRT/USD,LINK/USD...",1.0165001114611878,1.6323760172810986,Long Low RVOL / Short High RVOL
2022-11-05,3,3,"BTC/USD,ETH/USD,FIL/USD...","ALGO/USD,BCH/USD,GRT/USD...",1.0521118920613222,1.8153243588468229,Long Low RVOL / Short High RVOL
2022-11-12,3,3,"ETC/USD,ETH/USD,GRT/USD...","AAVE/USD,ALGO/USD,LINK/USD...",0.4345939433991166,1.151703024632975,Long Low RVOL / Short High RVOL
2022-11-19,3,3,"AAVE/USD,BTC/USD,LINK/USD...","ALGO/USD,GRT/USD,LTC/USD...",0.2298100436748491,0.3814260317305894,Long Low RVOL / Short High RVOL
2022-11-26,3,3,"ALGO/USD,BTC/USD,ETH/USD...","AAVE/USD,LINK/USD,LTC/USD...",0.378842088001968,0.8027473032893158,Long Low RVOL / Short High RVOL
2022-12-03,3,3,"ETC/USD,GRT/USD,LTC/USD...","ETH/USD,LINK/USD,XLM/USD...",0.4309733523371828,0.6468439478957645,Long Low RVOL / Short High RVOL
2022-12-10,3,3,"AAVE/USD,BTC/USD,ETC/USD...","BCH/USD,FIL/USD,GRT/USD...",0.3157565855421507,0.4666566013268226,Long Low RVOL / Short High RVOL
2022-12-17,3,3,"BTC/USD,ETH/USD,GRT/USD...","BCH/USD,FIL/USD,XLM/USD...",0.7341304520889361,1.2189523519622516,Long Low RVOL / Short High RVOL
2022-12-24,3,3,"ETC/USD,LINK/USD,LTC/USD...","AAVE/USD,GRT/USD,XLM/USD...",0.3266786023204656,0.5344723235437282,Long Low RVOL / Short High RVOL
2022-12-31,3,3,"ETH/USD,FIL/USD,GRT/USD...","AAVE/USD,BCH/USD,LINK/USD...",0.542577724558077,0.919837526695573,Long Low RVOL / Short High RVOL
2023-01-07,3,3,"ALGO/USD,BTC/USD,ETH/USD...","AAVE/USD,BCH/USD,ETC/USD...",0.5800507396688579,0.8402048345211788,Long Low RVOL / Short High RVOL
2023-01-14,3,3,"ETC/USD,ETH/USD,GRT/USD...","AAVE/USD,ALGO/USD,LINK/USD...",2.0932110957563426,3.033060035767041,Long Low RVOL / Short High RVOL
2023-01-21,3,3,"ETC/USD,ETH/USD,LTC/USD...","FIL/USD,GRT/USD,XLM/USD...",0.9344976106086976,1.591894830142866,Long Low RVOL / Short High RVOL
2023-01-28,3,3,"BCH/USD,BTC/USD,ETC/USD...","ALGO/USD,FIL/USD,GRT/USD...",0.299756677998012,0.6575162616080412,Long Low RVOL / Short High RVOL
2023-02-04,3,3,"BTC/USD,ETH/USD,FIL/USD...","ALGO/USD,ETC/USD,GRT/USD...",0.3456832680116283,0.6181602807986394,Long Low RVOL / Short High RVOL
2023-02-11,3,3,"BTC/USD,ETC/USD,ETH/USD...","BCH/USD,GRT/USD,LTC/USD...",0.2342010465110175,0.5591957530859325,Long Low RVOL / Short High RVOL
2023-02-18,3,3,"BTC/USD,ETH/USD,GRT/USD...","FIL/USD,LINK/USD,XLM/USD...",0.5392227086682538,0.8914476680993861,Long Low RVOL / Short High RVOL
2023-02-25,3,3,"ALGO/USD,BTC/USD,GRT/USD...","BCH/USD,ETC/USD,LINK/USD...",0.474371687254065,0.7913211188638088,Long Low RVOL / Short High RVOL
2023-03-04,3,3,"ALGO/USD,GRT/USD,LINK/USD...","ETC/USD,FIL/USD,LTC/USD...",0.1548054992504485,0.3180542918542428,Long Low RVOL / Short High RVOL
2023-03-11,3,3,"AAVE/USD,GRT/USD,LINK/USD...","ALGO/USD,ETC/USD,LTC/USD...",0.8371519099268792,1.5734118445720473,Long Low RVOL / Short High RVOL
2023-03-18,3,3,"AAVE/USD,BCH/USD,LTC/USD...","ETC/USD,FIL/USD,GRT/USD...",0.8943372221696434,1.272104766231046,Long Low RVOL / Short High RVOL
2023-03-25,3,3,"ETC/USD,ETH/USD,GRT/USD...","AAVE/USD,BCH/USD,XLM/USD...",0.3530909020611484,0.6870942949704923,Long Low RVOL / Short High RVOL
2023-04-01,3,3,"ALGO/USD,BTC/USD,GRT/USD...","BCH/USD,LTC/USD,XLM/USD...",0.374686812256544,0.6149974499495765,Long Low RVOL / Short High RVOL
2023-04-08,3,3,"BCH/USD,BTC/USD,ETC/USD...","AAVE/USD,ALGO/USD,FIL/USD...",0.2572374747554771,0.4265158975644739,Long Low RVOL / Short High RVOL
2023-04-15,3,3,"BTC/USD,ETC/USD,LTC/USD...","FIL/USD,GRT/USD,LINK/USD...",0.5683325025469821,1.1141035069599543,Long Low RVOL / Short High RVOL
2023-04-22,3,3,"AAVE/USD,FIL/USD,LINK/USD...","BTC/USD,ETC/USD,LTC/USD...",0.3714145917039373,0.5663940998671623,Long Low RVOL / Short High RVOL
2023-04-29,3,3,"ETC/USD,GRT/USD,LINK/USD...","BCH/USD,LTC/USD,XLM/USD...",0.3036006177031895,0.4740199729586248,Long Low RVOL / Short High RVOL
2023-05-06,3,3,"BTC/USD,GRT/USD,LINK/USD...","AAVE/USD,ETH/USD,LTC/USD...",0.6282358374672362,0.9531100766730204,Long Low RVOL / Short High RVOL
2023-05-13,3,3,"AAVE/USD,BTC/USD,ETC/USD...","FIL/USD,GRT/USD,XLM/USD...",0.3491129619473886,0.4887198393150997,Long Low RVOL / Short High RVOL
2023-05-20,3,3,"BTC/USD,ETC/USD,LINK/USD...","AAVE/USD,ALGO/USD,GRT/USD...",0.26707699527057,0.509696196510304,Long Low RVOL / Short High RVOL
2023-05-27,3,3,"BCH/USD,BTC/USD,FIL/USD...","ALGO/USD,GRT/USD,XLM/USD...",0.3114740447038995,0.5241232892814002,Long Low RVOL / Short High RVOL
2023-06-03,3,3,"ALGO/USD,BTC/USD,ETC/USD...","AAVE/USD,FIL/USD,XLM/USD...",0.3993520196890794,0.7413909058526023,Long Low RVOL / Short High RVOL
2023-06-10,3,3,"BTC/USD,ETH/USD,XLM/USD...","BCH/USD,ETC/USD,FIL/USD...",2.3865186072016384,6.234148874837648,Long Low RVOL / Short High RVOL
2023-06-17,3,3,"ALGO/USD,ETC/USD,LTC/USD...","AAVE/USD,BCH/USD,XLM/USD...",0.4525154625466347,0.6101194407033703,Long Low RVOL / Short High RVOL
2023-06-24,3,3,"BTC/USD,ETH/USD,FIL/USD...","BCH/USD,ETC/USD,XLM/USD...",0.4624972847909323,1.0502908652520262,Long Low RVOL / Short High RVOL
2023-07-01,3,3,"ALGO/USD,BTC/USD,ETH/USD...","BCH/USD,ETC/USD,LTC/USD...",0.8072099451918937,1.209318593005294,Long Low RVOL / Short High RVOL
2023-07-08,3,3,"BTC/USD,ETC/USD,FIL/USD...","AAVE/USD,ALGO/USD,XLM/USD...",0.3205522484069987,0.7784355447647694,Long Low RVOL / Short High RVOL
2023-07-15,3,3,"BCH/USD,BTC/USD,FIL/USD...","ALGO/USD,LINK/USD,XLM/USD...",0.2926883612479487,0.6921444106549263,Long Low RVOL / Short High RVOL
2023-07-22,3,3,"AAVE/USD,BCH/USD,BTC/USD...","ALGO/USD,LINK/USD,XLM/USD...",0.3486053387329257,0.7027275748333462,Long Low RVOL / Short High RVOL
2023-07-29,3,3,"BTC/USD,ETH/USD,XLM/USD...","ALGO/USD,FIL/USD,LTC/USD...",0.2993098667105911,0.48863037150407,Long Low RVOL / Short High RVOL
2023-08-05,3,3,"BTC/USD,ETH/USD,LINK/USD...","BCH/USD,FIL/USD,GRT/USD...",0.3098178037670209,0.6093486688828638,Long Low RVOL / Short High RVOL
2023-08-12,3,3,"AAVE/USD,ETC/USD,GRT/USD...","ALGO/USD,FIL/USD,LINK/USD...",0.2144968506495435,0.3593005154397022,Long Low RVOL / Short High RVOL
2023-08-19,3,3,"AAVE/USD,BCH/USD,ETC/USD...","ETH/USD,LINK/USD,XLM/USD...",0.5653103353883612,0.732185903758482,Long Low RVOL / Short High RVOL
2023-08-26,3,3,"AAVE/USD,BCH/USD,BTC/USD...","FIL/USD,LTC/USD,XLM/USD...",0.2131033360392384,0.3391084118034407,Long Low RVOL / Short High RVOL
2023-09-02,3,3,"BTC/USD,ETH/USD,GRT/USD...","AAVE/USD,BCH/USD,FIL/USD...",0.3835929845379374,0.5347131262899738,Long Low RVOL / Short High RVOL
2023-09-09,3,3,"BTC/USD,ETC/USD,ETH/USD...","ALGO/USD,FIL/USD,XLM/USD...",0.2647160109269775,0.7239246293120166,Long Low RVOL / Short High RVOL
2023-09-16,3,3,"BTC/USD,ETC/USD,ETH/USD...","AAVE/USD,BCH/USD,FIL/USD...",0.4356826587463941,1.158774416686695,Long Low RVOL / Short High RVOL
2023-09-23,3,3,"BTC/USD,ETC/USD,ETH/USD...","FIL/USD,GRT/USD,LINK/USD...",0.3021683837874245,0.6725021671006569,Long Low RVOL / Short High RVOL
2023-09-30,3,3,"BCH/USD,BTC/USD,LTC/USD...","ETC/USD,GRT/USD,LINK/USD...",0.5610461110788404,1.1908714502695228,Long Low RVOL / Short High RVOL
2023-10-07,3,3,"BCH/USD,BTC/USD,LINK/USD...","AAVE/USD,FIL/USD,LTC/USD...",0.3064157911125916,0.463823719030715,Long Low RVOL / Short High RVOL
2023-10-14,3,3,"BTC/USD,ETC/USD,LINK/USD...","ALGO/USD,LTC/USD,XLM/USD...",0.2542201018248499,0.4164992318146611,Long Low RVOL / Short High RVOL
2023-10-21,3,3,"BCH/USD,BTC/USD,ETH/USD...","ALGO/USD,GRT/USD,LINK/USD...",0.8550416728271538,1.575730848317662,Long Low RVOL / Short High RVOL
2023-10-28,3,3,"BTC/USD,ETC/USD,ETH/USD...","GRT/USD,LINK/USD,LTC/USD...",0.4515961788304277,0.8779142021954369,Long Low RVOL / Short High RVOL
2023-11-04,3,3,"BCH/USD,BTC/USD,ETH/USD...","AAVE/USD,ALGO/USD,GRT/USD...",0.3904711371986836,1.0371144867596878,Long Low RVOL / Short High RVOL
2023-11-11,3,3,"BCH/USD,BTC/USD,ETH/USD...","ALGO/USD,FIL/USD,LTC/USD...",0.93206073120802,1.601636456049396,Long Low RVOL / Short High RVOL
2023-11-18,3,3,"BTC/USD,ETC/USD,GRT/USD...","AAVE/USD,FIL/USD,XLM/USD...",0.2861013947768015,0.4969769672787161,Long Low RVOL / Short High RVOL
2023-11-25,3,3,"BCH/USD,ETC/USD,ETH/USD...","AAVE/USD,ALGO/USD,GRT/USD...",0.2685374295837969,0.4763139021526072,Long Low RVOL / Short High RVOL
2023-12-02,3,3,"AAVE/USD,ETC/USD,GRT/USD...","ALGO/USD,BCH/USD,LINK/USD...",0.5194185169009587,0.9859512156833086,Long Low RVOL / Short High RVOL
