date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.6425411030065473,0.1620792014882275,0.4773019620236464
2024-02-01,3,0.3333333333333333,0.4237175089154929,0.19498238140599733,0.3629444300611482
2024-03-01,3,0.3333333333333333,0.43179760734891687,0.2427593003463696,0.3512944579457626
2024-04-01,3,0.3333333333333333,0.43326603665087804,0.25581157062747734,0.3498317524778094
2024-05-01,3,0.33333333333333326,0.3972691901820588,0.25639854209031343,0.3435090615233081
2024-06-01,3,0.3333333333333333,0.4031474727360343,0.20665456239966373,0.3574884447182911
2024-07-01,3,0.3333333333333333,0.40436566391449064,0.24893246271100972,0.3456811501457626
2024-08-01,3,0.3333333333333333,0.5169370887660951,0.18321893513860255,0.39069954193592943
2024-09-01,3,0.3333333333333333,0.38670475340547583,0.28089540184645656,0.3389324498734115
2024-10-01,3,0.3333333333333333,0.408901363280756,0.26620740405025567,0.34362101992921157
2024-11-01,3,0.3333333333333333,0.3837837222511767,0.2902948380741947,0.33778582331707385
2024-12-01,3,0.3333333333333333,0.3602610085868918,0.3194150937000369,0.334421395837542
2025-01-01,3,0.3333333333333333,0.3438389835456196,0.3232211270388073,0.3335461135339757
2025-02-01,3,0.3333333333333333,0.3430280970242174,0.3239067100002081,0.3335162549030715
2025-03-01,3,0.3333333333333333,0.3443098526149564,0.3117324664062493,0.3340332915237664
2025-04-01,4,0.25,0.3014066243439921,0.20323562563540643,0.2564681688708945
2025-05-01,4,0.25,0.2957137636488669,0.19572127579607854,0.25711033844866127
2025-06-01,4,0.25000000000000006,0.3114765503247913,0.18379451215285977,0.2610563125603271
2025-07-01,4,0.25,0.3324937928861829,0.20762260836390958,0.2597675241744721
2025-08-01,4,0.25,0.33769597850960065,0.1875310578121841,0.26347884428894774
2025-09-01,4,0.25,0.3459509506795092,0.16150365814396497,0.26710424440067093
2025-10-01,4,0.25,0.3689102094897103,0.1711971120344176,0.27546035324808044
