date,portfolio_value,return,n_coins
2024-01-02,1.0102891575692707,0.010289157569270726,3
2024-01-03,0.9218132145673748,-0.08757487135145227,3
2024-01-04,0.9478716625532931,0.028268685644898383,3
2024-01-05,0.8960744449928042,-0.05464581293733604,3
2024-01-06,0.8947623745634743,-0.0014642426604861444,3
2024-01-07,0.8399059739230809,-0.06130834532146724,3
2024-01-08,0.891360255589705,0.061261954628431155,3
2024-01-09,0.8382386882411985,-0.059596069058926594,3
2024-01-10,0.9174448911662371,0.09449122789981203,3
2024-01-11,0.9411502342371948,0.025838438144032954,3
2024-01-12,0.9085204822283401,-0.034670077976765495,3
2024-01-13,0.9096832526102493,0.0012798504873079155,3
2024-01-14,0.8598645958589238,-0.054764838869326836,3
2024-01-15,0.8671650273093701,0.00849021053501302,3
2024-01-16,0.896007461730313,0.033260606127572895,3
2024-01-17,0.9111091715136586,0.016854446450905638,3
2024-01-18,0.8460925019916768,-0.07135991114431126,3
2024-01-19,0.8553140647281618,0.01089900065864859,3
2024-01-20,0.8557514564379146,0.0005113814068891015,3
2024-01-21,0.8537221951762879,-0.0023713208389659138,3
2024-01-22,0.7995583126334221,-0.06344438840749747,3
2024-01-23,0.8057786211809871,0.0077796809179279695,3
2024-01-24,0.812391025883272,0.008206230009668816,3
2024-01-25,0.7928134508284559,-0.024098709157367244,3
2024-01-26,0.820122858418281,0.034446196089745966,3
2024-01-27,0.8372488776181515,0.0208822605345988,3
2024-01-28,0.8259210983731387,-0.013529763428574185,3
2024-01-29,0.8585383964290644,0.039492026684115264,3
2024-01-30,0.8474704230348843,-0.012891646361089167,3
2024-01-31,0.8174638377138178,-0.0354072360585868,3
2024-02-01,0.8363243748803685,0.023072014071347225,3
2024-02-02,0.8562777622535256,0.02385843097782656,3
2024-02-03,0.8405489321206379,-0.018368841077331145,3
2024-02-04,0.8236415695596888,-0.02011466782581374,3
2024-02-05,0.8698369699344449,0.05608677619252729,3
2024-02-06,0.8452054660227317,-0.028317379880472865,3
2024-02-07,0.8794859756858007,0.04055878841435094,3
2024-02-08,0.8702693793502223,-0.010479526212332673,3
2024-02-09,0.9533863376743431,0.09550716168616577,3
2024-02-10,1.1282319881050986,0.18339433188991136,3
2024-02-11,1.0531106264755916,-0.06658325807237192,3
2024-02-12,1.1221460500509006,0.06555381917125588,3
2024-02-13,1.087979116179079,-0.030447849342134924,3
2024-02-14,1.2239459331991547,0.12497189973423703,3
2024-02-15,1.1870848245740615,-0.030116615142259946,3
2024-02-16,1.1686583836012163,-0.015522429898349361,3
2024-02-17,1.1452005687156788,-0.02007243110108225,3
2024-02-18,1.177404953417994,0.02812117421355457,3
2024-02-19,1.1903532936349044,0.0109973549706255,3
2024-02-20,1.1901299427957202,-0.00018763407500827986,3
2024-02-21,1.1410199056516706,-0.041264432880905234,3
2024-02-22,1.145035300951599,0.0035191281765018304,3
2024-02-23,1.0936756731616701,-0.04485418724404884,3
2024-02-24,1.1190446095995523,0.023196032480583464,3
2024-02-25,1.1570653377274274,0.033976061188017,3
2024-02-26,1.2488024635540924,0.07928430904934401,3
2024-02-27,1.2938700632597826,0.03608865374706882,3
2024-02-28,1.4114826017155415,0.09089980655356168,3
2024-02-29,1.4619803685630413,0.03577640049273274,3
2024-03-01,1.5931334724789634,0.08970921001137,3
2024-03-02,1.6417427227067238,0.030511724891526527,3
2024-03-03,1.6793938872134593,0.022933657013359865,3
2024-03-04,1.8414914568298397,0.0965214717348658,3
2024-03-05,1.6239294570513956,-0.1181444524065189,3
2024-03-06,1.7037161168525092,0.04913185080464282,3
2024-03-07,1.7027071446528315,-0.0005922184979629888,3
2024-03-08,1.7703231754001216,0.0397108985885395,3
2024-03-09,1.8558655403247164,0.048320197189567246,3
2024-03-10,1.8022580574760354,-0.02888543468472475,3
2024-03-11,1.857102590722851,0.030431010153796952,3
2024-03-12,1.8076505171203032,-0.026628616991643594,3
2024-03-13,1.8732663458363565,0.036298957179279896,3
2024-03-14,1.8402293611379608,-0.017636031721717474,3
2024-03-15,1.693060553471281,-0.07997307877735062,3
2024-03-16,1.5525256315295284,-0.0830064356845441,3
2024-03-17,1.6237939381412179,0.04590475362488973,3
2024-03-18,1.5072584972943794,-0.07176738261520939,3
2024-03-19,1.3689706774836756,-0.09174791189363932,3
2024-03-20,1.5092559316014544,0.10247498827048596,3
2024-03-21,1.4706032159212354,-0.02561044477009611,3
2024-03-22,1.4207820231898085,-0.03387806594739235,3
2024-03-23,1.4708691566185303,0.035253214505255884,3
2024-03-24,1.5385223436345774,0.04599538083426744,3
2024-03-25,1.598793247020969,0.039174538891654086,3
