rank,symbol,name,price,market_cap,circulating_supply,total_supply,max_supply,effective_max_supply,circulating_pct,potential_dilution_pct,locked_tokens,volume_24h,market_cap_dominance,timestamp
104,THETA,Theta Network,0.5162621099238202,516262109.92382014,1000000000.0,1000000000.0,1000000000.0,1000000000.0,100.0,0.0,0.0,65566482.5984851,0.0149,2025-11-08T01:49:16.629633
105,JASMY,JasmyCoin,0.010235474379747454,506093027.40229034,49444999677.16958,50000000000.0,50000000000.0,50000000000.0,98.88999935433915,1.1224599584468877,555000322.8304214,59876479.99921816,0.0146,2025-11-08T01:49:16.629635
106,ZK,ZKsync,0.058759927226198494,501018075.5427576,8526526481.45853,13760139425.231201,21000000000.0,21000000000.0,40.60250705456443,146.29021027103857,12473473518.54147,318567351.45769435,0.0144,2025-11-08T01:49:16.629636
107,DCR,Decred,29.213702210635915,499860680.5085322,17110487.29477863,17110487.29477863,21000000.0,21000000.0,81.47851092751729,22.731747133866133,3889512.70522137,35797749.54518842,0.0144,2025-11-08T01:49:16.629638
108,MYX,MYX Finance,2.253609714853155,498285330.85704297,221105423.7,1000000000.0,1000000000.0,1000000000.0,22.11054237,352.272939879041,778894576.3,43066295.41018379,0.0143,2025-11-08T01:49:16.629640
109,A,Vaulta,0.3103233775543745,497174621.8236238,1602117847.9746,2100000000.0,2100000000.0,2100000000.0,76.29132609402858,31.076499937555983,497882152.0253999,100727288.97722812,0.0143,2025-11-08T01:49:16.629641
110,TUSD,TrueUSD,0.9956678252411582,492372757.23956084,494515083.0,494515083.0,,494515083.0,100.0,0.0,0.0,45199387.52747732,0.0142,2025-11-08T01:49:16.629643
111,AR,Arweave,7.487626790434704,491581163.27970356,65652466.0,65652466.0,66000000.0,66000000.0,99.47343333333333,0.5293540687413021,347534.0,538605090.1692256,0.0142,2025-11-08T01:49:16.629644
112,BSV,Bitcoin SV,24.596647887491056,490563693.1077343,19944331.25,19944331.25,,19944331.25,100.0,0.0,0.0,52041721.83701555,0.0141,2025-11-08T01:49:16.629645
113,WIF,dogwifhat,0.48607977602270774,485515859.262828,998839867.8824,998839867.8824,998840592.989347,998840592.989347,99.99992740513831,7.259491438627299e-05,725.1069469451904,224463289.38328925,0.014,2025-11-08T01:49:16.629647
114,GALA,Gala,0.010427052252949386,484905160.71747464,46504529655.571144,46504529655.571144,50000000000.0,50000000000.0,93.00905931114228,7.516408337677072,3495470344.428856,111179441.71337633,0.014,2025-11-08T01:49:16.629648
115,H,Humanity Protocol,0.22274752211185236,484885986.8949516,2176841216.0,10000000000.0,10000000000.0,10000000000.0,21.76841216,359.3812321495478,7823158784.0,270110059.48730654,0.014,2025-11-08T01:49:16.629649
116,S,Sonic,0.16652816574497104,479601117.34551656,2880000000.0,3222625000.0,,3222625000.0,89.36813932741165,11.89670138888889,342625000.0,175359889.10653248,0.0138,2025-11-08T01:49:16.629651
117,MANA,Decentraland,0.2404557358622456,473632638.6374323,1969729010.368757,2193179327.320146,,2193179327.320146,89.81158019465632,11.3442161726377,223450316.95138907,55202872.40434644,0.0136,2025-11-08T01:49:16.629653
118,BTT,BitTorrent [New],4.790040709827598e-07,472327301.66641575,986061142857000.0,990000000000000.0,,990000000000000.0,99.60213564212121,0.39945364154474333,3938857143000.0,17964452.77917894,0.0136,2025-11-08T01:49:16.629655
119,AB,AB,0.005500068952243123,471927838.1670134,85803985779.95,98823661261.46,98823661261.46,98823661261.46,86.82534595934109,15.173742062402356,13019675481.51001,14614226.31581729,0.0136,2025-11-08T01:49:16.629656
120,PENDLE,Pendle,2.7680253053412076,466125712.37297326,168396477.97783232,281527448.45853144,,281527448.45853144,59.81529648347481,67.18131628358147,113130970.48069912,86642723.96102598,0.0134,2025-11-08T01:49:16.629658
121,HNT,Helium,2.4764770393718627,461420763.8826585,186321438.2959488,186321438.2959488,223000000.0,223000000.0,83.55221448248825,19.685636843244946,36678561.7040512,14784305.22097256,0.0133,2025-11-08T01:49:16.629660
122,FLOW,Flow,0.282295331840554,457450022.0753625,1620466123.5196738,1620466123.5196738,,1620466123.5196738,100.0,0.0,0.0,23427154.50967759,0.0132,2025-11-08T01:49:16.629661
123,SUN,Sun [New],0.02289562854788095,439055237.841175,19176378448.095093,19900730000.0,19900730000.0,19900730000.0,96.36017597392203,3.77731151825939,724351551.9049072,39280188.76485662,0.0126,2025-11-08T01:49:16.629663
124,MERL,Merlin Chain,0.40915679865210575,430423749.4273,1051977508.0,2100000000.0,2100000000.0,2100000000.0,50.094167047619045,99.6240398706319,1048022492.0,432400402.7558601,0.0124,2025-11-08T01:49:16.629664
125,USDD,USDD,0.9994451592401936,413990383.74395645,414220210.0,414220210.0,,414220210.0,100.0,0.0,0.0,4666685.43491046,0.0119,2025-11-08T01:49:16.629665
126,NEO,Neo,5.778363574025758,407599011.6047589,70538831.0,100000000.0,,100000000.0,70.538831,41.7658877845594,29461169.0,77286742.56191331,0.0117,2025-11-08T01:49:16.629667
127,NFT,AINFT,3.983939573030735e-07,398389973.3635005,999990000000000.0,999990000000000.0,999990000000000.0,999990000000000.0,100.0,0.0,0.0,87601014.31794447,0.0115,2025-11-08T01:49:16.629669
128,RAY,Raydium,1.4423951852690546,386929183.9485005,268254628.065973,554997889.383695,555000000.0,555000000.0,48.33416721909424,106.89298223906371,286745371.93402696,56063796.2788941,0.0111,2025-11-08T01:49:16.629671
129,ATH,Aethir,0.025729683650373127,366255144.8268816,14234731752.0,42000000000.0,42000000000.0,42000000000.0,33.89221845714286,195.05297838927623,27765268248.0,30108338.47159159,0.0105,2025-11-08T01:49:16.629674
130,JST,JUST,0.0362821480159842,359193265.3582436,9900000000.0,9900000000.0,,9900000000.0,100.0,0.0,0.0,37166807.31331915,0.0103,2025-11-08T01:49:16.629675
