date,symbol,old_weight,new_weight,trade
2021-02-01,XLM,0.0,-0.14228211884681258,-0.14228211884681258
2021-02-01,ZEC,0.0,-0.28837053118720885,-0.28837053118720885
2021-02-01,SNX,0.0,-0.25369344423494117,-0.25369344423494117
2021-02-01,ALGO,0.0,-0.3156539057310374,-0.3156539057310374
2021-02-01,ETC,0.0,1.0,1.0
2021-03-01,XLM,-0.14228211884681258,0.0,0.14228211884681258
2021-03-01,ZEC,-0.28837053118720885,-0.5309785512657146,-0.24260802007850574
2021-03-01,SNX,-0.25369344423494117,0.0,0.25369344423494117
2021-03-01,ALGO,-0.3156539057310374,-0.46902144873428553,-0.15336754300324812
2021-05-01,ZEC,-0.5304302222312989,-0.3894645413581298,0.14096568087316907
2021-05-01,ALGO,-0.4695697777687011,-0.32816821379647937,0.14140156397222176
2021-05-01,CRV,0.0,-0.28236724484539094,-0.28236724484539094
2021-06-01,LTC,0.0,0.611656070962718,0.611656070962718
2021-06-01,LINK,0.0,-0.24489697820206072,-0.24489697820206072
2021-06-01,CRV,-0.28236724484539094,-0.20335840273789166,0.07900884210749928
2021-06-01,ZEC,-0.3894645413581298,-0.2543654216292758,0.13509911972885402
2021-06-01,ALGO,-0.32816821379647937,-0.2973791974307719,0.030789016365707467
2021-06-01,ETC,1.0,0.3883439290372821,-0.6116560709627179
2021-07-01,LTC,0.611656070962718,0.0,-0.611656070962718
2021-07-01,LINK,-0.24489697820206072,-0.23888058345513538,0.006016394746925335
2021-07-01,CRV,-0.20335840273789166,-0.2242011403043201,-0.020842737566428432
2021-07-01,ZEC,-0.2543654216292758,-0.24612220240042437,0.008243219228851406
2021-07-01,ALGO,-0.2973791974307719,-0.29079607384012013,0.006583123590651774
2021-07-01,ETC,0.3883439290372821,1.0,0.6116560709627179
2021-08-01,QNT,0.0,1.0,1.0
2021-08-01,LINK,-0.23888058345513538,-0.19566688102097657,0.04321370243415881
2021-08-01,CRV,-0.2242011403043201,-0.19522402528494134,0.028977115019378746
2021-08-01,ZEC,-0.24612220240042437,-0.20732490934704145,0.03879729305338292
2021-08-01,ALGO,-0.29079607384012013,-0.24752632708661446,0.04326974675350567
2021-08-01,ETC,1.0,-0.15425785726042618,-1.154257857260426
2021-09-01,QNT,1.0,0.47451655698743056,-0.5254834430125694
2021-09-01,LINK,-0.19566688102097657,-0.1977938448758927,-0.0021269638549161196
2021-09-01,CRV,-0.19522402528494134,-0.1763973499456562,0.018826675339285143
2021-09-01,ZEC,-0.20732490934704145,-0.21593860955491873,-0.008613700207877273
2021-09-01,FET,0.0,0.5254834430125694,0.5254834430125694
2021-09-01,ALGO,-0.24752632708661446,-0.2233281039660296,0.024198223120584866
2021-09-01,ETC,-0.15425785726042618,-0.18654209165750285,-0.03228423439707667
2021-10-01,QNT,0.47451655698743056,0.21965727402986754,-0.254859282957563
2021-10-01,LTC,0.0,0.4319603499805158,0.4319603499805158
2021-10-01,LINK,-0.1977938448758927,0.0,0.1977938448758927
2021-10-01,CRV,-0.1763973499456562,-0.20786469548461953,-0.031467345538963326
2021-10-01,ZEC,-0.21593860955491873,-0.30771385879205665,-0.09177524923713792
2021-10-01,SHIB,0.0,0.10250841643665982,0.10250841643665982
2021-10-01,FET,0.5254834430125694,0.24587395955295693,-0.2796094834596125
2021-10-01,ALGO,-0.2233281039660296,-0.1859762271544635,0.0373518768115661
2021-10-01,ETC,-0.18654209165750285,-0.29844521856886025,-0.1119031269113574
2021-11-01,QNT,0.21965727402986754,0.48321297966897453,0.263555705639107
2021-11-01,LTC,0.4319603499805158,0.0,-0.4319603499805158
2021-11-01,CRV,-0.20786469548461953,-0.1605012465792307,0.04736344890538882
2021-11-01,ZEC,-0.30771385879205665,-0.26734872909902824,0.04036512969302841
2021-11-01,AVAX,0.0,-0.346037674931523,-0.346037674931523
2021-11-01,SHIB,0.10250841643665982,-0.06282176999501621,-0.16533018643167602
2021-11-01,FET,0.24587395955295693,0.5167870203310254,0.2709130607780685
2021-11-01,ALGO,-0.1859762271544635,-0.1632905793952018,0.022685647759261685
2021-11-01,ETC,-0.29844521856886025,0.0,0.29844521856886025
2021-12-01,QNT,0.48321297966897453,0.26752570077815035,-0.21568727889082417
2021-12-01,ZEC,-0.26734872909902824,-0.21114810484260113,0.056200624256427106
2021-12-01,AVAX,-0.346037674931523,-0.3803528578967339,-0.03431518296521091
2021-12-01,SNX,0.0,0.40627206634835633,0.40627206634835633
2021-12-01,SHIB,-0.06282176999501621,-0.0690515556159142,-0.006229785620897987
2021-12-01,FET,0.5167870203310254,0.3262022328734932,-0.1905847874575322
2021-12-01,ALGO,-0.1632905793952018,-0.1793430574192047,-0.016052478024002892
2022-01-01,QNT,0.26752570077815035,0.49259359768502625,0.2250678969068759
2022-01-01,CRV,-0.16010442422554605,0.0,0.16010442422554605
2022-01-01,ZEC,-0.21114810484260113,-0.2327546090352048,-0.02160650419260368
2022-01-01,AVAX,-0.3803528578967339,-0.3936282848518733,-0.013275426955139391
2022-01-01,SNX,0.40627206634835633,0.0,-0.40627206634835633
2022-01-01,SHIB,-0.0690515556159142,-0.07337806173813834,-0.004326506122224141
2022-01-01,FET,0.3262022328734932,0.5074064023149737,0.1812041694414805
2022-01-01,ALGO,-0.1793430574192047,-0.3002390443747835,-0.1208959869555788
2022-02-01,QNT,0.49259359768502625,0.0,-0.49259359768502625
2022-02-01,ZEC,-0.2327546090352048,-0.4408977497514332,-0.2081431407162284
2022-02-01,AVAX,-0.3936282848518733,0.0,0.3936282848518733
2022-02-01,SNX,0.0,1.0,1.0
