date,symbol,high,rolling_200d_high,days_since_200d_high
2025-07-31,LAYER/USDC:USDC,0.65165,3.4055,87
2025-08-01,LAYER/USDC:USDC,0.61874,3.4055,88
2025-08-02,LAYER/USDC:USDC,0.6072,3.4055,89
2025-08-03,LAYER/USDC:USDC,0.60244,3.4055,90
2025-08-04,LAYER/USDC:USDC,0.6129,3.4055,91
2025-08-05,LAYER/USDC:USDC,0.61124,3.4055,92
2025-08-06,LAYER/USDC:USDC,0.60485,3.4055,93
2025-08-07,LAYER/USDC:USDC,0.626,3.4055,94
2025-08-08,LAYER/USDC:USDC,0.63834,3.4055,95
2025-08-09,LAYER/USDC:USDC,0.67537,3.4055,96
2025-08-10,LAYER/USDC:USDC,0.6645,3.4055,97
2025-08-11,LAYER/USDC:USDC,0.6533,3.4055,98
2025-08-12,LAYER/USDC:USDC,0.64366,3.4055,99
2025-08-13,LAYER/USDC:USDC,0.6567,3.4055,100
2025-08-14,LAYER/USDC:USDC,0.65892,3.4055,101
2025-08-15,LAYER/USDC:USDC,0.62046,3.4055,102
2025-08-16,LAYER/USDC:USDC,0.61028,3.4055,103
2025-08-17,LAYER/USDC:USDC,0.61644,3.4055,104
2025-08-18,LAYER/USDC:USDC,0.6069,3.4055,105
2025-08-19,LAYER/USDC:USDC,0.57746,3.4055,106
2025-08-20,LAYER/USDC:USDC,0.58041,3.4055,107
2025-08-21,LAYER/USDC:USDC,0.56958,3.4055,108
2025-08-22,LAYER/USDC:USDC,0.5895,3.4055,109
2025-08-23,LAYER/USDC:USDC,0.58705,3.4055,110
2025-08-24,LAYER/USDC:USDC,0.60018,3.4055,111
2025-08-25,LAYER/USDC:USDC,0.57113,3.4055,112
2025-08-26,LAYER/USDC:USDC,0.54552,3.4055,113
2025-08-27,LAYER/USDC:USDC,0.5546,3.4055,114
2025-08-28,LAYER/USDC:USDC,0.56311,3.4055,115
2025-08-29,LAYER/USDC:USDC,0.5621,3.4055,116
2025-08-30,LAYER/USDC:USDC,0.53985,3.4055,117
2025-08-31,LAYER/USDC:USDC,0.54114,3.4055,118
2025-09-01,LAYER/USDC:USDC,0.52344,3.4055,119
2025-09-02,LAYER/USDC:USDC,0.51815,3.4055,120
2025-09-03,LAYER/USDC:USDC,0.51565,3.4055,121
2025-09-04,LAYER/USDC:USDC,0.51583,3.4055,122
2025-09-05,LAYER/USDC:USDC,0.51366,3.4055,123
2025-09-06,LAYER/USDC:USDC,0.53064,3.4055,124
2025-09-07,LAYER/USDC:USDC,0.52281,3.4055,125
2025-09-08,LAYER/USDC:USDC,0.53396,3.4055,126
2025-09-09,LAYER/USDC:USDC,0.54679,3.4055,127
2025-09-10,LAYER/USDC:USDC,0.58395,3.4055,128
2025-09-11,LAYER/USDC:USDC,0.57997,3.4055,129
2025-09-12,LAYER/USDC:USDC,0.56492,3.4055,130
2025-09-13,LAYER/USDC:USDC,0.57443,3.4055,131
2025-09-14,LAYER/USDC:USDC,0.57005,3.4055,132
2025-09-15,LAYER/USDC:USDC,0.55238,3.4055,133
2025-09-16,LAYER/USDC:USDC,0.52931,3.4055,134
2025-09-17,LAYER/USDC:USDC,0.53873,3.4055,135
2025-09-18,LAYER/USDC:USDC,0.57051,3.4055,136
2025-09-19,LAYER/USDC:USDC,0.55913,3.4055,137
2025-09-20,LAYER/USDC:USDC,0.53473,3.4055,138
2025-09-21,LAYER/USDC:USDC,0.53206,3.4055,139
2025-09-22,LAYER/USDC:USDC,0.518,3.4055,140
2025-09-23,LAYER/USDC:USDC,0.46186,3.4055,141
2025-09-24,LAYER/USDC:USDC,0.45859,3.4055,142
2025-09-25,LAYER/USDC:USDC,0.44621,3.4055,143
2025-09-26,LAYER/USDC:USDC,0.42483,3.4055,144
2025-09-27,LAYER/USDC:USDC,0.4306,3.4055,145
2025-09-28,LAYER/USDC:USDC,0.42765,3.4055,146
2025-09-29,LAYER/USDC:USDC,0.42752,3.4055,147
2025-09-30,LAYER/USDC:USDC,0.41188,3.4055,148
2025-10-01,LAYER/USDC:USDC,0.42134,3.4055,149
2025-10-02,LAYER/USDC:USDC,0.43045,3.4055,150
2025-10-03,LAYER/USDC:USDC,0.43266,3.4055,151
2025-10-04,LAYER/USDC:USDC,0.42848,3.4055,152
2025-10-05,LAYER/USDC:USDC,0.42277,3.4055,153
2025-10-06,LAYER/USDC:USDC,0.42287,3.4055,154
2025-10-07,LAYER/USDC:USDC,0.42002,3.4055,155
2025-10-08,LAYER/USDC:USDC,0.40869,3.4055,156
2025-10-09,LAYER/USDC:USDC,0.40423,3.4055,157
2025-10-10,LAYER/USDC:USDC,0.39565,3.4055,158
2025-10-11,LAYER/USDC:USDC,0.30098,3.4055,159
2025-10-12,LAYER/USDC:USDC,0.30957,3.4055,160
2025-10-13,LAYER/USDC:USDC,0.32139,3.4055,161
2025-10-14,LAYER/USDC:USDC,0.32008,3.4055,162
2025-10-15,LAYER/USDC:USDC,0.3155,3.4055,163
2025-10-16,LAYER/USDC:USDC,0.30305,3.4055,164
2025-03-31,LDO/USDC:USDC,0.88146,0.88146,0
2025-04-01,LDO/USDC:USDC,0.91772,0.91772,0
2025-04-02,LDO/USDC:USDC,0.9049,0.91772,1
2025-04-03,LDO/USDC:USDC,0.84584,0.91772,2
2025-04-04,LDO/USDC:USDC,0.85591,0.91772,3
2025-04-05,LDO/USDC:USDC,0.8479,0.91772,4
2025-04-06,LDO/USDC:USDC,0.82797,0.91772,5
2025-04-07,LDO/USDC:USDC,0.74,0.91772,6
2025-04-08,LDO/USDC:USDC,0.71324,0.91772,7
2025-04-09,LDO/USDC:USDC,0.7417,0.91772,8
2025-04-10,LDO/USDC:USDC,0.74072,0.91772,9
2025-04-11,LDO/USDC:USDC,0.7422,0.91772,10
2025-04-12,LDO/USDC:USDC,0.76994,0.91772,11
2025-04-13,LDO/USDC:USDC,0.77495,0.91772,12
2025-04-14,LDO/USDC:USDC,0.79072,0.91772,13
2025-04-15,LDO/USDC:USDC,0.73197,0.91772,14
2025-04-16,LDO/USDC:USDC,0.69969,0.91772,15
2025-04-17,LDO/USDC:USDC,0.7087,0.91772,16
2025-04-18,LDO/USDC:USDC,0.70003,0.91772,17
2025-04-19,LDO/USDC:USDC,0.7195,0.91772,18
2025-04-20,LDO/USDC:USDC,0.72645,0.91772,19
2025-04-21,LDO/USDC:USDC,0.7512,0.91772,20
2025-04-22,LDO/USDC:USDC,0.78573,0.91772,21
2025-04-23,LDO/USDC:USDC,0.82761,0.91772,22
2025-04-24,LDO/USDC:USDC,0.85023,0.91772,23
2025-04-25,LDO/USDC:USDC,0.86706,0.91772,24
2025-04-26,LDO/USDC:USDC,0.88667,0.91772,25
2025-04-27,LDO/USDC:USDC,0.9,0.91772,26
2025-04-28,LDO/USDC:USDC,0.87471,0.91772,27
2025-04-29,LDO/USDC:USDC,0.8673,0.91772,28
2025-04-30,LDO/USDC:USDC,0.84876,0.91772,29
2025-05-01,LDO/USDC:USDC,0.87384,0.91772,30
2025-05-02,LDO/USDC:USDC,0.87734,0.91772,31
2025-05-03,LDO/USDC:USDC,0.86166,0.91772,32
2025-05-04,LDO/USDC:USDC,0.83292,0.91772,33
2025-05-05,LDO/USDC:USDC,0.82457,0.91772,34
2025-05-06,LDO/USDC:USDC,0.78762,0.91772,35
2025-05-07,LDO/USDC:USDC,0.8,0.91772,36
2025-05-08,LDO/USDC:USDC,0.96783,0.96783,0
2025-05-09,LDO/USDC:USDC,1.0707,1.0707,0
2025-05-10,LDO/USDC:USDC,1.1803,1.1803,0
2025-05-11,LDO/USDC:USDC,1.1772,1.1803,1
2025-05-12,LDO/USDC:USDC,1.2085,1.2085,0
2025-05-13,LDO/USDC:USDC,1.1706,1.2085,1
2025-05-14,LDO/USDC:USDC,1.1762,1.2085,2
2025-05-15,LDO/USDC:USDC,1.0783,1.2085,3
2025-05-16,LDO/USDC:USDC,1.0154,1.2085,4
2025-05-17,LDO/USDC:USDC,0.96299,1.2085,5
2025-05-18,LDO/USDC:USDC,0.97885,1.2085,6
2025-05-19,LDO/USDC:USDC,0.95158,1.2085,7
2025-05-20,LDO/USDC:USDC,0.92844,1.2085,8
2025-05-21,LDO/USDC:USDC,0.944,1.2085,9
2025-05-22,LDO/USDC:USDC,0.98526,1.2085,10
2025-05-23,LDO/USDC:USDC,1.0141,1.2085,11
2025-05-24,LDO/USDC:USDC,0.87964,1.2085,12
2025-05-25,LDO/USDC:USDC,0.87708,1.2085,13
2025-05-26,LDO/USDC:USDC,0.90033,1.2085,14
2025-05-27,LDO/USDC:USDC,0.95095,1.2085,15
2025-05-28,LDO/USDC:USDC,0.94457,1.2085,16
2025-05-29,LDO/USDC:USDC,1.0128,1.2085,17
2025-05-30,LDO/USDC:USDC,1.0166,1.2085,18
2025-05-31,LDO/USDC:USDC,0.86008,1.2085,19
2025-06-01,LDO/USDC:USDC,0.87495,1.2085,20
2025-06-02,LDO/USDC:USDC,0.8953,1.2085,21
2025-06-03,LDO/USDC:USDC,0.8953,1.2085,22
2025-06-04,LDO/USDC:USDC,0.93792,1.2085,23
2025-06-05,LDO/USDC:USDC,0.89482,1.2085,24
2025-06-06,LDO/USDC:USDC,0.79926,1.2085,25
2025-06-07,LDO/USDC:USDC,0.83311,1.2085,26
2025-06-08,LDO/USDC:USDC,0.8316,1.2085,27
2025-06-09,LDO/USDC:USDC,0.8827,1.2085,28
2025-06-10,LDO/USDC:USDC,0.98388,1.2085,29
2025-06-11,LDO/USDC:USDC,1.0087,1.2085,30
2025-06-12,LDO/USDC:USDC,0.97844,1.2085,31
2025-06-13,LDO/USDC:USDC,0.86348,1.2085,32
2025-06-14,LDO/USDC:USDC,0.83033,1.2085,33
2025-06-15,LDO/USDC:USDC,0.82762,1.2085,34
2025-06-16,LDO/USDC:USDC,0.88029,1.2085,35
2025-06-17,LDO/USDC:USDC,0.8464,1.2085,36
2025-06-18,LDO/USDC:USDC,0.79501,1.2085,37
2025-06-19,LDO/USDC:USDC,0.793,1.2085,38
2025-06-20,LDO/USDC:USDC,0.79306,1.2085,39
2025-06-21,LDO/USDC:USDC,0.7443,1.2085,40
2025-06-22,LDO/USDC:USDC,0.69399,1.2085,41
2025-06-23,LDO/USDC:USDC,0.71417,1.2085,42
2025-06-24,LDO/USDC:USDC,0.73177,1.2085,43
2025-06-25,LDO/USDC:USDC,0.72826,1.2085,44
2025-06-26,LDO/USDC:USDC,0.72737,1.2085,45
2025-06-27,LDO/USDC:USDC,0.70966,1.2085,46
2025-06-28,LDO/USDC:USDC,0.7244,1.2085,47
2025-06-29,LDO/USDC:USDC,0.776,1.2085,48
2025-06-30,LDO/USDC:USDC,0.7769,1.2085,49
2025-07-01,LDO/USDC:USDC,0.74882,1.2085,50
2025-07-02,LDO/USDC:USDC,0.78328,1.2085,51
2025-07-03,LDO/USDC:USDC,0.79,1.2085,52
2025-07-04,LDO/USDC:USDC,0.77958,1.2085,53
2025-07-05,LDO/USDC:USDC,0.73186,1.2085,54
2025-07-06,LDO/USDC:USDC,0.75868,1.2085,55
2025-07-07,LDO/USDC:USDC,0.75845,1.2085,56
2025-07-08,LDO/USDC:USDC,0.7374,1.2085,57
2025-07-09,LDO/USDC:USDC,0.80487,1.2085,58
2025-07-10,LDO/USDC:USDC,0.85385,1.2085,59
2025-07-11,LDO/USDC:USDC,0.8843,1.2085,60
2025-07-12,LDO/USDC:USDC,0.84968,1.2085,61
2025-07-13,LDO/USDC:USDC,0.85475,1.2085,62
2025-07-14,LDO/USDC:USDC,0.89764,1.2085,63
2025-07-15,LDO/USDC:USDC,0.90979,1.2085,64
2025-07-16,LDO/USDC:USDC,0.95385,1.2085,65
2025-07-17,LDO/USDC:USDC,1.0724,1.2085,66
2025-07-18,LDO/USDC:USDC,1.157,1.2085,67
2025-07-19,LDO/USDC:USDC,1.13,1.2085,68
2025-07-20,LDO/USDC:USDC,1.2919,1.2919,0
2025-07-21,LDO/USDC:USDC,1.28,1.2919,1
2025-07-22,LDO/USDC:USDC,1.2222,1.2919,2
2025-07-23,LDO/USDC:USDC,1.22,1.2919,3
2025-07-24,LDO/USDC:USDC,1.1319,1.2919,4
2025-07-25,LDO/USDC:USDC,1.1116,1.2919,5
2025-07-26,LDO/USDC:USDC,1.1099,1.2919,6
2025-07-27,LDO/USDC:USDC,1.1562,1.2919,7
2025-07-28,LDO/USDC:USDC,1.1936,1.2919,8
2025-07-29,LDO/USDC:USDC,1.1203,1.2919,9
2025-07-30,LDO/USDC:USDC,1.0515,1.2919,10
2025-07-31,LDO/USDC:USDC,1.0514,1.2919,11
2025-08-01,LDO/USDC:USDC,0.95925,1.2919,12
2025-08-02,LDO/USDC:USDC,0.90695,1.2919,13
2025-08-03,LDO/USDC:USDC,0.92501,1.2919,14
2025-08-04,LDO/USDC:USDC,0.95784,1.2919,15
2025-08-05,LDO/USDC:USDC,0.957,1.2919,16
2025-08-06,LDO/USDC:USDC,0.94886,1.2919,17
2025-08-07,LDO/USDC:USDC,1.063,1.2919,18
2025-08-08,LDO/USDC:USDC,1.1454,1.2919,19
2025-08-09,LDO/USDC:USDC,1.3705,1.3705,0
2025-08-10,LDO/USDC:USDC,1.4563,1.4563,0
2025-08-11,LDO/USDC:USDC,1.6161,1.6161,0
2025-08-12,LDO/USDC:USDC,1.6291,1.6291,0
2025-08-13,LDO/USDC:USDC,1.5722,1.6291,1
2025-08-14,LDO/USDC:USDC,1.5222,1.6291,2
2025-08-15,LDO/USDC:USDC,1.4429,1.6291,3
2025-08-16,LDO/USDC:USDC,1.4376,1.6291,4
2025-08-17,LDO/USDC:USDC,1.4473,1.6291,5
2025-08-18,LDO/USDC:USDC,1.3764,1.6291,6
2025-08-19,LDO/USDC:USDC,1.3283,1.6291,7
2025-08-20,LDO/USDC:USDC,1.3606,1.6291,8
2025-08-21,LDO/USDC:USDC,1.3139,1.6291,9
2025-08-22,LDO/USDC:USDC,1.5506,1.6291,10
2025-08-23,LDO/USDC:USDC,1.5776,1.6291,11
2025-08-24,LDO/USDC:USDC,1.5441,1.6291,12
2025-08-25,LDO/USDC:USDC,1.4478,1.6291,13
2025-08-26,LDO/USDC:USDC,1.3121,1.6291,14
2025-08-27,LDO/USDC:USDC,1.3073,1.6291,15
2025-08-28,LDO/USDC:USDC,1.2904,1.6291,16
2025-08-29,LDO/USDC:USDC,1.2714,1.6291,17
2025-08-30,LDO/USDC:USDC,1.2398,1.6291,18
2025-08-31,LDO/USDC:USDC,1.2464,1.6291,19
2025-09-01,LDO/USDC:USDC,1.2123,1.6291,20
2025-09-02,LDO/USDC:USDC,1.2032,1.6291,21
2025-09-03,LDO/USDC:USDC,1.2547,1.6291,22
2025-09-04,LDO/USDC:USDC,1.2479,1.6291,23
2025-09-05,LDO/USDC:USDC,1.233,1.6291,24
2025-09-06,LDO/USDC:USDC,1.1966,1.6291,25
2025-09-07,LDO/USDC:USDC,1.206,1.6291,26
2025-09-08,LDO/USDC:USDC,1.2301,1.6291,27
2025-09-09,LDO/USDC:USDC,1.2625,1.6291,28
2025-09-10,LDO/USDC:USDC,1.2586,1.6291,29
2025-09-11,LDO/USDC:USDC,1.2964,1.6291,30
2025-09-12,LDO/USDC:USDC,1.3126,1.6291,31
2025-09-13,LDO/USDC:USDC,1.3328,1.6291,32
2025-09-14,LDO/USDC:USDC,1.2998,1.6291,33
2025-09-15,LDO/USDC:USDC,1.2613,1.6291,34
2025-09-16,LDO/USDC:USDC,1.215,1.6291,35
2025-09-17,LDO/USDC:USDC,1.3287,1.6291,36
2025-09-18,LDO/USDC:USDC,1.3549,1.6291,37
2025-09-19,LDO/USDC:USDC,1.3575,1.6291,38
2025-09-20,LDO/USDC:USDC,1.3053,1.6291,39
2025-09-21,LDO/USDC:USDC,1.2774,1.6291,40
2025-09-22,LDO/USDC:USDC,1.2558,1.6291,41
2025-09-23,LDO/USDC:USDC,1.1378,1.6291,42
2025-09-24,LDO/USDC:USDC,1.1382,1.6291,43
2025-09-25,LDO/USDC:USDC,1.1141,1.6291,44
2025-09-26,LDO/USDC:USDC,1.1056,1.6291,45
2025-09-27,LDO/USDC:USDC,1.102,1.6291,46
2025-09-28,LDO/USDC:USDC,1.1225,1.6291,47
2025-09-29,LDO/USDC:USDC,1.1856,1.6291,48
2025-09-30,LDO/USDC:USDC,1.215,1.6291,49
2025-10-01,LDO/USDC:USDC,1.2083,1.6291,50
2025-10-02,LDO/USDC:USDC,1.3206,1.6291,51
2025-10-03,LDO/USDC:USDC,1.3021,1.6291,52
2025-10-04,LDO/USDC:USDC,1.2372,1.6291,53
2025-10-05,LDO/USDC:USDC,1.246,1.6291,54
2025-10-06,LDO/USDC:USDC,1.2944,1.6291,55
2025-10-07,LDO/USDC:USDC,1.2622,1.6291,56
2025-10-08,LDO/USDC:USDC,1.2229,1.6291,57
2025-10-09,LDO/USDC:USDC,1.2057,1.6291,58
2025-10-10,LDO/USDC:USDC,1.2011,1.6291,59
2025-10-11,LDO/USDC:USDC,0.8824,1.6291,60
2025-10-12,LDO/USDC:USDC,0.94529,1.6291,61
2025-10-13,LDO/USDC:USDC,1.0306,1.6291,62
2025-10-14,LDO/USDC:USDC,1.0297,1.6291,63
2025-10-15,LDO/USDC:USDC,1.0922,1.6291,64
2025-10-16,LDO/USDC:USDC,0.9366,1.6291,65
2025-09-01,LINEA/USDC:USDC,0.059604,0.059604,0
2025-09-02,LINEA/USDC:USDC,0.044479,0.059604,1
2025-09-03,LINEA/USDC:USDC,0.036824,0.059604,2
2025-09-04,LINEA/USDC:USDC,0.031352,0.059604,3
2025-09-05,LINEA/USDC:USDC,0.040192,0.059604,4
2025-09-06,LINEA/USDC:USDC,0.032692,0.059604,5
2025-09-07,LINEA/USDC:USDC,0.031652,0.059604,6
2025-09-08,LINEA/USDC:USDC,0.033895,0.059604,7
2025-09-09,LINEA/USDC:USDC,0.029844,0.059604,8
2025-09-10,LINEA/USDC:USDC,0.032435,0.059604,9
2025-09-11,LINEA/USDC:USDC,0.026067,0.059604,10
2025-09-12,LINEA/USDC:USDC,0.024648,0.059604,11
2025-09-13,LINEA/USDC:USDC,0.029357,0.059604,12
2025-09-14,LINEA/USDC:USDC,0.032418,0.059604,13
2025-09-15,LINEA/USDC:USDC,0.03333,0.059604,14
2025-09-16,LINEA/USDC:USDC,0.029069,0.059604,15
2025-09-17,LINEA/USDC:USDC,0.026257,0.059604,16
2025-09-18,LINEA/USDC:USDC,0.027082,0.059604,17
2025-09-19,LINEA/USDC:USDC,0.03275,0.059604,18
2025-09-20,LINEA/USDC:USDC,0.030419,0.059604,19
2025-09-21,LINEA/USDC:USDC,0.03531,0.059604,20
2025-09-22,LINEA/USDC:USDC,0.034279,0.059604,21
2025-09-23,LINEA/USDC:USDC,0.030647,0.059604,22
2025-09-24,LINEA/USDC:USDC,0.031963,0.059604,23
2025-09-25,LINEA/USDC:USDC,0.028048,0.059604,24
2025-09-26,LINEA/USDC:USDC,0.029376,0.059604,25
2025-09-27,LINEA/USDC:USDC,0.0295,0.059604,26
2025-09-28,LINEA/USDC:USDC,0.028711,0.059604,27
2025-09-29,LINEA/USDC:USDC,0.029087,0.059604,28
2025-09-30,LINEA/USDC:USDC,0.027306,0.059604,29
2025-10-01,LINEA/USDC:USDC,0.027313,0.059604,30
2025-10-02,LINEA/USDC:USDC,0.027227,0.059604,31
2025-10-03,LINEA/USDC:USDC,0.027888,0.059604,32
2025-10-04,LINEA/USDC:USDC,0.0298,0.059604,33
2025-10-05,LINEA/USDC:USDC,0.028567,0.059604,34
2025-10-06,LINEA/USDC:USDC,0.028813,0.059604,35
2025-10-07,LINEA/USDC:USDC,0.02875,0.059604,36
2025-10-08,LINEA/USDC:USDC,0.026869,0.059604,37
2025-10-09,LINEA/USDC:USDC,0.026503,0.059604,38
2025-10-10,LINEA/USDC:USDC,0.025577,0.059604,39
2025-10-11,LINEA/USDC:USDC,0.018609,0.059604,40
2025-10-12,LINEA/USDC:USDC,0.019614,0.059604,41
2025-10-13,LINEA/USDC:USDC,0.021688,0.059604,42
2025-10-14,LINEA/USDC:USDC,0.021506,0.059604,43
2025-10-15,LINEA/USDC:USDC,0.020464,0.059604,44
2025-10-16,LINEA/USDC:USDC,0.019793,0.059604,45
2025-03-31,LINK/USDC:USDC,13.7,13.7,0
2025-04-01,LINK/USDC:USDC,14.387,14.387,0
2025-04-02,LINK/USDC:USDC,14.384,14.387,1
2025-04-03,LINK/USDC:USDC,13.296,14.387,2
2025-04-04,LINK/USDC:USDC,13.178,14.387,3
2025-04-05,LINK/USDC:USDC,13.047,14.387,4
2025-04-06,LINK/USDC:USDC,12.94,14.387,5
2025-04-07,LINK/USDC:USDC,11.851,14.387,6
2025-04-08,LINK/USDC:USDC,11.883,14.387,7
2025-04-09,LINK/USDC:USDC,12.818,14.387,8
2025-04-10,LINK/USDC:USDC,12.655,14.387,9
2025-04-11,LINK/USDC:USDC,12.898,14.387,10
2025-04-12,LINK/USDC:USDC,13.284,14.387,11
2025-04-13,LINK/USDC:USDC,13.225,14.387,12
2025-04-14,LINK/USDC:USDC,13.237,14.387,13
2025-04-15,LINK/USDC:USDC,12.82,14.387,14
2025-04-16,LINK/USDC:USDC,12.518,14.387,15
2025-04-17,LINK/USDC:USDC,12.691,14.387,16
2025-04-18,LINK/USDC:USDC,12.709,14.387,17
2025-04-19,LINK/USDC:USDC,13.043,14.387,18
2025-04-20,LINK/USDC:USDC,13.59,14.387,19
2025-04-21,LINK/USDC:USDC,13.686,14.387,20
2025-04-22,LINK/USDC:USDC,14.16,14.387,21
2025-04-23,LINK/USDC:USDC,15.263,15.263,0
2025-04-24,LINK/USDC:USDC,15.142,15.263,1
2025-04-25,LINK/USDC:USDC,15.347,15.347,0
2025-04-26,LINK/USDC:USDC,15.32,15.347,1
2025-04-27,LINK/USDC:USDC,15.094,15.347,2
2025-04-28,LINK/USDC:USDC,15.112,15.347,3
2025-04-29,LINK/USDC:USDC,15.24,15.347,4
2025-04-30,LINK/USDC:USDC,14.75,15.347,5
2025-05-01,LINK/USDC:USDC,15.037,15.347,6
2025-05-02,LINK/USDC:USDC,15.018,15.347,7
2025-05-03,LINK/USDC:USDC,14.656,15.347,8
2025-05-04,LINK/USDC:USDC,14.353,15.347,9
2025-05-05,LINK/USDC:USDC,14.185,15.347,10
2025-05-06,LINK/USDC:USDC,13.872,15.347,11
2025-05-07,LINK/USDC:USDC,14.074,15.347,12
2025-05-08,LINK/USDC:USDC,15.977,15.977,0
2025-05-09,LINK/USDC:USDC,16.721,16.721,0
2025-05-10,LINK/USDC:USDC,17.482,17.482,0
2025-05-11,LINK/USDC:USDC,17.416,17.482,1
2025-05-12,LINK/USDC:USDC,18.0,18.0,0
2025-05-13,LINK/USDC:USDC,17.84,18.0,1
2025-05-14,LINK/USDC:USDC,17.541,18.0,2
2025-05-15,LINK/USDC:USDC,17.218,18.0,3
2025-05-16,LINK/USDC:USDC,16.532,18.0,4
2025-05-17,LINK/USDC:USDC,15.78,18.0,5
2025-05-18,LINK/USDC:USDC,16.405,18.0,6
2025-05-19,LINK/USDC:USDC,16.006,18.0,7
2025-05-20,LINK/USDC:USDC,16.423,18.0,8
2025-05-21,LINK/USDC:USDC,16.509,18.0,9
2025-05-22,LINK/USDC:USDC,16.924,18.0,10
2025-05-23,LINK/USDC:USDC,17.181,18.0,11
2025-05-24,LINK/USDC:USDC,15.915,18.0,12
2025-05-25,LINK/USDC:USDC,15.568,18.0,13
2025-05-26,LINK/USDC:USDC,15.969,18.0,14
2025-05-27,LINK/USDC:USDC,16.138,18.0,15
2025-05-28,LINK/USDC:USDC,16.149,18.0,16
2025-05-29,LINK/USDC:USDC,16.201,18.0,17
2025-05-30,LINK/USDC:USDC,15.116,18.0,18
2025-05-31,LINK/USDC:USDC,14.184,18.0,19
2025-06-01,LINK/USDC:USDC,14.121,18.0,20
2025-06-02,LINK/USDC:USDC,14.123,18.0,21
2025-06-03,LINK/USDC:USDC,14.45,18.0,22
2025-06-04,LINK/USDC:USDC,14.475,18.0,23
2025-06-05,LINK/USDC:USDC,14.034,18.0,24
2025-06-06,LINK/USDC:USDC,13.677,18.0,25
2025-06-07,LINK/USDC:USDC,14.071,18.0,26
2025-06-08,LINK/USDC:USDC,13.97,18.0,27
2025-06-09,LINK/USDC:USDC,14.402,18.0,28
2025-06-10,LINK/USDC:USDC,15.543,18.0,29
2025-06-11,LINK/USDC:USDC,15.666,18.0,30
2025-06-12,LINK/USDC:USDC,14.926,18.0,31
2025-06-13,LINK/USDC:USDC,13.982,18.0,32
2025-06-14,LINK/USDC:USDC,13.448,18.0,33
2025-06-15,LINK/USDC:USDC,13.319,18.0,34
2025-06-16,LINK/USDC:USDC,14.169,18.0,35
2025-06-17,LINK/USDC:USDC,13.775,18.0,36
2025-06-18,LINK/USDC:USDC,13.217,18.0,37
2025-06-19,LINK/USDC:USDC,13.372,18.0,38
2025-06-20,LINK/USDC:USDC,13.277,18.0,39
2025-06-21,LINK/USDC:USDC,12.731,18.0,40
2025-06-22,LINK/USDC:USDC,12.191,18.0,41
2025-06-23,LINK/USDC:USDC,12.927,18.0,42
2025-06-24,LINK/USDC:USDC,13.723,18.0,43
2025-06-25,LINK/USDC:USDC,13.498,18.0,44
2025-06-26,LINK/USDC:USDC,13.552,18.0,45
2025-06-27,LINK/USDC:USDC,13.218,18.0,46
2025-06-28,LINK/USDC:USDC,13.447,18.0,47
2025-06-29,LINK/USDC:USDC,13.865,18.0,48
2025-06-30,LINK/USDC:USDC,13.774,18.0,49
2025-07-01,LINK/USDC:USDC,13.429,18.0,50
2025-07-02,LINK/USDC:USDC,13.839,18.0,51
2025-07-03,LINK/USDC:USDC,14.072,18.0,52
2025-07-04,LINK/USDC:USDC,13.77,18.0,53
2025-07-05,LINK/USDC:USDC,13.263,18.0,54
2025-07-06,LINK/USDC:USDC,13.693,18.0,55
2025-07-07,LINK/USDC:USDC,13.725,18.0,56
2025-07-08,LINK/USDC:USDC,13.991,18.0,57
2025-07-09,LINK/USDC:USDC,14.383,18.0,58
2025-07-10,LINK/USDC:USDC,15.341,18.0,59
2025-07-11,LINK/USDC:USDC,15.872,18.0,60
2025-07-12,LINK/USDC:USDC,15.48,18.0,61
2025-07-13,LINK/USDC:USDC,15.95,18.0,62
2025-07-14,LINK/USDC:USDC,16.481,18.0,63
2025-07-15,LINK/USDC:USDC,16.229,18.0,64
2025-07-16,LINK/USDC:USDC,17.053,18.0,65
2025-07-17,LINK/USDC:USDC,18.131,18.131,0
2025-07-18,LINK/USDC:USDC,19.187,19.187,0
2025-07-19,LINK/USDC:USDC,18.558,19.187,1
2025-07-20,LINK/USDC:USDC,19.976,19.976,0
2025-07-21,LINK/USDC:USDC,20.308,20.308,0
2025-07-22,LINK/USDC:USDC,20.001,20.308,1
2025-07-23,LINK/USDC:USDC,19.785,20.308,2
2025-07-24,LINK/USDC:USDC,18.686,20.308,3
2025-07-25,LINK/USDC:USDC,18.498,20.308,4
2025-07-26,LINK/USDC:USDC,18.652,20.308,5
2025-07-27,LINK/USDC:USDC,19.31,20.308,6
2025-07-28,LINK/USDC:USDC,19.577,20.308,7
2025-07-29,LINK/USDC:USDC,18.637,20.308,8
2025-07-30,LINK/USDC:USDC,17.953,20.308,9
2025-07-31,LINK/USDC:USDC,18.238,20.308,10
2025-08-01,LINK/USDC:USDC,17.034,20.308,11
2025-08-02,LINK/USDC:USDC,16.246,20.308,12
2025-08-03,LINK/USDC:USDC,16.388,20.308,13
2025-08-04,LINK/USDC:USDC,17.203,20.308,14
2025-08-05,LINK/USDC:USDC,17.121,20.308,15
2025-08-06,LINK/USDC:USDC,16.904,20.308,16
2025-08-07,LINK/USDC:USDC,18.507,20.308,17
2025-08-08,LINK/USDC:USDC,19.995,20.308,18
