initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,8574.105563675515,-0.14258944363244846,-0.5518856623708515,0.8759990740497118,-0.6300071298243549,-0.39577329773343584,0.5072463768115942,70,7.0,0.2,7.2,0.5,0.1,0.4,0.6
