Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,1371084777892.6519,69702.14611344,19670625.0,34873527352.32,-0.10921824,-2.28714199,-0.36688368,20240401
2,Ethereum,ETH,420851845571.74316,3505.03003864,120070824.19599225,16002098681.21,-0.04588463,-3.91534991,-2.39088034,20240401
3,Tether USDt,USDT,104489637474.7995,1.0004116,104446647126.74109,75369785256.65,0.00432362,0.0371742,0.01890115,20240401
4,BNB,BNB,86191921653.28702,576.39664466,149535779.6619513,2020241864.04,-0.40213713,-5.02744374,-1.87784031,20240401
5,Solana,SOL,85635905165.51648,192.56782365,444705161.75536525,3872515434.01,-0.30705982,-5.0801487,1.84272236,20240401
6,XRP,XRP,33583982916.930355,0.61125802,54942400126.0,1772433656.37,-0.16190519,-2.85548934,-4.64494533,20240401
7,USDC,USDC,32687776131.28715,1.00004763,32686219364.11362,9035171769.91,0.00735739,0.00491749,0.01323832,20240401
8,Dogecoin,DOGE,29543014239.060814,0.20557041,143712386383.7051,3408206741.71,0.28027203,-6.58620433,17.2232312,20240401
9,Cardano,ADA,22124452333.341686,0.62168366,35587958577.555,627776274.88,-0.03838606,-4.41917225,-5.36798865,20240401
10,Avalanche,AVAX,19418270201.95691,51.45050184,377416536.4228908,779113610.58,-0.28664864,-4.91573817,-11.02120832,20240401
11,Toncoin,TON,18543589662.1723,5.34332657,3470420421.9415927,244563941.56,0.25767083,-1.3212742,-0.41972647,20240401
12,Shiba Inu,SHIB,16894971175.210325,2.867e-05,589289410812691.0,902462629.7,0.05011698,-6.74910438,-0.09566668,20240401
13,Polkadot,DOT,13088798928.02545,9.16106093,1428742700.6835995,305782869.27,-0.15251621,-4.99412785,-5.92093565,20240401
14,Bitcoin Cash,BCH,12777314780.650923,649.05838972,19685925.0,1501793106.2,0.27560949,-4.60933757,32.99124499,20240401
15,Chainlink,LINK,10791052148.828333,18.38026348,587099970.4527867,434693139.17,-0.1600321,-3.95796354,-5.05920927,20240401
16,TRON,TRX,10578973514.529486,0.12059128,87725855810.62796,309064933.72,-0.06251307,-1.9483248,0.10137752,20240401
17,Polygon,MATIC,9419694042.809647,0.95126864,9902243816.708437,391430716.04,0.02283504,-5.19472166,-9.00594557,20240401
18,Internet Computer,ICP,8347987748.521119,18.08733816,461537661.14869434,287165609.23,-0.33505635,-3.68090487,2.5440267,20240401
19,Uniswap,UNI,7443396489.793759,12.43184768,598736139.71,205993585.17,0.10735386,-4.08103089,-0.01375424,20240401
20,Litecoin,LTC,7391133698.200984,99.37534345,74375931.10750493,1354224502.8,-0.03629839,-5.52184253,9.53585088,20240401
21,NEAR Protocol,NEAR,7106412575.754336,6.74222258,1054016312.0,384435846.56,-0.31779805,-7.67977401,-9.60199408,20240401
22,Aptos,APT,6638299532.12374,16.69997508,397503559.18907183,582936865.84,-0.26594349,-2.2900956,-3.39097883,20240401
23,UNUS SED LEO,LEO,5636875405.21233,6.0821925,926783458.9,3281903.48,-0.02797206,1.30541189,0.04392805,20240401
24,Dai,DAI,5349128336.215999,1.00023182,5347888595.7464075,220535447.69,0.00429648,0.01311126,0.02236515,20240401
25,Stacks,STX,5242239277.592512,3.6124173,1451172122.004843,326369211.44,-0.68758868,-1.55519393,-0.2326597,20240401
26,Filecoin,FIL,4989640077.01126,9.39136622,531300767.0,514262327.15,-0.14547058,-5.76048606,0.30849459,20240401
27,Ethereum Classic,ETC,4790135516.938662,32.73402446,146335062.55264065,353927803.99,-0.08940767,-4.59695285,0.73301807,20240401
28,Cosmos,ATOM,4556157232.554359,11.65464255,390930671.0,236581300.3,-0.18511453,-5.21179336,-4.35510005,20240401
29,dogwifhat,WIF,4225231664.2222514,4.22979912,998920172.89,800456624.7,-0.79518799,-7.82000929,57.26884195,20240401
30,Arbitrum,ARB,4164867297.064241,1.56931516,2653939384.0,422532101.46,-0.11725847,-5.65484689,-8.97133048,20240401
31,Immutable,IMX,4121396036.016427,2.89623208,1423019954.3898141,67307878.48,0.07084232,-4.9074075,-6.21157493,20240401
