date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.5191211998255253,0.09144103811319472,0.4295100540788097
2024-02-01,2,0.5,0.5735763947331101,0.42642360526689005,0.510826971723845
2024-03-01,3,0.3333333333333333,0.4157670493747931,0.2548501437257578,0.34630386858382084
2024-04-01,2,0.5,0.5089928487935553,0.4910071512064448,0.5001617426588476
2024-05-01,2,0.5,0.5261614366108275,0.4738385633891725,0.5013688415310847
2024-06-01,2,0.5,0.5270575991629953,0.4729424008370046,0.5014642273449306
2024-07-01,2,0.5,0.5438113982971353,0.4561886017028647,0.5038388772415004
2024-08-01,3,0.3333333333333333,0.3489070670636305,0.30669821985633294,0.33440765790746907
2024-09-01,3,0.3333333333333333,0.34963596819868603,0.3059152312483218,0.3344744151703418
2024-10-01,3,0.3333333333333333,0.3415674473491084,0.3281750643319399,0.3334372025286013
2024-11-01,3,0.3333333333333333,0.35980910911825686,0.3185079581610997,0.33438982362018055
2024-12-01,3,0.3333333333333333,0.41172700613902535,0.18839204520220207,0.3649154633799135
2025-01-01,3,0.3333333333333333,0.4040709165051552,0.2112371198302488,0.35588233326761787
2025-02-01,3,0.3333333333333333,0.5727318552926386,0.16518632813516035,0.42399517964750955
2025-03-01,3,0.3333333333333333,0.372871761463822,0.27667603400913415,0.33839972595002193
2025-04-01,4,0.24999999999999994,0.3006305145297545,0.16363196842755984,0.26122780954575836
2025-05-01,4,0.25,0.2826504432514966,0.1814731140026332,0.2567666230610679
2025-06-01,4,0.25,0.28683093623278255,0.18686566427141393,0.25569206049827814
2025-07-01,4,0.25,0.28186012475850974,0.17864121359563387,0.25697904936535143
2025-08-01,4,0.25,0.3137380222520077,0.19274159456367912,0.26021207829898363
2025-09-01,4,0.25,0.27935625979343126,0.2147899852772533,0.25212616035530955
2025-10-01,4,0.25,0.28563919097139606,0.21176665670494793,0.2528253880232734
