date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure
2020-01-05,10000.0,38,0,4999.9999999999945,0,4999.9999999999945,4999.9999999999945
2021-01-03,18216.593074766104,38,0,9108.296537383058,0,9108.296537383058,9108.296537383058
2022-01-02,39743.16921869584,38,0,19871.58460934793,0,19871.58460934793,19871.58460934793
2023-01-01,25142.045451871993,37,0,12571.022725936,0,12571.022725936,12571.022725936
2024-01-07,34328.93787404323,38,0,17164.468937021615,0,17164.468937021615,17164.468937021615
2025-01-05,48060.56990247757,39,0,24030.284951238777,0,24030.284951238777,24030.284951238777
