Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,577056102933.2683,29675.73249806,19445387.0,18272392391.28,1.5094907,1.52452935,1.53397784,20230801
2,Ethereum,ETH,224944195689.09064,1871.79217042,120175839.62777206,7634860635.76,1.14615854,0.84205085,0.75630594,20230801
3,Tether USDt,USDT,83855366896.48135,0.99952172,83895492718.68802,27115449239.82,-0.00576564,-0.03889676,-0.03076535,20230801
4,BNB,BNB,38079910676.879166,247.50502015,153855104.24881595,830645013.36,0.5239523,2.6477882,4.07742143,20230801
5,XRP,XRP,37265657851.297646,0.70721074,52693851493.0,1438067857.93,0.46790477,1.24405636,-0.33668819,20230801
6,USD Coin,USDC,26283855183.91883,1.00007201,26281962554.437496,4107231673.79,-0.0005173,0.00623033,0.01022442,20230801
7,Dogecoin,DOGE,10958459056.850393,0.07804202,140417426383.7052,369078155.58,1.09632083,0.28746243,-4.64688604,20230801
8,Cardano,ADA,10851765904.53744,0.30995073,35011261479.763,255356877.5,1.06272247,0.80075451,1.95189406,20230801
9,Solana,SOL,9707730536.115528,23.99875267,404509795.6171484,428254163.82,1.46522276,1.17109968,3.09042935,20230801
10,TRON,TRX,7042029567.768445,0.07859386,89600245415.98079,219695488.78,0.55408431,0.79111702,-4.02396173,20230801
11,Litecoin,LTC,6895099825.6960945,93.82040542,73492539.22743528,775320147.44,0.47914965,1.70991073,4.79050525,20230801
12,Polygon,MATIC,6535846944.270266,0.70131108,9319469069.28493,301727240.41,1.99458556,1.94528297,-1.00957587,20230801
13,Polkadot,DOT,6295176991.843942,5.19803624,1211068314.6183484,126524087.7,1.05134838,1.75541528,0.41635673,20230801
14,Shiba Inu,SHIB,4962970701.212196,8.42e-06,589346914631298.1,129657476.83,1.11377828,-0.47798282,6.41442345,20230801
15,Wrapped Bitcoin,WBTC,4791712208.243471,29604.01983459,161860.18773859,209965837.88,1.36831266,1.35686894,1.2898983,20230801
16,Bitcoin Cash,BCH,4764328889.848291,244.76631458,19464806.25,255860409.88,1.07205407,-1.37765574,3.05043542,20230801
17,Dai,DAI,4531394714.969576,1.00080392,4527754772.135477,229879540.02,0.09591194,0.10827504,0.12583489,20230801
18,Avalanche,AVAX,4456860270.271636,12.87566442,346146041.57077247,122231868.62,1.00554498,0.39208988,-3.52258482,20230801
19,Stellar,XLM,4189187555.9885345,0.15334489,27318730192.874252,156392245.12,1.61319653,1.98271602,5.62568953,20230801
20,Toncoin,TON,4138557923.32746,1.20591144,3431892087.62,22353771.72,0.83159344,0.85142282,-15.4838798,20230801
21,Chainlink,LINK,4104636065.72047,7.62801764,538099970.4527867,232268252.08,1.45593121,1.10461439,3.04516512,20230801
