Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,609409213147.0334,32782.02446581,18589737.0,78665235201.84283,-0.613648451841,2.038008733977,24.777926732439,20210103
2,Ethereum,ETH,111309985610.90729,975.50767291,114104674.624,45200463368.20847,-1.394260464277,25.947531508278,42.901720045622,20210103
3,Tether,USDT,21340101768.041767,1.00051411,21329136250.15833,120425679796.26683,-0.011732477281,-0.008604157416,0.166185419554,20210103
4,Litecoin,LTC,10610100156.806421,160.19058561,66234230.41134237,15385661270.66556,1.961640939422,16.974488429088,25.622955124534,20210103
5,XRP,XRP,10254417776.80276,0.22584819,45404028640.0,5109898871.41691,0.048691440716,1.891799715866,-20.206069132125,20210103
6,Polkadot,DOT,8995148461.427736,10.03328252,896530965.4956588,3032883074.2550573,-1.823754460226,8.952769843998,95.344819469333,20210103
7,Bitcoin Cash,BCH,7845655333.376656,421.78986772,18600862.5,7273123206.605113,2.386395546059,18.948094972228,24.723498937859,20210103
8,Cardano,ADA,6377915101.911628,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,20210103
9,Binance Coin,BNB,5942182740.661936,41.14898038,144406560.9,758008613.1666547,0.795887132698,7.602683875286,22.789352801425,20210103
10,Chainlink,LINK,5453374284.889682,13.65017231,399509556.4344445,2298964833.063049,-1.950174975033,11.702281288997,12.535041391259,20210103
11,USD Coin,USDC,4208024428.0752606,0.99973591,4209136023.94137,1828596898.6905706,0.010277030309,-0.042599195016,-0.034286199531,20210103
12,Wrapped Bitcoin,WBTC,3819401682.9554796,33008.12944771,115710.93990667,317864544.0517324,-0.533831217042,2.621898714423,25.804766178787,20210103
13,Bitcoin SV,BSV,3190473983.6686697,171.39066781,18615214.14423905,724762386.3985064,0.598462362232,5.090023088819,2.443552642214,20210103
14,Stellar,XLM,2989656210.8862576,0.13642297,21914609976.218876,694141229.0031551,1.675116400358,6.730477357874,-5.89756814519,20210103
15,EOS,EOS,2625024378.6311483,2.7950519,939168383.9261,4016977942.2670293,0.105015822823,6.42036802599,2.959966400009,20210103
16,Monero,XMR,2458046204.503933,138.06442352,17803617.62913696,1234835529.4561667,-0.568971139554,-3.530527305737,-12.205301635053,20210103
17,THETA,THETA,2121383111.84564,2.12138311,1000000000.0,216740061.0801517,-2.524759982829,-11.62216600845,57.580071048967,20210103
18,TRON,TRX,2113567006.5798259,0.02949452,71659657369.49,1496675629.1208115,0.308514526107,8.359146426418,2.247544443445,20210103
19,NEM,XEM,1894334537.8829985,0.21048162,8999999999.0,156961703.95350888,0.578155851609,3.580393538533,-10.777339050852,20210103
20,VeChain,VET,1667128428.6948662,0.02592107,64315576989.0,697803739.840552,3.131394830229,29.703896073294,57.110069949671,20210103
21,Tezos,XTZ,1611874059.9112284,2.13331385,755572865.450125,312112831.9852286,0.482069693202,6.73542939636,6.60844358103,20210103
22,Celsius,CEL,1550137281.4967344,6.48963593,238863519.826,30908871.031285,-0.156356322887,8.174992607488,52.465077924418,20210103
23,Uniswap,UNI,1465283748.264174,5.44703128,269005936.0421482,2184123152.7238984,1.864700523819,12.420863914392,51.532039571216,20210103
24,UNUS SED LEO,LEO,1352249983.04548,1.35292794,999498892.9,10087326.90357404,-0.023676813214,-0.26997862785,-0.196423944423,20210103
25,Crypto.com Coin,CRO,1344967496.373228,0.05976299,22505022829.7169,64754574.33070932,-0.545963288443,-3.324956255259,5.08215958067,20210103
26,Dogecoin,DOGE,1248577459.1098516,0.00977052,127790242601.25778,2707003608.303009,-2.535057212285,-7.951234508909,114.844760922181,20210103
27,Cosmos,ATOM,1210730092.4053895,5.81389797,208247564.617027,525732595.91928667,0.912471499385,7.374200910877,20.442641882334,20210103
28,Dai,DAI,1225566701.051809,1.0013983,1223855384.1936097,537297795.9618393,0.001926787196,0.047615776219,-0.148914099464,20210103
29,Binance USD,BUSD,1157897748.645,0.9999,1158013550.0,2762332407.2017813,0.0,0.0100020004,-0.10989010989,20210103
30,Neo,NEO,1125832592.5009475,15.9604657,70538831.0,644824666.4728677,1.612121975978,10.550369057977,5.729977855411,20210103
31,Aave,AAVE,1097389994.1441917,91.09664966,12046436.37574609,298884107.11684716,0.146106209412,6.281212953262,18.356547638504,20210103
32,Synthetix,SNX,1047398232.6692034,9.47705792,110519344.85591938,155007356.50080544,0.84471623087,15.8134920114,17.912474745151,20210103
33,Revain,REV,990994029.9744607,0.01165033,85061485689.83401,7100385.58511832,-0.081640080233,-0.098886018588,0.106742166305,20210103
34,Huobi Token,HT,980332092.8743402,4.89979378,200076194.2544121,224149933.80247808,-0.858855894919,1.034063170075,22.169864120235,20210103
35,Filecoin,FIL,955278055.7296659,21.4263786,44584205.0,272432559.5780894,-0.02478650762,-1.753932306483,-3.783261845765,20210103
36,Dash,DASH,882036803.6691314,89.06913661,9902833.20616341,724060415.9651111,0.475051233361,2.413901105661,-17.038915665564,20210103
37,IOTA,MIOTA,860234815.5200769,0.30948928,2779530283.0,36641055.9428871,0.902123354784,8.130004705813,3.833312200436,20210103
38,Ethereum Classic,ETC,762713768.3641894,6.55740809,116313299.0,1377349497.2002728,-0.153630639376,13.401610516868,12.91785913377,20210103
39,Zilliqa,ZIL,734455058.5196472,0.06795415,10808096904.35001,296839778.5693097,-1.462516447626,-6.533140551755,-11.106803306206,20210103
40,yearn.finance,YFI,710506937.003549,23708.22859196,29968.79055082,629625452.3018813,1.648943418707,10.245358158508,4.096930106167,20210103
41,Maker,MKR,676648940.7365582,678.7182388,996951.16774071,110201825.2863473,-0.776501647162,11.391711385394,20.258217017696,20210103
42,FTX Token,FTT,653255343.5817521,6.92396831,94346957.5237492,31046652.87002083,-0.947477620327,11.678270981077,34.675004059758,20210103
43,Compound,COMP,646224973.8582296,146.20084432,4420117.93340129,164874016.2011628,-1.162452632173,6.941124119807,11.327519732342,20210103
44,Zcash,ZEC,641512542.3453928,59.22290883,10832168.75,663264324.2432033,-0.0048401789,2.453072271443,-12.45294001188,20210103
45,SushiSwap,SUSHI,617734418.9586091,3.44102977,179520219.39731058,410863381.1409415,-0.892450471217,7.666917901628,31.088527076799,20210103
46,Kusama,KSM,614696239.2297142,72.57250566,8470098.05726206,105899926.30495156,-0.207473845945,5.262833048458,44.234503970871,20210103
47,Decred,DCR,597289951.5083463,48.00039084,12443439.33467579,18473383.18992798,-3.835159323678,5.501933620167,23.295688629031,20210103
48,Waves,WAVES,573198199.4839656,5.51314095,103969444.0,162970642.09061712,-1.851085482734,-1.00864934401,-13.763828246716,20210103
49,Algorand,ALGO,506613483.19005257,0.42276677,1198328524.278398,263098397.60989958,2.955948161843,3.596206572994,32.477576908463,20210103
50,UMA,UMA,471900532.7349546,8.50169043,55506670.91264081,18650712.62668189,-0.00679431295,2.918678841773,7.584485289123,20210103
51,OKB,OKB,453106267.0397838,7.55177112,60000000.0,385009075.6266647,-0.670447714363,-9.400812281786,15.145500402904,20210103
52,DigiByte,DGB,451812174.87466896,0.03249161,13905502556.662704,63537010.96446501,4.306778532069,15.336514677024,22.082146674562,20210103
