date,portfolio_value,return,n_coins
2024-01-02,1.004486175291124,0.004486175291124012,2
2024-01-03,0.9197873341282089,-0.08432056433068119,2
2024-01-04,0.9319864562684443,0.013262981221412552,2
2024-01-05,0.9287123073697484,-0.003513086350852356,2
2024-01-06,0.8778860799424909,-0.05472763419191126,2
2024-01-07,0.8326260022469344,-0.05155575276751334,2
2024-01-08,0.9054557770856546,0.08746997408462018,2
2024-01-09,0.8520717468271126,-0.058958186152797604,2
2024-01-10,0.9065838116893502,0.06397590938230956,2
2024-01-11,1.0336777020260155,0.14018989606690135,2
2024-01-12,1.0213087262193998,-0.01196598880131812,2
2024-01-13,1.0781839710178414,0.05568859184135025,2
2024-01-14,1.0472825872348461,-0.02866058540438456,2
2024-01-15,1.1057314149391257,0.05580998711971598,2
2024-01-16,1.0943259464458617,-0.01031486339193131,2
2024-01-17,1.087170623125665,-0.006538566816802283,2
2024-01-18,0.9974087817962013,-0.08256463099728942,2
2024-01-19,0.9813463738150155,-0.016104137314952728,2
2024-01-20,0.9542270555713779,-0.027634807614573983,2
2024-01-21,0.9321498215171756,-0.02313624826009849,2
2024-01-22,0.9092206324148736,-0.024598180006066308,2
2024-01-23,0.9504068987416904,0.04529842907043012,2
2024-01-24,1.0004764156698875,0.0526821901171884,2
2024-01-25,0.9519845414264716,-0.04846878295571539,2
2024-01-26,1.0699095962983198,0.1238728674051231,2
2024-01-27,1.0526536308768843,-0.01612843316962274,2
2024-01-28,1.0227171828399844,-0.02843902985634715,2
2024-01-29,1.1168172181714564,0.09200983117362478,2
2024-01-30,1.0951565088337576,-0.019395035271003034,2
2024-01-31,1.0669076776065467,-0.025794332590227977,2
2024-02-01,1.0690547641915358,0.0020124389673581615,2
2024-02-02,1.0625479735093253,-0.006086489579541014,3
2024-02-03,1.075789369628063,0.0124619277894858,3
2024-02-04,1.055681765810924,-0.018691022968641776,3
2024-02-05,1.0810530438925015,0.024033074078994333,3
2024-02-06,1.0728027055717695,-0.007631760871811983,3
2024-02-07,1.0971435456037377,0.022689018125653843,3
2024-02-08,1.097406272956805,0.00023946488508271697,3
2024-02-09,1.1915911586466257,0.08582499299557739,3
2024-02-10,1.1971486111431522,0.0046638920205136335,3
2024-02-11,1.2081366322320803,0.009178493786528057,3
2024-02-12,1.2444923584092962,0.03009239618042807,3
2024-02-13,1.2742657436448444,0.023924120573632558,3
2024-02-14,1.3096630070636255,0.027778556863290227,3
2024-02-15,1.3317939307486013,0.016898181872446,3
2024-02-16,1.3365918197310271,0.0036025760980372213,3
2024-02-17,1.3002892811189322,-0.02716052730249413,3
2024-02-18,1.334568649979249,0.026362878905545194,3
2024-02-19,1.3508673072999908,0.012212678097147846,3
2024-02-20,1.3141128614162974,-0.027208035670916828,3
2024-02-21,1.2691411664789567,-0.03422209481221568,3
2024-02-22,1.262120400994343,-0.005531902730798516,3
2024-02-23,1.2110000804071361,-0.04050352133356884,3
2024-02-24,1.2749952871622374,0.05284492362179381,3
2024-02-25,1.2974527137676302,0.01761373303220313,3
2024-02-26,1.3430410559963573,0.03513680440526005,3
2024-02-27,1.3086324272600385,-0.025619938111863756,3
2024-02-28,1.3292764204248733,0.01577524195091067,3
2024-02-29,1.3361267259529,0.00515340934569283,3
2024-03-01,1.395199585908171,0.044212018821149925,3
2024-03-02,1.346321971792267,-0.03503270400133342,2
2024-03-03,1.3157846646349547,-0.022682023911902802,2
2024-03-04,1.2643373737623467,-0.03910008396919678,2
2024-03-05,1.2027226380481328,-0.04873282795624723,2
2024-03-06,1.2401996367475305,0.031160134110569435,2
2024-03-07,1.3171118554900973,0.0620159984438247,2
2024-03-08,1.3123142276700053,-0.0036425363571773624,2
2024-03-09,1.345399128792382,0.025211112113840743,2
2024-03-10,1.32917110499378,-0.012061865844352282,2
2024-03-11,1.3047771484525335,-0.018352758685166226,2
2024-03-12,1.295137059184052,-0.007388303266894609,2
2024-03-13,1.3133571295258677,0.014068063462946851,2
2024-03-14,1.2693702806060032,-0.03349191772061573,2
2024-03-15,1.2322314920772415,-0.029257647745645623,2
2024-03-16,1.242787384983706,0.008566485254056969,2
2024-03-17,1.2660910864555144,0.01875115707914425,2
2024-03-18,1.1934193942043196,-0.05739847079615943,2
2024-03-19,1.2074344461281163,0.011743609993149717,2
2024-03-20,1.3151923169865205,0.08924531779257383,2
