initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,14282.44816525577,0.42824481652557694,0.07825349376041446,0.24478357248842886,0.31968441740147235,-0.32848096776306496,0.5043427909669947,1728,3.5150462962962963,2.892939814814815,6.407986111111111,0.47366898148148145,0.48582175925925924,-0.01215277777777778,0.9594907407407407,-0.0016166797188473714,1.6544706292311449,18.842872851241687
