date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.6097251396734784,0.09799484240741287,0.4667953439630909
2024-02-01,3,0.3333333333333333,0.4197604702844532,0.1704944904457188,0.37315822089200346
2024-03-01,3,0.3333333333333333,0.5582159574499105,0.2018331029457708,0.40991811001343376
2024-04-01,3,0.3333333333333334,0.5410929057258091,0.18720307485804327,0.40164959802999595
2024-05-01,3,0.3333333333333333,0.40361484621633725,0.21160793978237225,0.35573636867977254
2024-06-01,3,0.3333333333333333,0.4251995292280477,0.28486024846504404,0.3460053333226995
2024-07-01,3,0.3333333333333333,0.3924187877219759,0.27254714317810863,0.34052227766938054
2024-08-01,3,0.3333333333333333,0.4030360585059412,0.2619200586801925,0.3432945850060317
2024-09-01,3,0.3333333333333333,0.44959718360303097,0.2325896296021924,0.3572407850029142
2024-10-01,3,0.3333333333333333,0.3732377886392909,0.28719638738958386,0.3370931606071651
2024-11-01,3,0.3333333333333333,0.3635349358990955,0.3018762629601981,0.3352365936067493
2024-12-01,3,0.3333333333333334,0.4200675922998442,0.19045114069889163,0.36442407643900726
2025-01-01,3,0.3333333333333333,0.4402044122115244,0.23808054271690002,0.3539628395762732
2025-02-01,4,0.25,0.3053698645132752,0.19745435654766916,0.25583088156433087
2025-03-01,4,0.25,0.2795423964178085,0.2107283583152354,0.25271645852751035
2025-04-01,4,0.25,0.2697087503611678,0.21677543283171116,0.25184556103713795
2025-05-01,4,0.25000000000000006,0.263967332334486,0.21301470022636596,0.25183025128975645
2025-06-01,4,0.25,0.25689717151726915,0.22962683401070064,0.2505534413846835
2025-07-01,5,0.2,0.2189415913316437,0.17136368461250115,0.20151206208674818
2025-08-01,5,0.2,0.24317077940814347,0.16883536474128444,0.20502523524027258
2025-09-01,5,0.2,0.22449479090101696,0.15805472150381125,0.20269377489206095
2025-10-01,4,0.25,0.31718006076368466,0.1977123584777228,0.2573581832409153
