symbol,date,close,volatility_30d,inverse_vol,weight
BTC/USDC:USDC,2025-10-07,124571.0,0.274235499251145,3.6465009188478534,0.3352905832779397
UBTC/USDC,2025-10-07,124609.0,0.2756649165310073,3.62759255905355,0.33355198643528094
SOL/USDC:USDC,2025-10-07,233.52,0.6855168227489633,1.4587534059192602,0.13413030497298975
HYPE/USDC:USDC,2025-10-07,47.032,0.9324459802328592,1.0724481859531108,0.09861008835758092
HYPE/USDC,2025-10-07,46.982,0.9342750335020412,1.0703486276964878,0.09841703695620857
