Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,2099642960806.6013,105652.09856252,19873178.0,37397056873.12,0.10845546,0.96906136,-3.10292701,20250601
2,Ethereum,ETH,306187817956.99805,2536.26630881,120723843.90111603,13287852481.91,0.0291626,0.2838546,-0.60732525,20250601
3,Tether USDt,USDT,153143784808.15805,1.00030498,153097093881.30783,53989612056.06,0.00231814,-0.00673916,-0.00146226,20250601
4,XRP,XRP,128048223105.51802,2.17918353,58759724027.0,1763611232.67,0.29658423,0.18956646,-6.9907485,20250601
5,BNB,BNB,93125523874.79288,660.99173547,140887576.77,1468711164.71,0.26037256,0.37820073,-1.33227337,20250601
6,Solana,SOL,82429017509.09154,157.78455021,522415010.85223347,2554572840.82,0.5095451,0.73136442,-10.20963283,20250601
7,USDC,USDC,60907961541.577156,0.99975043,60923166284.1572,6956757549.32,0.00366484,-0.00812772,-0.01154462,20250601
8,Dogecoin,DOGE,28950116941.68926,0.19363209,149510946383.70526,939280531.94,-0.00242946,0.54702285,-13.93500804,20250601
9,TRON,TRX,25723861113.952858,0.27116175,94865376035.57487,378497087.81,0.30105033,2.02800445,-0.23134462,20250601
10,Cardano,ADA,24205424796.985332,0.6849737,35337743183.176506,601446044.44,0.49267615,-0.1604252,-9.86987598,20250601
11,Hyperliquid,HYPE,11392115417.178043,34.11546584,333928180.0,178715083.35,0.85118844,3.91908328,-12.69518454,20250601
12,Sui,SUI,11353128078.90863,3.34242781,3396671135.3644433,625546475.21,0.5694716,2.89045324,-7.19437061,20250601
13,Chainlink,LINK,9240259400.453876,14.06218204,657099970.4527867,274486722.86,0.08853649,0.61069218,-9.42986134,20250601
14,Avalanche,AVAX,8798655045.34119,20.87341124,421524538.82402235,244389466.06,0.19294635,0.3490015,-10.9561049,20250601
15,Stellar,XLM,8326072568.0653305,0.26732206,31146223099.71746,114308568.35,0.04242691,1.16517069,-7.08982739,20250601
16,Bitcoin Cash,BCH,8024721386.746198,403.7017408,19877846.875,214987576.24,-0.19716625,-2.60698049,-4.53053301,20250601
17,UNUS SED LEO,LEO,7977719251.738007,8.64019318,923326490.9,1645131.08,0.29045722,0.19346234,-2.74179057,20250601
18,Toncoin,TON,7864926516.5607395,3.18999772,2465495969.9449434,139076941.34,-0.46183337,1.17237944,6.5368382,20250601
19,Shiba Inu,SHIB,7626240219.688004,1.294e-05,589249738948632.8,132224705.75,-0.35388539,0.92279405,-10.73842156,20250601
20,Hedera,HBAR,7122667430.040639,0.16862471,42239760469.33628,106082982.34,0.24107859,0.64524124,-10.4009459,20250601
21,Litecoin,LTC,6710486019.467222,88.38946034,75919526.98347135,302703072.16,0.09164787,1.44796147,-7.59821055,20250601
22,Polkadot,DOT,6434482170.252595,4.06427167,1583182101.7270072,126721689.33,0.0925936,-0.4299748,-10.18408399,20250601
23,Monero,XMR,6432556695.598109,348.7095972,18446744.07370955,80350782.72,0.36373429,7.56566944,-16.51991019,20250601
24,Bitget Token,BGB,5606145558.709592,4.7916057,1169993089.2,55109735.86,0.25782409,0.7691605,-10.91662528,20250601
25,Ethena USDe,USDe,5464333904.032213,1.00116265,5457988166.884463,87196739.53,0.00117183,-0.00080646,0.0569744,20250601
26,Dai,DAI,5364499740.112172,0.99983543,5365382702.664872,17999161448.95,-0.00118847,0.00051896,0.0069943,20250601
27,Pepe,PEPE,4964644333.78072,1.18e-05,420689899653543.56,715511443.02,-0.27074714,1.30720445,-13.24793837,20250601
28,Pi,PI,4704315264.294834,0.64684301,7272731080.012567,99913186.28,0.59843951,-1.13139475,-17.81339544,20250601
