date,symbol,open,high,low,close,volume
2024-06-11,BTC/USDC:USDC,69576.0,69617.0,66104.0,67369.0,5576.00977
2024-06-11,DOGE/USDC:USDC,0.1448,0.1452,0.13365,0.13807,103098976.0
2024-06-11,ETH/USDC:USDC,3669.1,3673.9,3435.7,3499.2,124725.761
2024-06-11,SOL/USDC:USDC,159.06,159.71,145.39,149.44,780987.28
2024-06-11,XRP/USDC:USDC,0.49663,0.4969,0.47095,0.48011,2804289.0
2024-06-12,BTC/USDC:USDC,67368.0,70034.0,66948.0,68267.0,6914.47283
2024-06-12,DOGE/USDC:USDC,0.13801,0.15063,0.13473,0.14619,61011031.0
2024-06-12,ETH/USDC:USDC,3499.2,3660.7,3463.4,3560.2,113696.5382
2024-06-12,SOL/USDC:USDC,149.44,161.88,145.62,155.29,888546.89
2024-06-12,XRP/USDC:USDC,0.48016,0.49776,0.47415,0.49141,3904899.0
2024-06-13,BTC/USDC:USDC,68262.0,68517.0,66309.0,66838.0,4244.63621
2024-06-13,DOGE/USDC:USDC,0.14618,0.14639,0.14011,0.141,40547423.0
2024-06-13,ETH/USDC:USDC,3560.4,3560.8,3428.5,3470.9,109245.5086
2024-06-13,SOL/USDC:USDC,155.27,155.27,146.21,147.41,669259.85
2024-06-13,XRP/USDC:USDC,0.49107,0.49119,0.47581,0.47701,2546040.0
2024-06-14,BTC/USDC:USDC,66848.0,67413.0,65044.0,66022.0,4321.12205
2024-06-14,DOGE/USDC:USDC,0.14119,0.14333,0.13171,0.13491,36531087.0
2024-06-14,ETH/USDC:USDC,3470.8,3535.2,3365.1,3485.4,144662.8799
2024-06-14,SOL/USDC:USDC,147.42,149.13,139.61,143.23,672121.55
2024-06-14,XRP/USDC:USDC,0.47713,0.48106,0.45996,0.47466,1785542.0
2024-06-15,BTC/USDC:USDC,66022.0,66473.0,65860.0,66208.0,1453.41154
2024-06-15,DOGE/USDC:USDC,0.1349,0.13741,0.13406,0.13669,32126510.0
2024-06-15,ETH/USDC:USDC,3485.3,3595.0,3476.6,3570.7,58002.4267
2024-06-15,SOL/USDC:USDC,143.19,145.77,142.97,145.45,403275.67
2024-06-15,XRP/USDC:USDC,0.47447,0.50493,0.47395,0.49059,889792.0
2024-06-16,BTC/USDC:USDC,66207.0,67031.0,66058.0,66729.0,1474.29145
2024-06-16,DOGE/USDC:USDC,0.13673,0.1376,0.13461,0.13703,21265598.0
2024-06-16,ETH/USDC:USDC,3570.8,3656.8,3541.1,3628.0,58725.7973
2024-06-16,SOL/USDC:USDC,145.46,151.27,143.04,151.19,460338.9
2024-06-16,XRP/USDC:USDC,0.49058,0.49888,0.48761,0.48909,774519.0
2024-06-17,BTC/USDC:USDC,66728.0,67310.0,65119.0,66567.0,8905.89954
2024-06-17,DOGE/USDC:USDC,0.13709,0.13815,0.12611,0.1287,46872160.0
2024-06-17,ETH/USDC:USDC,3628.1,3639.8,3467.8,3510.2,160230.4838
2024-06-17,SOL/USDC:USDC,151.19,151.6,139.9,143.28,922271.56
2024-06-17,XRP/USDC:USDC,0.48933,0.5206,0.48406,0.50443,14028852.0
2024-06-18,BTC/USDC:USDC,66567.0,66633.0,63989.0,65217.0,6496.80087
2024-06-18,DOGE/USDC:USDC,0.12875,0.12919,0.11345,0.12225,107142189.0
2024-06-18,ETH/USDC:USDC,3510.3,3515.9,3354.8,3483.6,180354.7441
2024-06-18,SOL/USDC:USDC,143.31,143.73,127.32,137.27,1230262.13
2024-06-18,XRP/USDC:USDC,0.50455,0.50907,0.46858,0.49084,13163964.0
2024-06-19,BTC/USDC:USDC,65218.0,65757.0,64703.0,65018.0,3282.1084
2024-06-19,DOGE/USDC:USDC,0.12225,0.12659,0.12144,0.12247,65810414.0
2024-06-19,ETH/USDC:USDC,3483.7,3587.9,3466.9,3560.2,93812.9909
2024-06-19,SOL/USDC:USDC,137.32,141.87,134.44,135.5,595512.18
2024-06-19,XRP/USDC:USDC,0.49082,0.49959,0.4871,0.49318,1384130.0
2024-06-20,BTC/USDC:USDC,65017.0,66490.0,64564.0,64903.0,3628.16327
2024-06-20,DOGE/USDC:USDC,0.12248,0.12862,0.12137,0.12445,34839474.0
2024-06-20,ETH/USDC:USDC,3560.3,3626.5,3486.0,3513.7,82812.2813
2024-06-20,SOL/USDC:USDC,135.54,141.28,131.86,133.51,706447.42
2024-06-20,XRP/USDC:USDC,0.49313,0.502,0.48835,0.48862,2237004.0
2024-06-21,BTC/USDC:USDC,64903.0,65125.0,63317.0,64129.0,4598.45365
2024-06-21,DOGE/USDC:USDC,0.1245,0.12572,0.1214,0.12414,27783809.0
2024-06-21,ETH/USDC:USDC,3513.4,3549.7,3445.5,3520.1,91887.17
2024-06-21,SOL/USDC:USDC,133.49,135.34,128.71,134.56,554781.87
2024-06-21,XRP/USDC:USDC,0.4886,0.49566,0.47972,0.48902,1881461.0
2024-06-22,BTC/USDC:USDC,64142.0,64559.0,63942.0,64291.0,646.84105
2024-06-22,DOGE/USDC:USDC,0.12416,0.12554,0.12293,0.12373,6662547.0
2024-06-22,ETH/USDC:USDC,3520.2,3522.5,3475.9,3498.9,25834.3341
2024-06-22,SOL/USDC:USDC,134.58,136.73,132.99,133.59,222312.58
2024-06-22,XRP/USDC:USDC,0.48899,0.48961,0.48422,0.48665,304745.0
2024-06-23,BTC/USDC:USDC,64290.0,64562.0,63095.0,63167.0,1784.89654
2024-06-23,DOGE/USDC:USDC,0.12368,0.12641,0.1212,0.12225,28055139.0
2024-06-23,ETH/USDC:USDC,3498.9,3523.6,3405.0,3422.9,51363.2212
2024-06-23,SOL/USDC:USDC,133.61,135.06,128.18,128.69,694472.93
2024-06-23,XRP/USDC:USDC,0.48692,0.48905,0.4741,0.47969,687045.0
2024-06-24,BTC/USDC:USDC,63167.0,63336.0,58564.0,60345.0,7825.50528
2024-06-24,DOGE/USDC:USDC,0.12217,0.1239,0.11304,0.11897,57788508.0
2024-06-24,ETH/USDC:USDC,3422.3,3436.0,3226.3,3353.7,204274.4447
2024-06-24,SOL/USDC:USDC,128.69,132.6,121.71,132.33,1441324.3
2024-06-24,XRP/USDC:USDC,0.47968,0.48198,0.46237,0.47392,11153033.0
2024-06-25,BTC/USDC:USDC,60341.0,62419.0,60271.0,61801.0,3852.43894
2024-06-25,DOGE/USDC:USDC,0.11896,0.1285,0.11883,0.12611,47358162.0
2024-06-25,ETH/USDC:USDC,3353.8,3430.9,3338.7,3395.1,57799.8376
2024-06-25,SOL/USDC:USDC,132.32,139.95,131.27,136.6,599904.67
2024-06-25,XRP/USDC:USDC,0.47383,0.47975,0.47301,0.47561,3674236.0
2024-06-26,BTC/USDC:USDC,61801.0,62539.0,60708.0,60857.0,4280.07824
2024-06-26,DOGE/USDC:USDC,0.12611,0.12859,0.12177,0.12274,32174087.0
2024-06-26,ETH/USDC:USDC,3395.1,3426.8,3325.6,3370.9,73878.8754
2024-06-26,SOL/USDC:USDC,136.6,140.41,134.85,136.81,458415.99
2024-06-26,XRP/USDC:USDC,0.47561,0.47819,0.46525,0.46959,1939268.0
2024-06-27,BTC/USDC:USDC,60861.0,62429.0,60600.0,61756.0,3036.84854
2024-06-27,DOGE/USDC:USDC,0.12271,0.12858,0.1206,0.12725,62278308.0
2024-06-27,ETH/USDC:USDC,3370.9,3481.2,3358.9,3454.7,57536.9947
2024-06-27,SOL/USDC:USDC,136.84,151.19,135.21,149.67,841220.36
2024-06-27,XRP/USDC:USDC,0.46963,0.47709,0.46567,0.47523,994140.0
2024-06-28,BTC/USDC:USDC,61736.0,62280.0,60078.0,60473.0,4522.99519
