date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.6020575833672904,0.19000684834837422,0.44181313666707345
2024-02-01,2,0.5,0.5146303019831988,0.4853696980168013,0.5004280914722393
2024-03-01,3,0.33333333333333326,0.3602610567186293,0.2993941356639325,0.3352594655301276
2024-04-01,2,0.5,0.5522726341338072,0.44772736586619283,0.5054648565585738
2024-05-01,2,0.49999999999999994,0.5617002569428512,0.4382997430571487,0.5076138434136276
2024-06-01,2,0.5,0.5786082269765517,0.42139177302344827,0.5123585066967942
2024-07-01,2,0.5,0.5223383241419391,0.4776616758580608,0.5009980014509406
2024-08-01,3,0.3333333333333333,0.38229139199745255,0.2618923713279361,0.34133951683640246
2024-09-01,3,0.3333333333333333,0.3867732480381909,0.27196439221370966,0.34001817421102576
2024-10-01,3,0.3333333333333333,0.42208218645057877,0.2735322273524198,0.3456238366037693
2024-11-01,3,0.3333333333333333,0.40198101741027337,0.2740361761268054,0.3416494230679906
2024-12-01,3,0.3333333333333333,0.35533916886463357,0.31587129798045366,0.33414315892949054
2025-01-01,3,0.3333333333333333,0.391149712338741,0.27943418403720366,0.33959652999807194
2025-02-01,3,0.3333333333333333,0.355847185982159,0.3045666405295661,0.334706827519296
2025-03-01,3,0.3333333333333333,0.37827314233496295,0.27627169096043086,0.3387558896410101
2025-04-01,4,0.25,0.2607538886397673,0.23893013653028203,0.2502382559960289
2025-05-01,4,0.25,0.26612766463897963,0.23948071078892666,0.25039356882337327
2025-06-01,4,0.25,0.27626064885384416,0.19116422438241532,0.2548677221841012
2025-07-01,4,0.24999999999999997,0.27801627257558664,0.18963610190005822,0.2551627455997556
2025-08-01,4,0.24999999999999997,0.29488539518280915,0.1868334710982641,0.2561931764767902
2025-09-01,4,0.25,0.2790223378427838,0.17934439679768285,0.25672340142656813
2025-10-01,5,0.2,0.2878696799131797,0.056250503436386615,0.231295887933393
