symbol,type,base,quote,last_price,base_volume_24h,notional_volume_24h,bid,ask,high_24h,low_24h,change_24h,percentage_24h,active
HYENA/USDC,spot,HYENA,USDC,0.063244,0,49.77523518,,,,,,,True
QUANT/USDC,spot,QUANT,USDC,0.000857,0,49.66567529,,,,,,,True
FRUDO/USDC,spot,FRUDO,USDC,0.035419,0,48.7742336,,,,,,,True
LORA/USDC,spot,LORA,USDC,0.081273,0,48.62737656,,,,,,,True
HWTR/USDC,spot,HWTR,USDC,0.000407,0,47.72817693,,,,,,,True
LAUNCH/USDC,spot,LAUNCH,USDC,0.007912,0,46.76831964,,,,,,,True
UP/USDC,spot,UP,USDC,0.0047,0,39.20301485,,,,,,,True
PANDA/USDC,spot,PANDA,USDC,0.0026,0,37.188,,,,,,,True
OTTI/USDC,spot,OTTI,USDC,0.37541,0,36.9699036,,,,,,,True
VAPOR/USDC,spot,VAPOR,USDC,0.00031547,0,36.01856228,,,,,,,True
BERA/USDC,spot,BERA,USDC,0.0038785,0,35.8788375,,,,,,,True
CHEF/USDC,spot,CHEF,USDC,0.03285,0,34.967638,,,,,,,True
FLY/USDC,spot,FLY,USDC,2.3e-05,0,32.41824282,,,,,,,True
GPT/USDC,spot,GPT,USDC,1.2e-05,0,31.72889655,,,,,,,True
ILIENS/USDC,spot,ILIENS,USDC,9.34e-05,0,30.82431924,,,,,,,True
DBLN/USDC,spot,DBLN,USDC,0.0,0,25.0,,,,,,,True
HOP/USDC,spot,HOP,USDC,0.015602,0,24.47295768,,,,,,,True
LUCKY/USDC,spot,LUCKY,USDC,4.218e-05,0,18.65300827,,,,,,,True
HPUMP/USDC,spot,HPUMP,USDC,0.060961,0,16.29992994,,,,,,,True
HBOOST/USDC,spot,HBOOST,USDC,1.501e-05,0,16.14097896,,,,,,,True
WASH/USDC,spot,WASH,USDC,0.089658,0,15.8394852,,,,,,,True
H/USDC,spot,H,USDC,0.00056,0,14.10947973,,,,,,,True
GUP/USDC,spot,GUP,USDC,0.017293,0,11.9855166,,,,,,,True
COPE/USDC,spot,COPE,USDC,0.07012,0,11.80475031,,,,,,,True
NOCEX/USDC,spot,NOCEX,USDC,0.191745,0,10.4387508,,,,,,,True
LICK/USDC,spot,LICK,USDC,7.184e-05,0,10.38485424,,,,,,,True
PURRPS/USDC,spot,PURRPS,USDC,1.539e-05,0,10.029786,,,,,,,True
CAT/USDC,spot,CAT,USDC,0.18226,0,10.0275,,,,,,,True
BUBZ/USDC,spot,BUBZ,USDC,0.015578,0,4.33829228,,,,,,,True
NEIRO/USDC,spot,NEIRO,USDC,0.0003107,0,3.15015623,,,,,,,True
CINDY/USDC,spot,CINDY,USDC,0.064531,0,2.79451472,,,,,,,True
FRAC/USDC,spot,FRAC,USDC,0.0440355,0,2.018223,,,,,,,True
STAR/USDC,spot,STAR,USDC,0.00157,0,1.7081222,,,,,,,True
GENESY/USDC,spot,GENESY,USDC,0.016655,0,0.8547084,,,,,,,True
HOLD/USDC,spot,HOLD,USDC,0.016417,0,0.61349112,,,,,,,True
RAT/USDC,spot,RAT,USDC,0.006371,0,0.1943591,,,,,,,True
MEOW/USDC,spot,MEOW,USDC,0.0008654,0,0.08779256,,,,,,,True
FLASK/USDC,spot,FLASK,USDC,0.01884,0,0.08766392,,,,,,,True
MUNCH/USDC,spot,MUNCH,USDC,2.222e-05,0,0.05840408,,,,,,,True
SENT/USDC,spot,SENT,USDC,1.7e-05,0,0.0449446,,,,,,,True
HAPPY/USDC,spot,HAPPY,USDC,0.10068,0,0.0010053,,,,,,,True
LICKO/USDC,spot,LICKO,USDC,0.000609,0,3.648e-05,,,,,,,True
PIGEON/USDC,spot,PIGEON,USDC,0.078875,0,0.0,,,,,,,True
UWLD/USDC,spot,UWLD,USDC,0.0,0,0.0,,,,,,,True
CHINA/USDC,spot,CHINA,USDC,0.13551,0,0.0,,,,,,,True
RISE/USDC,spot,RISE,USDC,0.000248,0,0.0,,,,,,,True
REI/USDC,spot,REI,USDC,0.0,0,0.0,,,,,,,True
LINK0/USDT0,spot,LINK0,USDT0,0.0,0,0.0,,,,,,,True
BAYC/USDC,spot,BAYC,USDC,0.0,0,0.0,,,,,,,True
REX/USDC,spot,REX,USDC,0.0,0,0.0,,,,,,,True
LTHREE/USDC,spot,LTHREE,USDC,0.031957,0,0.0,,,,,,,True
KITTY/USDC,spot,KITTY,USDC,0.000796,0,0.0,,,,,,,True
MAXI/USDC,spot,MAXI,USDC,0.077238,0,0.0,,,,,,,True
NMTD/USDC,spot,NMTD,USDC,0.067093,0,0.0,,,,,,,True
UNIBOT/USDC:USDC,swap,UNIBOT,USDC,0.0,0,0.0,,,,,,,False
SHIA/USDC:USDC,swap,SHIA,USDC,0.0,0,0.0,,,,,,,False
FRIEND/USDC:USDC,swap,FRIEND,USDC,0.0,0,0.0,,,,,,,False
HREKT/USDC,spot,HREKT,USDC,5.7e-07,0,0.0,,,,,,,True
EX/USDC,spot,EX,USDC,0.0125995,0,0.0,,,,,,,True
UMOG/USDC,spot,UMOG,USDC,0.0,0,0.0,,,,,,,True
BLZ/USDC:USDC,swap,BLZ,USDC,0.0,0,0.0,,,,,,,False
CYBER/USDC:USDC,swap,CYBER,USDC,0.0,0,0.0,,,,,,,False
HPOS/USDC:USDC,swap,HPOS,USDC,0.0,0,0.0,,,,,,,False
RLB/USDC:USDC,swap,RLB,USDC,0.0,0,0.0,,,,,,,False
MKR/USDC:USDC,swap,MKR,USDC,0.0,0,0.0,,,,,,,False
OX/USDC:USDC,swap,OX,USDC,0.0,0,0.0,,,,,,,False
RNDR/USDC:USDC,swap,RNDR,USDC,0.0,0,0.0,,,,,,,False
FTM/USDC:USDC,swap,FTM,USDC,0.0,0,0.0,,,,,,,False
VSN/USDC,spot,VSN,USDC,0.13048,0,0.0,,,,,,,True
UENA/USDC,spot,UENA,USDC,0.0,0,0.0,,,,,,,True
FRIED/USDC,spot,FRIED,USDC,0.030793,0,0.0,,,,,,,True
STACK/USDC,spot,STACK,USDC,0.579585,0,0.0,,,,,,,True
MBAPPE/USDC,spot,MBAPPE,USDC,0.005732,0,0.0,,,,,,,True
TEST/USDC,spot,TEST,USDC,0.0004795,0,0.0,,,,,,,True
ANT/USDC,spot,ANT,USDC,0.027315,0,0.0,,,,,,,True
ARI/USDC,spot,ARI,USDC,0.000301,0,0.0,,,,,,,True
MOG/USDC,spot,MOG,USDC,5.5e-05,0,0.0,,,,,,,True
HPEPE/USDC,spot,HPEPE,USDC,0.0007778,0,0.0,,,,,,,True
BID/USDC,spot,BID,USDC,1.08e-06,0,0.0,,,,,,,True
HODL/USDC,spot,HODL,USDC,0.002516,0,0.0,,,,,,,True
PILL/USDC,spot,PILL,USDC,0.001333,0,0.0,,,,,,,True
ASI/USDC,spot,ASI,USDC,0.003216,0,0.0,,,,,,,True
VIZN/USDC,spot,VIZN,USDC,0.13662,0,0.0,,,,,,,True
FEIT/USDC,spot,FEIT,USDC,0.017043,0,0.0,,,,,,,True
SYLVI/USDC,spot,SYLVI,USDC,0.119555,0,0.0,,,,,,,True
RICH/USDC,spot,RICH,USDC,0.059452,0,0.0,,,,,,,True
PEAR/USDC,spot,PEAR,USDC,0.0001642,0,0.0,,,,,,,True
STEEL/USDC,spot,STEEL,USDC,0.015845,0,0.0,,,,,,,True
YAP/USDC,spot,YAP,USDC,0.016071,0,0.0,,,,,,,True
WOW/USDC,spot,WOW,USDC,0.00050092,0,0.0,,,,,,,True
DROP/USDC,spot,DROP,USDC,0.000401,0,0.0,,,,,,,True
JEET/USDC,spot,JEET,USDC,0.00050305,0,0.0,,,,,,,True
SUCKY/USDC,spot,SUCKY,USDC,0.00016714,0,0.0,,,,,,,True
RANK/USDC,spot,RANK,USDC,0.063572,0,0.0,,,,,,,True
FATCAT/USDC,spot,FATCAT,USDC,0.031734,0,0.0,,,,,,,True
BUSSY/USDC,spot,BUSSY,USDC,0.045884,0,0.0,,,,,,,True
HOPE/USDC,spot,HOPE,USDC,0.00038259,0,0.0,,,,,,,True
SHREK/USDC,spot,SHREK,USDC,0.060508,0,0.0,,,,,,,True
MONAD/USDC,spot,MONAD,USDC,0.0003287,0,0.0,,,,,,,True
RIP/USDC,spot,RIP,USDC,0.18892,0,0.0,,,,,,,True
G/USDC,spot,G,USDC,0.051504,0,0.0,,,,,,,True
SHOE/USDC,spot,SHOE,USDC,0.060524,0,0.0,,,,,,,True
GMEOW/USDC,spot,GMEOW,USDC,0.00013267,0,0.0,,,,,,,True
TRUMP/USDC,spot,TRUMP,USDC,0.001528,0,0.0,,,,,,,True
WAGMI/USDC,spot,WAGMI,USDC,0.000211,0,0.0,,,,,,,True
SIX/USDC,spot,SIX,USDC,0.679745,0,0.0,,,,,,,True
MANLET/USDC,spot,MANLET,USDC,0.010718,0,0.0,,,,,,,True
VAULT/USDC,spot,VAULT,USDC,0.011208,0,0.0,,,,,,,True
PICKL/USDC,spot,PICKL,USDC,0.054861,0,0.0,,,,,,,True
SHEEP/USDC,spot,SHEEP,USDC,0.028811,0,0.0,,,,,,,True
EARTH/USDC,spot,EARTH,USDC,0.03958,0,0.0,,,,,,,True
STRICT/USDC,spot,STRICT,USDC,4.274e-05,0,0.0,,,,,,,True
MAGA/USDC,spot,MAGA,USDC,0.000216,0,0.0,,,,,,,True
HGOD/USDC,spot,HGOD,USDC,0.023083,0,0.0,,,,,,,True
SELL/USDC,spot,SELL,USDC,1.439e-05,0,0.0,,,,,,,True
ANSEM/USDC,spot,ANSEM,USDC,0.010195,0,0.0,,,,,,,True
PUMP/USDC,spot,PUMP,USDC,0.00014144,0,0.0,,,,,,,True
KOBE/USDC,spot,KOBE,USDC,1.401e-05,0,0.0,,,,,,,True
ORA/USDC,spot,ORA,USDC,0.155495,0,0.0,,,,,,,True
NEIROETH/USDC:USDC,swap,NEIROETH,USDC,0.0,0,0.0,,,,,,,False
CATNIP/USDC,spot,CATNIP,USDC,0.001655,0,0.0,,,,,,,True
JELLY/USDC:USDC,swap,JELLY,USDC,0.0,0,0.0,,,,,,,False
BIGBEN/USDC,spot,BIGBEN,USDC,0.000113,0,0.0,,,,,,,True
SOVRN/USDC,spot,SOVRN,USDC,0.042844,0,0.0,,,,,,,True
DEFIN/USDC,spot,DEFIN,USDC,1.3e-05,0,0.0,,,,,,,True
HEAD/USDC,spot,HEAD,USDC,0.019125,0,0.0,,,,,,,True
WHYPI/USDC,spot,WHYPI,USDC,0.0005,0,0.0,,,,,,,True
TILT/USDC,spot,TILT,USDC,8.5e-05,0,0.0,,,,,,,True
TREND/USDC,spot,TREND,USDC,0.588035,0,0.0,,,,,,,True
AI/USDC:USDC,swap,AI,USDC,0.0,0,0.0,,,,,,,False
MYRO/USDC:USDC,swap,MYRO,USDC,0.0,0,0.0,,,,,,,False
OMNI/USDC:USDC,swap,OMNI,USDC,0.0,0,0.0,,,,,,,False
BAGS/USDC,spot,BAGS,USDC,4.615e-05,0,0.0,,,,,,,True
FUCKY/USDC,spot,FUCKY,USDC,0.000163,0,0.0,,,,,,,True
KDOGS/USDC:USDC,swap,KDOGS,USDC,0.0,0,0.0,,,,,,,False
LISTA/USDC:USDC,swap,LISTA,USDC,0.0,0,0.0,,,,,,,False
CATI/USDC:USDC,swap,CATI,USDC,0.0,0,0.0,,,,,,,False
ILV/USDC:USDC,swap,ILV,USDC,0.0,0,0.0,,,,,,,False
PANDORA/USDC:USDC,swap,PANDORA,USDC,0.0,0,0.0,,,,,,,False
PIXEL/USDC:USDC,swap,PIXEL,USDC,0.0,0,0.0,,,,,,,False
NFTI/USDC:USDC,swap,NFTI,USDC,0.0,0,0.0,,,,,,,False
NTRN/USDC:USDC,swap,NTRN,USDC,0.0,0,0.0,,,,,,,False
RDNT/USDC:USDC,swap,RDNT,USDC,0.0,0,0.0,,,,,,,False
BNT/USDC:USDC,swap,BNT,USDC,0.0,0,0.0,,,,,,,False
CANTO/USDC:USDC,swap,CANTO,USDC,0.0,0,0.0,,,,,,,False
REQ/USDC:USDC,swap,REQ,USDC,0.0,0,0.0,,,,,,,False
ORBS/USDC:USDC,swap,ORBS,USDC,0.0,0,0.0,,,,,,,False
STG/USDC:USDC,swap,STG,USDC,0.0,0,0.0,,,,,,,False
LOOM/USDC:USDC,swap,LOOM,USDC,0.0,0,0.0,,,,,,,False
OGN/USDC:USDC,swap,OGN,USDC,0.0,0,0.0,,,,,,,False
BADGER/USDC:USDC,swap,BADGER,USDC,0.0,0,0.0,,,,,,,False
STRAX/USDC:USDC,swap,STRAX,USDC,0.0,0,0.0,,,,,,,False
DIABLO/USDC,spot,DIABLO,USDC,0.001055,0,0.0,,,,,,,True
PENIS/USDC,spot,PENIS,USDC,0.03309,0,0.0,,,,,,,True
COOK/USDC,spot,COOK,USDC,0.017451,0,0.0,,,,,,,True
ANON/USDC,spot,ANON,USDC,0.0,0,0.0,,,,,,,True
PEG/USDC,spot,PEG,USDC,0.00699915,0,0.0,,,,,,,True
USH/USDC,spot,USH,USDC,0.0,0,0.0,,,,,,,True
PERP/USDC,spot,PERP,USDC,0.000381,0,0.0,,,,,,,True
FRCT/USDC,spot,FRCT,USDC,0.0037,0,0.0,,,,,,,True
HORSY/USDC,spot,HORSY,USDC,0.578755,0,0.0,,,,,,,True
PURRO/USDC,spot,PURRO,USDC,0.14805,0,0.0,,,,,,,True
ISLAND/USDC,spot,ISLAND,USDC,0.010155,0,0.0,,,,,,,True
USPYX/USDC,spot,USPYX,USDC,0.0,0,0.0,,,,,,,True
TRADE/USDC,spot,TRADE,USDC,0.003867,0,0.0,,,,,,,True
MATIC/USDC:USDC,swap,MATIC,USDC,0.0,0,0.0,,,,,,,False
