Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,2364459934631.606,118648.92858787,19928203.0,71328680131.6,0.65190317,4.0268303,4.69457555,20251001
2,Ethereum,ETH,525193409372.4902,4351.11239401,120703250.5285526,46161664723.13,0.86973498,4.9483058,4.75850985,20251001
3,XRP,XRP,176458551344.36075,2.94727812,59871700035.0,6320890474.18,0.54206358,3.5247522,0.65721111,20251001
4,Tether USDt,USDT,175011380587.55325,1.0005114,174921926112.34302,160344508086.08,-0.01779523,0.04150813,0.02469491,20251001
5,BNB,BNB,142827382004.49805,1026.16674618,139185354.17000002,3100184262.35,0.38204407,1.75345507,0.71834848,20251001
6,Solana,SOL,120471530375.77966,221.67587227,543458018.8699696,8264703259.56,0.93285746,6.19553837,4.68445032,20251001
7,USDC,USDC,74167199439.66025,1.00001258,74166266307.66759,19015696129.61,-0.00305404,0.02179669,0.03191691,20251001
8,Dogecoin,DOGE,37546811208.917564,0.24836516,151175836383.70523,2935493861.36,0.97417113,6.63781987,2.95205546,20251001
9,TRON,TRX,32363827101.302303,0.34187069,94666865781.2295,793296281.48,0.08988125,2.44941851,1.05538457,20251001
10,Cardano,ADA,30447497316.168934,0.85004022,35818890118.10661,1380143337.5,0.64538046,5.30690528,4.53203744,20251001
11,Hyperliquid,HYPE,15875395826.76218,47.15204271,336685219.0,371126097.81,0.17791809,4.2277529,3.38282738,20251001
12,Chainlink,LINK,15313066068.441647,22.58231343,678099970.4525867,844755025.41,0.75795992,5.87417475,4.44786655,20251001
13,Ethena USDe,USDe,14758309881.428032,1.00124916,14739897453.002567,453344512.11,0.00213771,0.03545095,0.03007217,20251001
14,Avalanche,AVAX,12965817117.227436,30.70465538,422275285.48916084,1013650963.81,0.55372882,2.33585586,-5.07539136,20251001
15,Stellar,XLM,12706225616.810026,0.39800766,31924575684.57129,374681916.46,1.14240655,9.29242831,6.07025505,20251001
16,Sui,SUI,12571318143.987778,3.52252842,3568833706.3227763,1336394243.18,0.63750132,8.02367077,4.74515353,20251001
17,Bitcoin Cash,BCH,11821696415.090677,593.06538113,19933209.375,555056991.16,0.47165706,5.89661782,6.5732179,20251001
18,Hedera,HBAR,9499559134.977789,0.22408359,42392926541.61497,298796426.05,0.87069537,4.23913662,1.23274266,20251001
19,Litecoin,LTC,8791060254.089256,115.12530965,76360795.73347135,825797330.05,0.28269523,7.6963389,9.00406636,20251001
20,UNUS SED LEO,LEO,8840839862.438078,9.58309777,922545096.9,642678.65,0.03193274,0.82557618,1.6102406,20251001
21,Shiba Inu,SHIB,7296424658.370066,1.238e-05,589245811601425.8,215995995.83,0.4779875,4.74784398,1.98400414,20251001
22,Cronos,CRO,7083603763.933589,0.20329166,34844536782.07378,77506808.35,-0.28373371,2.68148212,1.42122286,20251001
23,Toncoin,TON,7018865153.333617,2.7872655,2518190374.770021,144145350.24,0.17938593,2.85986578,-1.10127196,20251001
24,Polkadot,DOT,6687672329.986615,4.12108786,1622792952.996997,280950393.66,0.42882315,5.46048787,3.16273792,20251001
25,Mantle,MNT,6169219855.406991,1.89650352,3252944055.7368407,321985929.9,0.56145728,7.47615422,10.07758473,20251001
26,Monero,XMR,5798105723.984854,314.31594111,18446744.07370955,221529889.53,-0.41688585,6.43011671,7.29639036,20251001
27,Dai,DAI,5364870589.27287,0.99990455,5365382702.664872,135493257.06,-0.00351021,0.01027087,0.01665757,20251001
28,Uniswap,UNI,5081188067.771949,8.06114863,630330527.71,273930141.97,0.67363017,5.5898484,1.84007536,20251001
29,World Liberty Financial,WLFI,5062075309.619972,0.20570403,24608537537.0,332407178.46,-0.3343548,4.85820616,3.97329713,20251001
30,Aave,AAVE,4367268766.113839,286.39496031,15249111.79079509,438259487.67,0.86948647,4.33092368,2.89419522,20251001
31,Pepe,PEPE,4111148073.859298,9.77e-06,420689899653542.56,561874847.41,0.52626264,4.90551971,1.30793798,20251001
32,OKB,OKB,4027863561.6382976,191.80302674,21000000.0,96296068.57,1.11543925,1.58428646,5.01779618,20251001
33,Ethena,ENA,3994188655.6106524,0.57978697,6889062500.0,315633639.74,0.94671665,3.74568144,-2.42485214,20251001
34,Bitget Token,BGB,3685822975.34479,5.29409263,696214296.4304284,157753175.94,0.19532113,1.43845883,-0.24182735,20251001
35,NEAR Protocol,NEAR,3535731928.372801,2.82895446,1249836992.0,312625474.02,0.62339584,7.54315865,-6.4704404,20251001
36,Aptos,APT,3425371140.4122744,4.8691389,703486019.4886446,508095515.08,0.97185604,10.56419127,14.82176943,20251001
37,Bittensor,TAO,3192624066.7633457,319.37180774,9996574.49220552,117341436.82,0.75576691,5.39169743,2.42364921,20251001
38,MYX Finance,MYX,3126764585.4521074,15.86290867,197111680.5,179769952.42,-0.90661132,3.96931092,77.86288922,20251001
39,Ethereum Classic,ETC,3003885491.4385867,19.53817597,153744417.932519,134421714.52,1.27572246,5.98655168,4.9697664,20251001
40,Ondo,ONDO,2955604885.4393063,0.93558224,3159107529.0,195521437.51,1.00012686,5.87001463,1.16965782,20251001
41,Worldcoin,WLD,2838260906.970812,1.31591422,2156873809.319206,235028149.59,0.4360688,5.73886212,-2.83694038,20251001
42,Story,IP,2767060588.165097,8.82875253,313414673.0,113576749.53,0.61669045,-0.93185755,-23.76489531,20251001
43,Aster,ASTER,2709622919.4463105,1.63456773,1657700000.0,1069460561.64,2.71141358,1.02372057,-29.1747328,20251001
44,World Liberty Financial USD,USD1,2683629438.8341675,1.00008699,2683396003.13529,1138243353.84,-0.00161812,0.05111853,-0.00038999,20251001
45,Polygon (prev. MATIC),POL,2507313052.7177267,0.23850958,10512420827.645971,145435352.66,0.31173856,6.25851713,6.07475932,20251001
46,Pump.fun,PUMP,2494176925.0896525,0.0070457,354000000000.0,887517918.59,-0.12744375,18.575563,25.03081223,20251001
47,PayPal USD,PYUSD,2428892849.483191,0.99978438,2429416672.321602,107645694.84,-0.00748702,0.0183744,0.02199448,20251001
48,Internet Computer,ICP,2416102042.892239,4.48748567,538408859.8521477,86061731.83,0.45680682,6.18758304,4.15247534,20251001
49,MemeCore,M,2367862067.1303835,2.27788325,1039501066.0,23095755.58,2.1301458,-5.7748621,-6.15018451,20251001
50,Arbitrum,ARB,2350748314.9369864,0.43503128,5403630609.0,252859046.1,0.31114493,3.2476078,1.23590881,20251001
51,Pi,PI,2225520421.5079074,0.26987966,8246343748.494971,43326736.44,0.18371882,2.18865561,-4.14122455,20251001
52,Kaspa,KAS,2134863790.4225588,0.07977096,26762416916.649353,54878077.24,0.65660322,6.0982931,1.2890041,20251001
53,KuCoin Token,KCS,2017335706.513813,15.54476954,129775851.73556715,6421148.81,0.57898375,1.39725005,1.19123749,20251001
54,VeChain,VET,1992815282.2999349,0.0231763,85985041177.0,48417523.95,0.67660067,6.74126912,2.30155097,20251001
55,Pudgy Penguins,PENGU,1975940362.524279,0.03143379,62860396090.04,531957477.46,0.32862722,12.69994411,5.03678896,20251001
56,Flare,FLR,1963235733.3908732,0.02647845,74144661125.18349,12199396.94,0.73456891,3.85218438,-2.83885056,20251001
57,Zcash,ZEC,1949874791.945169,120.04973285,16242225.1655448,656349406.74,2.25425601,61.21979861,104.25750509,20251001
58,Cosmos,ATOM,1945167682.4869533,4.1314143,470823680.0,222927789.88,0.3480839,0.82149855,-0.53662407,20251001
59,Algorand,ALGO,1941516316.176915,0.22083153,8791843970.747173,106711732.91,0.61746523,6.22040202,3.68721226,20251001
60,Render,RENDER,1840385402.032145,3.54886232,518584616.1640741,64354662.19,0.55574848,6.41909233,-2.44960678,20251001
61,Sei,SEI,1822668816.6342306,0.29744369,6127777777.0,151677468.3,0.59239406,7.72426081,1.79144528,20251001
62,Plasma,XPL,1702654646.562083,0.94591925,1800000000.0,2904406025.69,-0.19745114,-6.88723448,0.0,20251001
63,Bonk,BONK,1672396568.0711432,2.055e-05,81394651393185.84,304713192.75,0.44369964,7.31790953,1.56458781,20251001
64,Sky,SKY,1657437161.7177312,0.07079344,23412299098.528103,58585704.21,-0.14170063,4.07282927,5.72636582,20251001
