date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,2,0.5,0.5541304228212637,0.4458695771787363,0.5058602053496176
2024-02-01,3,0.3333333333333333,0.47405516522885033,0.22052082863838787,0.3666415590656992
2024-03-01,2,0.5,0.5984927554716167,0.4015072445283834,0.5194016457607835
2024-04-01,3,0.3333333333333333,0.41301805236276057,0.2855940377262324,0.34298253820282604
2024-05-01,3,0.3333333333333333,0.3593991806551287,0.30343640075911077,0.3349212655214955
2024-06-01,3,0.3333333333333333,0.35546877539636235,0.31424618911559976,0.3341969223228013
2024-07-01,3,0.3333333333333334,0.38675647291839715,0.24331396410089648,0.3456301360378677
2024-08-01,3,0.3333333333333333,0.39082151973110046,0.2633797662456693,0.3416871121726701
2024-09-01,3,0.3333333333333333,0.4512753978787592,0.2706192622413803,0.3542268498963942
2024-10-01,3,0.3333333333333333,0.38630453345047416,0.2950289206273028,0.3378216240609001
2024-11-01,3,0.3333333333333333,0.3677217009918084,0.29103800184197914,0.33636730830656575
2024-12-01,3,0.3333333333333333,0.37628365029133054,0.25435165767093704,0.34271442696065074
2025-01-01,3,0.3333333333333333,0.3688525790093542,0.27509237504408435,0.33850323559325507
2025-02-01,3,0.3333333333333333,0.3628665165975749,0.27733677471515583,0.338041467059255
2025-03-01,4,0.25,0.27750801002295267,0.22569183351735703,0.2515560513086172
2025-04-01,4,0.25,0.3253417244178011,0.0964524431908349,0.2833569242069572
2025-05-01,4,0.25,0.2910394071542136,0.18698926133048696,0.25589681782547247
2025-06-01,4,0.25,0.30619643895217624,0.18333950068782368,0.25787206124184636
2025-07-01,4,0.25,0.38745382376378684,0.16279670452150005,0.27856875558724953
2025-08-01,5,0.2,0.28985838551994203,0.029312126080783277,0.23969855859609415
2025-09-01,5,0.2,0.3010866716400634,0.034930598780524034,0.2429558788793253
2025-10-01,4,0.25,0.29473445871383724,0.21257541591028878,0.25407293037748113
