initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,7121.0947589239695,-0.2878905241076031,-0.2665732180786904,0.2691442104361181,-0.9904475286566199,-0.43971745496223863,0.46616541353383456,400,4.0,1.2025,5.2025,0.5,0.195,0.305,0.695
