date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure
2020-01-05,10000.0,38,39,4999.9999999999945,5000.000000000001,-6.366462912410498e-12,9999.999999999996
2021-01-03,15504.13139625101,38,38,7752.06569812551,7752.06569812551,0.0,15504.13139625102
2022-01-02,-24280.20351432849,38,38,-12140.101757164244,-12140.101757164244,0.0,-24280.20351432849
2023-01-01,-17744.893441383665,37,38,-8872.446720691838,-8872.446720691827,-1.0913936421275139e-11,-17744.893441383665
2024-01-07,-13068.491078230647,38,38,-6534.245539115326,-6534.245539115326,0.0,-13068.491078230652
2025-01-05,-15644.97772960417,39,39,-7822.488864802078,-7822.488864802078,0.0,-15644.977729604156
