Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,1869920980356.2812,94419.75750549,19804340.0,24519888918.84,-0.19185235,1.06021957,-4.91387202,20250101
2,Ethereum,ETH,404011689241.4001,3353.50417438,120474485.26458853,14195410493.37,-0.03378181,0.62932494,-4.00004853,20250101
3,XRP,XRP,133326115719.75887,2.32234085,57410227039.0,7677226237.08,-1.02708206,11.64414788,1.14855748,20250101
4,Tether USDt,USDT,137136195136.98976,0.99784281,137432664160.48042,68502735816.76,-0.02311128,-0.02360834,-0.13267077,20250101
5,BNB,BNB,101742783746.02893,706.51291903,144006968.6,1420234996.74,-0.01346855,0.78831989,0.59601618,20250101
6,Solana,SOL,93606300770.20982,193.87373436,482820950.85197157,2324231667.55,-0.1813666,2.4353534,-1.825687,20250101
7,Dogecoin,DOGE,47818533277.329124,0.32430574,147448926383.70523,1532271285.94,-0.43975557,2.73220217,-2.99513794,20250101
8,USDC,USDC,43713871866.6155,0.99994508,43716272595.907425,4814331123.02,-0.01298365,-0.00371243,-0.00622236,20250101
9,Cardano,ADA,32243975884.95545,0.91759182,35139781273.91349,926095054.14,-0.36739919,8.74966703,0.07989288,20250101
10,TRON,TRX,22007317003.908394,0.25531409,86197034327.3558,455436491.58,0.01790826,0.434961,-0.94325727,20250101
11,Avalanche,AVAX,15451201151.868042,37.69343775,409917536.6587169,334807161.82,-0.25536849,5.61068993,-6.34820009,20250101
12,Chainlink,LINK,13830717433.827934,21.67484418,638099970.4527867,670017230.28,0.60294641,8.36681964,-11.28200344,20250101
13,Toncoin,TON,13970763189.742264,5.50212522,2539157620.3500566,151705343.39,-0.32619277,0.22113088,-7.35474701,20250101
14,Stellar,XLM,12831953999.588957,0.42377648,30280005015.016163,1812934891.09,-0.89838417,27.77480028,10.69742303,20250101
15,Shiba Inu,SHIB,12754826270.387243,2.165e-05,589255405426102.6,344366719.95,0.21214887,2.3652878,-5.26429391,20250101
16,Sui,SUI,12865861239.963276,4.27498415,3009569341.533888,725360427.47,0.12958592,3.84071399,-5.07236625,20250101
17,Hedera,HBAR,11243103200.465595,0.29392072,38252162549.1544,935976943.96,-0.09293287,9.47221081,-6.24433621,20250101
18,Bitget Token,BGB,11828218488.175674,5.91410924,2000000000.0,510371837.02,-0.88086254,-0.82065021,1.81574424,20250101
19,Polkadot,DOT,10785803802.717724,7.02834746,1534614483.506822,231933496.44,-1.00720315,5.9294571,-6.1991474,20250101
20,Bitcoin Cash,BCH,8901820471.092367,449.35987213,19810003.125,292109398.21,0.10341895,3.58257765,-3.43239247,20250101
21,Hyperliquid,HYPE,8789718168.616331,26.32218152,333928180.0,173772319.21,1.46081141,10.1579107,-1.09164968,20250101
22,UNUS SED LEO,LEO,8389494137.068364,9.07559072,924401991.9,3568645.57,-0.00507893,0.26734119,-4.81868818,20250101
23,Uniswap,UNI,8167135474.274928,13.60094203,600483073.71,255532420.81,-0.1836744,2.92139977,-2.06644542,20250101
24,Pepe,PEPE,8166466732.591267,1.941e-05,420689899999994.8,1861512041.48,-0.36833596,-2.62349854,4.7420448,20250101
25,Litecoin,LTC,7899988526.700455,104.8120902,75372874.55410936,532072625.49,-0.10165057,1.69167066,-4.34929604,20250101
26,NEAR Protocol,NEAR,6160930992.59688,5.27605259,1167715993.0,251935707.71,-0.7615845,7.61472049,-3.04720288,20250101
27,Ethena USDe,USDe,5859497739.695824,0.99722181,5875821896.269162,31736572.03,-0.00518545,-0.05028751,-0.21748899,20250101
28,Dai,DAI,5364270624.128012,0.99979273,5365382702.664872,135438825.08,-0.01837609,0.01069096,-0.03147955,20250101
29,Internet Computer,ICP,5015624386.324554,10.48941302,478160634.55578005,128538876.77,-0.03167196,6.33043284,-6.0236093,20250101
30,Aptos,APT,5023395126.357277,9.00381694,557918398.5275208,209303272.37,0.06698228,3.45303231,-5.75601967,20250101
31,Aave,AAVE,4802293180.781487,319.34600561,15037899.63366436,505837553.53,-0.5036862,3.46829884,-13.43143173,20250101
32,Virtuals Protocol,VIRTUAL,4619895901.650706,4.6198959,1000000000.0,383054480.8,3.77616857,17.65431586,46.21678887,20250101
33,Mantle,MNT,4219287824.6435394,1.25398843,3364694382.8368406,129747386.78,-1.17056005,0.448147,1.37603569,20250101
34,Cronos,CRO,3994335330.1207547,0.1503237,26571560696.0,33371185.42,0.2760549,6.64368988,-4.87134734,20250101
35,POL (ex-MATIC),POL,3968724386.0727153,0.47272588,8395403201.489915,153007189.6,-0.72657426,4.77222884,-8.21499515,20250101
36,Ethereum Classic,ETC,3868396070.8133316,25.75783167,150183296.501358,194369936.25,-0.33103465,2.97250257,-5.6080979,20250101
37,VeChain,VET,3770105313.883544,0.04655311,80985041177.0,68947306.04,-0.14414971,8.09311754,-9.23378951,20250101
38,Render,RENDER,3712573477.572309,7.17131501,517697726.68759453,260318272.85,-0.44084627,5.73136916,-5.01723945,20250101
39,Bittensor,TAO,3605330502.57518,488.46521668,7380936.0,148219830.7,0.45816203,10.83585364,-2.245337,20250101
40,MANTRA,OM,3627598151.8454413,3.78395974,958677786.9699998,32929460.48,0.18013403,-1.02830795,0.08851885,20250101
41,Monero,XMR,3604569168.76799,195.40408618,18446744.07370955,26839218.62,0.52948595,1.03660893,2.42744139,20250101
42,Algorand,ALGO,3130716491.631209,0.37626952,8320409597.165483,293751245.17,-0.8450353,12.75664644,-1.24696739,20250101
43,Artificial Superintelligence Alliance,FET,3213597686.95815,1.31680191,2440456430.7476673,177445449.67,0.06521942,3.74554701,-2.33601354,20250101
