date,n_coins,avg_weight,max_weight,min_weight,weight_concentration
2024-01-01,3,0.3333333333333333,0.4585662341346822,0.21191039962051383,0.36377465745709725
2024-02-01,3,0.3333333333333333,0.3898397567362275,0.28536990920404526,0.33889978210991534
2024-03-01,3,0.3333333333333333,0.4282447545255502,0.2275979839567652,0.35363863273518453
2024-04-01,3,0.3333333333333333,0.3493133726560706,0.3211836450667601,0.33375098150427795
2024-05-01,3,0.3333333333333333,0.3418832950924833,0.3245590913730793,0.33348347280300183
2024-06-01,3,0.3333333333333333,0.36371596686685265,0.31552425682529517,0.3347316952961077
2024-07-01,3,0.3333333333333333,0.3863963018410304,0.2605710028770969,0.3418314335547843
2024-08-01,3,0.3333333333333333,0.3992729456565635,0.25615184974504956,0.3437647268850998
2024-09-01,3,0.3333333333333333,0.391419291806895,0.251041885172808,0.34406510007646784
2024-10-01,3,0.3333333333333333,0.36034342655588664,0.3077896654129938,0.3347175078432159
2024-11-01,4,0.25,0.292520280591527,0.1609355059018589,0.2611489034483747
2024-12-01,3,0.3333333333333333,0.4009694111292204,0.22472299104608345,0.35138306915530637
2025-01-01,3,0.3333333333333333,0.40011480580953296,0.22718883571190274,0.3506092005233128
2025-02-01,4,0.24999999999999997,0.2572883752120052,0.2414939597772189,0.2501871793730381
2025-03-01,4,0.24999999999999997,0.3094699981455117,0.09124310978382583,0.28369011458880233
2025-04-01,4,0.25,0.27259225524690417,0.22408005378474546,0.25121106845117724
2025-05-01,4,0.25,0.27901583214990755,0.21070550771228747,0.2524476657385333
2025-06-01,4,0.25,0.26622844469197954,0.22722943187499306,0.25080355212404876
2025-07-01,5,0.2,0.23509846804269813,0.13748889200537392,0.20585083790440029
2025-08-01,5,0.2,0.32186239578555836,0.11569967223074998,0.2244390990133607
2025-09-01,5,0.19999999999999998,0.22661078380765132,0.1705004620731199,0.20243735354926606
2025-10-01,5,0.19999999999999998,0.2551541096119018,0.11089576042673711,0.21208595150472365
