rebalance_date,symbol,decile,dilution_velocity,rank,period_return,n_days
2021-05-01,DASH,4,3.392541466823354,46,-0.4053731287726985,31
2021-05-01,SNX,4,3.8705657719883395,65,-0.3014286971250083,31
2021-05-01,ADA,5,5.6534260422524945,7,0.28159858166506635,31
2021-05-01,LINK,5,6.087500000000044,12,-0.2558287524414401,31
2021-05-01,XLM,6,6.460941163103384,16,-0.22619289865957304,31
2021-05-01,CRV,8,11.867085078197805,101,-0.39913785519486245,31
2021-05-01,ZEC,8,12.455278645833317,51,-0.4026603583339794,31
2021-05-01,ALGO,10,53.611199500790484,40,-0.3585554600171966,31
2021-06-01,ETC,1,0.0,19,-0.21623418843834985,30
2021-06-01,QNT,1,0.0,106,-0.1387614678899084,8
2021-06-01,LTC,2,1.5346075045527807,14,-0.25040988086129623,30
2021-06-01,BTC,3,1.5693079706716966,1,-0.08638108218617913,30
2021-06-01,BCH,3,1.7472766378902524,13,-0.28156238698010894,30
2021-06-01,SNX,4,3.0759463088649053,64,-0.4618951279608915,30
2021-06-01,DASH,4,3.362165436986546,52,-0.2799626493894011,30
2021-06-01,ADA,5,4.4927889077503265,4,-0.23194420427690354,30
2021-06-01,XLM,5,5.81079885447685,16,-0.35703322973942186,30
2021-06-01,LINK,7,7.377565616339599,12,-0.40737680931562137,30
2021-06-01,ZEC,8,12.454394364947973,55,-0.2194377718626237,30
2021-06-01,CRV,9,16.288720209495192,98,-0.17520741825280617,30
2021-06-01,ALGO,10,45.14976017564298,42,-0.06836461126005366,30
2021-07-01,ETC,1,0.0,21,-0.051999472086577625,31
2021-07-01,QNT,2,0.0,80,1.6085219707057248,31
2021-07-01,FET,2,0.0,152,-0.002546473134708571,6
2021-07-01,LTC,3,1.2802526695440324,13,0.022747156605424035,31
2021-07-01,BTC,3,1.5189249408050318,1,0.18944024231929069,31
2021-07-01,BCH,4,1.7079953877269336,12,0.05978414079175143,31
2021-07-01,SNX,4,2.5661209538044236,81,0.3836239686347942,31
2021-07-01,DASH,5,3.3273019375696675,62,0.16012577067138078,31
2021-07-01,ADA,5,3.7392435048523787,5,-0.01335834896810495,31
2021-07-01,XLM,6,5.296570821061081,20,0.022855294419471317,31
2021-07-01,LINK,7,7.3655381661175685,15,0.21257504435375396,31
2021-07-01,ZEC,8,12.453610028610889,58,-0.038759045163436756,31
2021-07-01,CRV,9,14.867393556911614,90,-0.019289940828402852,31
2021-07-01,ALGO,10,38.53069496079194,32,-0.026019184652277927,31
2021-08-01,QNT,1,0.0,49,0.06477227610458836,31
2021-08-01,FET,2,0.0,131,0.8195047230022978,31
2021-08-01,LTC,3,1.0930459112616504,14,0.28927858568577247,31
2021-08-01,BTC,3,1.5240737196765364,1,0.2251187182070873,31
2021-08-01,BCH,4,1.6807283945417997,12,0.24591970511675565,31
2021-08-01,SNX,4,2.190886286031135,73,0.32311612514405996,31
2021-08-01,DASH,5,3.2992544253876677,59,0.4919347284410889,31
2021-08-01,ADA,5,3.7089427996228097,5,1.1835399710960668,31
2021-08-01,XLM,6,5.096238673952003,19,0.2851544892766267,31
2021-08-01,LINK,7,7.580659943713584,13,0.34744260967330165,31
2021-08-01,ETC,8,10.122058863019438,18,0.3668383683697618,31
2021-08-01,ZEC,8,12.453839496293783,64,0.3127109111361086,31
2021-08-01,CRV,9,12.82816972551925,98,0.39332689755037986,31
2021-08-01,ALGO,10,34.04091902228266,41,0.43013664902129856,31
2021-09-01,SHIB,1,0.0,49,-0.8638447971781305,23
2021-09-01,FET,1,0.0,128,0.10803984846358872,30
2021-09-01,QNT,2,0.0,62,0.6551962925478072,30
2021-09-01,LTC,3,0.9539617179966332,16,-0.08089129713590615,30
2021-09-01,BTC,3,1.5446431804820606,1,-0.01380225086640241,30
2021-09-01,BCH,3,1.6693653549382699,15,-0.17038765364321262,30
2021-09-01,SNX,4,1.9113905046855997,78,-0.16205978951405997,30
2021-09-01,DASH,5,3.2791265410443944,54,-0.25970992653983804,30
2021-09-01,ADA,5,3.4499624294280826,3,-0.2143379663496705,30
2021-09-01,XLM,6,5.14773212309077,22,-0.15020959083117924,30
2021-09-01,ZEN,7,6.201170910493826,92,-0.2624376893754279,16
2021-09-01,LINK,7,7.515431720441484,12,-0.11482890066183327,30
2021-09-01,ETC,8,9.469741525925148,20,-0.24443442074324173,30
2021-09-01,ZEC,8,12.453384130658431,66,-0.24322720980818702,30
2021-09-01,CRV,9,13.464446385378812,97,0.09751872861906175,30
2021-09-01,AVAX,9,20.6495656216458,24,0.015884909336130626,2
2021-09-01,ALGO,10,34.80602936603278,39,0.5262115864681067,30
2021-10-01,QNT,1,0.0,42,-0.11598493869275639,31
2021-10-01,FET,1,0.0,120,-0.06458148664049601,27
2021-10-01,SHIB,2,0.0,48,7.924870466321238,27
2021-10-01,LTC,3,0.8491307599750252,16,0.18901521987607617,31
2021-10-01,BTC,3,1.5542461015175248,1,0.2654121932260587,31
2021-10-01,BCH,3,1.656343128597602,18,0.07970441719821286,31
2021-10-01,SNX,4,1.7013475920827865,83,-0.015945221678635213,31
2021-10-01,ADA,5,2.7153748808240734,3,-0.11882592888179477,27
2021-10-01,DASH,5,3.2635185281604566,60,0.07033851825465498,31
2021-10-01,XLM,6,4.988422084076405,24,0.2190553854346955,31
2021-10-01,ZEN,7,6.202297635400319,105,0.14842300556586197,31
2021-10-01,LINK,7,7.692994168744617,15,0.20345645440924875,31
2021-10-01,ETC,7,8.88157249577396,28,0.036474281202457215,31
2021-10-01,CRV,8,11.984836892480041,90,0.8752022095087792,27
2021-10-01,ZEC,8,12.452776033490302,73,0.4807072554655516,31
2021-10-01,AVAX,10,26.795585251758308,13,-0.04897477504056669,27
2021-10-01,ALGO,10,64.87126034351354,17,0.034630569655950794,31
2021-11-01,QNT,1,0.0,52,-0.28399286468382534,30
2021-11-01,SNX,2,1.5278549099953969,95,-0.28314613274928,30
2021-11-01,BTC,3,1.5631715930451164,1,-0.06108397208576133,30
2021-11-01,BCH,3,1.6466000939849696,21,-0.028006197115957643,30
2021-11-01,DASH,4,3.250149312598154,72,-0.057866127132208955,30
2021-11-01,LTC,5,3.8058885883343545,18,0.05696939033645343,30
2021-11-01,XLM,5,5.470370657831004,22,-0.1047063095728914,30
2021-11-01,ZEN,6,6.2026776168938085,104,0.24486498961458492,30
2021-11-01,LINK,7,7.629399368642371,14,-0.20011013789327348,30
2021-11-01,ETC,7,8.147933035841104,31,-0.11084892514074351,30
2021-11-01,ZEC,8,12.45291382753759,66,0.3534705882352942,30
2021-11-01,ALGO,10,60.199895912974974,20,0.07086785870039258,30
2021-12-01,QNT,1,0.0,70,-0.08546878177750616,31
2021-12-01,SNX,2,1.3906224330497026,123,-0.1902122482087335,31
2021-12-01,BTC,3,1.5650290739948536,1,-0.1658859094999695,31
2021-12-01,BCH,3,1.6401815788066747,22,-0.2204336859805226,31
2021-12-01,CRO,4,3.0519891665478602,14,0.0,1
2021-12-01,DASH,4,3.2408980669820284,76,-0.22605063220163146,31
2021-12-01,LTC,5,3.742379680373635,15,-0.27801445598583097,31
2021-12-01,XLM,5,5.334925958105573,26,-0.15584439348101875,31
2021-12-01,ZEN,6,6.202617020423433,91,-0.40656284760845407,31
2021-12-01,LINK,7,7.4362272696625205,21,-0.1813481519181116,31
2021-12-01,ETC,7,7.8054346507689525,36,-0.27071361404241956,31
2021-12-01,ZEC,8,12.453109963109487,58,-0.3465165804685124,31
2021-12-01,ALGO,10,55.690463497977696,20,-0.11255345143555284,31
2022-01-01,IMX,1,0.0,100,-0.4057971014492757,31
2022-01-01,QNT,2,0.0,64,-0.4167454272530162,31
2022-01-01,SNX,2,1.2725147743523306,121,-0.10350584307178645,31
2022-01-01,BTC,3,1.5698506947162236,1,-0.18889382137424404,31
2022-01-01,BCH,3,1.6345414016633935,25,-0.353023119958658,31
2022-01-01,CRO,4,2.7927791277451655,15,-0.2537160430548431,31
2022-01-01,DASH,4,3.2293174585384494,80,-0.2955879156705067,31
2022-01-01,LTC,5,3.6959691999973017,20,-0.23682291321355176,31
2022-01-01,XLM,6,5.652451821698904,28,-0.2701353313921141,31
2022-01-01,ZEN,6,6.203829623287675,116,-0.3875351452671042,31
2022-01-01,LINK,7,6.8046569343679115,22,-0.18072289156626542,31
2022-01-01,ETC,7,7.45607312316247,41,-0.2320916905444127,31
2022-01-01,ZEC,8,12.453196367416819,68,-0.3417797286512375,31
2022-01-01,ALGO,10,51.825611010718866,18,-0.44530488154649206,31
2022-02-01,IMX,1,0.0,118,-0.4512195121951217,28
2022-02-01,SNX,1,0.0,105,-0.22216014897579117,28
2022-02-01,QNT,2,0.0,76,0.1376417881994092,28
2022-02-01,BCH,3,1.5641956335616432,28,0.1418301788504952,28
2022-02-01,BTC,3,1.570656007827782,1,0.1478184709098458,28
2022-02-01,CRO,4,2.2828410530594843,17,0.006410256410255943,28
2022-02-01,DASH,4,3.208929692093653,80,0.02951763858891221,28
2022-02-01,LTC,5,3.747630190116459,21,-0.021283989227695366,28
2022-02-01,XLM,6,5.132136143136736,30,-0.015349357514800377,28
2022-02-01,ZEN,6,6.208773483365938,131,-0.002295332823259,28
2022-02-01,LINK,7,6.3043143766315275,22,-0.0964705882352942,28
2022-02-01,ETC,7,7.7696211333702365,37,0.13283582089552248,28
2022-02-01,ZEC,8,12.453583537181991,69,0.2049105789633221,28
2022-02-01,ALGO,10,53.184443024483706,25,-0.1138572905894526,28
2022-03-01,SNX,1,0.0,127,0.8463011730907346,31
2022-03-01,QNT,2,0.0,67,0.18592375366568903,31
2022-03-01,CRO,2,1.1199446372216124,18,0.09463148316651515,31
2022-03-01,BCH,3,1.5661910469667335,27,0.147693056358162,31
2022-03-01,BTC,3,1.571013395303332,1,0.04177299929455347,31
2022-03-01,DASH,4,3.190325261952466,80,0.2799200799200807,31
2022-03-01,LTC,4,3.781270849392687,21,0.1084679566838278,31
2022-03-01,XLM,6,4.900768643158542,31,0.1698009822698776,31
2022-03-01,LINK,6,5.703903417727402,23,0.13020833333333348,31
2022-03-01,ZEN,6,6.209994557240706,129,0.30700408997955053,31
2022-03-01,ETC,7,8.06404628906649,35,0.5546772068511201,31
2022-03-01,IMX,8,9.562089362916662,149,0.5853968253968256,31
2022-03-01,ZEC,8,12.453881360078269,63,0.5598322851153039,31
2022-03-01,ALGO,10,45.30269210150132,28,0.09581047963589628,31
2022-04-01,CRO,1,0.0,18,-0.34891936824605163,30
2022-04-01,SNX,1,0.0,97,-0.37474066390041505,30
2022-04-01,QNT,2,0.0,65,-0.31263247138618067,30
2022-04-01,BCH,3,1.5679184197651685,26,-0.24690605538624644,30
2022-04-01,BTC,3,1.568602221135054,1,-0.16898290448013842,30
2022-04-01,DASH,4,3.1689298680525586,76,-0.29839213237589735,30
2022-04-01,LTC,5,3.8388677552610866,21,-0.20507687379884687,30
2022-04-01,XLM,6,4.007677014957252,30,-0.24511720848284313,30
2022-04-01,LINK,6,5.103492458823299,23,-0.3496543778801845,30
2022-04-01,ZEN,6,6.20910108855186,124,-0.3970271856053196,30
2022-04-01,IMX,7,7.112297873243798,129,-0.3928714457348821,30
2022-04-01,ETC,8,8.369702628467463,28,-0.4146186440677969,30
2022-04-01,ZEC,8,12.454625917318976,51,-0.3327240470942421,30
2022-04-01,ALGO,10,40.25694006899759,29,-0.3588924387646434,30
2022-05-01,CRO,1,0.0,20,-0.4308969039259496,31
2022-05-01,SNX,1,0.0,108,-0.40854417254251396,31
2022-05-01,QNT,2,0.0,68,-0.31113166820844895,31
2022-05-01,BCH,3,1.5592219911937357,23,-0.3461890351185867,31
2022-05-01,BTC,3,1.5798909001956676,1,-0.22572320104592714,31
2022-05-01,DASH,4,3.147195469853627,77,-0.3421960173545444,31
2022-05-01,XLM,5,3.620788862392164,30,-0.22079526371217895,31
2022-05-01,LTC,5,4.099001164018425,22,-0.36899365367180426,31
2022-05-01,LINK,6,4.803286979371239,25,-0.38618246235606724,31
2022-05-01,IMX,6,5.699258560678805,140,-0.36609498680738783,31
2022-05-01,ZEN,6,6.206420682485312,135,-0.3327927343496594,31
2022-05-01,ETC,8,8.607638337157752,33,-0.20412595005428902,31
2022-05-01,APE,8,8.941015624999958,29,-0.6152537031200758,31
2022-05-01,ZEC,8,12.454745046477493,51,-0.2769900096680632,31
2022-05-01,ALGO,10,37.62160053100726,31,-0.36129568106312304,31
2022-06-01,CRO,1,0.0,19,-0.36904094223219275,30
2022-06-01,SNX,1,0.0,109,-0.2187938288920056,30
2022-06-01,QNT,2,0.0,62,-0.2156072814085347,30
2022-06-01,BCH,3,1.5566904965753487,25,-0.454897739504844,30
2022-06-01,BTC,3,1.5803388258317046,1,-0.3536911032640131,30
2022-06-01,DASH,5,3.1369332081260146,72,-0.2947742262810753,30
2022-06-01,XLM,5,3.625846919289131,26,-0.19721798084439546,30
2022-06-01,LINK,6,3.7525680531595293,27,-0.12424242424242393,30
2022-06-01,LTC,6,4.36184476113194,20,-0.18374840357598976,30
2022-06-01,IMX,7,4.728505728914833,133,-0.06597294484911587,30
2022-06-01,ZEN,7,6.204961350293533,126,-0.36071949440933415,30
2022-06-01,APE,8,8.794441598360635,36,-0.25933813892529456,30
2022-06-01,ETC,8,8.90752609730138,28,-0.33560709413369727,30
2022-06-01,ZEC,9,12.454893957925625,43,-0.4042790283039889,30
2022-06-01,ALGO,10,38.08862828152873,30,-0.20390117035110533,30
2022-07-01,CRO,1,0.0,22,0.2293333333333334,31
2022-07-01,QNT,1,0.0,61,0.968042609853528,31
2022-07-01,SNX,2,0.0,104,0.6198384201077196,31
2022-07-01,BCH,3,1.558894386007822,30,0.3612756714060026,31
2022-07-01,BTC,3,1.6044029158512765,1,0.20885836628099064,31
2022-07-01,DASH,4,3.1197089896677648,74,0.18968824940047857,31
2022-07-01,LINK,4,3.161205388475287,23,0.24798154555939966,31
2022-07-01,XLM,5,3.635147601566303,24,0.07662626042007958,31
2022-07-01,IMX,5,4.059377559728771,117,0.20198306595365367,31
2022-07-01,LTC,6,4.61326685017302,19,0.1631136319186397,31
2022-07-01,ZEN,7,6.204067881604701,142,0.38098859315589384,31
2022-07-01,APE,8,8.842762706043956,34,0.46958637469586373,31
2022-07-01,ETC,8,9.154758837200074,29,1.3969883641341538,31
2022-07-01,ZEC,9,12.455281127690796,50,0.1732136176580612,31
2022-07-01,ALGO,10,38.01402303390965,27,0.11858869650441028,31
2022-08-01,QNT,1,0.0,45,-0.08177073265029922,31
2022-08-01,CRO,2,0.0,24,-0.1178597252349971,31
2022-08-01,SNX,2,0.0,92,-0.18786367414796423,31
2022-08-01,BCH,3,1.5634808586105575,29,-0.15333284978603035,31
2022-08-01,BTC,3,1.6016057632093903,1,-0.13492433141730653,31
2022-08-01,LINK,4,2.6108286683634807,23,-0.08542381832585189,31
2022-08-01,DASH,4,3.098908560813255,78,-0.09756097560975563,31
2022-08-01,ETC,5,3.527656584452953,20,-0.05996573386636139,31
2022-08-01,IMX,5,3.541514578858023,129,-0.23079062007600315,31
2022-08-01,XLM,6,3.555033562734387,26,-0.11180517987557448,31
2022-08-01,LTC,7,4.881917993175924,21,-0.032117033798553574,31
2022-08-01,ZEN,7,6.203055283757338,133,-0.12720264317180618,31
2022-08-01,APE,8,8.794441598360645,34,-0.28220951234196223,31
2022-08-01,ZEC,9,12.455370474559684,53,-0.05963010204081698,31
2022-08-01,ALGO,10,37.81593010866305,30,-0.14252336448598135,31
2022-09-01,QNT,1,0.0,46,0.4405263157894743,30
2022-09-01,CRO,2,0.0,26,-0.09016393442622939,30
2022-09-01,OP,2,0.0,112,-0.24064625850340138,30
2022-09-01,BCH,3,1.5622300024461893,29,0.003512378994259935,30
2022-09-01,BTC,3,1.5968977788649679,1,-0.040647373923754726,30
2022-09-01,DASH,3,3.0804795215890977,75,-0.06946616037525088,30
2022-09-01,IMX,4,3.1408322724908744,136,-0.08470900108446777,30
2022-09-01,XLM,5,3.312771020883338,28,0.1552195056958232,30
2022-09-01,ETC,5,3.352366963202233,20,-0.1643377885783711,30
2022-09-01,LINK,6,4.261958805349788,24,0.06770607766710013,30
2022-09-01,LTC,6,5.147948293337533,21,-0.08043780403057676,30
2022-09-01,ZEN,7,6.203174412915854,134,-0.12176656151419551,30
2022-09-01,APE,7,7.012561274509795,36,0.10023065632207917,30
2022-09-01,ZEC,8,12.417130014677104,53,-0.06324177687351673,30
2022-09-01,ALGO,10,33.91593557995728,31,0.20912806539509443,30
2022-09-01,SNX,10,35.83787443174407,62,-0.20914363698396488,30
2022-10-01,QNT,1,0.0,35,0.18794300328827185,31
2022-10-01,CRO,2,0.0,27,0.009909909909909587,31
2022-10-01,OP,2,0.0,130,0.2833146696528557,27
2022-10-01,BCH,3,1.5642849804305379,30,-0.018524842069318814,31
2022-10-01,BTC,3,1.594362710371804,1,0.060281839187337205,31
2022-10-01,IMX,3,2.830881719284538,142,-0.23064770932069523,31
2022-10-01,DASH,4,3.063007281726218,75,-0.013442150744118364,31
2022-10-01,ETC,5,3.2569973413389737,20,-0.1272264631043255,31
2022-10-01,XLM,5,3.4083824783098455,25,-0.0942275531976241,31
2022-10-01,LINK,6,3.511445106719651,22,0.03866955110870807,31
2022-10-01,LTC,6,5.407843390017375,21,0.041186472699792365,31
2022-10-01,APE,7,5.862961065573764,37,-0.05279207165999622,27
2022-10-01,ZEN,7,6.202668113992172,141,-0.061781609195401765,31
2022-10-01,ALGO,8,8.887146568328204,29,0.014084507042253502,31
2022-10-01,ZEC,9,12.457931751467722,54,-0.09176470588235253,31
2022-10-01,HBAR,9,16.28196904632894,40,-0.0784343821949347,16
2022-10-01,SNX,10,36.4070181367995,68,0.08110440034512512,31
2022-11-01,QNT,2,0.0,32,-0.25324475610506214,30
2022-11-01,CRO,3,0.0,25,-0.41480820695807274,30
2022-11-01,BCH,3,1.5656847480430591,30,-0.03983647908149934,30
2022-11-01,BTC,3,1.5950536594911866,1,-0.17087955202315652,30
2022-11-01,IMX,4,2.5689195303358194,167,-0.19010951403148524,30
2022-11-01,XLM,5,2.8643500865717675,26,-0.2029759252016844,30
2022-11-01,LINK,5,2.91103414781554,22,-0.00026034886748227404,30
2022-11-01,DASH,5,3.0447785056371726,82,0.10754257907542586,30
2022-11-01,LTC,6,3.1407492405022563,21,0.4079114498276175,30
2022-11-01,ETC,6,3.3656922436946473,24,-0.17742607246980402,30
2022-11-01,ZEN,8,6.2030255014677085,155,-0.21898928024502318,30
2022-11-01,ALGO,8,8.583988849736627,28,-0.331111111111111,30
2022-11-01,ZEC,9,12.45843805039139,59,-0.10482263850139428,30
2022-11-01,SNX,10,55.63357072505153,62,-0.31324820430965694,30
2022-12-01,CRO,1,0.0,29,-0.1371951219512192,31
2022-12-01,QNT,2,0.0,30,-0.12973640856672164,31
2022-12-01,XCN,3,0.0,50,-0.6994494494494496,31
2022-12-01,BCH,3,1.5663697407045085,27,-0.12338074100914931,31
2022-12-01,BTC,4,1.589807211350297,1,-0.021701900108833105,31
2022-12-01,XLM,4,2.717490380238359,25,-0.17285922950520305,31
2022-12-01,DASH,5,3.0268623958914076,70,-0.07227592267135385,31
2022-12-01,LTC,6,3.1471379209375816,13,-0.086351333934785,31
2022-12-01,ETC,6,3.1872908390983388,23,-0.2010126582278482,31
2022-12-01,LINK,7,4.101849216308682,19,-0.2670572916666669,31
2022-12-01,ZEN,7,6.2037998409980455,153,-0.07941176470588207,31
2022-12-01,ALGO,7,8.347859592355123,28,-0.26370431893687707,31
2022-12-01,ZEC,9,12.459539995107626,55,-0.17052537845057847,31
2022-12-01,IMX,10,25.02123396928065,88,-0.1852947390661318,31
2022-12-01,SNX,10,37.18921453593705,77,-0.14119697850087176,31
2023-01-01,QNT,1,0.0,31,0.4022716516800755,31
2023-01-01,XCN,2,0.0,90,-0.07660283097418796,31
2023-01-01,CRO,3,0.0,29,0.4293286219081274,31
2023-01-01,BCH,3,1.5643743272994324,27,0.4069443009197069,31
2023-01-01,BTC,3,1.5835267221135254,1,0.4288809372738773,31
2023-01-01,XLM,4,2.7428765034738025,26,0.2733154903151054,31
2023-01-01,DASH,5,3.00716052989057,66,0.49040966137816633,31
2023-01-01,LTC,6,3.143279694578989,12,0.41529129637466444,31
2023-01-01,ETC,6,3.198210097009174,25,0.4201520912547525,31
2023-01-01,LINK,7,4.101849564316884,21,0.28086693906555404,31
2023-01-01,ZEN,7,6.201983121330723,149,0.10330138445154402,31
2023-01-01,ALGO,7,7.650655683952615,32,0.4168076706147772,31
2023-01-01,ZEC,9,12.460135640900202,55,0.2643585614600097,31
2023-01-01,IMX,10,28.935189993175864,86,1.090248962655601,31
2023-01-01,SNX,10,39.56260110149794,74,0.8064952638700951,31
2023-02-01,CRO,1,0.0,33,-0.014833127317676165,28
2023-02-01,XCN,2,0.0,137,-0.1821460775473399,28
2023-02-01,QNT,3,0.0,38,-0.13965575430307153,28
2023-02-01,BCH,3,1.567054733365944,27,-0.014028644876974194,28
2023-02-01,BTC,3,1.5855805088062676,1,-0.004400494270932254,28
2023-02-01,XLM,5,2.914344022926496,28,-0.04742402080286079,28
2023-02-01,DASH,5,2.9696522354869765,66,0.17667619955513203,28
2023-02-01,ETC,6,3.112291540926581,24,-0.04997768853190543,28
2023-02-01,LTC,6,3.1448265937821867,13,-0.025515797867038503,28
2023-02-01,LINK,6,4.101849656299844,21,0.044660194174757084,28
2023-02-01,ZEN,7,6.201178999510771,180,0.1949806949806958,28
2023-02-01,ALGO,7,6.4169517238095315,35,-0.0015923566878982554,28
2023-02-01,ZEC,9,12.459927164872813,61,-0.05879855656972999,28
2023-02-01,IMX,10,30.30023152468374,73,0.31885856079404395,28
2023-02-01,SNX,10,39.71174086643407,69,0.13895131086142287,28
2023-03-01,CRO,1,0.0,33,-0.1292346298619822,31
2023-03-01,QNT,2,0.0,39,-0.017731052879334963,31
2023-03-01,BCH,2,1.5672929916829772,28,-0.06011620977354004,31
2023-03-01,BTC,3,1.5896594911937505,1,0.20480866232895711,31
2023-03-01,DASH,4,2.726106522086753,67,-0.20739940588711836,31
2023-03-01,XLM,4,2.912038529236013,30,0.23130644464159866,31
2023-03-01,ETC,5,3.039484943246907,25,-0.0018788163457017504,31
2023-03-01,LTC,5,3.14615171028371,13,-0.05287920630050158,31
2023-03-01,LINK,6,4.101849656299844,19,0.0025225703664371046,31
2023-03-01,ALGO,6,4.995186852228384,38,-0.1092503987240826,31
2023-03-01,ZEN,6,6.2014172578277895,184,-0.12197092084006456,31
2023-03-01,XCN,7,8.881273805654063,164,-0.5468577728776187,31
2023-03-01,ZEC,9,11.790599987769086,72,-0.13689670726206582,31
2023-03-01,IMX,10,30.724467002542994,57,0.046472248353716106,31
2023-03-01,SNX,10,40.648455878797655,69,-0.1512660309108843,31
2023-04-01,QNT,1,0.0,41,-0.10399361022364162,30
2023-04-01,CRO,2,0.0,36,0.01873198847262203,30
2023-04-01,BCH,2,1.7169192147749721,28,-0.07228342712213631,30
2023-04-01,BTC,2,1.7501264677103647,1,-0.013845092594478303,30
2023-04-01,DASH,4,3.2389084677769104,72,-0.17700170357751321,30
2023-04-01,ETC,4,3.2742697415104294,23,-0.0955294117647062,30
2023-04-01,LTC,4,3.454963640646114,12,-0.06317494600431928,30
2023-04-01,XLM,5,4.118342230064577,24,-0.14356051508489287,30
2023-04-01,LINK,5,5.012472943971081,19,-0.08674347768507518,30
2023-04-01,ALGO,6,5.884795090907104,39,-0.20590868397493256,30
2023-04-01,ZEN,6,6.823092771526423,182,-0.13247470101195946,30
2023-04-01,XCN,7,8.881273805654063,164,-0.4038929440389296,30
2023-04-01,ZEC,8,10.73213741438357,75,-0.04755683302848157,30
2023-04-01,IMX,10,33.96722652647176,54,-0.16109313196691788,30
2023-04-01,SNX,10,42.43535970704356,71,-0.0895001937233626,30
2023-05-01,CRO,1,0.0,34,-0.16973125884016982,31
2023-05-01,QNT,2,0.0,40,0.03191299696915717,31
2023-05-01,BCH,2,1.5640169398238681,30,-0.03126868859461729,31
2023-05-01,BTC,2,1.5905553424657675,1,-0.04447903945077214,31
2023-05-01,DASH,4,2.9329714913248957,80,-0.13268474435934585,31
2023-05-01,ETC,4,2.9839831357860978,25,-0.07232049947970876,31
2023-05-01,LTC,4,3.138645956182506,12,0.08622478386167143,31
2023-05-01,XLM,5,3.965485635729447,28,-0.01611424503575587,31
2023-05-01,LINK,5,5.012472943971081,19,-0.0794663573085852,31
2023-05-01,ALGO,6,5.260083759028475,41,-0.16403607666290831,31
2023-05-01,ZEN,6,6.203144630626211,189,-0.14528101802757154,31
2023-05-01,XCN,8,8.881273805654063,164,-0.2897959183673471,31
2023-05-01,ZEC,8,9.708311643835618,75,-0.13497942386831263,31
2023-05-01,IMX,10,33.96722652647176,58,-0.20113587655379317,31
2023-05-01,SNX,10,42.3898334909212,72,-0.010638297872340496,31
2023-06-01,QNT,1,0.0,39,-0.034381478921906905,30
2023-06-01,CRO,1,0.0,35,-0.020442930153321437,30
2023-06-01,BCH,2,1.5663697407044943,27,1.5690978040391568,30
2023-06-01,BTC,2,1.5939481409001945,1,0.14010478440400131,30
2023-06-01,DASH,3,2.9116724944886085,84,-0.09069212410501148,30
