Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,snapshot_date
1,Bitcoin,BTC,134469548249.076,7411.31732676,18143812.0,19725074094.5446,-0.0607491,-0.137114,-0.246218,20200105
2,Ethereum,ETH,14875569429.664015,136.27677671,109157038.999,7526675353.24436,0.13213,0.654565,0.91742,20200105
3,XRP,XRP,8474172239.531365,0.1955372,43337903409.0,1168067556.97484,-0.178644,0.510495,-0.691798,20200105
4,Tether,USDT,4133500727.7742815,1.00619669,4108044456.1,24090142145.914,-0.173544,-0.164457,-0.0253324,20200105
5,Bitcoin Cash,BCH,4080035773.476062,224.09652398,18206600.0,1681830247.63357,0.0318379,-0.974564,4.98387,20200105
6,Litecoin,LTC,2778396524.60548,43.55320636,63793156.8533656,3017148033.37104,-0.073186,0.605166,-0.33198,20200105
7,EOS,EOS,2559643917.9289317,2.70163144,947443786.6242,1993836539.88974,0.0190365,0.738358,-0.0813088,20200105
8,Binance Coin,BNB,2194781442.971173,14.11101855,155536713.0,202552703.061158,0.250453,1.53998,-0.405442,20200105
9,Bitcoin SV,BSV,2003156469.1353717,110.86509078,18068415.0,650101885.074369,-0.644507,1.25464,11.3617,20200105
10,Monero,XMR,940587960.2005504,54.09689476,17387097.0680432,51316114.0579652,0.485083,6.57649,15.7282,20200105
11,Stellar,XLM,909657060.2573127,0.04535862,20054779553.7,165956087.382625,-0.738215,-1.74434,-1.46626,20200105
12,TRON,TRX,908402721.8054558,0.01362289,66682072191.4,1079591213.89978,-0.0677499,0.537523,-0.919177,20200105
13,Cardano,ADA,900224705.7813873,0.03472142,25927070538.0,21479178.4711278,0.20042,0.241667,1.02753,20200105
14,Tezos,XTZ,877159746.8913403,1.26356942,694191973.530559,36629229.7526123,0.195784,0.175007,-4.15452,20200105
15,UNUS SED LEO,LEO,856553225.0319264,0.85698267,999498892.9,6421924.57826693,0.00205168,0.631822,4.0726,20200105
16,Cosmos,ATOM,806970071.7444313,4.23187727,190688439.2,115399788.490725,0.0543996,-1.75324,-1.3398,20200105
17,Huobi Token,HT,708925310.9892446,2.93813586,241284046.971921,119839038.310955,0.153312,0.568469,4.09236,20200105
18,Neo,NEO,639703565.8896879,9.06881439,70538831.0,406708914.690302,-0.388989,-0.743682,-1.94774,20200105
19,999,999,633049725.1156361,2.91592059,217101154.0,26223.92361319,0.107911,0.412356,20.695,20200105
20,Chainlink,LINK,632725379.188,1.8077868,350000000.0,55235942.3709069,-0.326538,-1.87766,-4.36743,20200105
21,Ethereum Classic,ETC,570853943.073063,4.90789917,116313299.0,929077855.954467,0.133485,3.38167,5.6423,20200105
22,HedgeTrade,HEDG,521505971.24580944,1.81006277,288114855.057208,638477.62572337,0.124096,1.95349,0.753064,20200105
23,USD Coin,USDC,518272576.96557295,1.00849666,513906091.312005,334597544.183741,-0.112266,-0.0693067,-0.00101833,20200105
24,MINDOL,MIN,511603794.99737895,3.00420704,170295784.5,2361617.11554722,4.67783,4.9148,-20.6868,20200105
25,IOTA,MIOTA,480979947.698273,0.17304361,2779530283.0,5642016.52663571,-0.239955,-0.719974,3.55773,20200105
26,Dash,DASH,476326526.0681271,51.47923094,9252790.24978212,439864006.740325,-0.814282,10.489,15.6148,20200105
27,Crypto.com Coin,CRO,443334280.9399178,0.0346182,12806392694.0639,7626232.69826218,-0.19336,-0.406667,-1.14918,20200105
28,Maker,MKR,442089035.23700005,442.08903524,1000000.0,3750842.00105047,0.447875,0.0343804,-1.78948,20200105
29,Ontology,ONT,351858671.01610184,0.55206405,637351170.0,80035670.2790127,-0.354075,3.02517,1.4178,20200105
30,VeChain,VET,305240316.4981844,0.00550431,55454734800.0,60517802.9584788,-0.636605,-2.87336,-2.03166,20200105
31,Dogecoin,DOGE,296989929.9580017,0.00241908,122770038082.539,52631739.9726728,-0.259012,8.47739,16.7425,20200105
32,NEM,XEM,291262976.52663743,0.03236255,8999999999.0,4489886.45854963,-0.176621,0.787047,-0.378658,20200105
33,Basic Attention Token,BAT,267401433.10950223,0.18889797,1415586562.3463,46686533.1042466,-0.0183034,-0.657185,-2.21018,20200105
34,Zcash,ZEC,260715782.66110042,31.02127469,8404418.75,151498329.114861,-0.151071,2.44878,5.84455,20200105
35,Paxos Standard,PAX,254554712.66642952,1.00879147,252336306.79894,365280775.496175,-0.138937,-0.165589,0.0716428,20200105
36,INO COIN,INO,248971223.17670414,1.38314903,180003180.0,2575.83641161,0.343363,1.04799,-5.49106,20200105
37,FTX Token,FTT,209298272.8116171,2.15487044,97128007.9327722,3934363.05581502,-0.0996397,-1.57004,-2.98092,20200105
38,Decred,DCR,191803865.68638593,17.78129905,10786830.8782284,4925027.51290002,0.193,1.51423,7.01558,20200105
39,Synthetix Network Token,SNX,176286913.6490832,1.12734729,156373209.147923,116869.35395934,-0.984876,-2.75855,-12.2012,20200105
40,Insight Chain,INB,160430579.04985875,0.45850056,349902689.082001,4994348.06654314,-0.0815444,-0.661149,-15.3875,20200105
41,Qtum,QTUM,157729635.28592968,1.63808932,96288788.0484598,264942481.669353,-0.12506,-0.943512,-2.36041,20200105
42,TrueUSD,TUSD,154620833.58199272,1.00958466,153152914.87,161417972.894504,-0.119507,-0.051537,0.137672,20200105
43,PRIZM,PZM,141590298.07789126,0.28495156,496892515.59,494522.82481427,-0.441263,2.61871,25.0974,20200105
44,ThoreCoin,THR,124134300.84283702,1431.99905469,86686.0215,168718.08679073,-0.148517,-0.205883,-0.304982,20200105
45,Ravencoin,RVN,121824615.5217141,0.02330499,5227405000.0,5985139.950851,0.0918685,0.637474,1.96543,20200105
46,ThoreNext,THX,119022025.800001,5.49698086,21652254.0,203728.74644853,-0.15194,-1.48973,-1.52573,20200105
47,Algorand,ALGO,116782883.78614496,0.23165682,504120205.398139,40157155.2260266,-0.0902612,-1.63673,-1.37713,20200105
48,0x,ZRX,113427012.9311141,0.18766196,604421967.748669,9347272.77562813,-0.478391,-0.538096,-3.96176,20200105
49,Holo,HOT,109990377.19487493,0.00067942,161889281919.564,7684090.10273678,0.110826,-0.847887,4.04513,20200105
50,Cryptonex,CNX,108736345.1399126,1.95265781,55686328.9619251,2123409.89901034,-0.421836,-0.923843,-1.36404,20200105
51,OKB,OKB,107211336.4548,2.68028341,40000000.0,62760188.6873586,-0.0612331,0.109476,0.585245,20200105
52,Augur,REP,104037532.99632,9.45795755,11000000.0,9706467.74634985,-0.00544915,2.0588,1.40142,20200105
53,Seele,SEELE,99442077.67805594,0.14214393,699587206.289478,36724522.2157419,-0.447305,-3.41921,2.10494,20200105
54,Beldex,BDX,99432218.10698734,0.10143841,980222595.0,446887.88094444,-0.151428,10.7541,-10.201,20200105
55,Bitcoin Gold,BTG,95132079.66842173,5.43179712,17513923.589,10765338.805172,-0.572997,0.420394,-1.10649,20200105
56,Swipe,SXP,90534550.89875735,1.4808735,61135911.166,15814760.3094054,-0.74019,3.94467,32.78,20200105
57,Waves,WAVES,89880955.59910116,0.89176242,100790248.0,53157850.8016737,-0.274512,-6.19837,-9.71592,20200105
58,OmiseGO,OMG,89721917.99634142,0.63974946,140245398.245133,42573647.2823406,-0.334074,1.2154,-0.217642,20200105
59,ZB Token,ZB,89547065.40250197,0.19328562,463288810.0,51378227.1136879,-0.10815,0.892856,2.21518,20200105
60,Nano,NANO,87096190.12661983,0.6536383,133248297.197,1959157.47518002,-0.925751,-1.72641,-1.29075,20200105
61,KuCoin Shares,KCS,85969358.40685137,1.04377916,82363551.0,9903363.91892187,0.339708,3.71125,11.1027,20200105
62,Molecular Future,MOF,85269411.88502909,1.93173511,44141358.5013225,17994962.1323699,1.7229,8.78897,14.0725,20200105
63,Mixin,XIN,82675554.30514377,175.83344097,470192.438074276,4925957.80166136,-0.113345,-0.678602,-3.74201,20200105
64,THETA,THETA,82078449.03592591,0.09428856,870502690.0,2542729.73187583,-0.479097,0.744987,8.84551,20200105
65,Centrality,CENNZ,81965551.13682397,0.07664327,1069442193.05051,224123.12901129,-0.389877,-0.63973,-21.9477,20200105
66,Karatgold Coin,KBC,78180805.19325472,0.02083358,3752635090.42932,2633874.83155823,0.197986,1.11237,6.58904,20200105
67,ABBC Coin,ABBC,72582409.575552,0.13039694,556626634.357622,48511465.8834954,-1.47799,-7.33809,-13.9996,20200105
68,UNI COIN,UNI,72531284.43608603,1.2086651,60009414.2366823,4889.87946959,-0.0459931,43.2838,-34.8848,20200105
69,Lisk,LSK,69691908.84722616,0.57456105,121295915.46101,875747.2746949,-0.163922,0.827401,-0.00859534,20200105
70,Terra,LUNA,69081209.93526863,0.24006052,287765804.430561,1443809.85124123,0.330308,-0.603834,-22.0836,20200105
71,DigiByte,DGB,68932361.76126882,0.00543648,12679602282.5459,748040.77294415,0.238465,0.172893,-1.55163,20200105
72,Dimension Chain,EON,68722504.25677547,0.28074804,244783561.0,1697498.29689796,-0.045796,1.36861,10.316,20200105
73,Counos Coin,CCA,68027564.02261916,4.58149816,14848322.8887,88289.22666323,-0.153732,-5.653,-6.31773,20200105
74,Komodo,KMD,67261403.54935716,0.57119123,117756365.1563,2863194.17013895,0.240831,0.30773,7.68841,20200105
75,MCO,MCO,67054086.81512,4.24558718,15793831.0949625,16458581.311269,-0.00569734,2.73213,4.77474,20200105
76,1irstcoin,FST,66946344.256461,1.67917587,39868572.041138,218970.01445335,0.628701,-3.04644,-4.49823,20200105
77,Bytom,BTM,66627476.58616152,0.06646137,1002499275.0,7541765.18212396,0.0966391,1.69429,-2.38806,20200105
78,v.systems,VSYS,65540078.03121766,0.0346404,1892012873.0,3636901.69445447,0.66083,28.1518,8.69175,20200105
79,Nexo,NEXO,64972494.10568539,0.11602231,560000011.0,10837570.8942523,-0.187959,1.67371,18.5524,20200105
80,Bitcoin Diamond,BCD,62396537.67243101,0.33457863,186492897.953,1591381.0661497,2.00725,4.0965,-0.450524,20200105
81,GAPS,GAP,62276762.1291,6.22767621,10000000.0,1026510.13968113,0.339105,-0.418189,-0.984314,20200105
82,BitTorrent,BTT,61519465.72189493,0.00029003,212116500000.0,78837207.5017628,-0.176431,0.244314,-2.77367,20200105
83,Enjin Coin,ENJ,60896546.09294086,0.07710007,789837739.564264,3449537.73375564,-0.20176,-0.846719,-5.27032,20200105
84,Horizen,ZEN,60602861.57348421,7.44846609,8136287.5,1166178.20529838,-0.281279,-7.15765,-1.11566,20200105
85,FABRK,FAB,59905847.21585359,0.01249485,4794443396.5564,1469439.05549081,-0.182697,1.55087,-7.32394,20200105
86,IOST,IOST,59455303.63203757,0.00494885,12013965608.8475,18064852.1730467,-0.106995,0.610896,-2.86689,20200105
87,ICON,ICX,58800547.29203351,0.1144286,513862350.826991,3937239.63047045,-0.871037,-0.305015,-3.61799,20200105
88,Verge,XVG,56494080.86290433,0.00350092,16136911559.1206,1153168.26401815,0.235378,0.701233,-4.60065,20200105
89,Siacoin,SC,56002070.12619307,0.00133922,41817047634.0,915035.50307792,-0.014943,-0.451042,-2.16865,20200105
90,CasinoCoin,CSC,55898606.11829896,0.0014102,39638654887.504,322052.30072052,1.94288,12.7806,75.3814,20200105
91,Maximine Coin,MXM,55361238.26166391,0.03357261,1649000000.0,679.26216308,-4.1979,12.7006,420.844,20200105
92,Breezecoin,BRZE,55348818.1243,0.55348818,100000000.0,242299.28844561,0.838443,14.8503,15.626,20200105
93,Bytecoin,BCN,53254653.57410764,0.00028932,184066828814.059,5851.59307684,0.0401038,15.8008,5.93401,20200105
94,MonaCoin,MONA,52601899.74192239,0.80027628,65729674.8711679,1361363.12171624,-0.10897,-0.289709,1.98381,20200105
95,Flexacoin,FXC,52505521.01363825,0.0019912,26368750000.0,7777.27290429,0.0543939,2.15689,3.72872,20200105
96,Bitbook Gambling,BXK,50900884.3900386,0.13817213,368387491.4,469278.89001109,-6.36953,-4.67424,-9.36304,20200105
97,Energi,NRG,49305687.72529134,2.01367223,24485458.3934955,460773.36485314,-0.0721943,-0.18601,-1.01018,20200105
98,HyperCash,HC,48361685.42557515,1.08742189,44473709.553052,6381587.31892548,-0.0823238,0.0496815,-3.2227,20200105
99,MineBee,MB,47993410.21973752,0.02622422,1830117455.21985,513757.55387952,-0.174214,0.195622,2.48564,20200105
100,Zilliqa,ZIL,45523160.54571796,0.00464332,9804012066.1799,4324881.724877,-0.199342,0.627081,-1.89864,20200105
101,QCash,QC,45021018.80987461,0.14522905,310000100.0,186754548.132005,-0.0110702,-0.0555033,0.254994,20200105
102,DxChain Token,DX,44819610.02281871,0.00089639,49999999999.6862,997784.48953273,0.448921,-0.854525,-5.44203,20200105
103,botXcoin,BOTX,44665851.01536229,0.02737391,1631694137.0,365770.59886207,0.0932874,1.38348,3.51872,20200105
104,Steem,STEEM,43705298.95682713,0.12275371,356040557.27,274680.71232873,-0.229802,-2.69873,-6.67136,20200105
105,Quant,QNT,43269017.08803198,3.58402685,12072738.0,1640279.6181499,0.494565,1.60444,-1.70404,20200105
106,BitShares,BTS,42361186.84763939,0.01542347,2746540000.0,2076331.78741442,-0.436789,-0.215763,2.48749,20200105
107,MaidSafeCoin,MAID,42334743.27887297,0.09354661,452552412.0,125545.89371473,2.78764,13.5279,30.4579,20200105
108,ETERNAL TOKEN,XET,41739978.20399134,0.44656016,93470000.0,6303.91562762,-0.164851,-5.68744,3.55,20200105
109,BlockStamp,BST,41323541.91517396,1.57921076,26167211.4217425,113783.19037839,-0.168812,-1.75385,1492.98,20200105
110,Aeternity,AE,39223038.64145541,0.13207943,296965528.5,4442583.19028437,-0.215876,-0.34169,-1.5154,20200105
111,Ardor,ARDR,38796369.70566961,0.03883522,998999495.0,1721183.9238891,-0.279875,-0.841907,-3.42014,20200105
112,Single Collateral DAI ,SAI,38610991.00387157,0.99043329,38983939.1763955,249926.24320766,0.0553489,-1.95252,-1.27126,20200105
113,Joule,JUL,38339747.14886294,0.03794136,1010499999.0,30025.22065256,0.062984,0.416177,0.194564,20200105
114,Decentraland,MANA,38286764.75186479,0.03645867,1050141509.426,16724339.9067008,0.597249,1.34495,9.72093,20200105
115,Matic Network,MATIC,38017322.46569396,0.01491405,2549094192.0,13314380.8926619,0.0304605,-0.750853,0.117791,20200105
116,Silverway,SLV,36870432.1659,0.36870432,100000000.0,257180.21626452,-0.392313,-1.36131,-14.143,20200105
117,Kyber Network,KNC,36205346.11051715,0.21329633,169742005.169175,4023528.81302361,3.42182,6.14541,12.4381,20200105
118,Crypterium,CRPT,35988026.15668288,0.36089485,99718867.4685212,136903.49191752,-1.51664,-0.248475,7.37916,20200105
119,DigixDAO,DGD,35933073.055,17.96653653,2000000.0,418448.84129384,-0.20136,-1.39226,3.18092,20200105
120,STASIS EURO,EURS,35758547.61155888,1.11818119,31979207.0,608983.98156043,-0.0407665,-0.424113,0.015181,20200105
121,Buggyra Coin Zero,BCZERO,35265075.49401259,0.01753804,2010775988.46,5325.4534316,0.969259,0.139138,0.514961,20200105
122,Electroneum,ETN,34882741.81688219,0.00350647,9948097341.25,94940.86283027,-0.238499,-1.84433,-1.47956,20200105
123,EDUCare,EKT,33878305.6867,0.03387831,1000000000.0,1847521.87365427,-2.53495,-9.682,-39.2212,20200105
124,LATOKEN,LA,33787080.03526942,0.08888893,380104462.0,48665.29621318,-0.328109,-1.09912,-5.32247,20200105
125,RSK Infrastructure Framework,RIF,33650230.57637833,0.0614272,547806681.189065,4918935.01299211,-0.247213,2.40291,7.75098,20200105
