date,symbol,old_weight,new_weight,weight_change
2024-07-11,DOGE/USDC:USDC,0.0,0.0703458815353541,0.0703458815353541
2024-07-11,SOL/USDC:USDC,0.0,0.060998815806489595,0.060998815806489595
2024-07-11,BTC/USDC:USDC,0.0,0.1404179605645284,0.1404179605645284
2024-07-11,XRP/USDC:USDC,0.0,0.10724778238477983,0.10724778238477983
2024-07-11,ETH/USDC:USDC,0.0,0.12098955970884807,0.12098955970884807
2024-07-18,BTC/USDC:USDC,0.1404179605645284,0.1378836957652492,-0.0025342647992792067
2024-07-18,ETH/USDC:USDC,0.12098955970884807,0.12692337782219623,0.005933818113348158
2024-07-18,DOGE/USDC:USDC,0.0703458815353541,0.08251756767693802,0.012171686141583926
2024-07-18,SOL/USDC:USDC,0.060998815806489595,0.07170697404624579,0.010708158239756196
2024-07-18,XRP/USDC:USDC,0.10724778238477983,0.08096838468937076,-0.026279397695409074
2024-07-25,BTC/USDC:USDC,0.1378836957652492,0.14590123739309463,0.008017541627845431
2024-07-25,ETH/USDC:USDC,0.12692337782219623,0.12146687937770297,-0.005456498444493266
2024-07-25,DOGE/USDC:USDC,0.08251756767693802,0.07949864928720964,-0.003018918389728384
2024-07-25,SOL/USDC:USDC,0.07170697404624579,0.07070720732137098,-0.000999766724874812
2024-07-25,XRP/USDC:USDC,0.08096838468937076,0.08242602662062179,0.0014576419312510303
2024-08-01,BTC/USDC:USDC,0.14590123739309463,0.14513523559137345,-0.0007660018017211778
2024-08-01,DOGE/USDC:USDC,0.07949864928720964,0.07785110206316871,-0.001647547224040924
2024-08-01,SOL/USDC:USDC,0.07070720732137098,0.0752244909067434,0.004517283585372414
2024-08-01,XRP/USDC:USDC,0.08242602662062179,0.08029070955911277,-0.002135317061509018
2024-08-08,BTC/USDC:USDC,0.14513523559137345,0.1279859014351398,-0.017149334156233653
2024-08-08,ETH/USDC:USDC,0.12149846187960164,0.10130002117072327,-0.02019844070887837
2024-08-08,DOGE/USDC:USDC,0.07785110206316871,0.09759345170702616,0.019742349643857446
2024-08-08,SOL/USDC:USDC,0.0752244909067434,0.08859433407711408,0.013369843170370682
2024-08-08,XRP/USDC:USDC,0.08029070955911277,0.08452629160999667,0.004235582050883896
2024-08-15,BTC/USDC:USDC,0.1279859014351398,0.12967516305572757,0.001689261620587773
2024-08-15,ETH/USDC:USDC,0.10130002117072327,0.10019516001798236,-0.0011048611527409158
2024-08-15,DOGE/USDC:USDC,0.09759345170702616,0.09584483092510271,-0.001748620781923449
2024-08-15,SOL/USDC:USDC,0.08859433407711408,0.0867420227818823,-0.0018523112952317788
2024-08-15,XRP/USDC:USDC,0.08452629160999667,0.08754282321930512,0.0030165316093084538
2024-08-22,BTC/USDC:USDC,0.12967516305572757,0.12317133437300536,-0.006503828682722215
2024-08-22,ETH/USDC:USDC,0.10019516001798236,0.09567598499190062,-0.004519175026081734
2024-08-22,DOGE/USDC:USDC,0.09584483092510271,0.10011645504213357,0.004271624117030859
2024-08-22,SOL/USDC:USDC,0.0867420227818823,0.08945809088497071,0.002716068103088415
2024-08-22,XRP/USDC:USDC,0.08754282321930512,0.09157813470798976,0.004035311488684634
2024-08-29,BTC/USDC:USDC,0.12317133437300536,0.1190708614567311,-0.004100472916274259
2024-08-29,ETH/USDC:USDC,0.09567598499190062,0.0944349058552647,-0.001241079136635917
2024-08-29,DOGE/USDC:USDC,0.10011645504213357,0.10022824206683924,0.00011178702470567015
2024-08-29,SOL/USDC:USDC,0.08945809088497071,0.08956354737195892,0.00010545648698820353
2024-08-29,XRP/USDC:USDC,0.09157813470798976,0.09670244324920603,0.005124308541216274
2024-09-05,BTC/USDC:USDC,0.1190708614567311,0.1199650646064092,0.0008942031496780994
2024-09-05,ETH/USDC:USDC,0.0944349058552647,0.09501244385720796,0.0005775380019432536
2024-09-05,DOGE/USDC:USDC,0.10022824206683924,0.09794457501360028,-0.002283667053238958
2024-09-05,SOL/USDC:USDC,0.08956354737195892,0.09215784798984968,0.00259430061789076
2024-09-05,XRP/USDC:USDC,0.09670244324920603,0.0949200685329329,-0.0017823747162731274
2024-09-12,BTC/USDC:USDC,0.1199650646064092,0.11256093126629885,-0.00740413334011035
2024-09-12,ETH/USDC:USDC,0.09501244385720796,0.09450634484683894,-0.000506099010369021
2024-09-12,DOGE/USDC:USDC,0.09794457501360028,0.08393687748539888,-0.014007697528201399
2024-09-12,SOL/USDC:USDC,0.09215784798984968,0.08658202825456918,-0.005575819735280499
2024-09-12,XRP/USDC:USDC,0.0949200685329329,0.1224138181468942,0.027493749613961296
2024-09-19,BTC/USDC:USDC,0.11256093126629885,0.11198643684283964,-0.000574494423459207
2024-09-19,ETH/USDC:USDC,0.09450634484683894,0.09253392558864905,-0.001972419258189889
2024-09-19,DOGE/USDC:USDC,0.08393687748539888,0.08578270213865383,0.001845824653254946
2024-09-19,SOL/USDC:USDC,0.08658202825456918,0.08331666986759453,-0.0032653583869746428
2024-09-19,XRP/USDC:USDC,0.1224138181468942,0.12638026556226292,0.0039664474153687235
2024-09-26,BTC/USDC:USDC,0.11198643684283964,0.12548038851181365,0.013493951668974005
2024-09-26,ETH/USDC:USDC,0.09253392558864905,0.09659483927380462,0.0040609136851555705
2024-09-26,DOGE/USDC:USDC,0.08578270213865383,0.08014489859765533,-0.005637803540998493
2024-09-26,SOL/USDC:USDC,0.08331666986759453,0.07856195169574996,-0.004754718171844571
2024-09-26,XRP/USDC:USDC,0.12638026556226292,0.11921792192097641,-0.007162343641286512
