symbol,timestamp,mid_price,best_bid,best_ask,best_bid_size,best_ask_size,spread_abs,spread_pct,spread_vol_adj,total_bid_liquidity,total_ask_liquidity,total_bid_size,total_ask_size,avg_bid_price,avg_ask_price,orderbook_imbalance,top_of_book_imbalance,depth_impact_100,depth_impact_1000,depth_impact_5000,depth_impact_10000,depth_impact_1000_vol_adj,liquidity_score,price_impact_per_1k,deep_bid_pct,deep_ask_pct,volume_24h,amihud_illiquidity,volatility_30d,orderbook_depth_levels,liquidity_regime
ARB/USDC:USDC,2025-11-02 19:57:08.920744,0.2982,0.29819,0.29821,10076.3,335.3,1.999999999996449e-05,0.006706908115346911,0.0024369748076816856,90938.412938,62208.26122,305095.1,208486.8,0.29806579305272357,0.29837985531937755,0.18759892681939255,0.9355910714971764,0.003354478700634291,0.012407700344992886,0.0158316092531118,0.02212753575609043,0.0045083744464638476,0.006945349254145533,3.6999762428768787e-06,96.69594860969421,99.83926602184494,2691229.7011460005,0.0,2.7521450341652276,20,Medium
DOGE/USDC:USDC,2025-11-02 19:57:11.425030,0.183075,0.18307,0.18308,101.0,77826.0,9.999999999982245e-06,0.00546224225043411,0.0008804408073947004,1470308.82057,1280421.21133,8036706.0,6989263.0,0.18294918596872897,0.18319831594976468,0.06903171414056931,-0.9974078304053794,0.007183480897653626,0.008092376963836308,0.009997444570545196,0.01046096883351148,0.0013043835445445625,0.002184824351939263,1.4815119126543318e-06,99.99874243630036,98.88721118067079,9962971.850660002,0.0,6.2039857813921095,20,Liquid
INJ/USDC:USDC,2025-11-02 19:57:13.772338,7.5281,7.5278,7.5284,156.1,570.7,0.000600000000000378,0.007970138547580106,0.0015910510280640665,59991.9442,70596.20362,7974.8,9369.1,7.522689496915283,7.535003748492384,-0.08120384274548938,-0.5704457897633461,0.003985069273795952,0.003985069273784154,0.008024221070548237,0.017990138995333402,0.0007955255140308556,0.002386576542094922,2.999999999997449e-05,98.04125437895044,93.91403834811479,1230076.9227899997,0.0,5.009354449981333,20,Liquid
SUI/USDC:USDC,2025-11-02 19:57:16.273565,2.30265,2.3026,2.3027,1782.3,3111.9,0.00010000000000021103,0.004342822400287105,0.0011394710316359595,334951.36285000003,317220.78463999997,145535.5,137682.6,2.301509685609353,2.3040005392112,0.027186960188716025,-0.2716685055780312,0.0021714112001435526,0.0021714112001435526,0.002732558161765035,0.00736343921076593,0.0005697355158179797,0.0017092065474539392,5.000000000010551e-06,98.77477018004018,97.7410773577992,10570840.058330014,0.0,3.8112617870171173,20,Liquid
KPEPE/USDC:USDC,2025-11-02 19:57:18.772312,0.00653,0.006529,0.006531,6530814.0,1130363.0,2.0000000000002655e-06,0.030627871362944342,,1094563.234043,1594532.398429,167894714.0,243795412.0,0.006519343033295259,0.006540452854908525,-0.18592465003797365,0.7049113993841939,0.015313935681472171,0.015313935681465529,0.015313935681472171,0.0173179964752727,,,9.99999999999699e-08,96.10441103082721,99.53701782665104,5980696.234617,0.0,,20,Medium
CRV/USDC:USDC,2025-11-02 19:57:21.276393,0.464335,0.46423,0.46444,797.9,3579.4,0.00021000000000004349,0.045225968320295365,0.005251168305564287,66204.411911,25801.321484,142650.8,55508.700000000004,0.4641012311953386,0.4648158123681513,0.4391366595986037,-0.6354373700683069,0.022612984160147682,0.02357004525187964,0.03670716554393831,0.051057185863490805,0.0027367081166915315,0.007987876422255819,1.0944396962031533e-05,99.44050689930158,93.55685507414454,3328047.1825670004,0.0,8.612553566864852,20,Illiquid
LDO/USDC:USDC,2025-11-02 19:57:23.786672,0.86356,0.86343,0.86369,2160.0,2000.0,0.00025999999999992696,0.030107925332336714,0.00395074993482609,76987.566072,74671.177487,89212.8,86371.3,0.8629654721295599,0.8645369177840323,0.01527368967090816,0.038461538461538464,0.015053962666168357,0.015053962666168357,0.02033960625796353,0.031121064199788377,0.001975374967413045,0.005926124902239135,1.2999999999996347e-05,97.57751946820112,97.686684396666,543381.496235,0.0,7.6208127137922865,20,Medium
LINK/USDC:USDC,2025-11-02 19:57:26.499367,17.0315,17.03,17.033,117.4,174.5,0.0030000000000001137,0.017614420338784683,0.003068907889055215,373893.423,517762.8401,21971.9,30379.5,17.016890801432737,17.04316529567636,-0.1613507615589584,-0.19561493662213086,0.008807210169392342,0.008807210169392342,0.012347700823431973,0.01625978817856394,0.0015344539445276075,0.004603361833582823,0.00015000000000000568,99.46526954554106,99.42594209746186,7045302.974299997,0.0,5.73963800008589,20,Medium
STX/USDC:USDC,2025-11-02 19:57:29.009111,0.416945,0.41687,0.41702,2036.7,7756.7,0.00014999999999998348,0.03597596805333641,0.016127092062091012,82815.897592,108585.189047,198835.4,260111.80000000002,0.4165047953835182,0.41745583647877565,-0.1346350321594739,-0.5840668205117733,0.017987984026668204,0.018169019829571642,0.022571609973629513,0.03265813287520699,0.008144699679381803,0.024271791741472815,7.575481972840748e-06,98.97478726465918,97.02104949819639,162256.540241,0.0,2.2307783644332857,20,Illiquid
CFX/USDC:USDC,2025-11-02 19:57:31.536789,0.10081000000000001,0.1008,0.10082,780.0,49357.0,2.0000000000006124e-05,0.01983930165658776,,84426.26511000001,108584.48487,838755.0,1074930.0,0.10065664599316845,0.10101540088191789,-0.12516515148769328,-0.9688852544029359,0.010979945811829747,0.014489550574295292,0.0187109831832045,0.026050195558018907,,,1.4606915933947086e-06,99.90687258296033,95.41723410489298,487217.5438700002,0.0,,20,Medium
GMX/USDC:USDC,2025-11-02 19:57:33.961098,9.66985,9.6688,9.6709,105.17,100.0,0.002100000000000435,0.021716986302790994,,70473.78069099999,72511.15410599999,7297.29,7489.099999999999,9.657527752220345,9.682225381688053,-0.014248867671916032,0.025198615782034417,0.010858493151395497,0.010875509791208693,0.01376435277987367,0.02441602626524203,,,0.00010516454835451938,98.55709785110214,98.66628794987008,332188.969897,0.0,,20,Medium
SNX/USDC:USDC,2025-11-02 19:57:36.272366,1.0096500000000002,1.0094,1.0099,467.4,3073.9,0.0004999999999999449,0.04952211162283414,0.002592761262217699,62415.00268,113001.3553,61909.2,111725.8,1.0081700729455396,1.0114168374717387,-0.2883787646860595,-0.736029141840567,0.02476105581141707,0.03260952580834822,0.04765797864318164,0.06311770225181412,0.001707292207955628,0.004300053470173327,3.2924207732398786e-05,99.24410231556206,97.25283683389593,2290755.5548799997,0.0,19.100143289118634,20,Medium
XRP/USDC:USDC,2025-11-02 19:57:38.949784,2.4856499999999997,2.4856,2.4857,6421.0,19330.0,0.00010000000000021103,0.004023092551252632,0.00031926967995194523,1133569.1495,1475888.6177,456268.0,593553.0,2.48443710604294,2.486532150793611,-0.1311841381389037,-0.5013009203526076,0.0020115462756263155,0.0020115462756263155,0.0020115462756263155,0.0020115462756263155,0.0001596348399759726,0.0004789045199279178,5.000000000010551e-06,98.59205434383604,96.74443041136274,52835950.86759994,0.0,12.600922680343984,20,Liquid
BCH/USDC:USDC,2025-11-02 19:57:41.356637,532.165,532.13,532.2,4.0,7.788,0.07000000000005002,0.013153815076160594,0.0036396133375289925,142797.1431,75317.09622,268.445,141.46,531.9418990854737,532.4268077194967,0.30937937426908924,-0.3213437393959959,0.006576907538080297,0.006576907538080297,0.008241322731458117,0.011972989460653569,0.0018198066687644962,0.005459420006293489,0.003500000000002501,98.50940995471498,94.4969020208995,1889200.1793000002,0.0,3.614069368448624,20,Medium
APT/USDC:USDC,2025-11-02 19:57:43.849514,3.2798,3.2795,3.2801,120.0,1285.89,0.0005999999999999339,0.018293798402339592,,72611.497501,121562.525028,22155.48,37039.28,3.2773606124083074,3.2819894184768175,-0.2520987456995651,-0.8292896314789919,0.009146899201169796,0.010071448377355404,0.013086660660831497,0.017976537331214605,,,3.303233638805025e-05,99.4580197165131,96.53030587508074,3259918.381557,0.0,,20,Medium
AAVE/USDC:USDC,2025-11-02 19:57:46.346937,224.87,224.83,224.91,2.22,11.4,0.07999999999998408,0.035576110641697016,0.007109687529204442,167975.8134,265492.3383,747.54,1179.79,224.70478288787226,225.03355537849959,-0.22496814245188287,-0.6740088105726871,0.017788055320848508,0.018901784408146376,0.022212619228683964,0.02439559457586523,0.003777416318488797,0.010887103847693239,0.004250444259859876,99.70286043573937,99.03425687670777,5330042.468799998,0.0,5.003892294219842,20,Illiquid
COMP/USDC:USDC,2025-11-02 19:57:48.940671,34.923500000000004,34.911,34.936,29.54,141.09,0.02499999999999858,0.0715850358640989,0.01549550666473686,110781.44887000001,77537.97892000001,3178.7599999999998,2216.39,34.850523119077884,34.98390577470572,0.17652703356273297,-0.6537537361542519,0.03579251793204945,0.03579251793204945,0.048795001417586165,0.07470823519326285,0.00774775333236843,0.02324325999710529,0.001249999999999929,99.06909419355024,93.64296012269597,102091.87959,0.0,4.619728635721543,20,Illiquid
WLD/USDC:USDC,2025-11-02 19:57:51.438738,0.82712,0.82707,0.82717,2244.4,4444.1,9.999999999998899e-05,0.012090144114516515,0.0022682304016157138,73203.962821,101196.32811700001,88560.40000000001,122239.40000000001,0.8265992793731735,0.8278536062595203,-0.16050641398271184,-0.3288779247962922,0.0060450720572582575,0.006045072057251546,0.017619024475458503,0.033392599176658114,0.0011341152008065977,0.0034023456024223114,4.999999999993898e-06,97.46424122893592,96.36743124439269,3371251.0899859993,0.0,5.330209887806998,20,Liquid
FXS/USDC:USDC,2025-11-02 19:57:53.937054,1.3174000000000001,1.3172,1.3176,2295.6,2301.1,0.000400000000000178,0.03036283588888553,,90175.17804,88943.01478,68545.8,67412.0,1.315546365203995,1.3193943923930458,0.006879051427446181,-0.0011965105401701222,0.015181417944442764,0.015181417944442764,0.024756120562616044,0.03504738636050589,,,2.00000000000089e-05,96.64678863327698,96.59115517109528,711015.7837500001,0.0,,20,Medium
YGG/USDC:USDC,2025-11-02 19:57:56.494334,0.118075,0.11803,0.11812,18674.0,4449.0,9.000000000000674e-05,0.07622273978404129,,101220.77051,114465.09581,858990.0,967125.0,0.11783696027893224,0.11835605098617034,-0.061405624420239925,0.6151883406132422,0.038111369892020644,0.04012052937176168,0.05362983982812072,0.06623825599802052,,,4.73723150557076e-06,97.82249017776222,99.54089421209038,359011.2724099999,0.0,,20,Medium
TRX/USDC:USDC,2025-11-02 19:57:58.994008,0.295545,0.29554,0.29555,15075.0,14837.0,9.99999999995449e-06,0.0033835794887257407,,157020.82427,207807.2165,531531.0,702751.0,0.2954123546321852,0.2957053301951901,-0.13920638370562494,0.007956672907194437,0.0016917897443628704,0.0016917897443628704,0.0025002489175444775,0.007455306572820861,,,4.999999999977245e-07,97.16262761916272,97.88983490378449,3012447.286180001,0.0,,20,Medium
KSHIB/USDC:USDC,2025-11-02 19:58:01.561696,0.009974,0.009972,0.009976,347009.0,508026.0,4.000000000000531e-06,0.04010427110487799,,351514.40811,327719.448943,35277918.0,32814886.0,0.009964148340896989,0.009986914138388292,0.035032056956405995,-0.18831626775512114,0.020052135552438996,0.020052135552438996,0.0215958824065111,0.02580285505941528,,,2.0000000000002654e-07,99.01558124840301,98.45353475591817,1492064.2261949999,0.0,,20,Medium
UNI/USDC:USDC,2025-11-02 19:58:04.152299,5.74455,5.7441,5.745,17.4,3.8,0.0008999999999996788,0.015667023526641406,0.0023910013177409297,24993.01359,71383.13261,4353.9,12420.0,5.740373823468614,5.7474341876006445,-0.48134440781364213,0.6415094339622641,0.009197460869363842,0.021508981540231672,0.03243067057141731,0.04146237112266487,0.003282563731298874,0.005673565049039804,0.00012355941990693786,99.60009888507408,99.96941714491673,2539888.532079999,0.0,6.552494726955631,20,Medium
SEI/USDC:USDC,2025-11-02 19:58:06.725611,0.189245,0.18923,0.18926,2535.0,6000.0,3.0000000000002247e-05,0.015852466379562075,0.00578065045419928,172302.25083,179424.62364,911467.0,947251.0,0.18903838628277272,0.18941613536433322,-0.020249725929337513,-0.40597539543058,0.00792623318978837,0.014248281736988028,0.026028758118806086,0.02954543582869448,0.0051956796073491796,0.01097633006154846,2.6964160773162994e-06,99.72159501823728,99.36711027897799,4043440.1568400003,0.0,2.742332632834814,20,Illiquid
RUNE/USDC:USDC,2025-11-02 19:58:09.230320,0.847445,0.84744,0.84745,3402.5,51156.6,1.0000000000065512e-05,0.0011800175822697064,,86940.790951,115529.525618,102696.59999999999,136041.8,0.8465790586153779,0.8492207955054991,-0.1411996343535978,-0.8752728692372125,0.0005900087911348532,0.0005900087911348532,0.003587383140354644,0.009251682929083137,,,5.000000000032757e-07,96.68347323683183,62.47482153320168,262672.6652279999,0.0,,20,Medium
ZRO/USDC:USDC,2025-11-02 19:58:11.729493,1.6006,1.6002,1.601,405.9,362.7,0.0007999999999999119,0.04998125702860876,0.011528088913792946,53071.24632,53049.67067,33198.6,33100.0,1.5985989264607543,1.6027090836858007,0.00020331194463794522,0.05620608899297423,0.02499062851430438,0.031109676326090144,0.046657706822878384,0.061011330325279195,0.007175392058691272,0.01870348097248422,4.9794147927539885e-05,98.77613354681058,98.905398105839,2043283.0597299999,0.0,4.335606482771657,20,Illiquid
DOT/USDC:USDC,2025-11-02 19:58:14.339662,2.8964499999999997,2.8962,2.8967,681.3,1411.3,0.000500000000000167,0.017262511004856533,0.003125049290723003,247403.20564,159723.79276,85537.7,55058.4,2.8923294131125807,2.9009886367929325,0.21536133251928297,-0.34884832266080473,0.008631255502435932,0.008631255502435932,0.01283837515776445,0.023727095533423552,0.0015625246453628892,0.004687573936085892,2.5000000000030552e-05,99.20244321212589,97.4405111227588,1960033.7256399998,0.0,5.523916392647594,20,Medium
BANANA/USDC:USDC,2025-11-02 19:58:16.837633,11.9375,11.933,11.942,368.9,98.6,0.009000000000000341,0.07539267015707092,,60474.5229,87622.1224,5088.599999999999,7269.0,11.884314526588847,12.054219617553995,-0.1833100232959834,0.5781818181818181,0.03769633507853546,0.03769633507852058,0.05018383385286423,0.06676177125981785,,,0.00044999999999983947,92.72076324226776,98.65618274500962,290337.1814,0.0,,20,Medium
TRB/USDC:USDC,2025-11-02 19:58:19.149757,25.9185,25.918,25.919,43.7,124.01,0.0010000000000012221,0.0038582479696017214,0.0009010100723618752,44661.58605,43276.54524,1725.07,1668.16,25.889723924246553,25.94268250047957,0.0157501733284785,-0.4788623218651243,0.0019291239848008605,0.0019291239848008605,0.016874569326193533,0.03819350361502888,0.0004505050361809376,0.001351515108542813,5.0000000000061104e-05,97.46400273664261,92.57284708801306,660152.3283899999,0.0,4.2821363355992785,20,Liquid
FTT/USDC:USDC,2025-11-02 19:58:21.574961,0.890795,0.8902,0.89139,300.0,404.8,0.0011900000000000244,0.13358853608293988,,16308.760258,36669.520683999996,18457.4,40198.1,0.8835892518989673,0.9122202463300504,-0.38432278405353915,-0.14869466515323498,0.06679426804146994,0.09318683763728366,0.22626464936508733,0.5183408660637845,,,8.30103690331041e-05,98.36247516196704,99.0159820328455,196176.530811,0.0,,20,Medium
ARK/USDC:USDC,2025-11-02 19:58:24.072943,0.310955,0.31089,0.31102,1000.0,4975.0,0.000130000000000019,0.04180669228667138,,90865.02057,63491.327580000005,294933.0,203339.0,0.3080869911810479,0.312243728846901,0.17734089538966583,-0.6652719665271967,0.02090334614333569,0.02201141144404983,0.033962876456609746,0.05066251583667953,,,6.844558445584514e-06,99.65785513715863,97.56293566542557,123832.23709,0.0,,20,Medium
BIGTIME/USDC:USDC,2025-11-02 19:58:26.601092,0.030157,0.03015,0.030164,20000.0,99023.0,1.4000000000000123e-05,0.04642371588685918,,150476.71992,112143.25584499999,4998808.0,3710291.0,0.03010252042486929,0.03022492193873742,0.14596553047168778,-0.6639305008275711,0.02321185794342959,0.023870093079824274,0.035378876378087704,0.046922157543188375,,,7.198503970082606e-07,99.59927356183695,97.33650521425166,68527.959178,0.0,,20,Medium
KAS/USDC:USDC,2025-11-02 19:58:29.098129,0.0511375,0.05111,0.051165,23915.0,10000.0,5.4999999999999494e-05,0.10755316548521045,,74333.407426,103962.067472,1456219.0,2028989.0,0.05104548658271867,0.051238359336595714,-0.16617729677632073,0.41029043196225856,0.053776582742605224,0.0542540651347307,0.05745804052424594,0.0756762905782888,,,2.7744172558272917e-06,98.35565771525164,99.50784934116686,324319.9062970001,0.0,,20,Medium
BLUR/USDC:USDC,2025-11-02 19:58:31.623171,0.0485245,0.048517,0.048532,20000.0,83547.0,1.5000000000001124e-05,0.030912219600410358,0.004446569699901703,110011.540547,164104.282146,2279536.0,3368221.0,0.04826049711300896,0.04872135235366088,-0.1973353492241926,-0.6137019904004944,0.015456109800205179,0.01548667229256542,0.020447433282568792,0.03289286393090219,0.002227681113119243,0.006674250813020945,7.514830296605907e-07,99.11796526512103,97.52919122464299,601658.704605,0.0,6.951925121311763,20,Medium
TIA/USDC:USDC,2025-11-02 19:58:34.121221,0.937585,0.93758,0.93759,523.6,8171.8,1.0000000000065512e-05,0.001066569964330222,0.00013127423218581072,56257.305075,86412.719645,60034.5,92086.0,0.9370829285660744,0.9383914997393741,-0.21136475324219045,-0.8795685074867171,0.000533284982165111,0.0016192532398888533,0.0034957198453089257,0.0108105279978123,0.0001992989047973816,0.0003305731369831923,1.5181875489211905e-06,99.12737219220593,91.1334835965398,4706359.237251,0.0,8.12474730623872,20,Liquid
BSV/USDC:USDC,2025-11-02 19:58:36.615711,22.0985,22.089,22.108,8.93,4.61,0.019000000000001904,0.08597868633618527,,85765.16961,85932.85363,3895.7599999999998,3879.61,22.015003390865967,22.149869092511874,-0.0009766217271215253,0.3190546528803545,0.042989343168092636,0.05331873566230226,0.08827140869990716,0.11891495876866337,,,0.0011782640800333866,99.77000596990949,99.88139823630341,4392694.945239999,0.0,,20,Medium
ADA/USDC:USDC,2025-11-02 19:58:39.114341,0.596365,0.59633,0.5964,23795.0,7264.0,7.00000000000145e-05,0.011737778038619721,0.0038068766635229617,188205.48366,104190.75272,315672.0,174646.0,0.5962058201550977,0.5965825310628357,0.28733177957466566,0.5322450819408223,0.0058688890193098605,0.0058688890193098605,0.006316743335327213,0.00799312711727489,0.0019034383317614808,0.005710314995284443,3.500000000000725e-06,92.46054255484172,95.84200182175246,6372908.90323,0.0,3.0833092521987147,20,Medium
TON/USDC:USDC,2025-11-02 19:58:41.619010,2.29,2.2897,2.2903,287.5,1746.7,0.0005999999999999339,0.02620087336244253,,71736.36198,88152.57117,31351.0,38468.0,2.288168223661127,2.291581864666736,-0.10267257943737174,-0.717333595516665,0.013100436681221263,0.013846552564368871,0.020001937694529945,0.026184519717686823,,,3.1708605372404714e-05,99.08234996613916,95.46188278242595,2274513.2408099994,0.0,,20,Medium
MINA/USDC:USDC,2025-11-02 19:58:44.128816,0.143625,0.1436,0.14365,24304.0,44.0,4.999999999999449e-05,0.034812880765879545,0.011073207165215525,225633.87733,141771.73584,1576777.0,983081.0,0.14309815359432562,0.1442116527936152,0.2282549272081933,0.9963857401018564,0.043495520306675764,0.0450806169472071,0.05864022464300843,0.07979806450631875,0.01433914687926109,0.025412354044476615,6.47470360904262e-06,98.45322234351555,99.9955417065591,7945405.127170005,0.0,3.1438841743373054,20,Illiquid
POLYX/USDC:USDC,2025-11-02 19:58:46.667815,0.080156,0.080111,0.080201,195849.0,20317.0,8.999999999999286e-05,0.11228105194869113,,108890.931354,77930.251801,1369688.0,968939.0,0.0795005368770114,0.08042843956224283,0.165723602806395,0.8120240925955053,0.05614052597434556,0.05614052597434556,0.06683245942585969,0.07739074676780736,,,4.4999999999996435e-06,85.59139953721807,97.9090998946585,74988.113803,0.0,,20,Medium
