date,symbol,close,daily_return,volatility_30d
2025-04-14,ACE/USDC:USDC,0.4541,-0.011168406901451254,
2025-04-15,ACE/USDC:USDC,0.4498,-0.009514398578690192,
2025-04-16,ACE/USDC:USDC,0.4412,-0.01930475214586788,
2025-04-17,ACE/USDC:USDC,0.4481,0.015518134412749972,
2025-04-18,ACE/USDC:USDC,0.4784,0.06543078084432466,
2025-04-19,ACE/USDC:USDC,0.5287,0.09997396060498247,
2025-04-20,ACE/USDC:USDC,0.5579,0.0537585716100782,
2025-04-21,ACE/USDC:USDC,0.6583,0.16548101962234849,
2025-04-22,ACE/USDC:USDC,0.6385,-0.030539079001237073,
2025-04-23,ACE/USDC:USDC,0.626,-0.01977130437249538,
2025-04-24,ACE/USDC:USDC,0.6312,0.00827239843156587,
2025-04-25,ACE/USDC:USDC,0.6329,0.002689662249595232,
2025-04-26,ACE/USDC:USDC,0.6478,0.0232695749559692,
2025-04-27,ACE/USDC:USDC,0.6,-0.07665235152108267,
2025-04-28,ACE/USDC:USDC,0.6289,0.04704260633331133,
2025-04-29,ACE/USDC:USDC,0.61,-0.030513304382100825,
2025-04-30,ACE/USDC:USDC,0.6772,0.10450769309162332,1.3226838235595924
2025-05-01,ACE/USDC:USDC,0.6531,-0.03623639335036881,1.3299402031992187
2025-05-02,ACE/USDC:USDC,0.6783,0.03785941104342246,1.2554614475070758
2025-05-03,ACE/USDC:USDC,0.5974,-0.12700276217002437,1.3402180072007177
2025-05-04,ACE/USDC:USDC,0.5876,-0.016540461482287227,1.3419204364966508
2025-05-05,ACE/USDC:USDC,0.5541,-0.05870126842641824,1.3576649273400947
2025-05-06,ACE/USDC:USDC,0.5267,-0.050714049383960506,1.2888155936814718
2025-05-07,ACE/USDC:USDC,0.5298,0.005868450348625953,1.2843267119786144
2025-05-08,ACE/USDC:USDC,0.6172,0.15269354365103635,1.3580254826676177
2025-05-09,ACE/USDC:USDC,0.7074,0.13640315628237454,1.3661262067804925
2025-05-10,ACE/USDC:USDC,0.7609,0.07290566641109686,1.3654938451707497
2025-05-11,ACE/USDC:USDC,0.7412,-0.02623144877127239,1.3729417809295772
2025-05-12,ACE/USDC:USDC,0.7773,0.04755588182496919,1.3719937870401275
2025-05-13,ACE/USDC:USDC,0.801,0.030034570832185335,1.2949481667602718
2025-05-14,ACE/USDC:USDC,0.7715,-0.037524275265143785,1.305777833485146
2025-05-15,ACE/USDC:USDC,0.7103,-0.08264925579945116,1.3491377585995152
2025-05-16,ACE/USDC:USDC,0.6772,-0.047720765744784045,1.3618734271686372
2025-05-17,ACE/USDC:USDC,0.6461,-0.047012359694860444,1.3785232571650332
2025-05-18,ACE/USDC:USDC,0.7045,0.08653404077461506,1.390691598168222
2025-05-19,ACE/USDC:USDC,0.6715,-0.047974315375442715,1.3696928418907566
2025-05-20,ACE/USDC:USDC,0.6694,-0.0031322271860659678,1.3600968655056822
2025-05-21,ACE/USDC:USDC,0.685,0.02303704948499919,1.2349685518427744
2025-05-22,ACE/USDC:USDC,0.7658,0.11150220078096891,1.287123526332976
2025-05-23,ACE/USDC:USDC,0.6663,-0.13918101947470268,1.3812356949194238
2025-05-24,ACE/USDC:USDC,0.6631,-0.004814211193669433,1.3812514894795496
2025-05-25,ACE/USDC:USDC,0.6515,-0.01764841180992224,1.382878389003808
2025-05-26,ACE/USDC:USDC,0.6631,0.01764841180992224,1.3818759304288946
2025-05-27,ACE/USDC:USDC,0.6779,0.022073976062097888,1.3548946630191663
2025-05-28,ACE/USDC:USDC,0.6743,-0.005324668696383529,1.3462749787276553
2025-05-29,ACE/USDC:USDC,0.6226,-0.07977085773302837,1.3721121242267258
2025-05-30,ACE/USDC:USDC,0.5324,-0.15650917148655127,1.4245778998022236
2025-05-31,ACE/USDC:USDC,0.5485,0.029792193194328385,1.426732666146807
2025-06-01,ACE/USDC:USDC,0.5707,0.03967639782737754,1.4274466671879174
2025-06-02,ACE/USDC:USDC,0.5893,0.03207171430120541,1.3638096723121822
2025-06-03,ACE/USDC:USDC,0.5919,0.004402309852811477,1.3626566734163417
2025-06-04,ACE/USDC:USDC,0.5761,-0.02705644495834198,1.3498382085278573
2025-06-05,ACE/USDC:USDC,0.5337,-0.07644737339843823,1.3652149129316165
2025-06-06,ACE/USDC:USDC,0.536,0.004300277730902982,1.3651473896868214
2025-06-07,ACE/USDC:USDC,0.5738,0.0681467424764624,1.275324462473361
2025-06-08,ACE/USDC:USDC,0.5699,-0.006819996706310514,1.172814107365985
2025-06-09,ACE/USDC:USDC,0.6041,0.05827884030374169,1.1612923610149788
2025-06-10,ACE/USDC:USDC,0.6209,0.027430291226151513,1.165586530754881
2025-06-11,ACE/USDC:USDC,0.5997,-0.03474050819638304,1.1533633497167557
2025-06-12,ACE/USDC:USDC,0.5621,-0.06474976016643469,1.1607161284832144
2025-06-13,ACE/USDC:USDC,0.5532,-0.015960170217426132,1.157134033952788
2025-06-14,ACE/USDC:USDC,0.5616,0.015070252920998173,1.1309770517213849
2025-06-15,ACE/USDC:USDC,0.5663,0.008334120408158063,1.1229653306040663
2025-06-16,ACE/USDC:USDC,0.5584,-0.01404842167159666,1.1136464284844247
2025-06-17,ACE/USDC:USDC,0.5562,-0.003947609648298211,1.0637890591579793
2025-06-18,ACE/USDC:USDC,0.5424,-0.025124205173678773,1.055905776081316
2025-06-19,ACE/USDC:USDC,0.5376,-0.00888894741724604,1.055823267529125
2025-06-20,ACE/USDC:USDC,0.5101,-0.05250800428005883,1.0613628945904634
2025-06-21,ACE/USDC:USDC,0.479,-0.06290618751796571,0.9817896213938371
2025-06-22,ACE/USDC:USDC,0.4592,-0.042214752405558574,0.8813403982951973
2025-06-23,ACE/USDC:USDC,0.5057,0.09645776308058067,0.9596364589105673
2025-06-24,ACE/USDC:USDC,0.5195,0.02692320245334462,0.9671640058772968
2025-06-25,ACE/USDC:USDC,0.4968,-0.04467927992001298,0.971154202007181
2025-06-26,ACE/USDC:USDC,0.4984,0.003215436853974393,0.9656188170019868
2025-06-27,ACE/USDC:USDC,0.5029,0.008988375704675746,0.9678263955696808
2025-06-28,ACE/USDC:USDC,0.5147,0.023192863480789735,0.9403497562481923
2025-06-29,ACE/USDC:USDC,0.5406,0.049095427183638234,0.7882846984242956
2025-06-30,ACE/USDC:USDC,0.5297,-0.020368825291866285,0.7842392121261255
2025-07-01,ACE/USDC:USDC,0.4927,-0.07241033900056339,0.8078734150124598
2025-07-02,ACE/USDC:USDC,0.5172,0.04852917734778486,0.8193111055004336
2025-07-03,ACE/USDC:USDC,0.5089,-0.01617811330291534,0.8196887300931559
2025-07-04,ACE/USDC:USDC,0.4701,-0.07930609556470221,0.8567771276162971
2025-07-05,ACE/USDC:USDC,0.4615,-0.01846338408717799,0.8205386705477165
2025-07-06,ACE/USDC:USDC,0.4741,0.026936215965165714,0.8274833900959054
2025-07-07,ACE/USDC:USDC,0.4779,0.007983235676039742,0.7869989181213511
2025-07-08,ACE/USDC:USDC,0.485,0.014747385353370744,0.7903376336433289
2025-07-09,ACE/USDC:USDC,0.5001,0.03065918748737475,0.7678918394217461
2025-07-10,ACE/USDC:USDC,0.5338,0.06521315854556592,0.7994401681485036
2025-07-11,ACE/USDC:USDC,0.617,0.14484778693496386,0.9472219591360788
2025-07-12,ACE/USDC:USDC,0.562,-0.09336717401169663,0.9769954206136587
2025-07-13,ACE/USDC:USDC,0.5684,0.011323546329254506,0.9760223404852949
2025-07-14,ACE/USDC:USDC,0.5582,-0.018108075120723745,0.9768218602802221
2025-07-15,ACE/USDC:USDC,0.5825,0.04261186433763389,0.9878472154234925
2025-07-16,ACE/USDC:USDC,0.5851,0.004453587354334754,0.9864209422441775
2025-07-17,ACE/USDC:USDC,0.5978,0.021473477055647096,0.9886184118494009
2025-07-18,ACE/USDC:USDC,0.6121,0.02363941800718659,0.9861572953889041
2025-07-19,ACE/USDC:USDC,0.6389,0.042852279751273585,0.9941087996652096
2025-07-20,ACE/USDC:USDC,0.6379,-0.0015664163603879811,0.9721697911589889
2025-07-21,ACE/USDC:USDC,0.6557,0.027521836021664105,0.9404503343292603
2025-07-22,ACE/USDC:USDC,0.6461,-0.014749076705453865,0.9258521019663418
2025-07-23,ACE/USDC:USDC,0.5774,-0.11241902333528497,0.9699003399494077
2025-07-24,ACE/USDC:USDC,0.553,-0.043177265706499865,0.9801964054270698
2025-07-25,ACE/USDC:USDC,0.5842,0.05488538843130583,0.9819343412204475
2025-07-26,ACE/USDC:USDC,0.5745,-0.01674329266483032,0.9849569195760997
2025-07-27,ACE/USDC:USDC,0.602,0.04675734802001065,0.9957600968717397
2025-07-28,ACE/USDC:USDC,0.5627,-0.06751081886958771,1.0258507670910018
2025-07-29,ACE/USDC:USDC,0.5709,0.01446743653098021,1.0132889401778888
2025-07-30,ACE/USDC:USDC,0.5554,-0.027525488097514227,1.0155661279200807
2025-07-31,ACE/USDC:USDC,0.5199,-0.06605208948302908,1.009962477964121
2025-08-01,ACE/USDC:USDC,0.5069,-0.02532273991136647,0.9997475401082605
2025-08-02,ACE/USDC:USDC,0.4964,-0.020931692147851545,1.0008125153679472
2025-08-03,ACE/USDC:USDC,0.5145,0.035813501943651974,0.9671870212784626
2025-08-04,ACE/USDC:USDC,0.5349,0.038884258263100206,0.9718373153042125
2025-08-05,ACE/USDC:USDC,0.5185,-0.03113978586762253,0.97637997904654
2025-08-06,ACE/USDC:USDC,0.5472,0.05387433863875881,0.9923284642127582
2025-08-07,ACE/USDC:USDC,0.5717,0.04380001196158484,1.0012338488089725
2025-08-08,ACE/USDC:USDC,0.5799,0.014241296612469381,0.9976690882044434
2025-08-09,ACE/USDC:USDC,0.6031,0.03922734557454612,0.9819010957114596
2025-08-10,ACE/USDC:USDC,0.5983,-0.007990720060954883,0.8406646591118104
2025-08-11,ACE/USDC:USDC,0.553,-0.07873429887365128,0.8217717310457942
2025-08-12,ACE/USDC:USDC,0.5858,0.05762043287129824,0.8457011763095876
2025-08-13,ACE/USDC:USDC,0.6036,0.029933292500060823,0.8486323851599035
2025-08-14,ACE/USDC:USDC,0.5357,-0.11933742400677927,0.9360507047158947
2025-08-15,ACE/USDC:USDC,0.537,0.002423791621950249,0.9358797175835915
2025-08-16,ACE/USDC:USDC,0.5601,0.042117244706921915,0.9453573743335073
2025-08-17,ACE/USDC:USDC,0.5596,-0.0008930964244606056,0.940788895767802
2025-08-18,ACE/USDC:USDC,0.5408,-0.03417271806257181,0.9318715818074584
2025-08-19,ACE/USDC:USDC,0.5171,-0.044813245326578405,0.9416984554436842
2025-08-20,ACE/USDC:USDC,0.5494,0.06059049425899766,0.9637612503721059
2025-08-21,ACE/USDC:USDC,0.5324,-0.031431687140216956,0.9674397496307025
2025-08-22,ACE/USDC:USDC,0.5897,0.10221884648550185,0.9612054243810209
2025-08-23,ACE/USDC:USDC,0.5819,-0.0133153213438343,0.9496214663634533
2025-08-24,ACE/USDC:USDC,0.5676,-0.02488166637673666,0.9340226518973324
2025-08-25,ACE/USDC:USDC,0.5154,-0.09647364706762296,0.9906645956411098
2025-08-26,ACE/USDC:USDC,0.5375,0.041985461783553134,0.9877460393296901
2025-08-27,ACE/USDC:USDC,0.5414,0.007229617178382972,0.9610928145734525
2025-08-28,ACE/USDC:USDC,0.5568,0.028047731840008975,0.965053685685068
2025-08-29,ACE/USDC:USDC,0.5236,-0.061478074984465,0.9839546752118704
2025-08-30,ACE/USDC:USDC,0.5296,0.01139397058705351,0.9571853470220191
2025-08-31,ACE/USDC:USDC,0.5133,-0.03126153505654095,0.9594324399092234
2025-09-01,ACE/USDC:USDC,0.4939,-0.03852740201967826,0.9662991047293596
2025-09-02,ACE/USDC:USDC,0.5109,0.03384080879017313,0.9653986441665362
2025-09-03,ACE/USDC:USDC,0.5115,0.00117370905492875,0.9550722038875242
2025-09-04,ACE/USDC:USDC,0.4902,-0.04253411429766884,0.9603366319860983
2025-09-05,ACE/USDC:USDC,0.4965,0.012770012391214943,0.9408100329858976
2025-09-06,ACE/USDC:USDC,0.4946,-0.0038341283979114725,0.9253780284801955
2025-09-07,ACE/USDC:USDC,0.4978,0.006449034846175943,0.9237546431541542
2025-09-08,ACE/USDC:USDC,0.5115,0.02714919545818946,0.9174006162923003
2025-09-09,ACE/USDC:USDC,0.5171,0.010888694010494656,0.9191151187637545
2025-09-10,ACE/USDC:USDC,0.5859,0.12491284714856705,0.9852202928801418
2025-09-11,ACE/USDC:USDC,0.63,0.07257069283483558,0.9971649697417606
2025-09-12,ACE/USDC:USDC,0.65,0.03125254350410453,0.997633538471778
2025-09-13,ACE/USDC:USDC,0.7407,0.1306233221295608,0.9945011130685169
2025-09-14,ACE/USDC:USDC,0.6678,-0.1036069575096895,1.0715292225244917
2025-09-15,ACE/USDC:USDC,0.6056,-0.09776902538631496,1.1240705883637176
2025-09-16,ACE/USDC:USDC,0.6006,-0.008290546574009102,1.1246562045148298
2025-09-17,ACE/USDC:USDC,0.6132,0.020761991448429006,1.1185051771050833
2025-09-18,ACE/USDC:USDC,0.6064,-0.011151312669496989,1.1060374497136967
2025-09-19,ACE/USDC:USDC,0.5728,-0.05700321868172616,1.1081184576957765
2025-09-20,ACE/USDC:USDC,0.5717,-0.0019222373765102184,1.1018803742406178
2025-09-21,ACE/USDC:USDC,0.5644,-0.012851158291266594,1.042128040255551
2025-09-22,ACE/USDC:USDC,0.5017,-0.11776088848845156,1.1179984145264354
2025-09-23,ACE/USDC:USDC,0.4778,-0.04881009659849817,1.1264530073774706
2025-09-24,ACE/USDC:USDC,0.4909,0.027048206172297643,1.0827795760511114
2025-09-25,ACE/USDC:USDC,0.4481,-0.09122401927190943,1.1144849698644437
2025-09-26,ACE/USDC:USDC,0.4635,0.0337899632138125,1.1222956516040448
2025-09-27,ACE/USDC:USDC,0.466,0.00537924911973593,1.116619892745258
2025-09-28,ACE/USDC:USDC,0.4734,0.0157550629542375,1.1006488804959076
2025-09-29,ACE/USDC:USDC,0.4607,-0.02719362513801224,1.1023671805645745
2025-09-30,ACE/USDC:USDC,0.4505,-0.022388994893478613,1.1001030619232737
2025-10-01,ACE/USDC:USDC,0.4661,0.0340421263303027,1.1008483441263426
2025-10-02,ACE/USDC:USDC,0.4883,0.04652976768891926,1.1069110142457583
2025-10-03,ACE/USDC:USDC,0.4898,0.003067173450452862,1.106988454398309
2025-10-04,ACE/USDC:USDC,0.4667,-0.04831049156229746,1.1098666464667566
2025-10-05,ACE/USDC:USDC,0.4605,-0.013373797260408299,1.1093413409529675
2025-10-06,ACE/USDC:USDC,0.4769,0.03499396960881706,1.1169985583175082
2025-10-07,ACE/USDC:USDC,0.4391,-0.08257964773650694,1.1519309947127432
2025-10-08,ACE/USDC:USDC,0.4345,-0.01053123286222498,1.1465169886827493
2025-10-09,ACE/USDC:USDC,0.478,0.09541478778600918,1.198402045336065
2025-10-10,ACE/USDC:USDC,0.3015,-0.46084071632421575,1.9313663564047616
2025-10-11,ACE/USDC:USDC,0.2978,-0.012347895917331488,1.901432347099696
2025-10-12,ACE/USDC:USDC,0.329,0.09963563051546322,1.9414248116515576
2025-10-13,ACE/USDC:USDC,0.3629,0.09806956345365271,1.912167461690476
2025-10-14,ACE/USDC:USDC,0.345,-0.05058289718766498,1.8931577132743733
2025-10-15,ACE/USDC:USDC,0.3201,-0.07491097005554231,1.8832988864667253
2025-10-16,ACE/USDC:USDC,0.3022,-0.05754439713717808,1.8868648943144097
2025-09-27,APEX/USDC:USDC,1.9433,,
2025-09-28,APEX/USDC:USDC,2.1605,0.10595211750133013,
2025-09-29,APEX/USDC:USDC,1.7576,-0.2063904343015873,
2025-09-30,APEX/USDC:USDC,1.5336,-0.13633132933896572,
2025-10-01,APEX/USDC:USDC,1.7016,0.10395107215459272,
2025-10-02,APEX/USDC:USDC,1.7814,0.045830587111741775,
2025-10-03,APEX/USDC:USDC,2.0511,0.14097666259008873,
2025-10-04,APEX/USDC:USDC,1.9974,-0.026529899778823657,
2025-10-05,APEX/USDC:USDC,1.9945,-0.0014529424635729958,
2025-10-06,APEX/USDC:USDC,2.3241,0.15293947496050533,
2025-10-07,APEX/USDC:USDC,2.1772,-0.06529321974592155,
2025-10-08,APEX/USDC:USDC,2.0181,-0.07588317286037517,
2025-10-09,APEX/USDC:USDC,1.6307,-0.21314710423243824,
2025-10-10,APEX/USDC:USDC,1.0651,-0.42594067901811156,
2025-10-11,APEX/USDC:USDC,1.0449,-0.019147504409054793,
2025-10-12,APEX/USDC:USDC,1.2417,0.17256022138273133,
2025-10-13,APEX/USDC:USDC,1.3283,0.06741852071566119,
2025-10-14,APEX/USDC:USDC,1.1503,-0.14387715123649295,
2025-10-15,APEX/USDC:USDC,0.88873,-0.25798457955389636,
2025-10-16,APEX/USDC:USDC,1.007,0.12493741537049388,
2025-09-19,ASTER/USDC:USDC,0.88692,,
2025-09-20,ASTER/USDC:USDC,1.6591,0.6262757790645139,
2025-09-21,ASTER/USDC:USDC,1.3993,-0.170303175087642,
2025-09-22,ASTER/USDC:USDC,1.6408,0.15921181619650324,
2025-09-23,ASTER/USDC:USDC,1.96,0.17776054546639206,
2025-09-24,ASTER/USDC:USDC,2.3071,0.16304685134700012,
2025-09-25,ASTER/USDC:USDC,1.8794,-0.20503874762259833,
2025-09-26,ASTER/USDC:USDC,2.0309,0.07752646759009933,
2025-09-27,ASTER/USDC:USDC,1.923,-0.054592577950284285,
2025-09-28,ASTER/USDC:USDC,1.8552,-0.03589395964745792,
2025-09-29,ASTER/USDC:USDC,1.9,0.023861379213209955,
2025-09-30,ASTER/USDC:USDC,1.6211,-0.15874895500700426,
2025-10-01,ASTER/USDC:USDC,1.6411,0.012261817538054703,
2025-10-02,ASTER/USDC:USDC,1.7972,0.09086314951042258,
2025-10-03,ASTER/USDC:USDC,2.082,0.14709907197890937,
2025-10-04,ASTER/USDC:USDC,2.063,-0.00916773610366227,
2025-10-05,ASTER/USDC:USDC,1.8711,-0.09763474087106523,
2025-10-06,ASTER/USDC:USDC,2.0631,0.09768321279371342,
2025-10-07,ASTER/USDC:USDC,2.0473,-0.007687854135367148,
2025-10-08,ASTER/USDC:USDC,1.9288,-0.059623803991571585,
2025-10-09,ASTER/USDC:USDC,1.6803,-0.13792569898306506,
2025-10-10,ASTER/USDC:USDC,1.3207,-0.24081044983413763,
2025-10-11,ASTER/USDC:USDC,1.1997,-0.09609037352887631,
2025-10-12,ASTER/USDC:USDC,1.4839,0.21260223149119847,
2025-10-13,ASTER/USDC:USDC,1.451,-0.022420783127892797,
2025-10-14,ASTER/USDC:USDC,1.5031,0.03527666825499269,
2025-10-15,ASTER/USDC:USDC,1.2821,-0.15903028358052554,
2025-10-16,ASTER/USDC:USDC,1.2686,-0.01058542835885821,
2025-03-31,AVAX/USDC:USDC,18.765,,
2025-04-01,AVAX/USDC:USDC,19.799,0.053637998787577294,
2025-04-02,AVAX/USDC:USDC,17.97,-0.09692773057909385,
2025-04-03,AVAX/USDC:USDC,18.127,0.008698838685314418,
2025-04-04,AVAX/USDC:USDC,18.171,0.0024243771861379364,
2025-04-05,AVAX/USDC:USDC,17.881,-0.016088220073853916,
2025-04-06,AVAX/USDC:USDC,16.007,-0.11071257002850536,
2025-04-07,AVAX/USDC:USDC,16.67,0.04058457019814226,
2025-04-08,AVAX/USDC:USDC,16.129,-0.03299180282765716,
2025-04-09,AVAX/USDC:USDC,18.441,0.13395755265793646,
2025-04-10,AVAX/USDC:USDC,18.309,-0.007183704362514344,
2025-04-11,AVAX/USDC:USDC,19.115,0.04308062491790829,
2025-04-12,AVAX/USDC:USDC,20.469,0.06843817935302032,
2025-04-13,AVAX/USDC:USDC,19.576,-0.04460722036102574,
2025-04-14,AVAX/USDC:USDC,20.088,0.025818295714913297,
2025-04-15,AVAX/USDC:USDC,19.01,-0.05515746535494604,
2025-04-16,AVAX/USDC:USDC,18.745,-0.014038106312462419,
2025-04-17,AVAX/USDC:USDC,19.038,0.01550993164123808,
2025-04-18,AVAX/USDC:USDC,19.06,0.0011549163969424164,
2025-04-19,AVAX/USDC:USDC,19.881,0.0421726035481436,
2025-04-20,AVAX/USDC:USDC,19.49,-0.019862988254730148,
2025-04-21,AVAX/USDC:USDC,19.912,0.02142105154582151,
2025-04-22,AVAX/USDC:USDC,22.054,0.10217142627119585,
2025-04-23,AVAX/USDC:USDC,22.327,0.0123027170798134,
2025-04-24,AVAX/USDC:USDC,22.359,0.0014322161513664919,
2025-04-25,AVAX/USDC:USDC,22.157,-0.009075450914527626,
2025-04-26,AVAX/USDC:USDC,22.388,0.01037162737597425,
2025-04-27,AVAX/USDC:USDC,21.697,-0.031351098887878466,
2025-04-28,AVAX/USDC:USDC,21.82,0.005652978263690114,
2025-04-29,AVAX/USDC:USDC,21.558,-0.012080003045488105,
2025-04-30,AVAX/USDC:USDC,20.9,-0.03099781838867144,0.9613412086246104
2025-05-01,AVAX/USDC:USDC,21.623,0.03400840402099267,0.9508606511170666
2025-05-02,AVAX/USDC:USDC,21.25,-0.017400667621332144,0.8838357421974327
2025-05-03,AVAX/USDC:USDC,20.511,-0.035395567770659254,0.8951921836013428
2025-05-04,AVAX/USDC:USDC,19.898,-0.03034210343259861,0.9032325995866113
2025-05-05,AVAX/USDC:USDC,19.679,-0.011067146842215363,0.9020642540252424
2025-05-06,AVAX/USDC:USDC,20.005,0.01643016498424564,0.8036425525970754
2025-05-07,AVAX/USDC:USDC,19.549,-0.023058108081215827,0.8012547397535132
2025-05-08,AVAX/USDC:USDC,22.16,0.1253647276511006,0.891307501934474
2025-05-09,AVAX/USDC:USDC,23.268,0.04879016416943204,0.7862530122957175
2025-05-10,AVAX/USDC:USDC,25.867,0.10588899898745503,0.8551278854843872
2025-05-11,AVAX/USDC:USDC,24.797,-0.04224534692415642,0.8671988144557801
2025-05-12,AVAX/USDC:USDC,24.842,0.001813091010188229,0.8401254125581136
2025-05-13,AVAX/USDC:USDC,25.725,0.03492751259811148,0.824951694234311
2025-05-14,AVAX/USDC:USDC,24.979,-0.02942780984960518,0.833328973460711
2025-05-15,AVAX/USDC:USDC,23.496,-0.061205277974189266,0.8392765169080635
2025-05-16,AVAX/USDC:USDC,23.06,-0.018730679055405968,0.8409193900195834
2025-05-17,AVAX/USDC:USDC,22.16,-0.0398106529618299,0.8558026110624118
2025-05-18,AVAX/USDC:USDC,23.064,0.03998409845701792,0.8642472124487105
2025-05-19,AVAX/USDC:USDC,22.257,-0.03561639446060252,0.8662629868187225
2025-05-20,AVAX/USDC:USDC,22.601,0.015337587211447788,0.8628744889773768
2025-05-21,AVAX/USDC:USDC,23.208,0.026502893732156464,0.8642773513668555
2025-05-22,AVAX/USDC:USDC,25.287,0.08579338286435197,0.8427462352997199
2025-05-23,AVAX/USDC:USDC,23.064,-0.09201746934735365,0.9068047198061105
2025-05-24,AVAX/USDC:USDC,22.972,-0.003996877334050944,0.9069760886340535
2025-05-25,AVAX/USDC:USDC,23.422,0.019399668617895327,0.9084708845578781
2025-05-26,AVAX/USDC:USDC,23.062,-0.01548951027102101,0.9098952732946866
2025-05-27,AVAX/USDC:USDC,23.407,0.014848881578842765,0.9034757030078259
2025-05-28,AVAX/USDC:USDC,23.6,0.008211589103797016,0.9036311294827273
2025-05-29,AVAX/USDC:USDC,22.25,-0.05890470341931524,0.9276556198628172
2025-05-30,AVAX/USDC:USDC,20.541,-0.07991911980521368,0.9639155023182177
2025-05-31,AVAX/USDC:USDC,20.792,0.012145408532153732,0.9570342035334943
2025-06-01,AVAX/USDC:USDC,20.865,0.003504816704326679,0.9553859211753624
2025-06-02,AVAX/USDC:USDC,21.15,0.013566791448771046,0.9481854547858306
2025-06-03,AVAX/USDC:USDC,21.128,-0.0010407304974558399,0.9414708747194515
2025-06-04,AVAX/USDC:USDC,20.08,-0.05087488017130273,0.9585096439983306
