total_return_pct,annualized_return_pct,volatility_pct,sharpe_ratio,max_drawdown_pct,win_rate_pct,n_days,start_date,end_date
2641.0295650623752,101.5870366347782,98.03458879455627,1.0362366781347605,-88.84278575934233,50.654205607476634,1605,2021-02-02,2025-10-24
