return_bucket,count,mean_return_zscore,mean_forward_return,median_forward_return,std_forward_return,positive_days_pct
-1 to 0,219,-0.43555405085676796,0.00044128148084109965,-0.0018082097866141122,0.04536644478199851,47.03196347031963
-2 to -1,72,-1.3873758668555014,0.007709656711241291,0.004309990914700301,0.05544654782840566,54.166666666666664
0 to 1,177,0.47298834407891427,0.002793149823289411,0.002702207566181114,0.03924385537247498,53.10734463276836
1 to 2,69,1.3943921717360142,0.009002611206211085,-0.0020827134781314927,0.07984115990073251,47.82608695652174
>2,18,2.4494780702148256,-0.00543502376858479,-0.010178791031222378,0.028934668855159752,38.88888888888889
<-2,13,-2.489162699692007,0.024494071715452124,0.006309553287295655,0.04685142475792599,61.53846153846154
