date,portfolio_value,return,daily_return
2021-02-02,9874.53123089298,-0.01056801293657517,
2021-02-03,9679.278688612521,-0.01977334799140661,-0.01977334799140662
2021-02-04,9310.974952115526,-0.03805074203827771,-0.03805074203827785
2021-02-05,8078.883286150757,-0.13232681564510368,-0.13232681564510362
2021-02-06,8584.460329885402,0.06258006531686512,0.06258006531686511
2021-02-07,8864.494320636739,0.032621036150221897,0.03262103615022194
2021-02-08,8312.721942811384,-0.06224521759135385,-0.06224521759135393
2021-02-09,7228.236140473696,-0.13046097413080465,-0.1304609741308047
2021-02-10,6902.722109405279,-0.04503367415540528,-0.04503367415540527
2021-02-11,5952.562715841147,-0.1376499558441584,-0.1376499558441583
2021-02-12,5833.84578249041,-0.019943835792742514,-0.019943835792742504
2021-02-13,5176.913193988346,-0.11260712281318236,-0.1126071228131823
2021-02-14,5615.157413752857,0.0846535770144686,0.08465357701446852
2021-02-15,5614.852954621743,-5.4220943186323103e-05,-5.4220943186411574e-05
2021-02-16,5726.0259806338545,0.019799810771643056,0.019799810771643056
2021-02-17,5455.082093016503,-0.04731796337175531,-0.04731796337175531
2021-02-18,5550.626565325115,0.017514763422337192,0.017514763422337154
2021-02-19,5468.249128907515,-0.014841105855006337,-0.014841105855006198
2021-02-20,5625.277464555295,0.02871638287613132,0.02871638287613143
2021-02-21,5701.303138536471,0.013515008719162957,0.013515008719162891
2021-02-22,6252.312477278982,0.09664620970916406,0.09664620970916404
2021-02-23,7038.156837471906,0.12568859330826748,0.12568859330826743
2021-02-24,6742.410034201786,-0.042020490605655755,-0.042020490605655714
2021-02-25,7169.04511039845,0.0632763468896877,0.06327634688968775
2021-02-26,7298.303490199126,0.018030069250532625,0.018030069250532632
2021-02-27,7104.862082548815,-0.026504982686741122,-0.026504982686741174
2021-02-28,7374.653255715722,0.03797275302916507,0.03797275302916514
2021-03-01,6569.56798268135,-0.10916923753810262,-0.10916923753810259
2021-05-02,6592.706355938065,0.007552263062148734,0.003522054009900133
2021-05-03,7473.0988013791875,0.13354036990410645,0.13354036990410645
2021-05-04,10750.6161358884,0.43857540514576543,0.43857540514576554
2021-05-05,14332.588632250525,0.3331876472088473,0.3331876472088473
2021-05-06,18839.68356810644,0.3144648221964774,0.3144648221964774
2021-05-07,15780.552352478926,-0.16237699558851904,-0.16237699558851904
2021-05-08,17198.19695638855,0.08983491656342013,0.08983491656342002
2021-05-09,15931.620067176767,-0.07364591139545551,-0.07364591139545551
2021-05-10,15715.220339784286,-0.013583033393968602,-0.013583033393968602
2021-05-11,15489.24002730489,-0.01437971008954353,-0.01437971008954353
2021-05-12,13882.160849258655,-0.10375455317454108,-0.10375455317454108
2021-05-13,13682.107316668711,-0.014410835226752683,-0.014410835226752683
2021-05-14,14876.421036285734,0.08729018797871935,0.08729018797871935
2021-05-15,14421.515855833322,-0.030578939608043698,-0.030578939608043698
2021-05-16,14140.17496860031,-0.019508412988306967,-0.019508412988306856
2021-05-17,14589.17943048863,0.031753812303269124,0.031753812303269235
2021-05-18,13536.757266380833,-0.07213717324693625,-0.07213717324693625
2021-05-19,13240.206300029782,-0.021907090488173964,-0.021907090488173964
2021-05-20,14198.33608595063,0.07236517046707136,0.07236517046707136
2021-05-21,14068.512367070143,-0.009143586832611184,-0.009143586832611184
2021-05-22,12841.645404155031,-0.08720658808153814,-0.08720658808153814
