symbol,category,signal,entry_date,exit_date,entry_price,exit_price,entry_z_score,exit_z_score,position_size,return_pct,pnl,hold_days,exit_reason,market_cap
WIF,Meme Coins,SHORT,2025-03-03,2025-03-06,0.643,0.572,1.6058422929620266,-0.1984540926982489,10000.0,0.11041990668740287,1074.1990668740286,3,mean_revert,2098966578.6955955
FLOKI,Meme Coins,SHORT,2025-03-05,2025-03-06,7.52e-05,7.28e-05,1.7874989852655627,0.3410362256565341,10000.0,0.03191489361702138,289.1489361702138,1,mean_revert,1911027839.4132748
MOG,Meme Coins,LONG,2025-03-11,2025-03-14,4.2e-07,4.5e-07,-1.974619875804684,-0.2693829974197688,10000.0,0.0714285714285714,684.285714285714,3,mean_revert,1135029920.0852993
PEPE,Meme Coins,SHORT,2025-03-13,2025-03-14,6.7e-06,7.06e-06,1.7254754996636668,-0.4340303966333223,10000.0,-0.05373134328358198,-567.3134328358198,1,mean_revert,8714215845.94732
PEPE,Meme Coins,SHORT,2025-03-18,2025-03-19,7.29e-06,7.46e-06,1.7573050367188563,0.3036460675698194,10000.0,-0.023319615912208436,-263.1961591220844,1,mean_revert,8714215845.94732
BONK,Meme Coins,SHORT,2025-03-20,2025-03-21,1.164e-05,1.183e-05,2.012993294753007,0.115549635155663,10000.0,-0.01632302405498276,-193.2302405498276,1,mean_revert,2620322044.1454067
BONK,Meme Coins,SHORT,2025-03-22,2025-03-23,1.212e-05,1.389e-05,2.072514805084672,0.1892910871206209,10000.0,-0.14603960396039617,-1490.3960396039618,1,mean_revert,2620322044.1454067
PEPE,Meme Coins,SHORT,2025-03-21,2025-03-24,7.21e-06,8e-06,1.9457490775909052,0.1287265499911575,10000.0,-0.10957004160887651,-1125.7004160887652,3,mean_revert,8714215845.94732
BONK,Meme Coins,SHORT,2025-03-24,2025-03-26,1.413e-05,1.393e-05,4.5293334796383125,-0.4330061146989378,10000.0,0.014154281670205271,111.5428167020527,2,mean_revert,2620322044.1454067
TURBO,Meme Coins,LONG,2025-03-24,2025-03-27,0.002437,0.002471,-2.2001469517070045,-0.2217848584344413,10000.0,0.013951579811243509,109.51579811243508,3,mean_revert,655209318.6224619
PEPE,Meme Coins,SHORT,2025-03-27,2025-03-28,8.45e-06,7.78e-06,2.088531702141462,0.1116779730640686,10000.0,0.07928994082840246,762.8994082840246,1,mean_revert,8714215845.94732
BONK,Meme Coins,SHORT,2025-04-02,2025-04-03,1.104e-05,1.091e-05,3.1159056904306945,-0.4101843675337613,10000.0,0.011775362318840465,87.75362318840466,1,mean_revert,2620322044.1454067
PEPE,Meme Coins,SHORT,2025-04-02,2025-04-06,7.06e-06,6.33e-06,1.7321842729956212,-0.1536379308970396,10000.0,0.10339943342776203,1003.9943342776203,4,mean_revert,8714215845.94732
MOG,Meme Coins,LONG,2025-04-07,2025-04-09,3.4e-07,4.1e-07,-1.8939205684580185,0.355127339629066,10000.0,0.20588235294117663,2028.8235294117662,2,mean_revert,1135029920.0852993
BONK,Meme Coins,SHORT,2025-04-12,2025-04-13,1.39e-05,1.257e-05,3.2511346096010008,-0.197598019277289,10000.0,0.09568345323741012,926.8345323741012,1,mean_revert,2620322044.1454067
TURBO,Meme Coins,SHORT,2025-04-19,2025-04-21,0.00206,0.00222,2.84769525559837,0.4635473156208959,10000.0,-0.07766990291262132,-806.6990291262132,2,mean_revert,655209318.6224619
TURBO,Meme Coins,SHORT,2025-04-22,2025-04-24,0.003065,0.004292,1.6982188366860616,,10000.0,-0.4003262642740619,-4033.2626427406194,2,stop_loss,655209318.6224619
BONK,Meme Coins,SHORT,2025-04-26,2025-04-29,1.846e-05,2.017e-05,3.5384564488049937,1.1230398916641604,10000.0,-0.09263271939328277,-956.3271939328276,3,stop_loss,2620322044.1454067
WIF,Meme Coins,SHORT,2025-05-11,2025-05-13,0.911,1.175,3.5399685442898474,5.059103829766509,10000.0,-0.28979143798024154,-2927.914379802415,2,stop_loss,2098966578.6955955
PNUT,Meme Coins,SHORT,2025-05-09,2025-05-14,0.3849,0.3924,2.76641600739567,,10000.0,-0.019485580670304037,-224.85580670304037,5,stop_loss,756472715.6159503
WIF,Meme Coins,SHORT,2025-05-13,2025-05-14,1.175,1.131,5.059103829766509,-0.2345501040589171,10000.0,0.03744680851063831,344.46808510638306,1,mean_revert,2098966578.6955955
WIF,Meme Coins,SHORT,2025-05-17,2025-05-19,0.932,0.992,1.5043257932181633,0.3254105645165762,10000.0,-0.06437768240343344,-673.7768240343345,2,mean_revert,2098966578.6955955
GIGA,Meme Coins,SHORT,2025-05-30,2025-06-03,0.02105,0.02322,4.163469348061265,,10000.0,-0.10308788598574825,-1060.8788598574824,4,stop_loss,769429559.7931653
MOG,Meme Coins,SHORT,2025-06-30,2025-07-01,1.01e-06,9.1e-07,1.5586974452901228,-0.1814229442155372,10000.0,0.0990099009900991,960.099009900991,1,mean_revert,1135029920.0852993
BONK,Meme Coins,SHORT,2025-06-29,2025-07-04,1.502e-05,1.749e-05,1.797079954543465,2.153904510595188,10000.0,-0.16444740346205067,-1674.4740346205067,5,stop_loss,2620322044.1454067
BONK,Meme Coins,SHORT,2025-07-04,2025-07-07,1.749e-05,2.278e-05,2.153904510595188,2.8251770296619942,10000.0,-0.30245854774156644,-3054.5854774156646,3,stop_loss,2620322044.1454067
FLOKI,Meme Coins,SHORT,2025-07-07,2025-07-08,8.2e-05,9.12e-05,3.3989400366716294,-0.2286035685505402,10000.0,-0.11219512195121939,-1151.9512195121938,1,mean_revert,1911027839.4132748
POPCAT,Meme Coins,LONG,2025-07-07,2025-07-09,0.2852,0.3262,-1.5693168986318775,-0.2113813429848674,10000.0,0.14375876577840097,1407.5876577840097,2,mean_revert,844807311.7319478
FLOKI,Meme Coins,SHORT,2025-07-09,2025-07-11,9.18e-05,9.55e-05,3.464728499843412,-1.5035001046927283,10000.0,-0.04030501089324634,-433.0501089324634,2,stop_loss,1911027839.4132748
BONK,Meme Coins,SHORT,2025-07-07,2025-07-13,2.278e-05,2.637e-05,2.8251770296619942,2.9889771621119925,10000.0,-0.15759438103599654,-1605.9438103599655,6,stop_loss,2620322044.1454067
BONK,Meme Coins,SHORT,2025-07-13,2025-07-14,2.637e-05,2.696e-05,2.9889771621119925,0.076536449145827,10000.0,-0.02237390974592346,-253.73909745923459,1,mean_revert,2620322044.1454067
TURBO,Meme Coins,SHORT,2025-07-15,2025-07-16,0.006199,0.005955,5.894285940976073,-0.2458776005020305,10000.0,0.039361187288272204,363.611872882722,1,mean_revert,655209318.6224619
MOG,Meme Coins,SHORT,2025-07-12,2025-07-18,1.73e-06,1.53e-06,2.3768218621622217,-0.4333417677293324,10000.0,0.11560693641618502,1126.0693641618502,6,mean_revert,1135029920.0852993
BONK,Meme Coins,SHORT,2025-07-16,2025-07-19,3.867e-05,3.309e-05,1.7296636864750858,-1.2597408382388458,10000.0,0.1442979053529867,1412.979053529867,3,take_profit,2620322044.1454067
FLOKI,Meme Coins,SHORT,2025-07-17,2025-07-20,0.0001306,0.0001353,5.32844104192844,-0.283169506541763,10000.0,-0.03598774885145484,-389.87748851454836,3,mean_revert,1911027839.4132748
POPCAT,Meme Coins,LONG,2025-07-24,2025-07-25,0.3639,0.3844,-3.3523412756079125,-0.2210805849815401,10000.0,0.056334157735641766,533.3415773564177,1,mean_revert,844807311.7319478
PEPE,Meme Coins,SHORT,2025-08-09,2025-08-10,1.24e-05,1.208e-05,2.324455714778769,-0.225713482148387,10000.0,0.02580645161290329,228.06451612903294,1,mean_revert,8714215845.94732
PEPE,Meme Coins,SHORT,2025-08-12,2025-08-13,1.214e-05,1.226e-05,1.7965584945805584,0.1908319726507842,10000.0,-0.009884678747940523,-128.84678747940524,1,mean_revert,8714215845.94732
FARTCOIN,Meme Coins,LONG,2025-08-12,2025-08-15,1.0591,0.9308,-2.331867744020102,0.0604066450029588,10000.0,-0.12114059106788777,-1241.4059106788777,3,mean_revert,1299695658.524675
FARTCOIN,Meme Coins,LONG,2025-08-26,2025-08-27,0.8107,0.8085,-1.722380647492986,-0.160300556782836,10000.0,-0.0027137042062415073,-57.13704206241508,1,mean_revert,1299695658.524675
PNUT,Meme Coins,SHORT,2025-09-06,2025-09-07,0.21,0.2162,1.5864819449957277,0.0010288805803153,10000.0,-0.029523809523809508,-325.23809523809507,1,mean_revert,756472715.6159503
PNUT,Meme Coins,SHORT,2025-09-13,2025-09-14,0.2624,0.2488,1.5282218925077466,-0.4660593389099727,10000.0,0.051829268292683084,488.2926829268308,1,mean_revert,756472715.6159503
WIF,Meme Coins,SHORT,2025-09-17,2025-09-19,0.964,0.898,2.823931661012052,-0.3885881449221507,10000.0,0.06846473029045641,654.6473029045641,2,mean_revert,2098966578.6955955
FARTCOIN,Meme Coins,LONG,2025-09-20,2025-09-21,0.7747,0.7078,-2.345018926865954,-0.2499311754785023,10000.0,-0.08635600877759142,-893.5600877759142,1,mean_revert,1299695658.524675
GIGA,Meme Coins,SHORT,2025-09-25,2025-09-29,0.01108,0.01207,5.079946770406209,-0.3275021078941594,10000.0,-0.08935018050541532,-923.5018050541532,4,mean_revert,769429559.7931653
FARTCOIN,Meme Coins,LONG,2025-10-08,2025-10-10,0.6817,0.377,-1.6204856715872389,-0.0754767566251393,10000.0,-0.44697080827343405,-4499.708082734341,2,mean_revert,1299695658.524675
FLOKI,Meme Coins,SHORT,2025-10-04,2025-10-11,0.0001039,6.67e-05,5.36952056580369,0.7757358597504568,10000.0,0.35803657362848906,3550.3657362848908,7,take_profit,1911027839.4132748
GIGA,Meme Coins,SHORT,2025-10-11,2025-10-13,0.00746,0.00924,1.779314095917168,0.5155526947178016,10000.0,-0.23860589812332456,-2416.0589812332455,2,stop_loss,769429559.7931653
MOG,Meme Coins,LONG,2025-10-12,2025-10-17,5.2e-07,4.3e-07,-2.8275968788304326,,10000.0,-0.17307692307692302,-1760.7692307692303,5,stop_loss,1135029920.0852993
BONK,Meme Coins,SHORT,2025-10-18,2025-10-20,1.426e-05,1.494e-05,1.5790208238117691,-0.1208569526633624,10000.0,-0.04768583450210362,-506.8583450210362,2,mean_revert,2620322044.1454067
GIGA,Meme Coins,LONG,2025-10-18,2025-10-20,0.00689,0.00673,-2.719360232051328,-0.0326186706477924,10000.0,-0.02322206095791013,-262.2206095791013,2,mean_revert,769429559.7931653
GIGA,Meme Coins,LONG,2025-10-21,2025-10-22,0.00637,0.00599,-2.180937850069038,0.0060511370485724,10000.0,-0.05965463108320257,-626.5463108320257,1,mean_revert,769429559.7931653
FLOKI,Meme Coins,SHORT,2025-10-21,2025-10-23,7.37e-05,7.32e-05,5.03713862294564,0.0406721892844075,10000.0,0.006784260515603768,37.84260515603768,2,mean_revert,1911027839.4132748
