metric,value
total_return,-0.19137656325865837
annualized_return,-0.17864731148669322
annualized_volatility,1.2357226247118147
sharpe_ratio,-0.14456910306093643
sortino_ratio,-0.16808588146416126
max_drawdown,0.4304673284965225
calmar_ratio,-0.4150078290741556
win_rate,0.41509433962264153
avg_win,0.08566530556274526
avg_loss,-0.11483555983764458
profit_factor,0.49786075445119177
num_trades,53.0
avg_hold_days,2.30188679245283
final_equity,80862.34367413416
