rebalance_days,total_return_pct,annualized_return_pct,volatility_pct,sharpe_ratio,max_drawdown_pct,avg_turnover,n_rebalances,total_turnover,transaction_costs_pct,label
7,2481.1195151037323,99.03755241702457,98.03458879455627,1.010230711780412,-89.2446558851218,1.1707861703367404,53,62.051667027847245,6.205166702784724,Weekly
14,2481.1195151037323,99.03755241702457,98.03458879455627,1.010230711780412,-89.2446558851218,1.1707861703367404,53,62.051667027847245,6.205166702784724,Biweekly
21,2481.1195151037323,99.03755241702457,98.03458879455627,1.010230711780412,-89.2446558851218,1.1707861703367404,53,62.051667027847245,6.205166702784724,3-Week
30,2825.710465683439,104.38948532412486,98.00432841739499,1.0651517847205263,-89.24465588512184,1.1932801994188156,52,62.05057036977841,6.205057036977841,Monthly
45,2118.684659864715,92.7618597683239,92.96527182420333,0.9978119565307777,-86.25607792351248,1.3265663640365992,37,49.082955469354175,4.908295546935418,6-Week
60,2249.1069238540626,95.1074099004037,98.1355278743851,0.9691435095976918,-83.3853706025775,1.6352203594172512,27,44.150949704265784,4.415094970426579,Bimonthly
90,316.43902615890437,35.26432804220316,86.37047416717597,0.4082914720827703,-90.99662195101291,1.7758551018287507,19,33.741246934746265,3.3741246934746263,Quarterly
