date,symbol,close,volume,market_cap,dw,dw_rank,dw_percentile,signal,weight
2024-02-04,ALGO/USD,0.1588,7800738.3,1430115479.6308138,2.381690149460787,5.0,83.33333333333334,1,0.25
2024-02-04,XLM/USD,0.109239,28987375.0,3259659946.8074923,2.6623709931368884,6.0,100.0,1,0.25
2024-02-05,BONK/USD,1.015e-05,815816248147.0,651393425.618817,1.668102610598472,1.0,20.0,-1,-0.5
2024-02-05,CRO/USD,0.0816,4340751.5,2193472219.621349,2.4854107331063875,4.0,80.0,1,0.25
2024-02-05,XLM/USD,0.108433,44456154.0,3259659946.8074923,2.4991472268535047,5.0,100.0,1,0.25
2024-02-06,BONK/USD,9.93e-06,570692037349.0,651393425.618817,1.4047967119983475,1.0,20.0,-1,-0.5
2024-02-06,CRO/USD,0.0816,3631949.2,2193472219.621349,2.2521078143206434,4.0,80.0,1,0.25
2024-02-06,XLM/USD,0.108191,35499228.0,3259659946.8074923,2.3570209531185586,5.0,100.0,1,0.25
2024-02-07,BONK/USD,1.042e-05,810549365863.0,651393425.618817,1.71801488342924,1.0,20.0,-1,-0.5
2024-02-07,CRO/USD,0.0843,3274016.6,2193472219.621349,2.1244424199747773,4.0,80.0,1,0.25
2024-02-07,XLM/USD,0.109107,49691147.0,3259659946.8074923,2.293502665400876,5.0,100.0,1,0.25
2024-02-08,GRT/USD,0.1646,26262958.87,1527332090.1885202,1.6126732616021184,1.0,20.0,-1,-0.5
2024-02-08,BONK/USD,1.034e-05,716573756657.0,651393425.618817,2.163735669305724,5.0,100.0,1,0.25
2024-02-08,XLM/USD,0.109813,38559232.0,3259659946.8074923,2.0795440048037097,4.0,80.0,1,0.25
2024-02-09,ALGO/USD,0.1745,11299247.1,1430115479.6308138,1.9569730317946012,1.0,20.0,-1,-0.5
2024-02-09,BONK/USD,1.213e-05,2093249807636.0,651393425.618817,2.0876807957112162,4.0,80.0,1,0.25
2024-02-09,XLM/USD,0.112094,41122229.0,3259659946.8074923,2.2547627583052656,5.0,100.0,1,0.25
2024-02-10,ALGO/USD,0.1753,7098084.9,1430115479.6308138,1.6789592310302321,1.0,16.666666666666664,-1,-0.5
2024-02-10,CRO/USD,0.0876,7421079.6,2193472219.621349,2.003513552686668,5.0,83.33333333333334,1,0.25
2024-02-10,XLM/USD,0.111661,34840689.0,3259659946.8074923,2.051972192967498,6.0,100.0,1,0.25
2024-02-11,BONK/USD,1.237e-05,1182871905724.0,651393425.618817,1.7117857995649195,1.0,16.666666666666664,-1,-0.5
2024-02-11,SUPER/USD,0.87791,10231964.73,249927117.5158873,2.1150301809876875,5.0,83.33333333333334,1,0.25
2024-02-11,XLM/USD,0.111264,31749993.0,3259659946.8074923,2.1343051588301365,6.0,100.0,1,0.25
2024-02-12,ALGO/USD,0.1832,14665989.2,1430115479.6308138,1.6444198625605138,1.0,16.666666666666664,-1,-0.5
2024-02-12,SUPER/USD,0.90776,9618724.5,249927117.5158873,2.099638123778178,6.0,100.0,1,0.25
2024-02-12,XLM/USD,0.113171,53853155.0,3259659946.8074923,2.0483673268792115,5.0,83.33333333333334,1,0.25
2024-02-13,ALGO/USD,0.1779,11238931.3,1430115479.6308138,1.5985539622758547,1.0,16.666666666666664,-1,-0.5
2024-02-13,GRT/USD,0.1721,20973139.8,1527332090.1885202,2.1044788949988313,5.0,83.33333333333334,1,0.25
2024-02-13,XLM/USD,0.111004,52594212.0,3259659946.8074923,2.1486196283402195,6.0,100.0,1,0.25
2024-02-14,ALGO/USD,0.1837,13987923.8,1430115479.6308138,1.7299756644340312,1.0,16.666666666666664,-1,-0.5
2024-02-14,GRT/USD,0.1802,15585897.53,1527332090.1885202,2.0658258288213145,5.0,83.33333333333334,1,0.25
2024-02-14,XLM/USD,0.114489,56445624.0,3259659946.8074923,2.1988772231847618,6.0,100.0,1,0.25
2024-02-15,ALGO/USD,0.1875,16174347.8,1430115479.6308138,1.6353242293424155,1.0,16.666666666666664,-1,-0.5
2024-02-15,GRT/USD,0.1842,21818837.03,1527332090.1885202,2.07299271054713,5.0,83.33333333333334,1,0.25
2024-02-15,XLM/USD,0.116829,114344568.0,3259659946.8074923,2.119726745362701,6.0,100.0,1,0.25
2024-02-16,ALGO/USD,0.1944,20248733.2,1430115479.6308138,1.530924987695125,1.0,16.666666666666664,-1,-0.5
2024-02-16,BONK/USD,1.331e-05,679318245088.0,651393425.618817,2.0292140132041534,6.0,100.0,1,0.25
2024-02-16,XLM/USD,0.115531,77559837.0,3259659946.8074923,2.0270942065139206,5.0,83.33333333333334,1,0.25
2024-02-17,GRT/USD,0.2161,43581805.68,1527332090.1885202,1.499044421195107,1.0,16.666666666666664,-1,-0.5
2024-02-17,BONK/USD,1.284e-05,448106303094.0,651393425.618817,2.15469659196751,5.0,83.33333333333334,1,0.25
2024-02-17,XLM/USD,0.114189,38289372.0,3259659946.8074923,2.2051432517931824,6.0,100.0,1,0.25
2024-02-18,GRT/USD,0.2386,116880341.83,1527332090.1885202,1.142889801002579,1.0,16.666666666666664,-1,-0.5
2024-02-18,BONK/USD,1.305e-05,466584744224.0,651393425.618817,2.179806289532434,5.0,83.33333333333334,1,0.25
2024-02-18,XLM/USD,0.115986,33940023.0,3259659946.8074923,2.199883895910691,6.0,100.0,1,0.25
2024-02-19,GRT/USD,0.2451,116010758.12,1527332090.1885202,1.2347775358513362,1.0,16.666666666666664,-1,-0.5
2024-02-19,BONK/USD,1.3e-05,679331584739.0,651393425.618817,2.1941584127492884,6.0,100.0,1,0.25
2024-02-19,XLM/USD,0.118411,58515967.0,3259659946.8074923,2.1275402651774047,5.0,83.33333333333334,1,0.25
2024-02-20,GRT/USD,0.2497,85765290.5,1527332090.1885202,1.1288882324946985,1.0,14.285714285714285,-1,-0.5
2024-02-20,BONK/USD,1.238e-05,685700806576.0,651393425.618817,2.13257995372818,7.0,100.0,1,0.25
2024-02-20,XLM/USD,0.117675,139907445.0,3259659946.8074923,2.1112456407627964,6.0,85.71428571428571,1,0.25
2024-02-21,GRT/USD,0.2816,72775489.82,1527332090.1885202,1.05428452862258,1.0,14.285714285714285,-1,-0.5
2024-02-21,CRO/USD,0.0907,8971420.4,2193472219.621349,2.2531244000493986,7.0,100.0,1,0.25
2024-02-21,XLM/USD,0.114354,77908452.0,3259659946.8074923,2.1027089247541295,6.0,85.71428571428571,1,0.25
2024-02-22,GRT/USD,0.2698,92862487.42,1527332090.1885202,1.4398485751650665,1.0,14.285714285714285,-1,-0.5
2024-02-22,BONK/USD,1.165e-05,607063381287.0,651393425.618817,2.1278999559812686,6.0,85.71428571428571,1,0.25
2024-02-22,XLM/USD,0.11533,66019013.2929,3259659946.8074923,2.2226391431542813,7.0,100.0,1,0.25
2024-02-23,GRT/USD,0.2652,68426668.09,1527332090.1885202,1.4071254517907494,1.0,14.285714285714285,-1,-0.5
2024-02-23,CRO/USD,0.0917,12069810.1,2193472219.621349,2.235276294225844,7.0,100.0,1,0.25
2024-02-23,XLM/USD,0.114805,75469311.6729,3259659946.8074923,2.224893280615886,6.0,85.71428571428571,1,0.25
2024-02-24,GRT/USD,0.2706,40326369.89,1527332090.1885202,1.3502008188015617,1.0,14.285714285714285,-1,-0.5
2024-02-24,BONK/USD,1.169e-05,442461299878.0,651393425.618817,2.1425437898295328,7.0,100.0,1,0.25
2024-02-24,CRO/USD,0.0945,9236523.0,2193472219.621349,2.037614644055814,6.0,85.71428571428571,1,0.25
2024-02-25,GRT/USD,0.2892,77412034.06,1527332090.1885202,1.3238014006728276,1.0,14.285714285714285,-1,-0.5
2024-02-25,CRO/USD,0.0945,6281212.0,2193472219.621349,2.2603869339989946,7.0,100.0,1,0.25
2024-02-25,XLM/USD,0.116569,37553274.3457,3259659946.8074923,2.240339670578861,6.0,85.71428571428571,1,0.25
2024-02-26,GRT/USD,0.2945,63259219.0,1527332090.1885202,1.3376352631956623,1.0,14.285714285714285,-1,-0.5
2024-02-26,CRO/USD,0.0985,16254109.6,2193472219.621349,2.082798581637476,6.0,85.71428571428571,1,0.25
2024-02-26,XLM/USD,0.118077,79906215.4742,3259659946.8074923,2.129974113293944,7.0,100.0,1,0.25
2024-02-27,SUPER/USD,1.2218,9986218.99,249927117.5158873,1.2673535686917705,1.0,14.285714285714285,-1,-0.5
2024-02-27,BONK/USD,1.489e-05,3335365377423.0,651393425.618817,1.7527275774959228,6.0,85.71428571428571,1,0.25
2024-02-27,OXT/USD,0.1308,9108955.0,263691628.991675,2.075000567180166,7.0,100.0,1,0.25
2024-02-28,SUPER/USD,1.29143,19839014.78,249927117.5158873,1.0601392448254128,1.0,14.285714285714285,-1,-0.5
2024-02-28,OXT/USD,0.1358,12809230.0,263691628.991675,2.0907587693943723,7.0,100.0,1,0.25
2024-02-28,XLM/USD,0.121119,158675290.7346301,3259659946.8074923,1.7785311257100291,6.0,85.71428571428571,1,0.25
2024-02-29,BONK/USD,2.21e-05,6257915434903.0,651393425.618817,1.1606422892612835,1.0,14.285714285714285,-1,-0.5
2024-02-29,OXT/USD,0.1283,10371255.0,263691628.991675,2.0959855533985006,7.0,100.0,1,0.25
2024-02-29,XLM/USD,0.122164,222903461.4911089,3259659946.8074923,2.0665586814728454,6.0,85.71428571428571,1,0.25
2024-03-01,CRO/USD,0.1263,46644080.7,2193472219.621349,0.9423779989767775,1.0,14.285714285714285,-1,-0.5
2024-03-01,OXT/USD,0.1388,4302672.0,263691628.991675,2.1284385664447174,7.0,100.0,1,0.25
2024-03-01,XLM/USD,0.127134,100866039.84292205,3259659946.8074923,1.886004764365789,6.0,85.71428571428571,1,0.25
2024-03-02,CRO/USD,0.1457,113455368.1,2193472219.621349,0.6019501898359152,1.0,14.285714285714285,-1,-0.5
2024-03-02,GRT/USD,0.3181,33807885.4,1527332090.1885202,1.6497154693873033,6.0,85.71428571428571,1,0.25
2024-03-02,OXT/USD,0.145,8025104.0,263691628.991675,2.167626255844998,7.0,100.0,1,0.25
2024-03-03,CRO/USD,0.1417,68916561.4,2193472219.621349,1.0992524341513912,1.0,14.285714285714285,-1,-0.5
2024-03-03,OXT/USD,0.1431,7122220.0,263691628.991675,2.2879022792873873,7.0,100.0,1,0.25
2024-03-03,XLM/USD,0.135867,123708007.81599133,3259659946.8074923,1.7897416050380799,6.0,85.71428571428571,1,0.25
2024-03-04,BONK/USD,3.786e-05,8636472527382.0,651393425.618817,0.9341784902625239,1.0,14.285714285714285,-1,-0.5
2024-03-04,OXT/USD,0.1489,15042508.0,263691628.991675,2.2711585057815125,7.0,100.0,1,0.25
2024-03-04,XLM/USD,0.14606,251655044.37678063,3259659946.8074923,1.7151703074338167,6.0,85.71428571428571,1,0.25
2024-03-05,CRO/USD,0.1535,197939128.4,2193472219.621349,1.0950463693952577,1.0,14.285714285714285,-1,-0.5
2024-03-05,OXT/USD,0.1365,20141322.0,263691628.991675,2.2266235749582437,7.0,100.0,1,0.25
2024-03-05,XLM/USD,0.132342,346590971.6373941,3259659946.8074923,2.132859457244675,6.0,85.71428571428571,1,0.25
2024-03-06,CRO/USD,0.159,43029723.7,2193472219.621349,1.103324819284198,1.0,14.285714285714285,-1,-0.5
2024-03-06,OXT/USD,0.144,9204448.0,263691628.991675,2.5723797427104125,6.0,85.71428571428571,1,0.25
2024-03-06,XLM/USD,0.138581,189992933.086404,3259659946.8074923,2.633638747163352,7.0,100.0,1,0.25
2024-03-07,CRO/USD,0.1578,35325572.3,2193472219.621349,1.1142876097335879,1.0,14.285714285714285,-1,-0.5
2024-03-07,OXT/USD,0.1497,5603205.0,263691628.991675,2.4731111798972214,6.0,85.71428571428571,1,0.25
2024-03-07,XLM/USD,0.142191,142153277.00167722,3259659946.8074923,2.591140380186332,7.0,100.0,1,0.25
2024-03-08,CRO/USD,0.1624,35073537.7,2193472219.621349,1.1223714575896027,1.0,14.285714285714285,-1,-0.5
2024-03-08,OXT/USD,0.1581,15845556.0,263691628.991675,2.325788986415106,6.0,85.71428571428571,1,0.25
2024-03-08,XLM/USD,0.141864,120703731.3953282,3259659946.8074923,2.6195111748835265,7.0,100.0,1,0.25
2024-03-09,CRO/USD,0.1585,20531704.9,2193472219.621349,1.1207517277265429,1.0,14.285714285714285,-1,-0.5
2024-03-09,OXT/USD,0.1575,15018483.0,263691628.991675,2.3923577642264777,6.0,85.71428571428571,1,0.25
2024-03-09,XLM/USD,0.14252,68064232.19393168,3259659946.8074923,2.616587052601961,7.0,100.0,1,0.25
2024-03-10,CRO/USD,0.1661,51225896.8,2193472219.621349,1.1505255271614738,1.0,14.285714285714285,-1,-0.5
2024-03-10,OXT/USD,0.1598,8077808.0,263691628.991675,2.3743577081286977,6.0,85.71428571428571,1,0.25
2024-03-10,XLM/USD,0.139839,75282185.88994318,3259659946.8074923,2.620253227472745,7.0,100.0,1,0.25
2024-03-11,CRO/USD,0.17,32893157.7,2193472219.621349,1.1507017849744978,1.0,12.5,-1,-0.5
2024-03-11,OXT/USD,0.1663,6847541.0,263691628.991675,2.3245938228775525,8.0,100.0,1,0.25
2024-03-11,XLM/USD,0.157618,240433288.9489868,3259659946.8074923,2.237917680418367,7.0,87.5,1,0.25
2024-03-12,CRO/USD,0.1618,36402124.7,2193472219.621349,1.1639332239972848,1.0,12.5,-1,-0.5
2024-03-12,OXT/USD,0.1678,13110057.0,263691628.991675,2.3306449229090305,7.0,87.5,1,0.25
2024-03-12,XLM/USD,0.149347,124575959.58945766,3259659946.8074923,2.696575556999248,8.0,100.0,1,0.25
2024-03-13,CRO/USD,0.1615,24432050.4,2193472219.621349,1.2099343443043655,1.0,12.5,-1,-0.5
2024-03-13,OXT/USD,0.1732,11154662.0,263691628.991675,2.2864507834122176,7.0,87.5,1,0.25
2024-03-13,XLM/USD,0.150889,113127331.18312287,3259659946.8074923,2.7618108796351577,8.0,100.0,1,0.25
2024-03-14,CRO/USD,0.1527,36638140.8,2193472219.621349,1.2023788772197432,1.0,11.11111111111111,-1,-0.5
2024-03-14,OXT/USD,0.1674,10030591.0,263691628.991675,2.265053302278178,8.0,88.88888888888889,1,0.25
2024-03-14,XLM/USD,0.144441,171819843.09257054,3259659946.8074923,2.6877860994213236,9.0,100.0,1,0.25
2024-03-15,CRO/USD,0.1432,48610207.2,2193472219.621349,1.1359951635771417,1.0,11.11111111111111,-1,-0.5
2024-03-15,CVC/USD,0.1497,4720452.5,78213600.61405075,2.1767663093768856,8.0,88.88888888888889,1,0.25
2024-03-15,XLM/USD,0.137056,233861985.8943469,3259659946.8074923,2.5972600103315977,9.0,100.0,1,0.25
2024-03-16,CRO/USD,0.1326,31169741.6,2193472219.621349,1.051781396904295,1.0,11.11111111111111,-1,-0.5
2024-03-16,GRT/USD,0.3673,34533237.18,1527332090.1885202,1.9130813396955295,8.0,88.88888888888889,1,0.25
2024-03-16,XLM/USD,0.129193,176852498.6314781,3259659946.8074923,2.440012702275302,9.0,100.0,1,0.25
2024-03-17,CRO/USD,0.144,21201670.2,2193472219.621349,1.2657431652418156,1.0,11.11111111111111,-1,-0.5
2024-03-17,OXT/USD,0.1503,5240923.0,263691628.991675,2.096467804172387,8.0,88.88888888888889,1,0.25
2024-03-17,XLM/USD,0.132037,128565426.97079392,3259659946.8074923,2.539337225914595,9.0,100.0,1,0.25
2024-03-18,CRO/USD,0.1354,16773117.8,2193472219.621349,1.436620955202885,1.0,11.11111111111111,-1,-0.5
2024-03-18,GRT/USD,0.3906,41250259.92,1527332090.1885202,2.3081392336278777,8.0,88.88888888888889,1,0.25
2024-03-18,XLM/USD,0.134914,179695453.97590387,3259659946.8074923,2.5119195092953213,9.0,100.0,1,0.25
2024-03-19,CRO/USD,0.1212,35630255.6,2193472219.621349,1.290192347163403,1.0,11.11111111111111,-1,-0.5
2024-03-19,GRT/USD,0.3729,56058486.68,1527332090.1885202,2.3712068786366167,9.0,100.0,1,0.25
2024-03-19,XLM/USD,0.120725,272161722.87271625,3259659946.8074923,2.327804538021968,8.0,88.88888888888889,1,0.25
2024-03-20,CRO/USD,0.1403,26329302.8,2193472219.621349,1.6001880980853995,1.0,11.11111111111111,-1,-0.5
2024-03-20,GRT/USD,0.4042,45330737.38,1527332090.1885202,2.381997641031174,8.0,88.88888888888889,1,0.25
2024-03-20,XLM/USD,0.130844,167208130.59532368,3259659946.8074923,2.617097456696061,9.0,100.0,1,0.25
2024-03-21,ZRX/USD,0.873405,21932112.15221,261844608.6381694,1.5885404668629837,1.0,11.11111111111111,-1,-0.5
2024-03-21,GRT/USD,0.3806,23044201.01,1527332090.1885202,2.3895867356781593,8.0,88.88888888888889,1,0.25
2024-03-21,XLM/USD,0.133295,103793386.7463188,3259659946.8074923,2.650432869887467,9.0,100.0,1,0.25
2024-03-22,ALGO/USD,0.2413,16272891.3,1430115479.6308138,1.712189864713595,1.0,11.11111111111111,-1,-0.5
2024-03-22,GRT/USD,0.3664,22757728.99,1527332090.1885202,2.413466248096617,8.0,88.88888888888889,1,0.25
2024-03-22,XLM/USD,0.128322,127593209.03296009,3259659946.8074923,2.6525661820421518,9.0,100.0,1,0.25
2024-03-23,ALGO/USD,0.2483,12038888.5,1430115479.6308138,1.7297252611994565,1.0,11.11111111111111,-1,-0.5
2024-03-23,GRT/USD,0.3648,20262842.63,1527332090.1885202,2.436863743583481,8.0,88.88888888888889,1,0.25
2024-03-23,XLM/USD,0.13268,74865208.71892314,3259659946.8074923,2.6804061576152804,9.0,100.0,1,0.25
2024-03-24,ALGO/USD,0.2562,11700972.2,1430115479.6308138,1.66213075918846,1.0,11.11111111111111,-1,-0.5
2024-03-24,GRT/USD,0.388,19017247.29,1527332090.1885202,2.410414731552739,8.0,88.88888888888889,1,0.25
2024-03-24,XLM/USD,0.135052,52186385.9699337,3259659946.8074923,2.6692241909825496,9.0,100.0,1,0.25
2024-03-25,CVC/USD,0.2245,14516615.6,78213600.61405075,1.3304694957159435,1.0,11.11111111111111,-1,-0.5
2024-03-25,GRT/USD,0.4029,39349166.05,1527332090.1885202,2.3914721057365074,8.0,88.88888888888889,1,0.25
2024-03-25,XLM/USD,0.136705,78624023.59500225,3259659946.8074923,2.6690721968797884,9.0,100.0,1,0.25
2024-03-26,CVC/USD,0.2604,94589567.1,78213600.61405075,1.3727449159682814,1.0,11.11111111111111,-1,-0.5
2024-03-26,GRT/USD,0.3983,28030880.09,1527332090.1885202,2.441253079332218,8.0,88.88888888888889,1,0.25
2024-03-26,XLM/USD,0.138207,66307629.57173068,3259659946.8074923,2.663470195338048,9.0,100.0,1,0.25
2024-03-27,CVC/USD,0.2341,22709257.0,78213600.61405075,1.5239188908146888,1.0,11.11111111111111,-1,-0.5
2024-03-27,GRT/USD,0.4005,39279404.13,1527332090.1885202,2.4229646759539243,8.0,88.88888888888889,1,0.25
2024-03-27,XLM/USD,0.13369,123570303.36929952,3259659946.8074923,2.6466625783717586,9.0,100.0,1,0.25
2024-03-28,CVC/USD,0.2193,13700286.2,78213600.61405075,1.5097418546859454,1.0,11.11111111111111,-1,-0.5
2024-03-28,SUPER/USD,1.37518,2756540.38,249927117.5158873,2.622909819382036,8.0,88.88888888888889,1,0.25
2024-03-28,XLM/USD,0.137981,86775262.3603283,3259659946.8074923,2.682557692860365,9.0,100.0,1,0.25
2024-03-29,CVC/USD,0.2057,7809927.0,78213600.61405075,1.4822842163087764,1.0,11.11111111111111,-1,-0.5
2024-03-29,SUPER/USD,1.35432,2315994.37,249927117.5158873,2.6749710732149232,9.0,100.0,1,0.25
2024-03-29,XLM/USD,0.142758,190460994.80887684,3259659946.8074923,2.6441500293345994,8.0,88.88888888888889,1,0.25
2024-03-30,CVC/USD,0.2249,30222373.8,78213600.61405075,1.5245870395936094,1.0,11.11111111111111,-1,-0.5
2024-03-30,SUPER/USD,1.31274,1911396.67,249927117.5158873,2.431955732437144,8.0,88.88888888888889,1,0.25
2024-03-30,XLM/USD,0.139183,63154768.27216335,3259659946.8074923,2.6572199176433062,9.0,100.0,1,0.25
2024-03-31,CVC/USD,0.2419,21383825.8,78213600.61405075,1.5123092679049945,1.0,11.11111111111111,-1,-0.5
2024-03-31,SUPER/USD,1.34374,2017736.84,249927117.5158873,2.781163213380156,9.0,100.0,1,0.25
2024-03-31,XLM/USD,0.141109,51910204.20446207,3259659946.8074923,2.698749426939308,8.0,88.88888888888889,1,0.25
2024-04-01,CVC/USD,0.2192,9964979.0,78213600.61405075,1.5655598590676618,1.0,11.11111111111111,-1,-0.5
2024-04-01,SUPER/USD,1.27433,3876455.83,249927117.5158873,2.769186250609227,8.0,88.88888888888889,1,0.25
2024-04-01,XLM/USD,0.135591,130777331.86075065,3259659946.8074923,2.799382727607275,9.0,100.0,1,0.25
2024-04-02,CVC/USD,0.1997,8415130.8,78213600.61405075,1.5267697617793317,1.0,12.5,-1,-0.5
2024-04-02,GRT/USD,0.3337,40001331.83,1527332090.1885202,2.2702234882044183,7.0,87.5,1,0.25
2024-04-02,XLM/USD,0.128669,139626351.73478618,3259659946.8074923,2.602928256023041,8.0,100.0,1,0.25
2024-04-03,CVC/USD,0.2047,17156698.6,78213600.61405075,1.4976109164416977,1.0,12.5,-1,-0.5
2024-04-03,GRT/USD,0.3291,15742952.22,1527332090.1885202,2.3127255865076157,7.0,87.5,1,0.25
2024-04-03,XLM/USD,0.126326,140880608.46388507,3259659946.8074923,2.385184924398223,8.0,100.0,1,0.25
2024-04-04,ZRX/USD,0.674079,5213410.43571,261844608.6381694,1.4216701046401357,1.0,12.5,-1,-0.5
2024-04-04,CRO/USD,0.1445,11453031.7,2193472219.621349,2.3818995942627,7.0,87.5,1,0.25
2024-04-04,XLM/USD,0.128837,118227811.42675188,3259659946.8074923,2.430876668581148,8.0,100.0,1,0.25
2024-04-05,ZRX/USD,0.653346,2777584.36617,261844608.6381694,1.4730993995496762,1.0,12.5,-1,-0.5
2024-04-05,CRO/USD,0.1414,7092640.4,2193472219.621349,2.3955685431127525,7.0,87.5,1,0.25
2024-04-05,XLM/USD,0.127493,82634864.63130768,3259659946.8074923,2.522102100115072,8.0,100.0,1,0.25
2024-04-06,ZRX/USD,0.666014,1863220.11056,261844608.6381694,1.453535240025345,1.0,12.5,-1,-0.5
2024-04-06,CRO/USD,0.146,6270290.4,2193472219.621349,2.3865354069294598,7.0,87.5,1,0.25
2024-04-06,XLM/USD,0.129122,29585544.08714,3259659946.8074923,2.5394160214118333,8.0,100.0,1,0.25
2024-04-07,ZRX/USD,0.69269,5189160.37004,261844608.6381694,1.467226750626571,1.0,12.5,-1,-0.5
2024-04-07,CRO/USD,0.1464,7570286.1,2193472219.621349,2.3864907867715357,7.0,87.5,1,0.25
2024-04-07,XLM/USD,0.129287,37215067.19862615,3259659946.8074923,2.5409854453604295,8.0,100.0,1,0.25
2024-04-08,ZRX/USD,0.734898,6873547.27873,261844608.6381694,1.2508240099442565,1.0,14.285714285714285,-1,-0.5
2024-04-08,GRT/USD,0.3521,10863323.19,1527332090.1885202,2.336618826260063,6.0,85.71428571428571,1,0.25
