rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
295,MANTRA,OM,16.94,,18987068.383855,112074350.33085398,47971814.15826935,-4.6292,-10.7248,,4.42,39.02,27.48,26.7
42,Ethena,ENA,9.81,,239878160.7453,2444838206.790333,344982586.53098965,-0.7001,-1.0508,,4.42,63.18,2.02,43.3
70,Virtuals Protocol,VIRTUAL,4.5,,45918504.26694,1019856457.1429584,692172118.6612421,-0.3646,-0.3477,,55.93,3.94,1.25,60.0
29,Mantle,MNT,3.91,,161978835.55684,4137810032.437723,195038693.4940678,0.789,0.7019,,8.76,77.36,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.5,,28765500.1104,822320654.8836397,1040148319.6923554,0.8067,0.8437,,4.3,2.77,0.41,96.7
51,Arbitrum,ARB,2.4,,39616181.4608,1650547847.6572208,313085567.28853023,0.6635,0.5765,,2.39,11.67,0.41,90.0
18,Sui,SUI,2.09,,165701286.71252,7920926468.213969,1359478755.1822116,0.4796,0.3371,,1.93,11.01,0.53,83.3
30,Bittensor,TAO,1.59,,64250845.4694,4028311111.482477,648513350.2522439,0.3306,0.2592,,9.04,7.73,0.41,76.7
41,Pepe,PEPE,1.58,,41111982.468,2597315490.37887,591627712.9735188,0.8193,-0.494,,4.99,5.89,5.59,80.0
11,Hyperliquid,HYPE,1.53,,215737533.29765004,14112351405.206264,656499393.3808819,0.5,0.6519,,9.94,27.22,0.82,90.0
47,Polygon (prev. MATIC),POL,1.01,,19238174.71404,1911469778.4159613,156321026.0262087,0.2834,0.1469,,1.24,11.9,0.51,70.0
64,Render,RENDER,0.86,,10487453.8285,1225497115.8949578,275463829.3404493,0.3292,0.0702,,4.18,3.76,0.61,63.3
55,VeChain,VET,0.67,,9910239.019596,1470672043.1827166,74650484.9238475,0.6259,0.6119,,6.54,11.15,0.57,83.3
26,Toncoin,TON,0.55,,28582759.953,5234130729.247433,188789833.84405613,-0.3605,-0.1275,,2.84,14.17,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7508274968.8082,399903668.82878006,0.3504,0.2419,,2.5,6.72,0.88,73.3
28,Internet Computer,ICP,0.36,,15423105.023999998,4264159643.401755,1454263545.785318,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1395751556.933554,88012065.65544777,0.5,0.394,,8.66,4.28,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6763861355.387411,198262992.7592941,2.2121,1.3167,,8.8,6.79,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,413783915889.5672,43204192365.63716,0.8371,0.54,,2.27,2.08,0.6,86.7
81,Optimism,OP,0.22,,1750850.0,799011285.2346792,191065512.25203887,0.0129,-0.0292,,2.97,0.94,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27116491040.569748,2982178403.310679,0.5737,0.1094,,3.0,1.66,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89426677525.49968,6483196284.7522135,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,5946479022.092482,276687902.55176884,0.7633,-0.1356,,2.39,3.45,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7725868354.020812,1553029874.4763453,0.7712,0.5192,,3.52,0.75,0.66,80.0
