rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
44,Internet Computer,ICP,0.7,,15423105.023999998,2215798598.296396,429989626.37044513,0.195,-0.0796,,4.94,3.34,1.0,60.0
24,Toncoin,TON,0.5,,28582759.953,5736384423.094678,134266870.16231468,-0.3605,-0.1275,,2.84,19.92,0.77,60.0
18,Hedera,HBAR,0.35,,28414789.5475,8080892533.348648,267718282.31751183,0.3504,0.2419,,2.5,10.04,0.88,73.3
56,Kaspa,KAS,0.3,,4087272.62765,1364036714.2568357,29904826.84209238,0.5,0.394,,8.66,12.59,0.4,93.3
65,Filecoin,FIL,0.25,,2924540.0,1164105534.7285354,258223086.24809372,0.5994,-0.1633,,7.65,1.22,2.25,66.7
22,Monero,XMR,0.25,,15583220.365679998,6335706504.902138,156848980.59252572,2.2121,1.3167,,8.8,8.58,1.7,93.3
79,Optimism,OP,0.23,,1750850.0,772063174.7268354,104191866.98862144,0.0129,-0.0292,,2.97,1.73,1.88,73.3
2,Ethereum,ETH,0.2,,939252090.0,463455053577.63074,23209233143.743595,0.8371,0.54,,2.27,3.87,0.6,86.7
9,Dogecoin,DOGE,0.19,,51864570.0,27736394325.983337,1038663898.9578255,0.5737,0.1094,,3.0,4.76,0.97,63.3
23,Shiba Inu,SHIB,0.17,,9776020.639100004,5879473493.45811,121446452.39453134,0.7633,-0.1356,,2.39,7.86,2.43,66.7
20,Litecoin,LTC,0.17,,12356930.0,7488312638.225961,702016872.1620176,0.7712,0.5192,,3.52,1.67,0.66,80.0
6,Solana,SOL,0.15,,157267900.0,102779403387.84264,3446298706.6634355,0.6674,-0.0086,,2.26,4.12,2.5,73.3
30,Uniswap,UNI,0.14,,5106190.0,3617143933.910163,160477673.73231262,0.432,0.4424,,3.53,3.12,0.92,80.0
40,Ethereum Classic,ETC,0.13,,3307240.0,2468877285.995776,96635056.2432543,1.0,0.6113,,3.59,3.28,1.81,90.0
13,Bitcoin Cash,BCH,0.11,,12156170.0,10640317811.155487,417747033.102828,-1.1454,0.3823,,5.52,2.87,1.24,80.0
1,Bitcoin,BTC,0.11,,2437380500.0,2187070839350.898,37197667008.18072,0.7648,0.5818,,1.73,6.55,0.48,90.0
37,NEAR Protocol,NEAR,0.09,,2463380.0,2739718606.063805,124858372.98721369,0.6149,0.3936,,5.37,2.03,0.94,66.7
28,Polkadot,DOT,0.09,,4035340.0,4741084574.35024,175277512.7380598,-0.3284,-0.1423,,1.43,2.33,1.71,56.7
43,Aptos,APT,0.07,,1709580.0,2367444799.2937174,104866491.01085071,-1.82,-3.1032,,2.86,1.55,6.44,43.3
19,Avalanche,AVAX,0.07,,5604960.0,7806570583.107932,282573343.5947592,-0.8623,-0.8227,,1.35,2.06,3.26,56.7
31,Aave,AAVE,0.07,,2433500.0,3452699205.507959,337917872.255267,-0.4747,0.2227,,1.74,0.77,1.89,80.0
5,BNB,BNB,0.07,,101390470.0,147702016254.39087,2065813225.8965535,0.0,0.0896,,6.9,4.35,0.31,16.7
10,Cardano,ADA,0.07,,14463360.0,21421122884.305286,595964709.5155103,0.3988,0.5385,,2.69,2.38,0.61,76.7
12,Chainlink,LINK,0.07,,7978870.0,11886082224.410954,575904858.4072759,0.6474,0.6382,,3.75,1.39,0.48,93.3
55,Cosmos,ATOM,0.07,,918920.0,1409678735.7305503,82714654.92300647,-1.0299,-1.7624,,3.36,1.14,5.18,53.3
51,Algorand,ALGO,0.05,,757750.0,1531308845.474117,45757206.16742438,0.7729,0.5033,,1.39,1.64,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,149799732098.84094,2619532498.92434,0.5763,0.4896,,2.97,2.53,0.64,76.7
34,OKB,OKB,0.04,,1087271.3292,2936242218.5842304,68213279.08684607,0.5,0.536,,10.21,1.37,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,28136209714.896515,500237451.2899326,-1.4605,0.1309,,3.39,1.61,1.2,73.3
14,Stellar,XLM,0.02,,1652660.0,9612084415.85911,122179815.99129865,0.6132,0.693,,7.24,1.21,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75777253482.58595,10320766092.941223,-0.1283,-0.1442,,2.19,0.06,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183441888386.8477,92811816896.20006,-0.1237,-3.2817,,9.31,0.01,5.9,46.7
