rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
292,MANTRA,OM,16.92,,18987068.383855,112190982.5135333,22791701.00875593,-4.6292,-10.7248,,4.42,82.12,27.48,26.7
39,Ethena,ENA,9.27,,239878160.7453,2587376621.734331,228999792.3032684,-0.7001,-1.0508,,4.42,95.17,2.02,43.3
95,Artificial Superintelligence Alliance,FET,5.09,,28765500.1104,565280496.7522633,125862864.21701272,0.8067,0.8437,,4.3,22.9,0.41,96.7
71,Virtuals Protocol,VIRTUAL,4.45,,45918504.26694,1030791249.3210036,491311810.215768,-0.3646,-0.3477,,55.93,5.56,1.25,60.0
29,Mantle,MNT,3.59,,161978835.55684,4513884198.931893,99762174.78729571,0.789,0.7019,,8.76,151.24,0.52,93.3
50,Arbitrum,ARB,2.41,,39616181.4608,1644625005.4240265,147130772.2752439,0.6635,0.5765,,2.39,24.83,0.41,90.0
17,Sui,SUI,1.96,,165701286.71252,8453395706.234476,664800016.5385518,0.4796,0.3371,,1.93,22.52,0.53,83.3
11,Hyperliquid,HYPE,1.52,,215737533.29765004,14214981274.973557,400083579.2234717,0.5,0.6519,,9.94,44.66,0.82,90.0
38,Pepe,PEPE,1.5,,41111982.468,2732475329.93195,236406254.8646185,0.8193,-0.494,,4.99,14.73,5.59,80.0
27,Bittensor,TAO,1.31,,64250845.4694,4910099668.834559,454582282.0959408,0.3306,0.2592,,9.04,11.03,0.41,76.7
47,Polygon (prev. MATIC),POL,0.97,,19238174.71404,1975748022.2637155,104832663.93367682,0.2834,0.1469,,1.24,17.75,0.51,70.0
66,Render,RENDER,0.91,,10487453.8285,1153124386.4157996,40472126.55802355,0.3292,0.0702,,4.18,25.56,0.61,63.3
57,VeChain,VET,0.73,,9910239.019596,1365650543.6461716,24631891.72754138,0.6259,0.6119,,6.54,33.78,0.57,83.3
