rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
293,MANTRA,OM,16.54,,18987068.383855,114784664.2812984,47103491.1898772,-4.6292,-10.7248,,4.42,39.74,27.48,26.7
42,Ethena,ENA,9.72,,239878160.7453,2468034173.574085,340655301.9508655,-0.7001,-1.0508,,4.42,63.98,2.02,43.3
72,Virtuals Protocol,VIRTUAL,4.61,,45918504.26694,995184338.9238272,678709170.367762,-0.3646,-0.3477,,55.93,4.02,1.25,60.0
29,Mantle,MNT,3.85,,161978835.55684,4210432168.728238,193354876.13624677,0.789,0.7019,,8.76,78.03,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.48,,28765500.1104,827299992.4766122,1040821282.9495084,0.8067,0.8437,,4.3,2.77,0.41,96.7
50,Arbitrum,ARB,2.38,,39616181.4608,1666051528.2925272,311271042.6925008,0.6635,0.5765,,2.39,11.74,0.41,90.0
18,Sui,SUI,2.09,,165701286.71252,7928783272.073064,1353862087.6348922,0.4796,0.3371,,1.93,11.06,0.53,83.3
30,Bittensor,TAO,1.58,,64250845.4694,4073163308.9781065,645996364.6636864,0.3306,0.2592,,9.04,7.76,0.41,76.7
41,Pepe,PEPE,1.57,,41111982.468,2614201168.4051657,588536213.3915137,0.8193,-0.494,,4.99,5.92,5.59,80.0
11,Hyperliquid,HYPE,1.52,,215737533.29765004,14218547116.578924,657641586.645784,0.5,0.6519,,9.94,27.17,0.82,90.0
47,Polygon (prev. MATIC),POL,1.0,,19238174.71404,1919585208.811885,155800990.2122579,0.2834,0.1469,,1.24,11.94,0.51,70.0
63,Render,RENDER,0.84,,10487453.8285,1248689477.49025,272937735.93321675,0.3292,0.0702,,4.18,3.79,0.61,63.3
55,VeChain,VET,0.67,,9910239.019596,1472176442.6764758,73741359.39081499,0.6259,0.6119,,6.54,11.28,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5261588411.744689,188981478.2482489,-0.3605,-0.1275,,2.84,14.15,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7516827669.340511,399102130.9273672,0.3504,0.2419,,2.5,6.73,0.88,73.3
28,Internet Computer,ICP,0.36,,15423105.023999998,4342459554.60576,1447836277.618345,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1408447241.6203372,92235031.34504414,0.5,0.394,,8.66,4.08,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6799782552.725097,203125307.05731648,2.2121,1.3167,,8.8,6.63,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,413301109094.60834,42161514342.18065,0.8371,0.54,,2.27,2.13,0.6,86.7
80,Optimism,OP,0.22,,1750850.0,807986493.5332837,189083567.76919332,0.0129,-0.0292,,2.97,0.95,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27201552187.97519,2941866867.4725385,0.5737,0.1094,,3.0,1.68,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89459317025.17159,6490303016.126762,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,5998106622.25027,272764719.8339607,0.7633,-0.1356,,2.39,3.5,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7799674807.14016,1535082924.9953892,0.7712,0.5192,,3.52,0.76,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3725534307.639531,350890305.0039658,0.432,0.4424,,3.53,1.43,0.92,80.0
45,Filecoin,FIL,0.13,,2924540.0,2193858700.5809326,3497132149.858891,0.5994,-0.1633,,7.65,0.09,2.25,66.7
14,Bitcoin Cash,BCH,0.12,,12156170.0,10212819358.860115,808361012.350935,-1.1454,0.3823,,5.52,1.48,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2054975785026.9065,91474484610.12732,0.7648,0.5818,,1.73,2.66,0.48,90.0
37,Ethereum Classic,ETC,0.12,,3307240.0,2805784673.750572,638329347.7884912,1.0,0.6113,,3.59,0.5,1.81,90.0
33,Aave,AAVE,0.08,,2433500.0,3177351131.209537,435673246.679161,-0.4747,0.2227,,1.74,0.6,1.89,80.0
25,Polkadot,DOT,0.08,,4035340.0,5335925756.414707,769321569.1112657,-0.3284,-0.1423,,1.43,0.53,1.71,56.7
44,Aptos,APT,0.07,,1709580.0,2289991390.0142264,376457453.24403685,-1.82,-3.1032,,2.86,0.43,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136572258536.38182,3576211740.801569,0.0,0.0896,,6.9,2.51,0.31,16.7
20,Avalanche,AVAX,0.07,,5604960.0,7632820010.711834,823178354.5183208,-0.8623,-0.8227,,1.35,0.71,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,11010071257.504196,1064253350.4366312,0.6474,0.6382,,3.75,0.75,0.48,93.3
32,NEAR Protocol,NEAR,0.07,,2463380.0,3495808416.41192,1546990483.6749637,0.6149,0.3936,,5.37,0.16,0.94,66.7
10,Cardano,ADA,0.07,,14463360.0,20772515401.10174,1283887628.6771746,0.3988,0.5385,,2.69,1.1,0.61,76.7
56,Cosmos,ATOM,0.06,,918920.0,1468139616.25378,184889992.77290928,-1.0299,-1.7624,,3.36,0.51,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,139039706559.20602,5960548067.716288,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1609347843.2614083,104861962.74945988,0.7729,0.5033,,1.39,0.72,1.17,86.7
40,OKB,OKB,0.04,,1087271.3292,2621714501.052501,93820017.62283604,0.5,0.536,,10.21,1.0,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27681894901.85079,924966467.77667,-1.4605,0.1309,,3.39,0.87,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,9395194466.875444,335198831.9338175,0.6132,0.693,,7.24,0.44,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75773966189.26451,20883587378.831062,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183354981267.40985,170301701038.98102,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
