rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
300,MANTRA,OM,19.25,,18987068.383855,98645199.70730236,51960054.39873873,-4.6292,-10.7248,,4.42,36.02,27.48,26.7
43,Ethena,ENA,11.26,,239878160.7453,2129804657.3710787,306312761.0783435,-0.7001,-1.0508,,4.42,71.15,2.02,43.3
77,Virtuals Protocol,VIRTUAL,5.88,,45918504.26694,780423673.3035961,270580105.610419,-0.3646,-0.3477,,55.93,10.09,1.25,60.0
85,Artificial Superintelligence Alliance,FET,4.31,,28765500.1104,666915002.1111163,148420353.74530357,0.8067,0.8437,,4.3,19.42,0.41,96.7
30,Mantle,MNT,4.23,,161978835.55684,3827238613.534187,147578442.8123192,0.789,0.7019,,8.76,102.24,0.52,93.3
58,Arbitrum,ARB,3.0,,39616181.4608,1321977578.9379115,271609976.1784996,0.6635,0.5765,,2.39,13.45,0.41,90.0
22,Sui,SUI,2.51,,165701286.71252,6589769500.884626,1373396919.4930491,0.4796,0.3371,,1.93,10.9,0.53,83.3
33,Bittensor,TAO,1.93,,64250845.4694,3331355533.5705647,318138526.52764106,0.3306,0.2592,,9.04,15.76,0.41,76.7
42,Pepe,PEPE,1.86,,41111982.468,2210257039.245944,494368442.879864,0.8193,-0.494,,4.99,7.04,5.59,80.0
11,Hyperliquid,HYPE,1.73,,215737533.29765004,12483432521.70233,526465761.63872105,0.5,0.6519,,9.94,33.94,0.82,90.0
48,Polygon (prev. MATIC),POL,1.13,,19238174.71404,1704219448.410288,200561752.8876185,0.2834,0.1469,,1.24,9.28,0.51,70.0
62,Render,RENDER,0.94,,10487453.8285,1118528864.0277066,90189307.18268274,0.3292,0.0702,,4.18,11.47,0.61,63.3
56,VeChain,VET,0.74,,9910239.019596,1347494218.883289,48336225.24443384,0.6259,0.6119,,6.54,17.21,0.57,83.3
25,Toncoin,TON,0.6,,28582759.953,4802387707.328275,226914850.77046645,-0.3605,-0.1275,,2.84,11.79,0.77,60.0
34,Internet Computer,ICP,0.49,,15423105.023999998,3138820449.541017,445997799.581032,0.195,-0.0796,,4.94,3.22,1.0,60.0
20,Hedera,HBAR,0.42,,28414789.5475,6731819727.337295,449568671.44297975,0.3504,0.2419,,2.5,5.98,0.88,73.3
60,Kaspa,KAS,0.33,,4087272.62765,1245617569.232175,53819684.81899423,0.5,0.394,,8.66,7.0,0.4,93.3
2,Ethereum,ETH,0.25,,939252090.0,381870744997.0841,53965118467.454445,0.8371,0.54,,2.27,1.67,0.6,86.7
81,Optimism,OP,0.24,,1750850.0,719633075.4692309,170703391.59305382,0.0129,-0.0292,,2.97,1.05,1.88,73.3
19,Monero,XMR,0.22,,15583220.365679998,7157841473.014373,209444661.0902353,2.2121,1.3167,,8.8,6.43,1.7,93.3
9,Dogecoin,DOGE,0.21,,51864570.0,24604993436.3914,3166970338.9136343,0.5737,0.1094,,3.0,1.56,0.97,63.3
6,Solana,SOL,0.2,,157267900.0,78230886329.0263,8349368492.024557,0.6674,-0.0086,,2.26,1.7,2.5,73.3
52,Filecoin,FIL,0.2,,2924540.0,1484075382.8258495,450055297.1259306,0.5994,-0.1633,,7.65,0.7,2.25,66.7
23,Shiba Inu,SHIB,0.18,,9776020.639100004,5410219434.584078,194776836.88342384,0.7633,-0.1356,,2.39,4.9,2.43,66.7
18,Litecoin,LTC,0.17,,12356930.0,7354068780.69055,1101706943.6805348,0.7712,0.5192,,3.52,1.06,0.66,80.0
41,Ethereum Classic,ETC,0.14,,3307240.0,2288554613.2011604,139263763.1235174,1.0,0.6113,,3.59,2.28,1.81,90.0
1,Bitcoin,BTC,0.13,,2437380500.0,1926276769411.4563,116092804138.78174,0.7648,0.5818,,1.73,2.1,0.48,90.0
13,Bitcoin Cash,BCH,0.12,,12156170.0,9749234512.90755,519836585.2459834,-1.1454,0.3823,,5.52,2.31,1.24,80.0
27,Uniswap,UNI,0.11,,5106190.0,4548918317.597803,893343587.4125553,0.432,0.4424,,3.53,0.56,0.92,80.0
37,Aave,AAVE,0.09,,2433500.0,2791176448.292017,629179629.7798567,-0.4747,0.2227,,1.74,0.41,1.89,80.0
26,Polkadot,DOT,0.09,,4035340.0,4664350414.57046,341154190.3447501,-0.3284,-0.1423,,1.43,1.2,1.71,56.7
21,Avalanche,AVAX,0.08,,5604960.0,6631351431.600269,652243569.1569453,-0.8623,-0.8227,,1.35,0.89,3.26,56.7
35,NEAR Protocol,NEAR,0.08,,2463380.0,3043021468.6899085,385640937.6263756,0.6149,0.3936,,5.37,0.66,0.94,66.7
44,Aptos,APT,0.08,,1709580.0,2116766366.7340536,162998911.4912673,-1.82,-3.1032,,2.86,1.0,6.44,43.3
