rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
5,BNB,BNB,0.08,,101390470.0,125673255113.94353,3553843362.44997,0.0,0.0896,,6.9,2.53,0.31,16.7
12,Chainlink,LINK,0.08,,7978870.0,9985097864.36826,1161183135.1130505,0.6474,0.6382,,3.75,0.69,0.48,93.3
10,Cardano,ADA,0.08,,14463360.0,18496725547.8466,1239303575.5979028,0.3988,0.5385,,2.69,1.14,0.61,76.7
57,Cosmos,ATOM,0.07,,918920.0,1343682742.348231,112478867.7983658,-1.0299,-1.7624,,3.36,0.84,5.18,53.3
54,Algorand,ALGO,0.05,,757750.0,1416502124.867247,100576933.59294556,0.7729,0.5033,,1.39,0.75,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,136951596760.82576,7580291137.045986,0.5763,0.4896,,2.97,0.87,0.64,76.7
40,OKB,OKB,0.05,,1087271.3292,2380279726.934428,70883431.3074177,0.5,0.536,,10.21,1.32,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27778541326.408257,1098164945.3143623,-1.4605,0.1309,,3.39,0.73,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,8498390775.910013,366908746.5404214,0.6132,0.693,,7.24,0.4,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75587364952.48628,22604221393.751137,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,184012100126.25485,185540172476.2313,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
