date,coin_symbol,coin_name,oi_close,market_cap,oi_to_mcap_ratio,oi_to_mcap_ma30,funding_rate_pct
2021-06-07,ICP,Internet Computer,14826954.3688,13346924539.2781,0.11108892033641446,0.12316792231408161,1.0
2021-06-14,ICP,Internet Computer,23366795.387100004,13346924539.2781,0.17507250691599288,0.12812754617800587,1.0
2021-06-21,ICP,Internet Computer,13063913.224,13346924539.2781,0.09787957656878005,0.138016828245332,1.0
2021-06-28,ICP,Internet Computer,35460035.369,13346924539.2781,0.2656794474610699,0.14107626852191996,0.7342
2021-07-05,ICP,Internet Computer,25307822.7688,6275641017.690666,0.4032707208308876,0.19308383115223546,1.0
2021-07-12,ICP,Internet Computer,21567178.441200003,6275641017.690666,0.34366494801731623,0.25233884186132605,1.0
2021-07-19,ICP,Internet Computer,16881711.9427,6275641017.690666,0.26900378614888004,0.2874662091665349,1.0
2021-07-26,ICP,Internet Computer,23005547.8536,6275641017.690666,0.3665848283665159,0.3408402446929809,1.0
2021-08-02,ICP,Internet Computer,24813211.0671,5601144550.188042,0.4430025121609648,0.36212796443862927,1.0
2021-08-09,ICP,Internet Computer,52188958.9976,5601144550.188042,0.9317552605538078,0.42793799897936513,2.7639
2021-08-16,ICP,Internet Computer,70088130.164,5601144550.188042,1.2513180035970863,0.6289670706636296,3.0217
2021-08-23,ICP,Internet Computer,76247839.9276,5601144550.188042,1.3612903442215254,0.8523747312158688,5.7738
2021-08-30,ICP,Internet Computer,85569453.0,5601144550.188042,1.527713706248257,1.1031487378905849,5.4284
2021-09-06,ICP,Internet Computer,114738090.5364,10408000867.6368,1.1024027764368547,1.2169218254157026,5.1782
2021-09-13,ICP,Internet Computer,42010590.558,10408000867.6368,0.4036374621050426,1.0637468434646165,1.0
2021-09-20,ADA,Cardano,46527800.0,92281796867.89449,0.050419260980154756,0.057895705668240746,-1.0768
2021-09-20,BCH,Bitcoin Cash,13010500.0,12370554297.58948,0.10517313684589881,0.11535414789602949,1.0
2021-09-20,BNB,BNB,76079540.0,82398701800.93932,0.09233099349525518,0.10001114786866773,0.0
2021-09-20,BTC,Bitcoin,713449900.0,918501510157.022,0.0776754193771584,0.07865417933569817,1.0
2021-09-20,DOGE,Dogecoin,55179150.0,38596297312.75097,0.1429648796434434,0.15927511647520365,1.0
2021-09-20,DOT,Polkadot,35608760.0,32727865351.87341,0.10880257425026861,0.11785088054266322,0.514
2021-09-20,ETC,Ethereum Classic,8957410.0,8937203258.12108,0.10022609692646922,0.10675736272787742,0.2327
2021-09-20,ETH,Ethereum,414756680.0,450021945300.4826,0.0921636565352528,0.10014543339638257,0.0406
2021-09-20,FIL,Filecoin,68837290.0,7972210166.036999,0.8634655706049851,0.8829669067165598,1.0
2021-09-20,HBAR,Hedera,16153288.81053,2547559213.609695,0.6340692190483782,1.0534844570312234,1.0
2021-09-20,ICP,Internet Computer,32401331.0088,10408000867.6368,0.3113117631412815,0.8758835678133398,1.0
2021-09-20,LINK,Chainlink,11304190.0,13351380854.390554,0.08466682302963935,0.09315671266998501,1.0
2021-09-20,LTC,Litecoin,19645370.0,12080365344.592518,0.16262231678939887,0.16580086304232225,1.0
2021-09-20,SHIB,Shiba Inu,5917323.26,2847004199.2004,0.20784385431050365,0.3049274745516076,0.4248
2021-09-20,SOL,Solana,19815910.0,32279142628.123947,0.0613892079733708,0.06411737058334277,1.0
2021-09-20,TRX,TRON,10718990.0,6815597311.299531,0.15727146881505252,0.18729055454665794,-0.0511999999999999
2021-09-20,UNI,Uniswap,7805040.0,19142288787.60905,0.040773807597408424,0.04402382386715934,1.0
2021-09-20,VET,VeChain,19401983.06852,8845707935.015745,0.2193378213598623,0.2770237099689114,1.0
2021-09-20,XLM,Stellar,2756990.0,8360282476.83238,0.03297723501137719,0.034841137342809435,1.0
2021-09-20,XMR,Monero,14385304.683240002,5454823407.025555,0.26371714737295454,0.27923650468477285,1.0
2021-09-20,XRP,XRP,51747270.0,57474640799.59189,0.09003496025392724,0.1093480996586694,-3.491
2021-09-27,ADA,Cardano,45555380.0,92281796867.89449,0.049365510367352906,0.051744322856487085,1.0
2021-09-27,BCH,Bitcoin Cash,13730780.0,12370554297.58948,0.11099567302877911,0.10757599823413261,1.0
2021-09-27,BNB,BNB,62685150.0,82398701800.93932,0.07607540972118254,0.08801469535143772,0.0
2021-09-27,BTC,Bitcoin,649974400.0,918501510157.022,0.07076465229642181,0.07360213760987436,1.0
2021-09-27,DOGE,Dogecoin,52529490.0,38596297312.75097,0.13609981697038578,0.14633509223712018,1.0
2021-09-27,DOT,Polkadot,30366460.0,32727865351.87341,0.09278472541216858,0.10586550243468841,1.0
2021-09-27,ETC,Ethereum Classic,10226580.0,8937203258.12108,0.11442707192216184,0.10746979070478148,-0.5697
2021-09-27,ETH,Ethereum,359737880.0,450021945300.4826,0.07993785275511413,0.09014248055716306,1.0
2021-09-27,FIL,Filecoin,40680430.0,7972210166.036999,0.5102779424118258,0.7546517627164037,1.0
2021-09-27,HBAR,Hedera,13828664.9797,2547559213.609695,0.5428201592262833,0.7649219469021421,1.0
2021-09-27,ICP,Internet Computer,27712505.592,10408000867.6368,0.26626156112429583,0.6249221290713544,1.0
2021-09-27,LINK,Chainlink,14393060.0,13351380854.390554,0.10780203304040191,0.09651451823317127,1.0
2021-09-27,LTC,Litecoin,16844980.0,12080365344.592518,0.1394409814562458,0.15242687709445882,1.0
2021-09-27,SHIB,Shiba Inu,4605650.54,2847004199.2004,0.16177182110562138,0.22656158600272924,1.1139
2021-09-27,SOL,Solana,23322840.0,32279142628.123947,0.0722535919516011,0.05888239361606143,1.0
2021-09-27,TRX,TRON,10185410.0,6815597311.299531,0.14944266121934288,0.15812209792204712,1.0
2021-09-27,UNI,Uniswap,6253100.0,19142288787.60905,0.03266641763365141,0.03651759099882352,1.0
2021-09-27,VET,VeChain,17692034.92672,8845707935.015745,0.200006998384901,0.23723618710568484,1.0
2021-09-27,XLM,Stellar,2793490.0,8360282476.83238,0.03341382313027326,0.034403306877896334,1.0
2021-09-27,XMR,Monero,11980786.38702,5454823407.025555,0.2196365581989201,0.24148916350253263,1.0
2021-09-27,XRP,XRP,48547840.0,57474640799.59189,0.0844682790959604,0.09455070360894391,1.0
2021-10-04,ADA,Cardano,55452970.0,72318306216.6958,0.07667902209136339,0.05590990440863756,1.0
