date,coin_symbol,coin_name,oi_close,market_cap,oi_to_mcap_ratio,oi_to_mcap_ma30,funding_rate_pct
2021-10-04,BCH,Bitcoin Cash,12548610.0,10247148409.291616,0.12245953214283038,0.11483160044510976,1.0
2021-10-04,BNB,BNB,76311280.0,70893833853.79875,0.1076416323560289,0.09026719220276837,-5.2905
2021-10-04,BTC,Bitcoin,711315400.0,906127699407.7716,0.07850056901084722,0.0739863629314722,1.0
2021-10-04,DOGE,Dogecoin,57742510.0,29329208155.438274,0.1968771529527069,0.15573131396638368,1.0
2021-10-04,DOT,Polkadot,43801800.0,31571702942.08348,0.13873752733690656,0.10922792682985431,1.0
2021-10-04,ETC,Ethereum Classic,11904770.0,6765681236.307062,0.17595818638505686,0.11972954845325685,1.0
2021-10-04,ETH,Ethereum,416794600.0,389475327627.1782,0.10701437817364721,0.09098889865651255,1.0
2021-10-04,FIL,Filecoin,61978670.0,7846429421.130347,0.7898964825082365,0.7160924306730417,1.0
2021-10-04,HBAR,Hedera,18354635.70556,5419021198.543884,0.33870758266256595,0.6118559960645352,1.0
2021-10-04,ICP,Internet Computer,40922639.8461,8628932254.510782,0.47424917288819435,0.4350818172905239,1.0
2021-10-04,LINK,Chainlink,16445150.0,12005032205.598043,0.1369854717451861,0.10538403116443024,1.0
2021-10-04,LTC,Litecoin,20490280.0,11089758625.964418,0.18476759225422787,0.1606436539865178,1.0
2021-10-04,SHIB,Shiba Inu,13784242.5,3039555375.2806406,0.45349535698876053,0.2241856372970647,1.0705
2021-10-04,SOL,Solana,21646010.0,48133442239.44216,0.044970833152386785,0.05461653502909118,1.0
2021-10-04,TRX,TRON,11143340.0,6788442584.672484,0.16415164245714278,0.15608473590330868,1.0
2021-10-04,UNI,Uniswap,7822970.0,15680148453.843458,0.04989091795290027,0.03866577516426198,1.0
2021-10-04,VET,VeChain,24301590.7857,6952361899.417923,0.3495443870339175,0.26399702084875165,1.0
2021-10-04,XLM,Stellar,3127380.0,7142967161.671588,0.0437826456319328,0.036737319298999906,1.0
2021-10-04,XMR,Monero,14093987.76981,4641745664.759781,0.30363550241047926,0.25583826826748884,1.0
2021-10-04,XRP,XRP,56172080.0,48743111955.38675,0.1152410622682704,0.09554283464377411,1.0
2021-10-11,ADA,Cardano,68526810.0,72318306216.6958,0.0947572109814977,0.06412645187173628,2.0587
2021-10-11,BCH,Bitcoin Cash,13253620.0,10247148409.291616,0.12933959254442204,0.12033793559629508,1.0
2021-10-11,BNB,BNB,75662780.0,70893833853.79875,0.10672688425348252,0.09430883888784876,1.6037
2021-10-11,BTC,Bitcoin,958098500.0,906127699407.7716,0.10573548304794077,0.07900723009003426,1.0
2021-10-11,DOGE,Dogecoin,77820660.0,29329208155.438274,0.2653350188916381,0.18353260205637986,1.0
2021-10-11,DOT,Polkadot,47564670.0,31571702942.08348,0.15065601651977634,0.11772907914380633,1.6917000000000002
2021-10-11,ETC,Ethereum Classic,14196760.0,6765681236.307062,0.20983489325236185,0.14481579260805258,1.0
2021-10-11,ETH,Ethereum,432781790.0,389475327627.1782,0.11111917990714844,0.09738564923649813,2.0428
2021-10-11,FIL,Filecoin,91517850.0,7846429421.130347,1.1663630052357759,0.8005736747986828,1.1674
2021-10-11,HBAR,Hedera,16757221.79014,5419021198.543884,0.30922967776252175,0.5337780963463679,1.0516
2021-10-11,ICP,Internet Computer,66005180.7714,8628932254.510782,0.7649287168397425,0.45368723085166734,1.0
2021-10-11,LINK,Chainlink,23386080.0,12005032205.598043,0.1948023095606098,0.12466930115548573,1.0
2021-10-11,LTC,Litecoin,24862860.0,11089758625.964418,0.2241965838804522,0.17676744429881502,1.0
2021-10-11,SHIB,Shiba Inu,39124234.6,3039555375.2806406,1.2871696603450655,0.4626493177947805,-8.7956
2021-10-11,SOL,Solana,27820530.0,48133442239.44216,0.057798754266535544,0.05405684778658042,1.427
2021-10-11,TRX,TRON,11989390.0,6788442584.672484,0.17661473674492956,0.16107921358070804,1.0
2021-10-11,UNI,Uniswap,9622900.0,15680148453.843458,0.06136995468076242,0.044085982361010204,1.0
2021-10-11,VET,VeChain,29682690.12257,6952361899.417923,0.4269439731705443,0.3099684508722668,1.3892
2021-10-11,XLM,Stellar,3479740.0,7142967161.671588,0.048715609651293366,0.03956188075117806,1.0
2021-10-11,XMR,Monero,15878595.51906,4641745664.759781,0.34208241178767274,0.28303530602624305,1.0
2021-10-11,XRP,XRP,71301520.0,48743111955.38675,0.14628019660554367,0.10653063157657532,2.5055
2021-10-18,ADA,Cardano,70836460.0,72318306216.6958,0.09795093898873188,0.07103979178919748,1.0
2021-10-18,BCH,Bitcoin Cash,17125720.0,10247148409.291616,0.16712669043098108,0.12617864934025927,1.3383
2021-10-18,BNB,BNB,84189950.0,70893833853.79875,0.11875496841322088,0.09927606485894686,-4.2032
2021-10-18,BTC,Bitcoin,1174443600.0,906127699407.7716,0.12961126790049513,0.08803362579393569,1.0
2021-10-18,DOGE,Dogecoin,86699710.0,29329208155.438274,0.29560876495714045,0.20463731071081961,2.8096
2021-10-18,DOT,Polkadot,76870560.0,31571702942.08348,0.24347929581440297,0.1400669262651631,2.7762
2021-10-18,ETC,Ethereum Classic,18388700.0,6765681236.307062,0.2717937685464646,0.16844651176814143,1.7605
2021-10-18,ETH,Ethereum,543170660.0,389475327627.1782,0.13946214855487463,0.10517900282018083,1.0
2021-10-18,FIL,Filecoin,79993150.0,7846429421.130347,1.0194847325661192,0.8807239358754813,1.0
2021-10-18,HBAR,Hedera,17103559.40678,5419021198.543884,0.3156208248710266,0.43602361674594103,1.0
2021-10-18,ICP,Internet Computer,89821041.0098,8628932254.510782,1.040928800464808,0.5725709782346234,5.8929
2021-10-18,LINK,Chainlink,20996110.0,12005032205.598043,0.17489424135163373,0.13660314572243057,1.0
2021-10-18,LTC,Litecoin,35166700.0,11089758625.964418,0.3171096972089574,0.1979469180333657,1.0
2021-10-18,SHIB,Shiba Inu,33554360.0,3039555375.2806406,1.1039232998642752,0.6020080964350311,8.073899999999998
2021-10-18,SOL,Solana,32463810.0,48133442239.44216,0.06744543604113579,0.054814759152759046,1.0
2021-10-18,TRX,TRON,12369410.0,6788442584.672484,0.1822127807036137,0.16214325789452563,1.0
2021-10-18,UNI,Uniswap,11766770.0,15680148453.843458,0.07504246553938572,0.050014355333471094,1.5407
2021-10-18,VET,VeChain,35634026.39112,6952361899.417923,0.5125456198432854,0.35097926035001464,2.0222
2021-10-18,XLM,Stellar,3722220.0,7142967161.671588,0.05211027736446895,0.04169850375014659,1.0
2021-10-18,XMR,Monero,18143977.750250004,4641745664.759781,0.39088694341871033,0.30757881573342327,1.0
2021-10-18,XRP,XRP,76728790.0,48743111955.38675,0.15741463136417672,0.11871974019071202,1.0
2021-10-25,ADA,Cardano,80035500.0,72318306216.6958,0.11067114840906293,0.08323148159542922,4.489400000000001
2021-10-25,BCH,Bitcoin Cash,18859710.0,10247148409.291616,0.18404837372023353,0.1416868939180123,1.0
2021-10-25,BNB,BNB,96228900.0,70893833853.79875,0.1357366286586343,0.10903230342334466,2.251
2021-10-25,BTC,Bitcoin,1310208900.0,906127699407.7716,0.14459428851544087,0.10304846877194791,1.0
2021-10-25,DOGE,Dogecoin,108283920.0,29329208155.438274,0.3692016484936086,0.24770979868693271,4.8928
2021-10-25,DOT,Polkadot,79625830.0,31571702942.08348,0.2522063195199484,0.1744258722405374,1.8904
2021-10-25,ETC,Ethereum Classic,20818900.0,6765681236.307062,0.30771328522364233,0.21105264631698414,2.9183
2021-10-25,ETH,Ethereum,623356520.0,389475327627.1782,0.16005032303270889,0.12009904101417447,4.4879
2021-10-25,FIL,Filecoin,94672930.0,7846429421.130347,1.2065733968758687,0.9569155394051305,2.9531
2021-10-25,HBAR,Hedera,22777764.6385,5419021198.543884,0.4203298677742853,0.36548490641275555,8.2348
2021-10-25,ICP,Internet Computer,109410497.1036,8628932254.510782,1.2679494273049317,0.7592014829666958,8.5533
2021-10-25,LINK,Chainlink,21493690.0,12005032205.598043,0.1790390032438007,0.15419238750576725,2.3560000000000003
2021-10-25,LTC,Litecoin,43492360.0,11089758625.964418,0.3921849110238655,0.24382595394705373,5.2861
2021-10-25,SHIB,Shiba Inu,53677779.99999999,3039555375.2806406,1.7659747355332833,0.8675845760227658,8.9017
2021-10-25,SOL,Solana,40184860.0,48133442239.44216,0.08348636235093773,0.05888957157243049,2.5384
2021-10-25,TRX,TRON,15210850.0,6788442584.672484,0.2240698040864975,0.17523954949759724,2.4171
2021-10-25,UNI,Uniswap,13081650.0,15680148453.843458,0.08342810043226011,0.05997365118287925,3.4893
2021-10-25,VET,VeChain,52137345.6423,6952361899.417923,0.7499227801513775,0.44709676464535125,5.7904
2021-10-25,XLM,Stellar,4656450.0,7142967161.671588,0.06518929591313288,0.04732398730938397,4.0925
2021-10-25,XMR,Monero,22367615.641,4641745664.759781,0.4818793888431964,0.3554032912467591,1.0
2021-10-25,XRP,XRP,90702540.0,48743111955.38675,0.18608278454403482,0.13714686166822931,2.8678
2021-11-01,ADA,Cardano,75439930.0,64877257646.36381,0.1162810093040796,0.09475856962229608,3.7493
2021-11-01,BCH,Bitcoin Cash,18655000.0,11100353663.684092,0.16805770847672796,0.1538408683440933,2.8628
2021-11-01,BNB,BNB,80160080.0,91950123402.51402,0.08717778403526137,0.11626460341956729,0.0
2021-11-01,BTC,Bitcoin,1271495200.0,1150606762880.214,0.11050649457484296,0.11819761194802599,4.6729
2021-11-01,DOGE,Dogecoin,122434190.0,35852731431.06563,0.34149194528011156,0.30003042921972706,2.9746
2021-11-01,DOT,Polkadot,82101700.0,49361441373.138336,0.16632759845760575,0.20313838933820547,1.9167
2021-11-01,ETC,Ethereum Classic,16839070.0,7025947954.760691,0.23966972298150982,0.23603482179343097,3.1375
2021-11-01,ETH,Ethereum,685337130.0,511040780622.94354,0.1341061527740691,0.1403320558436046,3.2878
2021-11-01,FIL,Filecoin,84620080.0,7616141923.920585,1.111062278582643,1.0755380703040298,2.1753
2021-11-01,HBAR,Hedera,20931345.12028,6012225674.056984,0.3481463646748935,0.3547962430964529,2.5587
2021-11-01,ICP,Internet Computer,84357545.7032,8188118397.694701,1.0302433551394443,0.9038009978412361,6.004099999999999
2021-11-01,LINK,Chainlink,27373170.0,14599223761.238472,0.18749743443673267,0.17811441246826257,1.3928
2021-11-01,LTC,Litecoin,46206480.0,13607653391.077044,0.3395624408709514,0.29802788576347233,3.4198
2021-11-01,SHIB,Shiba Inu,138418078.64,39352018192.19444,0.3517432777245857,1.492294252532057,1.2318999999999998
2021-11-01,SOL,Solana,40084120.0,61255124966.591965,0.06543798583687739,0.06502531513983613,3.9661
2021-11-01,TRX,TRON,12391950.0,7205259480.009418,0.17198478464766967,0.18446760243574803,1.0
2021-11-01,UNI,Uniswap,13811410.0,16085757276.58764,0.08586111155675656,0.07256116670089176,1.0
2021-11-01,VET,VeChain,49764260.89956,8807035965.858927,0.5650511828551006,0.5325088914965511,6.569500000000001
2021-11-01,XLM,Stellar,4213450.0,8867343637.897106,0.04751648489173947,0.05145387270052197,1.0
2021-11-01,XMR,Monero,16633380.44396,4883825386.383499,0.34058098166931217,0.3867066351296952,1.2228
2021-11-01,XRP,XRP,74129350.0,51381421184.103,0.1442726734521213,0.15324780403795735,1.0
2021-11-08,ADA,Cardano,79387700.0,64877257646.36381,0.1223659921520272,0.10441284330591442,4.0436
2021-11-08,BCH,Bitcoin Cash,17971290.0,11100353663.684092,0.16189835517398746,0.16097756048054532,3.1613
2021-11-08,BNB,BNB,121965380.0,91950123402.51402,0.13264297587301044,0.1158053847813111,4.0444
2021-11-08,BTC,Bitcoin,1510289600.0,1150606762880.214,0.13126027490221098,0.126525599403648,5.8531
2021-11-08,DOGE,Dogecoin,143306930.0,35852731431.06563,0.39970993639783775,0.32945088914764725,4.8497
2021-11-08,DOT,Polkadot,97642250.0,49361441373.138336,0.19781077554419887,0.21559695555054,2.6741
2021-11-08,ETC,Ethereum Classic,17406870.0,7025947954.760691,0.24775119474383997,0.24542208158353213,4.3816
2021-11-08,ETH,Ethereum,722935840.0,511040780622.94354,0.14146343450688273,0.14802928830347312,1.0
2021-11-08,FIL,Filecoin,85375510.0,7616141923.920585,1.1209810800906266,1.1214346393922061,3.6197
2021-11-08,HBAR,Hedera,23556256.76104,6012225674.056984,0.39180593075017583,0.3631374770337137,6.4467
2021-11-08,ICP,Internet Computer,98172834.384,8188118397.694701,1.1989669618314236,1.0154948076428305,4.7888
2021-11-08,LINK,Chainlink,30834850.0,14599223761.238472,0.21120883208782493,0.18785527997437468,5.0661
2021-11-08,LTC,Litecoin,43568040.0,13607653391.077044,0.3201730581157285,0.3330472505526259,3.9568
2021-11-08,SHIB,Shiba Inu,57460075.08,39352018192.19444,0.14601557358345937,1.333405823973964,5.8505
2021-11-08,SOL,Solana,53474000.0,61255124966.591965,0.08729718538516455,0.07252067040575859,4.4834
2021-11-08,TRX,TRON,13914360.0,7205259480.009418,0.1931139334898986,0.1881209741178165,2.8065
2021-11-08,UNI,Uniswap,16873430.0,16085757276.58764,0.10489670899460106,0.08282804050372557,6.7651
2021-11-08,VET,VeChain,73448433.02205001,8807035965.858927,0.8339744870666801,0.6093766806004932,7.2931
2021-11-08,XLM,Stellar,5073840.0,8867343637.897106,0.057219390690076644,0.053437459825466334,4.387499999999999
2021-11-08,XMR,Monero,19996842.176000003,4883825386.383499,0.40945039173089237,0.3982920623413836,6.4901
2021-11-08,XRP,XRP,83574920.0,51381421184.103,0.16265591350722977,0.15936053016559446,3.8574
2021-11-15,ADA,Cardano,82921650.0,64877257646.36381,0.12781312436477119,0.11177190263417427,2.4647
2021-11-15,BCH,Bitcoin Cash,20013280.0,11100353663.684092,0.1802940753633412,0.16825216510662766,1.0
2021-11-15,BNB,BNB,110144370.0,91950123402.51402,0.1197870823053061,0.11784562060257124,0.0
2021-11-15,BTC,Bitcoin,1417164600.0,1150606762880.214,0.12316671913630464,0.12935677076748514,1.4796
2021-11-15,DOGE,Dogecoin,137403420.0,35852731431.06563,0.38324393851047805,0.3573059272741084,1.0
2021-11-15,DOT,Polkadot,87735200.0,49361441373.138336,0.17774035271130478,0.21343371024585475,1.0
2021-11-15,ETC,Ethereum Classic,18028950.0,7025947954.760691,0.2566052312952848,0.2544412429469916,1.8027
2021-11-15,ETH,Ethereum,743856550.0,511040780622.94354,0.1455571802104053,0.15185954221366707,1.0
2021-11-15,FIL,Filecoin,93531940.0,7616141923.920585,1.228075066540413,1.1201665357026844,3.2815
2021-11-15,HBAR,Hedera,21531895.93905,6012225674.056984,0.3581351916306314,0.37227737420200663,3.4568000000000003
2021-11-15,ICP,Internet Computer,82495553.8392,8188118397.694701,1.0075031873308764,1.0464354874868118,3.6137
2021-11-15,LINK,Chainlink,38650040.0,14599223761.238472,0.2647403768316602,0.20373124643975082,2.1312
2021-11-15,LTC,Litecoin,46268550.0,13607653391.077044,0.3400185812370832,0.36027323857359,1.3849
2021-11-15,SHIB,Shiba Inu,58852450.61,39352018192.19444,0.14955383056230012,1.1152461967587084,2.0053
2021-11-15,SOL,Solana,50155060.0,61255124966.591965,0.08187896119280494,0.07878278293213262,1.3158
2021-11-15,TRX,TRON,17751600.0,7205259480.009418,0.24637003079834674,0.19710447870758938,2.5359
2021-11-15,UNI,Uniswap,17996310.0,16085757276.58764,0.11187729424584265,0.09404598350923375,2.092
2021-11-15,VET,VeChain,68322268.02984,8807035965.858927,0.7757691497422734,0.6665803356923077,6.5361
2021-11-15,XLM,Stellar,5877170.0,8867343637.897106,0.06627881178397382,0.05757473508054783,1.0
2021-11-15,XMR,Monero,23022845.0514,4883825386.383499,0.47141007775563715,0.41555374683605506,1.0
2021-11-15,XRP,XRP,93542320.0,51381421184.103,0.1820547541198437,0.16447322218650237,1.0
2021-11-22,ADA,Cardano,79450310.0,64877257646.36381,0.12246249746416797,0.1161019604380399,1.2328
2021-11-22,BCH,Bitcoin Cash,17873230.0,11100353663.684092,0.16101495989694495,0.16654456804139925,1.0
2021-11-22,BNB,BNB,99199430.0,91950123402.51402,0.10788395526752254,0.11381737026622625,2.3353
2021-11-22,BTC,Bitcoin,1315866500.0,1150606762880.214,0.11436283380658267,0.12434038155492873,1.0
2021-11-22,DOGE,Dogecoin,134001250.0,35852731431.06563,0.3737546475577333,0.36890477404904604,1.0
2021-11-22,DOT,Polkadot,88167610.0,49361441373.138336,0.17861636035608014,0.19599070046665476,1.0
2021-11-22,ETC,Ethereum Classic,17171530.0,7025947954.760691,0.24440161115006262,0.24345147181983826,1.0
2021-11-22,ETH,Ethereum,617072060.0,511040780622.94354,0.12074810531711529,0.1465910063333349,1.0
2021-11-22,FIL,Filecoin,87467860.0,7616141923.920585,1.1484536511233223,1.1323688076967577,1.0
2021-11-22,HBAR,Hedera,15864471.38774,6012225674.056984,0.263870191303628,0.3547153004824632,1.0
2021-11-22,ICP,Internet Computer,72894373.1412,8188118397.694701,0.8902457145920464,0.9976064254233259,1.0
2021-11-22,LINK,Chainlink,31315820.0,14599223761.238472,0.21450332231460664,0.21490943419235614,1.0
2021-11-22,LTC,Litecoin,37295210.0,13607653391.077044,0.27407524962721064,0.3498534018378008,1.0
2021-11-22,SHIB,Shiba Inu,38917764.27,39352018192.19444,0.09889648881520244,0.8632285355100345,1.7543999999999995
2021-11-22,SOL,Solana,43069120.0,61255124966.591965,0.07031104748131611,0.08101731744042337,1.0
2021-11-22,TRX,TRON,15708550.0,7205259480.009418,0.21801504919541728,0.2047912531111864,1.0
2021-11-22,UNI,Uniswap,14072040.0,16085757276.58764,0.0874813647752938,0.09628080090679741,1.0
2021-11-22,VET,VeChain,47776271.43762001,8807035965.858927,0.5424784413601575,0.6497476182046288,1.0
2021-11-22,XLM,Stellar,6380950.0,8867343637.897106,0.07196010733957801,0.05960507806737637,1.0
2021-11-22,XMR,Monero,18314439.95888,4883825386.383499,0.37500194028111944,0.40525437495080624,1.0
2021-11-22,XRP,XRP,93178590.0,51381421184.103,0.18134685233040754,0.1677928889323521,1.0
2021-11-29,ADA,Cardano,73282690.0,64877257646.36381,0.11295589958418549,0.1203000484475634,1.0
2021-11-29,AVAX,Avalanche,2581620.0,14334601728.031427,0.01800970859868134,0.011313556972859467,1.0
2021-11-29,BCH,Bitcoin Cash,16661690.0,11100353663.684092,0.1501005328732036,0.1626578747509007,1.0
2021-11-29,BNB,BNB,100780650.0,91950123402.51402,0.109603604944422,0.10935981710455366,2.2602
2021-11-29,BTC,Bitcoin,1338724200.0,1150606762880.214,0.11634941173549926,0.11845307923214551,1.0
2021-11-29,CRO,Cronos,8199277.1056,5373591002.957506,0.15258468873212155,0.1639801906893279,
2021-11-29,DOGE,Dogecoin,108802130.0,35852731431.06563,0.3034695702590885,0.361547360879838,1.0
2021-11-29,DOT,Polkadot,77700890.0,49361441373.138336,0.15741211730961227,0.18143569380850214,0.9628
2021-11-29,ETC,Ethereum Classic,15823950.0,7025947954.760691,0.22522156585685918,0.24030717263231924,1.0
2021-11-29,ETH,Ethereum,675872590.0,511040780622.94354,0.13225414010524392,0.13706501308765034,1.0
2021-11-29,FIL,Filecoin,76416640.0,7616141923.920585,1.0033510504838752,1.1137840612796335,1.0
2021-11-29,HBAR,Hedera,19069338.07287,6012225674.056984,0.31717601944243423,0.32842679462950225,1.0
2021-11-29,ICP,Internet Computer,77758713.2323,8188118397.694701,0.9496530149611947,0.9775994672486058,1.0
2021-11-29,LINK,Chainlink,29075920.0,14599223761.238472,0.19916072577226837,0.21640744450319144,1.0
2021-11-29,LTC,Litecoin,36318220.0,13607653391.077044,0.26689554000409044,0.32501132875109373,1.0
2021-11-29,SHIB,Shiba Inu,47822126.4,39352018192.19444,0.12152394869924517,0.26328074920595096,3.9899
2021-11-29,SOL,Solana,41534020.0,61255124966.591965,0.06780497145773894,0.07905536590080281,1.0
2021-11-29,TRX,TRON,13478150.0,7205259480.009418,0.18705988365019138,0.2059999849433491,1.0
2021-11-29,UNI,Uniswap,13716670.0,16085757276.58764,0.08527214332622202,0.095523610596853,1.0065
2021-11-29,VET,VeChain,51854622.42246,8807035965.858927,0.588786313845861,0.6337563725135129,1.0
2021-11-29,XLM,Stellar,5488380.0,8867343637.897106,0.06189429691823212,0.06178926129737871,1.0
2021-11-29,XMR,Monero,16449642.539079998,4883825386.383499,0.33681880979903445,0.39374389165397106,1.0
2021-11-29,XRP,XRP,77861150.0,51381421184.103,0.15153560996496845,0.1680812576157403,1.0
2021-12-06,ADA,Cardano,42059320.0,51559334595.58151,0.081574598139993,0.11946202978703625,0.8314999999999999
2021-12-06,AVAX,Avalanche,1968740.0,26819275072.903168,0.007340765157329382,0.010877983625459763,1.0
2021-12-06,BCH,Bitcoin Cash,10628850.0,10802015894.372162,0.09839691131668876,0.15472007330074555,0.0105
2021-12-06,BNB,BNB,74440320.0,104746377980.80817,0.07106720197393279,0.1067868264958353,-1.3574
2021-12-06,BTC,Bitcoin,844809000.0,1080977744339.2196,0.07815230280401518,0.1143698530380003,1.0
2021-12-06,CRO,Cronos,6801093.881999999,18219770449.192657,0.037328098622128165,0.1119251273783373,
2021-12-06,DOGE,Dogecoin,44812860.0,27724626414.514,0.16163557744655566,0.34490765534467366,1.0
2021-12-06,DOT,Polkadot,47076680.0,36316517302.67848,0.12962883970299627,0.1794542946619758,-1.518
2021-12-06,ETC,Ethereum Classic,5860620.0,6290673358.426772,0.09316363552956239,0.22974939108588677,-2.7237
