rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
42,Ethena,ENA,10.33,,239878160.7453,2321252650.695316,219078802.53430676,-0.7001,-1.0508,,4.42,99.48,2.02,43.3
75,Virtuals Protocol,VIRTUAL,5.83,,45918504.26694,788243165.5633537,303890847.3885433,-0.3646,-0.3477,,55.93,8.98,1.25,60.0
90,Artificial Superintelligence Alliance,FET,4.91,,28765500.1104,585848737.10479,109636593.350977,0.8067,0.8437,,4.3,26.29,0.41,96.7
29,Mantle,MNT,4.05,,161978835.55684,4000789788.667334,117246376.349653,0.789,0.7019,,8.76,128.68,0.52,93.3
53,Arbitrum,ARB,2.67,,39616181.4608,1486056040.1223807,197035071.55810612,0.6635,0.5765,,2.39,18.54,0.41,90.0
18,Sui,SUI,2.26,,165701286.71252,7325328857.554054,1057515886.7667868,0.4796,0.3371,,1.93,14.16,0.53,83.3
40,Pepe,PEPE,1.74,,41111982.468,2365902437.5472097,401637848.43053466,0.8193,-0.494,,4.99,8.67,5.59,80.0
11,Hyperliquid,HYPE,1.63,,215737533.29765004,13220011193.314934,538338493.281998,0.5,0.6519,,9.94,33.19,0.82,90.0
28,Bittensor,TAO,1.59,,64250845.4694,4032752457.073301,467999650.8536261,0.3306,0.2592,,9.04,10.72,0.41,76.7
47,Polygon (prev. MATIC),POL,1.1,,19238174.71404,1749980752.2441463,104058355.48546349,0.2834,0.1469,,1.24,17.88,0.51,70.0
65,Render,RENDER,1.02,,10487453.8285,1030712205.9547274,48619492.54113431,0.3292,0.0702,,4.18,21.28,0.61,63.3
60,VeChain,VET,0.77,,9910239.019596,1285858095.224596,37924199.81327496,0.6259,0.6119,,6.54,21.94,0.57,83.3
25,Toncoin,TON,0.58,,28582759.953,4928960884.7750845,125462709.30559944,-0.3605,-0.1275,,2.84,21.32,0.77,60.0
30,Internet Computer,ICP,0.44,,15423105.023999998,3543011666.77304,1084392849.412785,0.195,-0.0796,,4.94,1.32,1.0,60.0
19,Hedera,HBAR,0.41,,28414789.5475,7003368502.18173,265767027.82961392,0.3504,0.2419,,2.5,10.11,0.88,73.3
54,Kaspa,KAS,0.29,,4087272.62765,1429366914.2924745,85022251.58271152,0.5,0.394,,8.66,4.43,0.4,93.3
78,Optimism,OP,0.25,,1750850.0,704506645.0297854,97600943.06105348,0.0129,-0.0292,,2.97,1.84,1.88,73.3
2,Ethereum,ETH,0.23,,939252090.0,400868404923.2275,37562074519.87481,0.8371,0.54,,2.27,2.39,0.6,86.7
22,Monero,XMR,0.23,,15583220.365679998,6735970590.457809,162134147.5477067,2.2121,1.3167,,8.8,8.3,1.7,93.3
9,Dogecoin,DOGE,0.21,,51864570.0,24712478839.479984,1889435265.4769025,0.5737,0.1094,,3.0,2.62,0.97,63.3
50,Filecoin,FIL,0.19,,2924540.0,1531434784.567449,1011592802.875613,0.5994,-0.1633,,7.65,0.31,2.25,66.7
21,Litecoin,LTC,0.18,,12356930.0,6759336854.623645,550158591.3313075,0.7712,0.5192,,3.52,2.13,0.66,80.0
23,Shiba Inu,SHIB,0.18,,9776020.639100004,5383645223.783444,151365756.4977088,0.7633,-0.1356,,2.39,6.31,2.43,66.7
6,Solana,SOL,0.18,,157267900.0,86730103462.5519,5433012112.570761,0.6674,-0.0086,,2.26,2.61,2.5,73.3
31,Uniswap,UNI,0.15,,5106190.0,3345499088.858626,186567825.86865816,0.432,0.4424,,3.53,2.68,0.92,80.0
41,Ethereum Classic,ETC,0.14,,3307240.0,2348244507.452182,128650920.88847576,1.0,0.6113,,3.59,2.46,1.81,90.0
13,Bitcoin Cash,BCH,0.13,,12156170.0,9511273487.795692,282510919.56759334,-1.1454,0.3823,,5.52,4.25,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2028363654857.867,64657206345.744,0.7648,0.5818,,1.73,3.77,0.48,90.0
37,NEAR Protocol,NEAR,0.09,,2463380.0,2755217237.890409,430689475.9422502,0.6149,0.3936,,5.37,0.59,0.94,66.7
26,Polkadot,DOT,0.09,,4035340.0,4571410277.635736,324480658.296838,-0.3284,-0.1423,,1.43,1.26,1.71,56.7
44,Aptos,APT,0.08,,1709580.0,2068778974.7302408,155177975.86031666,-1.82,-3.1032,,2.86,1.05,6.44,43.3
20,Avalanche,AVAX,0.08,,5604960.0,6954108753.037437,415652361.404979,-0.8623,-0.8227,,1.35,1.4,3.26,56.7
32,Aave,AAVE,0.08,,2433500.0,3034956329.275073,314843136.75652707,-0.4747,0.2227,,1.74,0.82,1.89,80.0
12,Chainlink,LINK,0.08,,7978870.0,10323679060.961777,752083074.6658415,0.6474,0.6382,,3.75,1.07,0.48,93.3
5,BNB,BNB,0.08,,101390470.0,131361750069.93132,2800134133.5151286,0.0,0.0896,,6.9,3.21,0.31,16.7
10,Cardano,ADA,0.08,,14463360.0,19259067645.285816,874626697.8659267,0.3988,0.5385,,2.69,1.62,0.61,76.7
59,Cosmos,ATOM,0.07,,918920.0,1293048927.8731802,91614823.111728,-1.0299,-1.7624,,3.36,1.03,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,133394009468.60088,5646543238.615396,0.5763,0.4896,,2.97,1.17,0.64,76.7
56,Algorand,ALGO,0.05,,757750.0,1412320263.1775494,64999946.65188547,0.7729,0.5033,,1.39,1.15,1.17,86.7
39,OKB,OKB,0.04,,1087271.3292,2490890352.40592,102215226.5928345,0.5,0.536,,10.21,0.92,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,26938151362.28325,672044851.7649816,-1.4605,0.1309,,3.39,1.2,1.2,73.3
16,Stellar,XLM,0.02,,1652660.0,8728720514.407053,201114375.89044392,0.6132,0.693,,7.24,0.73,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75461323868.30708,18377181117.92516,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183374872529.72308,136002567314.98058,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
