rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
293,MANTRA,OM,16.62,,18987068.383855,114217255.7171518,47667337.43271536,-4.6292,-10.7248,,4.42,39.27,27.48,26.7
42,Ethena,ENA,9.75,,239878160.7453,2459191412.752906,341820520.7168865,-0.7001,-1.0508,,4.42,63.76,2.02,43.3
71,Virtuals Protocol,VIRTUAL,4.59,,45918504.26694,1001298717.829108,682883334.3146529,-0.3646,-0.3477,,55.93,4.0,1.25,60.0
29,Mantle,MNT,3.88,,161978835.55684,4170961178.310252,193856061.3936968,0.789,0.7019,,8.76,77.83,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.47,,28765500.1104,828842169.5008574,1041811969.62834,0.8067,0.8437,,4.3,2.77,0.41,96.7
50,Arbitrum,ARB,2.39,,39616181.4608,1658538374.1638083,311556200.4254155,0.6635,0.5765,,2.39,11.73,0.41,90.0
18,Sui,SUI,2.09,,165701286.71252,7927601750.479358,1352411434.2600694,0.4796,0.3371,,1.93,11.07,0.53,83.3
30,Bittensor,TAO,1.59,,64250845.4694,4050790907.343064,646596113.40717,0.3306,0.2592,,9.04,7.76,0.41,76.7
41,Pepe,PEPE,1.58,,41111982.468,2606001552.0057573,589542118.4003193,0.8193,-0.494,,4.99,5.91,5.59,80.0
11,Hyperliquid,HYPE,1.52,,215737533.29765004,14170837144.082472,657637130.0606447,0.5,0.6519,,9.94,27.17,0.82,90.0
47,Polygon (prev. MATIC),POL,1.0,,19238174.71404,1916161657.3510652,155962081.459277,0.2834,0.1469,,1.24,11.93,0.51,70.0
63,Render,RENDER,0.85,,10487453.8285,1240018093.6165266,273309698.7841838,0.3292,0.0702,,4.18,3.78,0.61,63.3
56,VeChain,VET,0.68,,9910239.019596,1463132738.1289728,73710943.8526562,0.6259,0.6119,,6.54,11.29,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5251710903.611293,189079566.44973305,-0.3605,-0.1275,,2.84,14.15,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7515027319.234177,398928918.51957065,0.3504,0.2419,,2.5,6.73,0.88,73.3
28,Internet Computer,ICP,0.36,,15423105.023999998,4312622617.381782,1454569831.1797886,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1403320305.5514112,91261662.86364266,0.5,0.394,,8.66,4.13,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6796878639.586013,201734237.34339023,2.2121,1.3167,,8.8,6.67,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,412736427630.9706,42171953355.39013,0.8371,0.54,,2.27,2.13,0.6,86.7
80,Optimism,OP,0.22,,1750850.0,804326537.7091446,189672159.4592896,0.0129,-0.0292,,2.97,0.95,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27168505537.07602,2946263267.319741,0.5737,0.1094,,3.0,1.68,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89310230223.78975,6484221785.890702,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,5982374037.642921,273980271.0738987,0.7633,-0.1356,,2.39,3.49,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7758813632.425406,1538403497.3720798,0.7712,0.5192,,3.52,0.76,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3709620838.568002,352107837.9487263,0.432,0.4424,,3.53,1.42,0.92,80.0
45,Filecoin,FIL,0.13,,2924540.0,2187168456.367788,3484539137.8017187,0.5994,-0.1633,,7.65,0.09,2.25,66.7
14,Bitcoin Cash,BCH,0.12,,12156170.0,10191938414.783268,807726614.0409535,-1.1454,0.3823,,5.52,1.49,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2053247828122.706,91270616842.45044,0.7648,0.5818,,1.73,2.67,0.48,90.0
