rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
295,MANTRA,OM,16.83,,18987068.383855,112797414.9262627,48544428.25661141,-4.6292,-10.7248,,4.42,38.56,27.48,26.7
42,Ethena,ENA,9.78,,239878160.7453,2452225643.927772,345876410.1186292,-0.7001,-1.0508,,4.42,63.01,2.02,43.3
74,Virtuals Protocol,VIRTUAL,4.7,,45918504.26694,976627397.0002012,715539846.5223321,-0.3646,-0.3477,,55.93,3.82,1.25,60.0
29,Mantle,MNT,3.93,,161978835.55684,4118703160.193921,195239832.10796613,0.789,0.7019,,8.76,77.28,0.52,93.3
77,Artificial Superintelligence Alliance,FET,3.32,,28765500.1104,867118976.3206692,1065978409.5283388,0.8067,0.8437,,4.3,2.7,0.41,96.7
50,Arbitrum,ARB,2.38,,39616181.4608,1666200722.540196,311930024.5924423,0.6635,0.5765,,2.39,11.71,0.41,90.0
18,Sui,SUI,2.08,,165701286.71252,7959773029.258285,1363995852.546732,0.4796,0.3371,,1.93,10.98,0.53,83.3
30,Bittensor,TAO,1.59,,64250845.4694,4039122985.652905,644937306.6333513,0.3306,0.2592,,9.04,7.78,0.41,76.7
41,Pepe,PEPE,1.57,,41111982.468,2616245588.00927,592120304.5728881,0.8193,-0.494,,4.99,5.88,5.59,80.0
11,Hyperliquid,HYPE,1.51,,215737533.29765004,14329738731.684055,651280625.7533816,0.5,0.6519,,9.94,27.44,0.82,90.0
47,Polygon (prev. MATIC),POL,0.99,,19238174.71404,1939102296.404148,157191607.323221,0.2834,0.1469,,1.24,11.83,0.51,70.0
62,Render,RENDER,0.84,,10487453.8285,1243982765.389851,280630729.84480345,0.3292,0.0702,,4.18,3.69,0.61,63.3
55,VeChain,VET,0.67,,9910239.019596,1471050997.17062,74926420.68904214,0.6259,0.6119,,6.54,11.11,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5275572456.9321575,186852913.7101214,-0.3605,-0.1275,,2.84,14.32,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7549942465.880093,399419134.4881745,0.3504,0.2419,,2.5,6.73,0.88,73.3
28,Internet Computer,ICP,0.36,,15423105.023999998,4307740793.094028,1441985451.0461478,0.195,-0.0796,,4.94,1.0,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1395187678.576427,83446068.64427428,0.5,0.394,,8.66,4.51,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6773840715.199539,197367861.9713941,2.2121,1.3167,,8.8,6.82,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,414686652997.7142,42406329345.7495,0.8371,0.54,,2.27,2.12,0.6,86.7
81,Optimism,OP,0.22,,1750850.0,808995156.3098053,190569481.60769004,0.0129,-0.0292,,2.97,0.94,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27358866657.198338,3015257742.18416,0.5737,0.1094,,3.0,1.64,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89455815704.62207,6423634272.637411,0.6674,-0.0086,,2.26,2.21,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,5984402575.301394,279551967.11517185,0.7633,-0.1356,,2.39,3.42,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7832170906.832491,1590417278.1945405,0.7712,0.5192,,3.52,0.74,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3713908400.475606,355153209.2658495,0.432,0.4424,,3.53,1.41,0.92,80.0
45,Filecoin,FIL,0.13,,2924540.0,2243954456.6318774,3487174941.153525,0.5994,-0.1633,,7.65,0.09,2.25,66.7
38,Ethereum Classic,ETC,0.12,,3307240.0,2755228072.422142,629702311.1665137,1.0,0.6113,,3.59,0.5,1.81,90.0
14,Bitcoin Cash,BCH,0.12,,12156170.0,10212456777.641418,801828560.441209,-1.1454,0.3823,,5.52,1.5,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2054033564647.7085,91159703699.50256,0.7648,0.5818,,1.73,2.67,0.48,90.0
33,Aave,AAVE,0.08,,2433500.0,3182261187.038854,437692257.9270885,-0.4747,0.2227,,1.74,0.59,1.89,80.0
43,Aptos,APT,0.08,,1709580.0,2278259747.248708,370228769.6645707,-1.82,-3.1032,,2.86,0.44,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136425914318.24004,3605476357.562552,0.0,0.0896,,6.9,2.49,0.31,16.7
24,Polkadot,DOT,0.07,,4035340.0,5449731308.537581,754999976.3454479,-0.3284,-0.1423,,1.43,0.54,1.71,56.7
20,Avalanche,AVAX,0.07,,5604960.0,7671357107.703622,840376229.6717942,-0.8623,-0.8227,,1.35,0.69,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,11004549178.66749,1058089965.1310418,0.6474,0.6382,,3.75,0.76,0.48,93.3
32,NEAR Protocol,NEAR,0.07,,2463380.0,3449774664.821171,1574948365.7483664,0.6149,0.3936,,5.37,0.16,0.94,66.7
10,Cardano,ADA,0.07,,14463360.0,20902090977.939056,1289722164.440838,0.3988,0.5385,,2.69,1.1,0.61,76.7
56,Cosmos,ATOM,0.06,,918920.0,1467982522.0892415,182264497.12799707,-1.0299,-1.7624,,3.36,0.52,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,138792959501.83795,5958025142.343988,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1602563293.9624977,104272837.052875,0.7729,0.5033,,1.39,0.72,1.17,86.7
40,OKB,OKB,0.04,,1087271.3292,2616773657.269576,98920310.66679806,0.5,0.536,,10.21,0.95,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27730417875.088947,919377782.048586,-1.4605,0.1309,,3.39,0.88,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,9376946961.194252,338785494.91466355,0.6132,0.693,,7.24,0.44,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75754087074.7634,20956879166.200382,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183297436442.26016,169163288455.29944,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
