rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
292,MANTRA,OM,16.73,,18987068.383855,113478609.12156723,47823088.93298701,-4.6292,-10.7248,,4.42,39.14,27.48,26.7
42,Ethena,ENA,9.79,,239878160.7453,2449842649.311731,342536185.46247417,-0.7001,-1.0508,,4.42,63.63,2.02,43.3
71,Virtuals Protocol,VIRTUAL,4.58,,45918504.26694,1001875480.4549534,682749698.8587432,-0.3646,-0.3477,,55.93,4.0,1.25,60.0
29,Mantle,MNT,3.9,,161978835.55684,4157451706.687703,193841292.90715373,0.789,0.7019,,8.76,77.84,0.52,93.3
79,Artificial Superintelligence Alliance,FET,3.48,,28765500.1104,826596428.7676417,1040923388.5344924,0.8067,0.8437,,4.3,2.77,0.41,96.7
50,Arbitrum,ARB,2.4,,39616181.4608,1653236065.9519691,311443887.09661406,0.6635,0.5765,,2.39,11.73,0.41,90.0
18,Sui,SUI,2.1,,165701286.71252,7908927320.29693,1351560984.5379508,0.4796,0.3371,,1.93,11.08,0.53,83.3
30,Bittensor,TAO,1.59,,64250845.4694,4037186567.940007,646520110.1770631,0.3306,0.2592,,9.04,7.76,0.41,76.7
40,Pepe,PEPE,1.58,,41111982.468,2599801488.009502,589545245.8027139,0.8193,-0.494,,4.99,5.91,5.59,80.0
11,Hyperliquid,HYPE,1.52,,215737533.29765004,14160863554.824244,655129672.5842584,0.5,0.6519,,9.94,27.28,0.82,90.0
47,Polygon (prev. MATIC),POL,1.0,,19238174.71404,1915808865.151668,156027602.13984016,0.2834,0.1469,,1.24,11.92,0.51,70.0
63,Render,RENDER,0.85,,10487453.8285,1234958376.4012306,273681827.7251769,0.3292,0.0702,,4.18,3.78,0.61,63.3
56,VeChain,VET,0.68,,9910239.019596,1459677193.48164,73719217.70855099,0.6259,0.6119,,6.54,11.29,0.57,83.3
26,Toncoin,TON,0.54,,28582759.953,5245873780.214456,189052660.52397695,-0.3605,-0.1275,,2.84,14.15,0.77,60.0
21,Hedera,HBAR,0.38,,28414789.5475,7500023883.790127,398615706.254037,0.3504,0.2419,,2.5,6.74,0.88,73.3
28,Internet Computer,ICP,0.36,,15423105.023999998,4319256390.097175,1454196946.4088788,0.195,-0.0796,,4.94,0.99,1.0,60.0
58,Kaspa,KAS,0.29,,4087272.62765,1400437045.5074608,90640581.47457217,0.5,0.394,,8.66,4.15,0.4,93.3
22,Monero,XMR,0.23,,15583220.365679998,6791077040.568579,201245589.62808368,2.2121,1.3167,,8.8,6.69,1.7,93.3
2,Ethereum,ETH,0.23,,939252090.0,412328993028.54297,42143313437.0314,0.8371,0.54,,2.27,2.13,0.6,86.7
80,Optimism,OP,0.22,,1750850.0,800509623.2440075,189839752.9789848,0.0129,-0.0292,,2.97,0.95,1.88,73.3
9,Dogecoin,DOGE,0.19,,51864570.0,27106375341.765728,2949843766.7135468,0.5737,0.1094,,3.0,1.68,0.97,63.3
6,Solana,SOL,0.18,,157267900.0,89197514764.69995,6480607916.293986,0.6674,-0.0086,,2.26,2.19,2.5,73.3
23,Shiba Inu,SHIB,0.16,,9776020.639100004,5970400702.729398,274522314.5011338,0.7633,-0.1356,,2.39,3.48,2.43,66.7
19,Litecoin,LTC,0.16,,12356930.0,7741548569.992729,1540816191.120183,0.7712,0.5192,,3.52,0.76,0.66,80.0
31,Uniswap,UNI,0.14,,5106190.0,3700640636.130674,352511811.26840526,0.432,0.4424,,3.53,1.42,0.92,80.0
45,Filecoin,FIL,0.13,,2924540.0,2185462981.1234026,3478534867.4406857,0.5994,-0.1633,,7.65,0.09,2.25,66.7
14,Bitcoin Cash,BCH,0.12,,12156170.0,10182284177.826828,807668329.7875489,-1.1454,0.3823,,5.52,1.49,1.24,80.0
1,Bitcoin,BTC,0.12,,2437380500.0,2050387942293.2048,91331322562.82732,0.7648,0.5818,,1.73,2.67,0.48,90.0
38,Ethereum Classic,ETC,0.12,,3307240.0,2783623526.058085,641240767.975434,1.0,0.6113,,3.59,0.49,1.81,90.0
33,Aave,AAVE,0.08,,2433500.0,3163229444.4708347,436768976.2492277,-0.4747,0.2227,,1.74,0.59,1.89,80.0
25,Polkadot,DOT,0.08,,4035340.0,5304183787.060186,766277193.740911,-0.3284,-0.1423,,1.43,0.53,1.71,56.7
43,Aptos,APT,0.08,,1709580.0,2272112421.2756968,376120750.5443241,-1.82,-3.1032,,2.86,0.43,6.44,43.3
5,BNB,BNB,0.07,,101390470.0,136260462998.06358,3581298181.1052995,0.0,0.0896,,6.9,2.51,0.31,16.7
20,Avalanche,AVAX,0.07,,5604960.0,7617411092.983885,828246843.0301843,-0.8623,-0.8227,,1.35,0.7,3.26,56.7
12,Chainlink,LINK,0.07,,7978870.0,10967396911.862522,1067039476.608284,0.6474,0.6382,,3.75,0.75,0.48,93.3
32,NEAR Protocol,NEAR,0.07,,2463380.0,3488460139.975861,1549220916.7877371,0.6149,0.3936,,5.37,0.16,0.94,66.7
10,Cardano,ADA,0.07,,14463360.0,20713275526.369038,1281852171.7357326,0.3988,0.5385,,2.69,1.11,0.61,76.7
55,Cosmos,ATOM,0.06,,918920.0,1459843990.8535762,184841787.6425376,-1.0299,-1.7624,,3.36,0.51,5.18,53.3
4,XRP,XRP,0.05,,72370880.0,138632625684.39905,5960857260.449178,0.5763,0.4896,,2.97,1.11,0.64,76.7
52,Algorand,ALGO,0.05,,757750.0,1601232880.4937682,104625578.428732,0.7729,0.5033,,1.39,0.72,1.17,86.7
41,OKB,OKB,0.04,,1087271.3292,2599028328.637047,94600746.623313,0.5,0.536,,10.21,0.99,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,27671837515.782597,922004294.9760228,-1.4605,0.1309,,3.39,0.87,1.2,73.3
15,Stellar,XLM,0.02,,1652660.0,9366928801.85209,336294361.6876271,0.6132,0.693,,7.24,0.44,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75749639284.95775,20919005507.55654,-0.1283,-0.1442,,2.19,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183346363822.73395,170231333273.61237,-0.1237,-3.2817,,9.31,0.0,5.9,46.7
