rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
43,Aptos,APT,0.07,,1709580.0,2371760303.4487767,98488286.03366156,-1.82,-3.1032,,2.86,1.65,6.44,43.3
19,Avalanche,AVAX,0.07,,5604960.0,7810730372.886449,254317122.8341972,-0.8623,-0.8227,,1.35,2.29,3.26,56.7
31,Aave,AAVE,0.07,,2433500.0,3422528574.406161,285008652.892154,-0.4747,0.2227,,1.74,0.91,1.89,80.0
5,BNB,BNB,0.07,,101390470.0,148383332697.5726,2012984029.962024,0.0,0.0896,,6.9,4.46,0.31,16.7
10,Cardano,ADA,0.07,,14463360.0,21480322297.31995,541604719.2826624,0.3988,0.5385,,2.69,2.62,0.61,76.7
12,Chainlink,LINK,0.07,,7978870.0,11948237469.805325,491576127.0674957,0.6474,0.6382,,3.75,1.63,0.48,93.3
55,Cosmos,ATOM,0.06,,918920.0,1433042055.5767558,77450555.23751704,-1.0299,-1.7624,,3.36,1.22,5.18,53.3
51,Algorand,ALGO,0.05,,757750.0,1537471410.572548,42133469.20991224,0.7729,0.5033,,1.39,1.78,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,149802963275.18848,2368007540.3355665,0.5763,0.4896,,2.97,2.8,0.64,76.7
34,OKB,OKB,0.04,,1087271.3292,2961158249.5619903,63358574.22326396,0.5,0.536,,10.21,1.48,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,28064828438.91963,424631549.4721476,-1.4605,0.1309,,3.39,1.9,1.2,73.3
14,Stellar,XLM,0.02,,1652660.0,9614512965.237036,109420193.19850224,0.6132,0.693,,7.24,1.35,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75809135108.48898,8568010564.455941,-0.1283,-0.1442,,2.19,0.07,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183452624635.55133,84487487540.56517,-0.1237,-3.2817,,9.31,0.01,5.9,46.7
