date,symbol,category,signal,z_score,percentile_rank,basket_corr,basket_return_20d,coin_return_20d,divergence,market_cap,volume_30d,volatility_30d
2020-01-29,XLM,Dino Coins,NONE,,100.0,0.738901017227514,-0.020211214299625024,0.001909905743899598,0.022121120043524622,909657060.2573128,30963969.931034483,0.6833493779774874
2020-01-29,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.001909905743899598,-0.020211214299625024,-0.022121120043524622,8474172239.531365,34377565.51724138,0.4592704885259426
2020-01-30,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.01418523805101124,0.03461136086109495,0.020426122810083713,909657060.2573128,30761778.233333334,0.6666858491736294
2020-01-30,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.03461136086109495,0.01418523805101124,-0.020426122810083713,8474172239.531365,34595047.6,0.4650234923700937
2020-01-31,XLM,Dino Coins,NONE,,50.0,0.738901017227514,-0.0034605177709666757,-0.00408746090896428,-0.0006269431379976043,909657060.2573128,31168135.433333334,0.6715470765952445
2020-01-31,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,-0.00408746090896428,-0.0034605177709666757,0.0006269431379976043,8474172239.531365,35178399.36666667,0.4565495136232862
2020-02-01,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.004833658133395868,0.023940834981594605,0.019107176848198737,909657060.2573128,31502568.066666666,0.6559022875424002
2020-02-01,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.023940834981594605,0.004833658133395868,-0.019107176848198737,8474172239.531365,35451842.96666667,0.44374947697526973
2020-02-02,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.04243247159550201,0.04262515560277658,0.00019268400727456836,909657060.2573128,32304120.0,0.6383142023070304
2020-02-02,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.04262515560277658,0.04243247159550201,-0.00019268400727456836,8474172239.531365,36437955.86666667,0.4506812355778772
2020-02-03,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.05853691801123717,0.05485838065142201,-0.0036785373598151594,909657060.2573128,32852391.2,0.6213411964544453
2020-02-03,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.05485838065142201,0.05853691801123717,0.0036785373598151594,8474172239.531365,37550428.4,0.44075417022446084
2020-02-04,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.10573546736784589,0.08524341186967255,-0.020492055498173345,909657060.2573128,34204635.13333333,0.609256768810432
2020-02-04,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.08524341186967255,0.10573546736784589,0.020492055498173345,8474172239.531365,39603476.96666667,0.45205435695133417
2020-02-05,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.15452582914634538,0.13488329906697216,-0.01964253007937322,909657060.2573128,34897241.9,0.6064174987402459
2020-02-05,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.13488329906697216,0.15452582914634538,0.01964253007937322,8474172239.531365,40895357.46666667,0.4597371367792919
2020-02-06,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.17510615714440503,0.16805153911935555,-0.007054618025049475,909657060.2573128,35444303.43333333,0.5951797694258305
2020-02-06,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.16805153911935555,0.17510615714440503,0.007054618025049475,8474172239.531365,41596987.2,0.4504311647871401
2020-02-07,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.16048242512917166,0.18184427420687777,0.021361849077706108,909657060.2573128,36108977.43333333,0.5821070435803937
2020-02-07,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.18184427420687777,0.16048242512917166,-0.021361849077706108,8474172239.531365,41580259.13333333,0.4455228739356275
2020-02-08,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.15340248168100445,0.16567701926385858,0.012274537582854128,909657060.2573128,37210760.06666667,0.5760209744617761
2020-02-08,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.16567701926385858,0.15340248168100445,-0.012274537582854128,8474172239.531365,42382475.1,0.4381898771007951
2020-02-09,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.17479286971528007,0.2054579186607295,0.030665048945449414,909657060.2573128,37968627.8,0.5686681185893998
2020-02-09,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.2054579186607295,0.17479286971528007,-0.030665048945449414,8474172239.531365,42688317.03333333,0.43091950761190984
2020-02-10,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.1346792431930628,0.15607437997654938,0.02139513678348659,909657060.2573128,38267419.53333333,0.581147573808186
2020-02-10,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.15607437997654938,0.1346792431930628,-0.02139513678348659,8474172239.531365,43003509.8,0.44098143179060495
2020-02-11,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.17101494469937295,0.21261916398891412,0.04160421928954117,909657060.2573128,39402409.1,0.5817374506409252
2020-02-11,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.21261916398891412,0.17101494469937295,-0.04160421928954117,8474172239.531365,44182597.8,0.4399280176644473
2020-02-12,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.2615520659773334,0.30746666829097347,0.045914602313640085,909657060.2573128,42440811.3,0.6036935762761105
2020-02-12,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.30746666829097347,0.2615520659773334,-0.045914602313640085,8474172239.531365,46963893.93333333,0.47971336497770517
2020-02-13,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.3505458257313636,0.3631466395537939,0.012600813822430279,909657060.2573128,43561889.9,0.5988426828866839
2020-02-13,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.3631466395537939,0.3505458257313636,-0.012600813822430279,8474172239.531365,49731114.36666667,0.5039871641048707
2020-02-14,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.3891761436416308,0.4162870733681885,0.02711092972655771,909657060.2573128,43678584.53333333,0.5998503224979486
2020-02-14,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.4162870733681885,0.3891761436416308,-0.02711092972655771,8474172239.531365,50718904.6,0.5036631393707452
2020-02-15,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.26187715496781405,0.28034660708573966,0.01846945211792561,909657060.2573128,44461919.0,0.6721224660128241
2020-02-15,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.28034660708573966,0.26187715496781405,-0.01846945211792561,8474172239.531365,52828983.833333336,0.5800793405024699
2020-02-16,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.201335794456871,0.2082674823641546,0.006931687907283601,909657060.2573128,42982338.03333333,0.6080356529326919
2020-02-16,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.2082674823641546,0.201335794456871,-0.006931687907283601,8474172239.531365,54063508.0,0.5949823253601039
2020-02-17,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.1785707829518972,0.17915988359126067,0.0005891006393634601,909657060.2573128,42426711.6,0.614503934429406
2020-02-17,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.17915988359126067,0.1785707829518972,-0.0005891006393634601,8474172239.531365,54804723.666666664,0.5983018141617312
2020-02-18,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.25006040836176835,0.22892157110408218,-0.02113883725768617,909657060.2573128,42441704.46666667,0.6183053924027679
2020-02-18,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.22892157110408218,0.25006040836176835,0.02113883725768617,8474172239.531365,55422882.03333333,0.5949505884286396
2020-02-19,XLM,Dino Coins,NONE,,50.0,0.738901017227514,0.10485803408721184,0.09015637916787278,-0.014701654919339058,909657060.2573128,43096907.06666667,0.663698338230044
2020-02-19,XRP,Dino Coins,NONE,,100.0,0.7972827894761798,0.09015637916787278,0.10485803408721184,0.014701654919339058,8474172239.531365,56664119.06666667,0.6513425402482763
2020-02-20,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.11082722274006729,0.14316162063149074,0.03233439789142345,909657060.2573128,43855390.03333333,0.663766689055636
2020-02-20,XRP,Dino Coins,NONE,,50.0,0.7972827894761798,0.14316162063149074,0.11082722274006729,-0.03233439789142345,8474172239.531365,57909098.833333336,0.6522596176539955
2020-02-21,XLM,Dino Coins,NONE,,100.0,0.738901017227514,0.116180397570667,0.11784910015404448,0.0016687025833774793,909657060.2573128,44019188.833333336,0.6590018715387633
