rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
292,MANTRA,OM,16.97,,18987068.383855,111889107.40832764,22829195.33704576,-4.6292,-10.7248,,4.42,81.99,27.48,26.7
39,Ethena,ENA,9.29,,239878160.7453,2582634347.7609878,229772315.8011188,-0.7001,-1.0508,,4.42,94.85,2.02,43.3
95,Artificial Superintelligence Alliance,FET,5.1,,28765500.1104,564509928.4845307,126010548.02834156,0.8067,0.8437,,4.3,22.88,0.41,96.7
70,Virtuals Protocol,VIRTUAL,4.45,,45918504.26694,1032633778.4485486,490637842.44544965,-0.3646,-0.3477,,55.93,5.56,1.25,60.0
29,Mantle,MNT,3.6,,161978835.55684,4494105000.597396,100252412.35718437,0.789,0.7019,,8.76,150.5,0.52,93.3
50,Arbitrum,ARB,2.41,,39616181.4608,1642896529.298302,147185052.3829615,0.6635,0.5765,,2.39,24.82,0.41,90.0
17,Sui,SUI,1.96,,165701286.71252,8467316120.432574,666727549.651402,0.4796,0.3371,,1.93,22.46,0.53,83.3
11,Hyperliquid,HYPE,1.52,,215737533.29765004,14229548532.309412,400849633.8359208,0.5,0.6519,,9.94,44.58,0.82,90.0
38,Pepe,PEPE,1.5,,41111982.468,2731827260.5106254,236738959.09312525,0.8193,-0.494,,4.99,14.71,5.59,80.0
27,Bittensor,TAO,1.31,,64250845.4694,4902837610.565712,453948013.3229668,0.3306,0.2592,,9.04,11.05,0.41,76.7
47,Polygon (prev. MATIC),POL,0.97,,19238174.71404,1975072871.6711116,104920209.5258706,0.2834,0.1469,,1.24,17.73,0.51,70.0
66,Render,RENDER,0.91,,10487453.8285,1150689642.6053452,40335168.61339064,0.3292,0.0702,,4.18,25.65,0.61,63.3
57,VeChain,VET,0.73,,9910239.019596,1363951087.458211,24725587.69064146,0.6259,0.6119,,6.54,33.65,0.57,83.3
44,Internet Computer,ICP,0.7,,15423105.023999998,2203387984.8544865,430447157.1023806,0.195,-0.0796,,4.94,3.33,1.0,60.0
24,Toncoin,TON,0.5,,28582759.953,5731262875.507945,134492182.54290336,-0.3605,-0.1275,,2.84,19.89,0.77,60.0
18,Hedera,HBAR,0.35,,28414789.5475,8083373258.706221,267997675.6985064,0.3504,0.2419,,2.5,10.02,0.88,73.3
56,Kaspa,KAS,0.3,,4087272.62765,1364572486.2270384,30003365.07201874,0.5,0.394,,8.66,12.55,0.4,93.3
64,Filecoin,FIL,0.25,,2924540.0,1163772087.0765772,258133574.9608986,0.5994,-0.1633,,7.65,1.22,2.25,66.7
22,Monero,XMR,0.25,,15583220.365679998,6350333702.218351,156975550.13345426,2.2121,1.3167,,8.8,8.58,1.7,93.3
79,Optimism,OP,0.23,,1750850.0,771664608.0473983,104438274.0120166,0.0129,-0.0292,,2.97,1.72,1.88,73.3
2,Ethereum,ETH,0.2,,939252090.0,463145246071.2039,23320208196.5014,0.8371,0.54,,2.27,3.85,0.6,86.7
9,Dogecoin,DOGE,0.19,,51864570.0,27730239865.374077,1040372649.1632224,0.5737,0.1094,,3.0,4.76,0.97,63.3
23,Shiba Inu,SHIB,0.17,,9776020.639100004,5880154678.442083,121494981.7068842,0.7633,-0.1356,,2.39,7.86,2.43,66.7
20,Litecoin,LTC,0.17,,12356930.0,7484850377.896974,701596655.1545389,0.7712,0.5192,,3.52,1.67,0.66,80.0
6,Solana,SOL,0.15,,157267900.0,102589432646.7021,3452568866.155502,0.6674,-0.0086,,2.26,4.11,2.5,73.3
30,Uniswap,UNI,0.14,,5106190.0,3615362363.717617,160402011.20791158,0.432,0.4424,,3.53,3.12,0.92,80.0
40,Ethereum Classic,ETC,0.13,,3307240.0,2465962227.02837,96763741.35797653,1.0,0.6113,,3.59,3.28,1.81,90.0
13,Bitcoin Cash,BCH,0.11,,12156170.0,10629880981.322256,416885975.9266133,-1.1454,0.3823,,5.52,2.88,1.24,80.0
1,Bitcoin,BTC,0.11,,2437380500.0,2187213391221.7444,37314043275.71048,0.7648,0.5818,,1.73,6.53,0.48,90.0
37,NEAR Protocol,NEAR,0.09,,2463380.0,2738819747.8685427,124974074.5266398,0.6149,0.3936,,5.37,2.02,0.94,66.7
28,Polkadot,DOT,0.09,,4035340.0,4735931170.6627245,174938509.4202868,-0.3284,-0.1423,,1.43,2.34,1.71,56.7
42,Aptos,APT,0.07,,1709580.0,2366318365.1458063,104980125.46578012,-1.82,-3.1032,,2.86,1.55,6.44,43.3
19,Avalanche,AVAX,0.07,,5604960.0,7802510777.73327,283247857.6641516,-0.8623,-0.8227,,1.35,2.06,3.26,56.7
31,Aave,AAVE,0.07,,2433500.0,3445069534.1542835,338390009.71870565,-0.4747,0.2227,,1.74,0.77,1.89,80.0
5,BNB,BNB,0.07,,101390470.0,147652256743.71475,2067280790.30644,0.0,0.0896,,6.9,4.35,0.31,16.7
10,Cardano,ADA,0.07,,14463360.0,21417954977.34071,596426784.677317,0.3988,0.5385,,2.69,2.38,0.61,76.7
12,Chainlink,LINK,0.07,,7978870.0,11882813510.623188,576921444.6779622,0.6474,0.6382,,3.75,1.39,0.48,93.3
55,Cosmos,ATOM,0.07,,918920.0,1410172253.3587625,82839581.56891996,-1.0299,-1.7624,,3.36,1.14,5.18,53.3
51,Algorand,ALGO,0.05,,757750.0,1531165564.2458067,45791373.92031805,0.7729,0.5033,,1.39,1.64,1.17,86.7
4,XRP,XRP,0.05,,72370880.0,149800554525.6214,2625054921.5297256,0.5763,0.4896,,2.97,2.52,0.64,76.7
35,OKB,OKB,0.04,,1087271.3292,2929593567.9079103,68449336.1417603,0.5,0.536,,10.21,1.37,0.2,100.0
8,TRON,TRX,0.03,,8067550.0,28140255475.120087,499707238.80660427,-1.4605,0.1309,,3.39,1.61,1.2,73.3
14,Stellar,XLM,0.02,,1652660.0,9606884704.842146,122395507.8528723,0.6132,0.693,,7.24,1.2,0.67,83.3
7,USDC,USDC,0.01,,5403221.924120001,75769524908.14977,10331418689.566568,-0.1283,-0.1442,,2.19,0.06,0.73,40.0
3,Tether USDt,USDT,0.0,,6136008.0708,183427424149.6444,93060943175.6177,-0.1237,-3.2817,,9.31,0.01,5.9,46.7
