rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
293,MANTRA,OM,16.34,95.6,18232443.282888003,111575748.6616618,41823625.03240898,-4.6292,-10.7248,-23.43,17.66,44.5,27.48,26.7
36,Ethena,ENA,8.41,89.1,239906495.088,2852084664.812186,402836502.02101415,-0.7001,-1.0508,-9.11,10.07,54.1,2.02,43.3
93,Artificial Superintelligence Alliance,FET,5.0,86.8,28173974.047,563950323.1857965,90710743.77174976,0.8067,0.8437,-34.5,10.04,31.68,0.41,96.7
75,Virtuals Protocol,VIRTUAL,4.95,81.7,42531212.48365,859931667.2745576,561315296.1489581,-0.3646,-0.3477,86.98,30.51,4.78,1.25,60.0
27,Mantle,MNT,3.26,85.1,156362893.21855998,4793409287.616988,191754843.07306096,0.789,0.7019,-23.7,15.35,78.26,0.52,93.3
49,Arbitrum,ARB,2.42,79.0,38838130.53156,1605836707.2755144,286599409.40380114,0.6635,0.5765,-38.37,11.23,12.71,0.41,90.0
17,Sui,SUI,1.9,72.5,157704336.37608,8289415261.499656,1510652984.5584724,0.4796,0.3371,-38.8,9.33,9.84,0.53,83.3
38,Pepe,PEPE,1.52,79.4,41266805.940000005,2712846951.8456497,670437746.8019563,0.8193,-0.494,-43.29,9.93,5.2,5.59,80.0
29,Bittensor,TAO,1.46,72.6,61392046.763160005,4195703950.460356,511984930.5222856,0.3306,0.2592,19.38,14.44,9.72,0.41,76.7
11,Hyperliquid,HYPE,1.41,73.4,215918681.30882,15266621265.097317,1008259598.962444,0.5,0.6519,-11.65,8.44,17.72,0.82,90.0
51,Internet Computer,ICP,0.96,58.9,14858041.6,1542739910.509891,77417387.15577497,0.195,-0.0796,-50.78,8.79,18.44,1.0,60.0
45,Polygon (prev. MATIC),POL,0.96,60.3,18663635.2575,1943903739.7194836,147488885.29469895,0.2834,0.1469,-44.97,7.26,12.56,0.51,70.0
65,Render,RENDER,0.88,59.4,10124098.1379,1146617416.6323292,69288625.9011297,0.3292,0.0702,-46.15,8.48,14.85,0.61,63.3
58,VeChain,VET,0.72,62.3,9728437.747392,1346472667.9762905,46976606.97019087,0.6259,0.6119,-53.93,11.11,17.66,0.57,83.3
24,Toncoin,TON,0.53,57.2,28100084.58985,5350867862.860324,194091074.2176452,-0.3605,-0.1275,-47.66,9.34,13.75,0.77,60.0
18,Hedera,HBAR,0.34,55.0,27839939.0316,8168836058.802584,774289742.3518542,0.3504,0.2419,-50.2,8.33,3.46,0.88,73.3
56,Kaspa,KAS,0.29,54.9,4003042.93015,1399238733.9645348,55959209.32809894,0.5,0.394,-58.74,12.79,6.71,0.4,93.3
69,Filecoin,FIL,0.27,48.3,2809570.0,1026051342.8648652,159583065.62816605,0.5994,-0.1633,-86.0,12.88,1.96,2.25,66.7
