rank,coin_name,coin_symbol,oi_to_mcap_ratio,leverage_score,latest_oi,market_cap,volume_24h,avg_funding_7d,avg_funding_30d,oi_growth_30d,oi_volatility_30d,oi_to_volume_ratio,funding_volatility_30d,positive_funding_pct
21,Monero,XMR,0.26,75.2,15387551.72262,5925813959.230933,181898911.26807645,2.2121,1.3167,21.93,11.09,7.39,1.7,93.3
80,Optimism,OP,0.23,37.0,1766250.0,760482692.6551319,165410308.88541096,0.0129,-0.0292,-82.28,13.82,1.09,1.88,73.3
2,Ethereum,ETH,0.21,66.9,940518970.0,454982240624.2236,44379094193.22333,0.8371,0.54,-17.75,4.62,2.03,0.6,86.7
9,Dogecoin,DOGE,0.19,47.5,51859510.0,27373677904.071968,3452988908.596117,0.5737,0.1094,-63.46,11.84,1.43,0.97,63.3
20,Litecoin,LTC,0.18,50.1,12345930.0,7042472315.227077,924124394.6072204,0.7712,0.5192,-68.1,8.86,1.27,0.66,80.0
22,Shiba Inu,SHIB,0.17,54.1,9512946.636900002,5681480025.049083,233313823.9284701,0.7633,-0.1356,-47.62,10.14,4.08,2.43,66.7
6,Solana,SOL,0.16,55.5,163337230.0,101639610646.74052,9725136997.13681,0.6674,-0.0086,-28.22,10.73,1.47,2.5,73.3
41,Ethereum Classic,ETC,0.14,46.6,3298820.0,2356834778.6848483,137272822.45254856,1.0,0.6113,-76.07,16.62,2.31,1.81,90.0
30,Uniswap,UNI,0.14,35.7,4983010.0,3666569405.2991767,549969677.811075,0.432,0.4424,-74.23,12.59,0.91,0.92,80.0
1,Bitcoin,BTC,0.11,56.5,2465124100.0,2146759846854.567,75098298704.83403,0.7648,0.5818,-7.4,3.09,3.25,0.48,90.0
13,Bitcoin Cash,BCH,0.11,61.3,11487530.0,10693742444.307743,632358400.3755919,-1.1454,0.3823,38.17,7.65,1.88,1.24,80.0
39,NEAR Protocol,NEAR,0.09,40.2,2414180.0,2678500407.803762,245153999.726216,0.6149,0.3936,-60.6,9.93,1.03,0.94,66.7
28,Polkadot,DOT,0.09,25.7,3992240.0,4663467903.693603,355904542.5013194,-0.3284,-0.1423,-76.57,13.69,1.15,1.71,56.7
42,Aptos,APT,0.08,40.9,1747780.0,2294720983.87163,165091377.40881318,-1.82,-3.1032,-75.71,14.02,0.99,6.44,43.3
32,Aave,AAVE,0.08,31.9,2450790.0,3247466945.8577437,394869662.2923231,-0.4747,0.2227,-60.92,17.19,0.66,1.89,80.0
19,Avalanche,AVAX,0.07,42.4,5554700.0,7787742526.584311,650758097.3510352,-0.8623,-0.8227,-53.8,7.76,0.89,3.26,56.7
12,Chainlink,LINK,0.07,33.6,8120980.0,11766187038.610498,1386060807.3899188,0.6474,0.6382,-61.35,11.49,0.58,0.48,93.3
10,Cardano,ADA,0.07,24.0,14597240.0,21631351877.8148,1342425600.974357,0.3988,0.5385,-73.11,13.48,1.06,0.61,76.7
57,Cosmos,ATOM,0.07,33.5,937650.0,1391404397.3965616,113854469.91528273,-1.0299,-1.7624,-75.12,12.94,0.83,5.18,53.3
4,BNB,BNB,0.07,28.2,97568200.0,148263031083.69315,4166738670.569835,0.0,0.0896,-18.05,11.42,2.14,0.31,16.7
53,Algorand,ALGO,0.05,29.2,753130.0,1520375652.4111576,107813398.77724646,0.7729,0.5033,-70.88,10.56,0.69,1.17,86.7
5,XRP,XRP,0.05,23.6,72893710.0,147237785128.42493,6550854517.773209,0.5763,0.4896,-67.3,11.73,1.01,0.64,76.7
33,OKB,OKB,0.04,28.1,1290922.6392,3168694747.57658,118532967.01705842,0.5,0.536,-44.84,16.66,0.81,0.2,100.0
8,TRON,TRX,0.03,43.4,7988100.0,27625492018.74373,1395544953.402054,-1.4605,0.1309,-5.6,4.1,0.58,1.2,73.3
15,Stellar,XLM,0.02,21.0,1753920.0,9503784493.526276,354667782.2308358,0.6132,0.693,-64.54,17.44,0.42,0.67,83.3
7,USDC,USDC,0.01,20.8,5460355.47934,76071295747.78606,21962828157.95781,-0.1283,-0.1442,-25.14,17.6,0.03,0.73,40.0
3,Tether USDt,USDT,0.0,12.8,5978663.694300001,183370129858.7212,165072822534.75565,-0.1237,-3.2817,-51.57,19.11,0.0,5.9,46.7
23,Dai,DAI,0.0,,0.0,5364708743.683924,135226908.4656031,0.125,0.125,,,0.0,0.0,100.0
